Date,YESBANK18DEC170CE O,YESBANK18DEC170CE H,YESBANK18DEC170CE L,YESBANK18DEC170CE C,YESBANK18DEC170CE V
11/30/2018 3:29:00 PM,17.55,17.6,17.3,17.55,71750
11/30/2018 3:28:00 PM,17.55,17.6,17.4,17.55,43750
11/30/2018 3:27:00 PM,17.6,17.6,17.5,17.55,42000
11/30/2018 3:26:00 PM,17.7,17.7,17.6,17.6,31500
11/30/2018 3:25:00 PM,17.8,17.85,17.7,17.7,36750
11/30/2018 3:24:00 PM,17.55,17.8,17.55,17.8,45500
11/30/2018 3:23:00 PM,17.7,17.8,17.55,17.55,38500
11/30/2018 3:22:00 PM,17.55,17.8,17.55,17.8,21000
11/30/2018 3:21:00 PM,17.6,17.65,17.45,17.55,42000
11/30/2018 3:20:00 PM,17.55,17.75,17.5,17.6,54250
11/30/2018 3:19:00 PM,17.4,17.6,17.4,17.6,40250
11/30/2018 3:18:00 PM,17.3,17.4,17.2,17.35,52500
11/30/2018 3:17:00 PM,17.4,17.4,17.3,17.3,21000
11/30/2018 3:16:00 PM,17.15,17.4,17.15,17.4,22750
11/30/2018 3:15:00 PM,17.3,17.3,17.15,17.15,10500
11/30/2018 3:14:00 PM,17.3,17.35,17.25,17.35,12250
11/30/2018 3:13:00 PM,17.25,17.35,17.2,17.3,24500
11/30/2018 3:12:00 PM,17.1,17.3,17.1,17.25,17500
11/30/2018 3:11:00 PM,17.05,17.2,17.05,17.2,19250
11/30/2018 3:10:00 PM,17.1,17.15,17.05,17.05,10500
11/30/2018 3:09:00 PM,17.3,17.3,17.1,17.1,22750
11/30/2018 3:08:00 PM,17.4,17.4,17.3,17.3,24500
11/30/2018 3:07:00 PM,17.1,17.4,17.1,17.4,19250
11/30/2018 3:06:00 PM,17.2,17.2,17.1,17.1,5250
11/30/2018 3:05:00 PM,17,17.2,17,17.2,21000
11/30/2018 3:04:00 PM,17.15,17.15,17,17,7000
11/30/2018 3:03:00 PM,17.1,17.25,17.1,17.15,14000
11/30/2018 3:02:00 PM,17.35,17.35,17.1,17.1,5250
11/30/2018 3:01:00 PM,17.35,17.35,17.3,17.35,5250
11/30/2018 3:00:00 PM,17.15,17.35,17.15,17.35,14000
11/30/2018 2:59:00 PM,17.05,17.05,17.05,17.05,5250
11/30/2018 2:58:00 PM,17.1,17.1,17,17,15750
11/30/2018 2:57:00 PM,17.15,17.15,17,17.05,35000
11/30/2018 2:56:00 PM,17.15,17.25,17.1,17.15,14000
11/30/2018 2:55:00 PM,17,17.25,17,17.1,17500
11/30/2018 2:54:00 PM,16.7,17,16.7,17,31500
11/30/2018 2:53:00 PM,16.85,16.85,16.6,16.7,77000
11/30/2018 2:52:00 PM,17.05,17.05,16.8,16.85,26250
11/30/2018 2:51:00 PM,17.15,17.15,17.05,17.1,12250
11/30/2018 2:50:00 PM,17.15,17.15,17.1,17.15,7000
11/30/2018 2:49:00 PM,17.15,17.25,17,17.15,38500
11/30/2018 2:48:00 PM,17.5,17.5,17.15,17.15,33250
11/30/2018 2:47:00 PM,17.5,17.65,17.45,17.5,31500
11/30/2018 2:46:00 PM,17.4,17.5,17.3,17.5,22750
11/30/2018 2:45:00 PM,17.6,17.65,17.35,17.4,43750
11/30/2018 2:44:00 PM,17.6,17.65,17.45,17.6,59500
11/30/2018 2:43:00 PM,17.8,17.85,17.6,17.6,42000
11/30/2018 2:42:00 PM,17.9,18.1,17.8,17.8,84000
11/30/2018 2:41:00 PM,17.6,17.9,17.55,17.9,61250
11/30/2018 2:40:00 PM,17.6,17.7,17.5,17.7,61250
11/30/2018 2:39:00 PM,17.2,17.7,17.2,17.6,94500
11/30/2018 2:38:00 PM,17.3,17.35,17.05,17.2,29750
11/30/2018 2:37:00 PM,17.1,17.35,17.05,17.3,43750
11/30/2018 2:36:00 PM,16.95,17.25,16.95,17.1,47250
11/30/2018 2:35:00 PM,16.65,16.95,16.65,16.95,43750
11/30/2018 2:34:00 PM,16.55,16.65,16.55,16.65,8750
11/30/2018 2:33:00 PM,16.55,16.55,16.55,16.55,12250
11/30/2018 2:32:00 PM,16.4,16.6,16.4,16.55,19250
11/30/2018 2:31:00 PM,16.4,16.45,16.35,16.4,10500
11/30/2018 2:30:00 PM,16.4,16.45,16.35,16.4,7000
11/30/2018 2:29:00 PM,16.5,16.55,16.4,16.4,17500
11/30/2018 2:28:00 PM,16.6,16.6,16.5,16.5,14000
11/30/2018 2:27:00 PM,16.45,16.6,16.45,16.6,17500
11/30/2018 2:26:00 PM,16.55,16.55,16.45,16.45,1750
11/30/2018 2:25:00 PM,16.5,16.65,16.45,16.55,29750
11/30/2018 2:24:00 PM,16.45,16.5,16.4,16.5,21000
11/30/2018 2:23:00 PM,16.4,16.45,16.4,16.4,10500
11/30/2018 2:22:00 PM,16.45,16.45,16.4,16.4,8750
11/30/2018 2:21:00 PM,16.45,16.45,16.35,16.45,21000
11/30/2018 2:20:00 PM,16.5,16.5,16.45,16.45,3500
11/30/2018 2:19:00 PM,16.45,16.5,16.45,16.5,7000
11/30/2018 2:18:00 PM,16.65,16.65,16.3,16.3,10500
11/30/2018 2:17:00 PM,16.55,16.7,16.5,16.65,17500
11/30/2018 2:16:00 PM,16.65,16.7,16.5,16.55,12250
11/30/2018 2:15:00 PM,16.45,16.65,16.45,16.65,10500
11/30/2018 2:14:00 PM,16.45,16.45,16.45,16.45,0
11/30/2018 2:13:00 PM,16.55,16.55,16.45,16.45,7000
11/30/2018 2:12:00 PM,16.35,16.55,16.35,16.55,14000
11/30/2018 2:11:00 PM,16.25,16.35,16.25,16.35,8750
11/30/2018 2:10:00 PM,16.45,16.45,16.25,16.25,12250
11/30/2018 2:09:00 PM,16.45,16.5,16.45,16.45,5250
11/30/2018 2:08:00 PM,16.3,16.5,16.3,16.45,24500
11/30/2018 2:07:00 PM,16.4,16.45,16.3,16.3,8750
11/30/2018 2:06:00 PM,16.35,16.45,16.3,16.4,12250
11/30/2018 2:05:00 PM,16.4,16.4,16.3,16.35,8750
11/30/2018 2:04:00 PM,16.35,16.45,16.35,16.45,15750
11/30/2018 2:03:00 PM,16.35,16.45,16.3,16.35,14000
11/30/2018 2:02:00 PM,16.3,16.35,16.3,16.35,1750
11/30/2018 2:01:00 PM,16.15,16.3,16.15,16.3,8750
11/30/2018 2:00:00 PM,16.45,16.5,16.05,16.15,35000
11/30/2018 1:59:00 PM,16.45,16.55,16.4,16.45,17500
11/30/2018 1:58:00 PM,16.7,16.7,16.4,16.45,14000
11/30/2018 1:57:00 PM,16.55,16.8,16.55,16.7,14000
11/30/2018 1:56:00 PM,16.4,16.55,16.4,16.55,3500
11/30/2018 1:55:00 PM,16.5,16.6,16.4,16.4,21000
11/30/2018 1:54:00 PM,16.5,16.6,16.5,16.5,3500
11/30/2018 1:53:00 PM,16.75,16.75,16.4,16.5,33250
11/30/2018 1:52:00 PM,16.75,16.75,16.65,16.75,12250
11/30/2018 1:51:00 PM,16.8,16.9,16.75,16.75,8750
11/30/2018 1:50:00 PM,16.9,16.95,16.8,16.8,14000
11/30/2018 1:49:00 PM,16.85,16.9,16.85,16.9,7000
11/30/2018 1:48:00 PM,16.85,16.9,16.8,16.85,14000
11/30/2018 1:47:00 PM,16.7,16.85,16.7,16.85,1750
11/30/2018 1:46:00 PM,16.75,16.85,16.7,16.7,15750
11/30/2018 1:45:00 PM,16.7,16.75,16.7,16.75,3500
11/30/2018 1:44:00 PM,16.8,16.8,16.65,16.7,14000
11/30/2018 1:43:00 PM,16.7,16.8,16.7,16.8,5250
11/30/2018 1:42:00 PM,16.5,16.7,16.5,16.7,15750
11/30/2018 1:41:00 PM,16.55,16.55,16.4,16.5,28000
11/30/2018 1:40:00 PM,16.3,16.55,16.3,16.55,14000
11/30/2018 1:39:00 PM,16.55,16.6,16.3,16.3,12250
11/30/2018 1:38:00 PM,16.7,16.75,16.55,16.55,15750
11/30/2018 1:37:00 PM,16.65,16.75,16.65,16.7,12250
11/30/2018 1:36:00 PM,16.75,16.75,16.65,16.65,8750
11/30/2018 1:35:00 PM,16.75,16.75,16.7,16.75,7000
11/30/2018 1:34:00 PM,16.55,16.75,16.5,16.75,15750
11/30/2018 1:33:00 PM,16.6,16.6,16.5,16.6,7000
11/30/2018 1:32:00 PM,16.45,16.7,16.45,16.6,47250
11/30/2018 1:31:00 PM,16.85,16.85,16.45,16.45,36750
11/30/2018 1:30:00 PM,16.85,16.95,16.85,16.85,3500
11/30/2018 1:29:00 PM,16.95,16.95,16.85,16.85,1750
11/30/2018 1:28:00 PM,16.85,16.95,16.8,16.95,7000
11/30/2018 1:27:00 PM,16.85,16.85,16.85,16.85,1750
11/30/2018 1:26:00 PM,17,17,16.85,16.85,8750
11/30/2018 1:25:00 PM,17.1,17.1,17,17,1750
11/30/2018 1:24:00 PM,17,17.15,16.95,17.1,8750
11/30/2018 1:23:00 PM,16.9,17,16.9,17,7000
11/30/2018 1:22:00 PM,16.85,17.05,16.85,16.9,24500
