Date,BANKNIFTY06DEC1826800CE O,BANKNIFTY06DEC1826800CE H,BANKNIFTY06DEC1826800CE L,BANKNIFTY06DEC1826800CE C,BANKNIFTY06DEC1826800CE V
11/30/2018 3:29:00 PM,226,227.8,224,224,4520
11/30/2018 3:28:00 PM,229.85,229.9,226.5,226.5,6620
11/30/2018 3:27:00 PM,229.85,230,228.1,229.05,7780
11/30/2018 3:26:00 PM,227.15,230,227,229.95,5020
11/30/2018 3:25:00 PM,233.55,233.55,227.15,227.15,9920
11/30/2018 3:24:00 PM,231.9,234,230.1,233.55,7400
11/30/2018 3:23:00 PM,237.25,237.5,230.8,230.8,6160
11/30/2018 3:22:00 PM,236,238.4,236,237.2,5780
11/30/2018 3:21:00 PM,236.1,238,236,236,4160
11/30/2018 3:20:00 PM,235,236.9,232.5,236.1,15480
11/30/2018 3:19:00 PM,232.15,235,232.15,235,6500
11/30/2018 3:18:00 PM,234.8,235.45,232,234.25,3600
11/30/2018 3:17:00 PM,233.95,236.6,232.1,234.5,3040
11/30/2018 3:16:00 PM,230.15,235,227.6,235,6780
11/30/2018 3:15:00 PM,227.55,230.8,225.55,228.35,9400
11/30/2018 3:14:00 PM,233,234,228.55,228.55,5020
11/30/2018 3:13:00 PM,231.25,234.4,229.2,234,6640
11/30/2018 3:12:00 PM,233,233,227,231.25,4440
11/30/2018 3:11:00 PM,232,235,230,232.05,2080
11/30/2018 3:10:00 PM,226.1,234.5,225,232,12360
11/30/2018 3:09:00 PM,238.9,239.75,227.1,227.1,6840
11/30/2018 3:08:00 PM,241.7,245,238.55,238.9,4880
11/30/2018 3:07:00 PM,235.6,243.1,235.6,243.1,5060
11/30/2018 3:06:00 PM,238.55,238.55,233.05,235.6,2820
11/30/2018 3:05:00 PM,236.4,239.5,235.35,238.45,3200
11/30/2018 3:04:00 PM,245.45,245.45,234.5,236.4,6160
11/30/2018 3:03:00 PM,241.45,246.05,239.95,245.2,10100
11/30/2018 3:02:00 PM,242.15,242.15,238.55,241.45,2000
