Date,YESBANK18DEC150CE O,YESBANK18DEC150CE H,YESBANK18DEC150CE L,YESBANK18DEC150CE C,YESBANK18DEC150CE V
11/30/2018 3:29:00 PM,29,29,28.7,28.7,113750
11/30/2018 3:28:00 PM,28.9,29,28.9,29,5250
11/30/2018 3:27:00 PM,28.9,28.9,28.9,28.9,14000
11/30/2018 3:26:00 PM,29.4,29.4,28.9,28.9,14000
11/30/2018 3:25:00 PM,29.4,29.4,29.4,29.4,0
11/30/2018 3:24:00 PM,29.4,29.4,29.1,29.4,15750
11/30/2018 3:23:00 PM,29.3,29.4,29.3,29.4,8750
11/30/2018 3:22:00 PM,29.1,29.25,29.1,29.25,14000
11/30/2018 3:21:00 PM,29.1,29.1,29.1,29.1,0
11/30/2018 3:20:00 PM,29,29.2,29,29.1,8750
11/30/2018 3:19:00 PM,28.85,29,28.85,29,3500
11/30/2018 3:18:00 PM,28.7,28.85,28.7,28.85,3500
11/30/2018 3:17:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 3:16:00 PM,28.7,28.7,28.7,28.7,7000
11/30/2018 3:15:00 PM,28.6,28.7,28.6,28.7,1750
11/30/2018 3:14:00 PM,28.5,28.6,28.5,28.6,1750
11/30/2018 3:13:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 3:12:00 PM,28.4,28.5,28.4,28.5,3500
11/30/2018 3:11:00 PM,28.4,28.4,28.4,28.4,0
11/30/2018 3:10:00 PM,28.7,28.7,28.4,28.4,3500
11/30/2018 3:09:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 3:08:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 3:07:00 PM,28.7,28.7,28.5,28.7,10500
11/30/2018 3:06:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 3:05:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 3:04:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 3:03:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 3:02:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 3:01:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 3:00:00 PM,28.5,28.7,28.4,28.7,10500
11/30/2018 2:59:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:58:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:57:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:56:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:55:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:54:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:53:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:52:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:51:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:50:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:49:00 PM,28.5,28.5,28.5,28.5,1750
11/30/2018 2:48:00 PM,29,29,28.5,28.5,1750
11/30/2018 2:47:00 PM,29,29,29,29,0
11/30/2018 2:46:00 PM,29,29,29,29,0
11/30/2018 2:45:00 PM,29.1,29.1,29,29,3500
11/30/2018 2:44:00 PM,29.5,29.5,29.5,29.5,0
11/30/2018 2:43:00 PM,29.5,29.5,29.5,29.5,0
11/30/2018 2:42:00 PM,29,29.55,29,29.5,8750
11/30/2018 2:41:00 PM,29,29,29,29,0
11/30/2018 2:40:00 PM,29,29,29,29,0
11/30/2018 2:39:00 PM,28.5,29,28.5,29,28000
11/30/2018 2:38:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 2:37:00 PM,28.5,28.55,28.25,28.5,113750
11/30/2018 2:36:00 PM,28,28.5,28,28.5,10500
11/30/2018 2:35:00 PM,27.65,28,27.65,28,129500
11/30/2018 2:34:00 PM,27.65,27.65,27.65,27.65,0
11/30/2018 2:33:00 PM,27.65,27.65,27.65,27.65,0
11/30/2018 2:32:00 PM,27.25,27.65,27.25,27.65,71750
11/30/2018 2:31:00 PM,27.1,27.25,27.1,27.25,1750
11/30/2018 2:30:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:29:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:28:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:27:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:26:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:25:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:24:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:23:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:22:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:21:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:20:00 PM,27.1,27.1,27.1,27.1,0
11/30/2018 2:19:00 PM,27.25,27.25,27.1,27.1,21000
11/30/2018 2:18:00 PM,27.25,27.25,27.25,27.25,0
11/30/2018 2:17:00 PM,27.25,27.25,27.25,27.25,0
11/30/2018 2:16:00 PM,27.25,27.25,27.25,27.25,0
11/30/2018 2:15:00 PM,27.25,27.25,27.25,27.25,0
11/30/2018 2:14:00 PM,27.25,27.25,27.25,27.25,0
11/30/2018 2:13:00 PM,27.25,27.25,27.25,27.25,0
11/30/2018 2:12:00 PM,27.25,27.25,27.25,27.25,0
11/30/2018 2:11:00 PM,27.05,27.25,27.05,27.25,1750
11/30/2018 2:10:00 PM,27.05,27.05,27.05,27.05,0
11/30/2018 2:09:00 PM,27.05,27.05,27.05,27.05,0
11/30/2018 2:08:00 PM,27.05,27.05,27.05,27.05,0
11/30/2018 2:07:00 PM,27.05,27.05,27.05,27.05,0
11/30/2018 2:06:00 PM,27.05,27.05,27.05,27.05,0
11/30/2018 2:05:00 PM,27.05,27.05,27.05,27.05,1750
11/30/2018 2:04:00 PM,27,27,27,27,0
11/30/2018 2:03:00 PM,27,27,27,27,1750
11/30/2018 2:02:00 PM,27,27,27,27,0
11/30/2018 2:01:00 PM,27.2,27.2,27,27,1750
11/30/2018 2:00:00 PM,27.2,27.2,27.2,27.2,0
11/30/2018 1:59:00 PM,27.2,27.2,27.2,27.2,0
11/30/2018 1:58:00 PM,27.2,27.2,27.2,27.2,0
11/30/2018 1:57:00 PM,27.2,27.2,27.2,27.2,0
11/30/2018 1:56:00 PM,27.2,27.2,27.2,27.2,0
11/30/2018 1:55:00 PM,27.35,27.35,27.2,27.2,1750
11/30/2018 1:54:00 PM,27.35,27.35,27.35,27.35,0
11/30/2018 1:53:00 PM,27.3,27.35,27.3,27.35,1750
11/30/2018 1:52:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:51:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:50:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:49:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:48:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:47:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:46:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:45:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:44:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:43:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:42:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:41:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:40:00 PM,27.3,27.3,27.3,27.3,0
11/30/2018 1:39:00 PM,27.5,27.5,27.3,27.3,1750
11/30/2018 1:38:00 PM,27.5,27.5,27.5,27.5,0
11/30/2018 1:37:00 PM,27.5,27.5,27.5,27.5,0
11/30/2018 1:36:00 PM,27.5,27.5,27.5,27.5,0
11/30/2018 1:35:00 PM,27.5,27.5,27.5,27.5,0
11/30/2018 1:34:00 PM,27.7,27.7,27.5,27.5,1750
11/30/2018 1:33:00 PM,27.7,27.7,27.7,27.7,0
11/30/2018 1:32:00 PM,27.7,27.7,27.7,27.7,0
11/30/2018 1:31:00 PM,27.85,27.85,27.7,27.7,3500
11/30/2018 1:30:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:29:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:28:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:27:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:26:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:25:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:24:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:23:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:22:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:21:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:20:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:19:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:18:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:17:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:16:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:15:00 PM,27.85,27.85,27.85,27.85,0
11/30/2018 1:14:00 PM,27.95,28.25,27.85,27.85,10500
11/30/2018 1:13:00 PM,27.95,27.95,27.95,27.95,0
11/30/2018 1:12:00 PM,27.95,27.95,27.95,27.95,0
11/30/2018 1:11:00 PM,27.95,27.95,27.95,27.95,0
11/30/2018 1:10:00 PM,27.95,27.95,27.95,27.95,0
11/30/2018 1:09:00 PM,27.95,27.95,27.95,27.95,0
11/30/2018 1:08:00 PM,27.95,27.95,27.95,27.95,0
11/30/2018 1:07:00 PM,27.95,27.95,27.95,27.95,0
11/30/2018 1:06:00 PM,27.95,27.95,27.95,27.95,0
11/30/2018 1:05:00 PM,27.95,27.95,27.95,27.95,0
11/30/2018 1:04:00 PM,28.5,28.5,27.95,27.95,1750
11/30/2018 1:03:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 1:02:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 1:01:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 1:00:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:59:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:58:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:57:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:56:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:55:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:54:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:53:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:52:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:51:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:50:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:49:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:48:00 PM,28.5,28.5,28.5,28.5,0
11/30/2018 12:47:00 PM,28.7,28.7,28.5,28.5,1750
11/30/2018 12:46:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 12:45:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 12:44:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 12:43:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 12:42:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 12:41:00 PM,28.7,28.7,28.7,28.7,0
11/30/2018 12:40:00 PM,29.2,29.2,28.7,28.7,1750
11/30/2018 12:39:00 PM,29.2,29.2,29.2,29.2,0
11/30/2018 12:38:00 PM,29.2,29.2,29.2,29.2,0
11/30/2018 12:37:00 PM,29.2,29.2,29.2,29.2,0
11/30/2018 12:36:00 PM,29.2,29.2,29.2,29.2,0
11/30/2018 12:35:00 PM,29.2,29.2,29.2,29.2,0
11/30/2018 12:34:00 PM,28.15,29.4,28.15,29.2,24500
11/30/2018 12:33:00 PM,28.15,28.15,28.15,28.15,0
