Date,NIFTY18DEC11050CE O,NIFTY18DEC11050CE H,NIFTY18DEC11050CE L,NIFTY18DEC11050CE C,NIFTY18DEC11050CE V
11/30/2018 3:29:00 PM,121,121.5,121,121,825
11/30/2018 3:28:00 PM,120.75,121.95,120.75,121,975
11/30/2018 3:27:00 PM,121.15,121.3,120.6,120.75,675
11/30/2018 3:26:00 PM,120.2,121.1,119.9,121.1,1650
11/30/2018 3:25:00 PM,120,120.2,119.35,120.2,375
11/30/2018 3:24:00 PM,119.7,120,119.7,120,150
11/30/2018 3:23:00 PM,119.6,120,119.6,119.7,375
11/30/2018 3:22:00 PM,118.8,120.25,118.8,119.6,900
11/30/2018 3:21:00 PM,118,119.25,118,118.8,2025
11/30/2018 3:20:00 PM,117.9,118.95,117.9,118,750
11/30/2018 3:19:00 PM,117,117.9,117,117.9,375
11/30/2018 3:18:00 PM,116,117.2,116,117,450
11/30/2018 3:17:00 PM,116.65,117,116.65,117,900
11/30/2018 3:16:00 PM,114.75,117.2,114.75,116.65,300
11/30/2018 3:15:00 PM,115.6,115.95,114.75,114.75,1125
11/30/2018 3:14:00 PM,115.05,116.95,115.05,115.6,300
11/30/2018 3:13:00 PM,115.9,115.9,115.05,115.05,225
11/30/2018 3:12:00 PM,117,117,115.05,115.9,300
11/30/2018 3:11:00 PM,114.9,117,114.9,117,750
11/30/2018 3:10:00 PM,114.6,114.9,114.45,114.9,150
11/30/2018 3:09:00 PM,115.75,115.9,114.45,114.6,225
11/30/2018 3:08:00 PM,117.05,117.95,115.75,115.75,900
11/30/2018 3:07:00 PM,115.35,117.05,115.35,117.05,450
11/30/2018 3:06:00 PM,115,116.65,115,115.35,300
11/30/2018 3:05:00 PM,114.75,115,114,115,150
11/30/2018 3:04:00 PM,114.75,114.75,114.75,114.75,0
11/30/2018 3:03:00 PM,115,115,114.75,114.75,75
11/30/2018 3:02:00 PM,113.8,115,113.8,115,975
11/30/2018 3:01:00 PM,113.8,113.8,113,113.8,150
11/30/2018 3:00:00 PM,110,113.8,110,113.8,225
11/30/2018 2:59:00 PM,110.2,110.2,110,110,75
11/30/2018 2:58:00 PM,110.2,110.2,110.2,110.2,0
11/30/2018 2:57:00 PM,110.2,110.2,110.2,110.2,0
11/30/2018 2:56:00 PM,110.2,110.2,110.2,110.2,0
11/30/2018 2:55:00 PM,107.7,110.2,107.7,110.2,75
11/30/2018 2:54:00 PM,108.45,108.45,107.7,107.7,75
11/30/2018 2:53:00 PM,110.3,110.6,107,108.45,675
11/30/2018 2:52:00 PM,113,113,109.85,110.3,1125
11/30/2018 2:51:00 PM,114.8,114.8,113,113,150
11/30/2018 2:50:00 PM,114,114.8,114,114.8,225
11/30/2018 2:49:00 PM,114.1,114.85,114,114,225
11/30/2018 2:48:00 PM,115.5,116.25,114.1,114.1,525
11/30/2018 2:47:00 PM,113.9,116,113.9,115.5,150
11/30/2018 2:46:00 PM,113.8,113.9,113.5,113.9,225
11/30/2018 2:45:00 PM,113.9,115.05,113.8,113.8,225
