Date,YESBANK18DEC150PE O,YESBANK18DEC150PE H,YESBANK18DEC150PE L,YESBANK18DEC150PE C,YESBANK18DEC150PE V
11/30/2018 3:29:00 PM,8.35,8.35,8.25,8.25,42000
11/30/2018 3:28:00 PM,8.35,8.35,8.35,8.35,14000
11/30/2018 3:27:00 PM,8.45,8.45,8.35,8.35,31500
11/30/2018 3:26:00 PM,8.3,8.4,8.25,8.4,40250
11/30/2018 3:25:00 PM,8.3,8.3,8.25,8.25,26250
11/30/2018 3:24:00 PM,8.4,8.4,8.25,8.25,52500
11/30/2018 3:23:00 PM,8.25,8.35,8.2,8.35,75250
11/30/2018 3:22:00 PM,8.45,8.45,8.3,8.3,36750
11/30/2018 3:21:00 PM,8.5,8.5,8.45,8.45,14000
11/30/2018 3:20:00 PM,8.55,8.55,8.45,8.45,19250
11/30/2018 3:19:00 PM,8.7,8.7,8.55,8.55,12250
11/30/2018 3:18:00 PM,8.6,8.7,8.6,8.7,35000
11/30/2018 3:17:00 PM,8.6,8.6,8.6,8.6,1750
11/30/2018 3:16:00 PM,8.65,8.65,8.6,8.6,12250
11/30/2018 3:15:00 PM,8.65,8.65,8.65,8.65,10500
11/30/2018 3:14:00 PM,8.75,8.75,8.65,8.65,7000
11/30/2018 3:13:00 PM,8.7,8.7,8.7,8.7,14000
11/30/2018 3:12:00 PM,8.8,8.8,8.7,8.7,12250
11/30/2018 3:11:00 PM,8.75,8.8,8.75,8.8,3500
11/30/2018 3:10:00 PM,8.7,8.75,8.7,8.75,10500
11/30/2018 3:09:00 PM,8.6,8.7,8.6,8.7,7000
11/30/2018 3:08:00 PM,8.6,8.65,8.55,8.65,5250
11/30/2018 3:07:00 PM,8.75,8.75,8.6,8.6,21000
11/30/2018 3:06:00 PM,8.7,8.75,8.7,8.75,3500
11/30/2018 3:05:00 PM,8.75,8.75,8.7,8.7,3500
11/30/2018 3:04:00 PM,8.65,8.7,8.65,8.7,7000
11/30/2018 3:03:00 PM,8.75,8.75,8.65,8.65,8750
11/30/2018 3:02:00 PM,8.65,8.8,8.65,8.75,21000
11/30/2018 3:01:00 PM,8.65,8.65,8.65,8.65,10500
11/30/2018 3:00:00 PM,8.85,8.85,8.65,8.65,14000
11/30/2018 2:59:00 PM,8.85,8.85,8.85,8.85,0
11/30/2018 2:58:00 PM,8.9,8.9,8.85,8.85,8750
11/30/2018 2:57:00 PM,8.8,8.95,8.8,8.9,21000
11/30/2018 2:56:00 PM,8.9,8.9,8.8,8.8,7000
11/30/2018 2:55:00 PM,8.95,8.95,8.9,8.9,12250
11/30/2018 2:54:00 PM,9.1,9.1,8.95,8.95,15750
11/30/2018 2:53:00 PM,9.15,9.25,9.1,9.1,33250
11/30/2018 2:52:00 PM,9.05,9.15,9.05,9.15,17500
11/30/2018 2:51:00 PM,9,9,8.95,8.95,1750
11/30/2018 2:50:00 PM,9,9.05,9,9,19250
11/30/2018 2:49:00 PM,9,9.1,9,9,14000
