Date,YESBANK18DEC175PE O,YESBANK18DEC175PE H,YESBANK18DEC175PE L,YESBANK18DEC175PE C,YESBANK18DEC175PE V
11/30/2018 3:29:00 PM,19.3,19.3,19.05,19.05,1750
11/30/2018 3:28:00 PM,19.3,19.3,19.3,19.3,0
11/30/2018 3:27:00 PM,19.3,19.3,19.3,19.3,1750
11/30/2018 3:26:00 PM,18.8,19.3,18.8,19.3,3500
11/30/2018 3:25:00 PM,18.8,18.8,18.8,18.8,0
11/30/2018 3:24:00 PM,18.8,18.8,18.8,18.8,0
11/30/2018 3:23:00 PM,18.95,18.95,18.7,18.8,10500
11/30/2018 3:22:00 PM,19.1,19.1,19.1,19.1,8750
11/30/2018 3:21:00 PM,19.45,19.45,19.05,19.1,7000
11/30/2018 3:20:00 PM,19.9,19.9,19.45,19.45,1750
11/30/2018 3:19:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:18:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:17:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:16:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:15:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:14:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:13:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:12:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:11:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:10:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:09:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 3:08:00 PM,20.1,20.1,19.9,19.9,1750
11/30/2018 3:07:00 PM,20.1,20.1,20.1,20.1,0
11/30/2018 3:06:00 PM,20.1,20.1,20.1,20.1,0
11/30/2018 3:05:00 PM,20.1,20.1,20.1,20.1,0
11/30/2018 3:04:00 PM,20.1,20.1,20.1,20.1,0
11/30/2018 3:03:00 PM,20.1,20.1,20.1,20.1,0
11/30/2018 3:02:00 PM,20.1,20.1,20.1,20.1,0
11/30/2018 3:01:00 PM,20.1,20.1,20.1,20.1,0
11/30/2018 3:00:00 PM,20.1,20.1,20.1,20.1,0
11/30/2018 2:59:00 PM,20.05,20.1,20.05,20.1,1750
11/30/2018 2:58:00 PM,19.9,20.15,19.9,20.05,5250
11/30/2018 2:57:00 PM,20.25,20.25,19.9,19.9,7000
11/30/2018 2:56:00 PM,20.2,20.25,20,20.25,10500
11/30/2018 2:55:00 PM,20.3,20.3,20.2,20.2,1750
11/30/2018 2:54:00 PM,20.55,20.55,20.3,20.3,5250
11/30/2018 2:53:00 PM,20.2,20.2,20.2,20.2,0
11/30/2018 2:52:00 PM,20.2,20.2,20.2,20.2,0
11/30/2018 2:51:00 PM,20.2,20.2,20.2,20.2,0
11/30/2018 2:50:00 PM,20.2,20.2,20.2,20.2,0
11/30/2018 2:49:00 PM,20.2,20.2,20.2,20.2,0
11/30/2018 2:48:00 PM,19.9,20.35,19.9,20.2,7000
11/30/2018 2:47:00 PM,19.9,19.9,19.9,19.9,0
11/30/2018 2:46:00 PM,20.1,20.1,19.9,19.9,1750
11/30/2018 2:45:00 PM,19.85,20.1,19.85,20.1,1750
