Date,BANKNIFTY06DEC1826500PE O,BANKNIFTY06DEC1826500PE H,BANKNIFTY06DEC1826500PE L,BANKNIFTY06DEC1826500PE C,BANKNIFTY06DEC1826500PE V
11/30/2018 3:29:00 PM,78.8,79,73.75,77,40020
11/30/2018 3:28:00 PM,79,79.2,78.25,78.55,25680
11/30/2018 3:27:00 PM,79.25,79.85,78.5,78.95,25680
11/30/2018 3:26:00 PM,79,79.6,78.7,79.15,30960
11/30/2018 3:25:00 PM,78.15,79.4,78.05,79,33540
11/30/2018 3:24:00 PM,78.6,79.25,77.25,78.05,24420
11/30/2018 3:23:00 PM,77.5,79,76.3,78.55,36640
11/30/2018 3:22:00 PM,78,78.55,77,77.45,34100
11/30/2018 3:21:00 PM,78,78.6,77.15,78.25,29920
11/30/2018 3:20:00 PM,78.1,79.95,77.3,78.35,50020
11/30/2018 3:19:00 PM,79.6,79.6,78,78.2,40660
11/30/2018 3:18:00 PM,78.95,79.5,77.7,79,33140
11/30/2018 3:17:00 PM,78.35,79.05,76.5,78.65,33700
11/30/2018 3:16:00 PM,79.55,80.5,77.9,78.3,45980
11/30/2018 3:15:00 PM,80.35,81,78.8,79.85,50760
11/30/2018 3:14:00 PM,77.85,80.15,77.7,80.15,25300
11/30/2018 3:13:00 PM,78.45,79.8,77.1,77.7,20600
11/30/2018 3:12:00 PM,78,80.05,78,78.8,26560
11/30/2018 3:11:00 PM,78,78.9,76.95,78.45,24680
11/30/2018 3:10:00 PM,79.85,80.1,77.45,78,23540
11/30/2018 3:09:00 PM,76.4,80,75.45,79.8,23840
11/30/2018 3:08:00 PM,75.05,76.45,72.6,75.9,22440
11/30/2018 3:07:00 PM,77.25,77.25,74.5,74.6,20640
11/30/2018 3:06:00 PM,76.75,78.95,76.75,77.55,16780
11/30/2018 3:05:00 PM,77.65,78.85,76.65,77.2,25260
11/30/2018 3:04:00 PM,73.8,78,73.8,77.6,27780
11/30/2018 3:03:00 PM,75.05,76,73,73.8,25840
11/30/2018 3:02:00 PM,74.6,76.75,74.1,74.75,22260
11/30/2018 3:01:00 PM,74.7,75.4,73.05,74.3,24060
11/30/2018 3:00:00 PM,76.4,78,72.5,73.65,31200
11/30/2018 2:59:00 PM,80.6,80.6,76.4,76.4,14760
11/30/2018 2:58:00 PM,77.85,81,77.65,80.85,14380
11/30/2018 2:57:00 PM,78.7,79.9,77.25,77.85,12540
11/30/2018 2:56:00 PM,80.45,81.95,79.25,79.25,9060
11/30/2018 2:55:00 PM,80.15,81.35,78.45,80.45,17300
11/30/2018 2:54:00 PM,82.5,83.35,80.3,80.3,29820
11/30/2018 2:53:00 PM,78.3,83.45,78.2,82,40740
11/30/2018 2:52:00 PM,77.95,80,77.85,79,33920
11/30/2018 2:51:00 PM,73.65,77.75,73.65,77.75,15860
11/30/2018 2:50:00 PM,75.25,76,73.3,73.85,12740
11/30/2018 2:49:00 PM,74.75,75.95,73.25,75.3,15280
11/30/2018 2:48:00 PM,73.9,76.2,73.65,74.95,15200
11/30/2018 2:47:00 PM,76.2,76.2,72,73.5,30780
11/30/2018 2:46:00 PM,78.3,79.15,75.8,76.25,27180
11/30/2018 2:45:00 PM,73.15,78.15,73.15,78.15,19740
11/30/2018 2:44:00 PM,75.45,76.7,72,73.45,26940
11/30/2018 2:43:00 PM,76.6,77.25,75.45,75.45,27760
11/30/2018 2:42:00 PM,72.35,76.55,72.2,76.55,27380
11/30/2018 2:41:00 PM,73.45,73.55,71.85,72.8,43920
11/30/2018 2:40:00 PM,72.3,73.15,66.9,72.6,71580
11/30/2018 2:39:00 PM,82.4,84.3,73.15,73.4,69920
11/30/2018 2:38:00 PM,83.35,84.4,82,83.4,25120
11/30/2018 2:37:00 PM,83,84.65,82.35,83,19500
11/30/2018 2:36:00 PM,80.45,84.5,80.4,83.5,29480
11/30/2018 2:35:00 PM,87.25,88,79.65,80.65,73460
11/30/2018 2:34:00 PM,89.3,89.8,87.4,87.4,13180
11/30/2018 2:33:00 PM,88.4,90.8,88.4,89.3,14100
11/30/2018 2:32:00 PM,91.65,91.65,87.1,88.4,29120
11/30/2018 2:31:00 PM,94.8,95,91,91.65,25220
11/30/2018 2:30:00 PM,96,96,94,94,21200
11/30/2018 2:29:00 PM,93.95,96,91.6,95.95,21200
11/30/2018 2:28:00 PM,93.1,94.45,93.05,93.95,8720
11/30/2018 2:27:00 PM,94,95.2,91.9,92.9,25540
11/30/2018 2:26:00 PM,94.2,95.95,92.05,94.1,24820
11/30/2018 2:25:00 PM,95.05,95.6,93.25,94.2,28120
11/30/2018 2:24:00 PM,93,95.4,92.2,95.4,17780
11/30/2018 2:23:00 PM,92.05,92.95,90.5,92.95,10220
11/30/2018 2:22:00 PM,90.55,92.45,90.5,92.45,10680
11/30/2018 2:21:00 PM,94.35,94.4,89.1,90.55,30960
11/30/2018 2:20:00 PM,93.65,95,92,93.8,25800
11/30/2018 2:19:00 PM,92.9,93.65,91.7,93.5,23500
11/30/2018 2:18:00 PM,89.65,93.7,89.6,93.65,33560
11/30/2018 2:17:00 PM,87.85,89,87.55,89,12260
