Date,NIFTY18DEC10950PE O,NIFTY18DEC10950PE H,NIFTY18DEC10950PE L,NIFTY18DEC10950PE C,NIFTY18DEC10950PE V
11/30/2018 3:29:00 PM,210,210.05,210,210,300
11/30/2018 3:28:00 PM,210.05,210.05,210,210,375
11/30/2018 3:27:00 PM,210.55,212.45,210.05,210.05,1200
11/30/2018 3:26:00 PM,212.35,212.65,211.55,212,750
11/30/2018 3:25:00 PM,212.5,212.85,212.25,212.35,2175
11/30/2018 3:24:00 PM,213.6,213.6,212.35,212.5,375
11/30/2018 3:23:00 PM,213.45,213.45,212.05,212.05,525
11/30/2018 3:22:00 PM,213.35,213.45,212.6,213.45,225
11/30/2018 3:21:00 PM,215.2,215.2,213.35,213.35,150
11/30/2018 3:20:00 PM,215.75,215.75,215,215.2,375
11/30/2018 3:19:00 PM,218.5,218.5,215.85,216.75,150
11/30/2018 3:18:00 PM,218.5,218.5,218.5,218.5,225
11/30/2018 3:17:00 PM,219,219,217.5,217.85,450
11/30/2018 3:16:00 PM,221.15,221.15,219,219,600
11/30/2018 3:15:00 PM,222.15,226.75,220.15,221.55,3000
11/30/2018 3:14:00 PM,221.65,221.65,219.8,219.8,150
11/30/2018 3:13:00 PM,221.3,221.65,221.3,221.65,525
11/30/2018 3:12:00 PM,220.6,221.3,220.6,221.3,75
11/30/2018 3:11:00 PM,223.05,223.75,220.6,220.6,1275
11/30/2018 3:10:00 PM,221.85,221.85,221.85,221.85,0
11/30/2018 3:09:00 PM,220.1,221.85,220.1,221.85,225
11/30/2018 3:08:00 PM,219.75,220.1,216.3,220.1,525
11/30/2018 3:07:00 PM,223.3,223.3,219.35,219.75,1200
11/30/2018 3:06:00 PM,222.35,223.3,222.35,223.3,750
11/30/2018 3:05:00 PM,225.8,225.8,222.35,222.35,900
11/30/2018 3:04:00 PM,224.55,227.5,223.3,227.5,2475
11/30/2018 3:03:00 PM,224.55,224.55,224.55,224.55,300
11/30/2018 3:02:00 PM,227.05,227.05,224.1,224.1,375
11/30/2018 3:01:00 PM,230,230,227.05,227.05,75
11/30/2018 3:00:00 PM,237,237,230,230,75
11/30/2018 2:59:00 PM,240,240,237,237,75
11/30/2018 2:58:00 PM,236,240,236,240,75
11/30/2018 2:57:00 PM,237,237,236,236,300
11/30/2018 2:56:00 PM,236.65,237,236.65,237,150
11/30/2018 2:55:00 PM,237.7,237.7,235.85,236.65,600
11/30/2018 2:54:00 PM,236.85,238.6,236.85,237.7,600
11/30/2018 2:53:00 PM,232,236.85,232,236.85,150
11/30/2018 2:52:00 PM,224.05,232,224.05,232,150
11/30/2018 2:51:00 PM,224.05,224.05,224.05,224.05,0
11/30/2018 2:50:00 PM,222.15,225.35,222.15,224.05,825
11/30/2018 2:49:00 PM,221.4,225.15,221.4,222.15,525
11/30/2018 2:48:00 PM,220.85,221.65,220.85,221.4,375
11/30/2018 2:47:00 PM,222.75,222.75,220.85,220.85,150
11/30/2018 2:46:00 PM,222.75,222.75,222.75,222.75,0
11/30/2018 2:45:00 PM,219.25,222.75,219.25,222.75,225
11/30/2018 2:44:00 PM,219.25,220,219.25,219.25,300
11/30/2018 2:43:00 PM,219.25,219.25,219.25,219.25,0
11/30/2018 2:42:00 PM,218.7,219.25,218.7,219.25,75
11/30/2018 2:41:00 PM,220,220.3,218.7,218.7,225
11/30/2018 2:40:00 PM,223.25,223.25,216.75,220,600
11/30/2018 2:39:00 PM,225,225,223.25,223.25,150
11/30/2018 2:38:00 PM,225,225,225,225,75
11/30/2018 2:37:00 PM,225,225.7,225,225,300
11/30/2018 2:36:00 PM,222.75,225,222.75,225,150
11/30/2018 2:35:00 PM,231.7,231.7,221.6,222.75,900
11/30/2018 2:34:00 PM,234.5,234.5,231.5,231.7,300
11/30/2018 2:33:00 PM,234.3,235,234.1,234.5,600
11/30/2018 2:32:00 PM,241.8,241.8,234.3,234.3,675
11/30/2018 2:31:00 PM,241.8,241.8,241.8,241.8,0
11/30/2018 2:30:00 PM,240.1,241.8,240.1,241.8,75
11/30/2018 2:29:00 PM,239.85,240.1,239.85,240.1,150
11/30/2018 2:28:00 PM,237.3,240.1,237,239.85,1275
11/30/2018 2:27:00 PM,236.25,237.3,236.25,237.3,225
11/30/2018 2:26:00 PM,236.3,236.3,234.3,236.25,300
11/30/2018 2:25:00 PM,238,238,236.3,236.3,75
11/30/2018 2:24:00 PM,237.75,238,234.75,238,1200
11/30/2018 2:23:00 PM,237.75,237.75,237.75,237.75,0
11/30/2018 2:22:00 PM,237.75,237.75,237.75,237.75,0
11/30/2018 2:21:00 PM,242,242,237.3,237.75,1125
11/30/2018 2:20:00 PM,238.5,242,238.5,242,375
11/30/2018 2:19:00 PM,239.45,239.45,238.5,238.5,75
11/30/2018 2:18:00 PM,233,239.95,233,239.45,225
11/30/2018 2:17:00 PM,233,233,233,233,0
11/30/2018 2:16:00 PM,233,233,233,233,0
11/30/2018 2:15:00 PM,233,233,233,233,0
11/30/2018 2:14:00 PM,233,233,233,233,0
11/30/2018 2:13:00 PM,233,233,233,233,0
11/30/2018 2:12:00 PM,233.8,233.8,233,233,75
11/30/2018 2:11:00 PM,235.7,235.7,233.75,233.8,1050
11/30/2018 2:10:00 PM,234.75,235.7,234.75,235.7,75
11/30/2018 2:09:00 PM,235.75,235.75,233.45,234.75,1200
11/30/2018 2:08:00 PM,236.4,236.4,235.75,235.75,300
11/30/2018 2:07:00 PM,238.05,238.05,236.4,236.4,75
11/30/2018 2:06:00 PM,235.05,238.75,235.05,238.05,825
11/30/2018 2:05:00 PM,235.05,235.05,235.05,235.05,0
11/30/2018 2:04:00 PM,236.05,236.05,234.85,235.05,675
11/30/2018 2:03:00 PM,236.85,236.85,235.95,236.05,450
11/30/2018 2:02:00 PM,235.9,236.85,235.9,236.85,375
11/30/2018 2:01:00 PM,236.25,236.65,235.3,235.9,675
11/30/2018 2:00:00 PM,236.25,236.25,236.25,236.25,0
11/30/2018 1:59:00 PM,236.25,236.25,236.25,236.25,0
11/30/2018 1:58:00 PM,233.9,236.25,233.9,236.25,675
11/30/2018 1:57:00 PM,235.8,235.8,232.65,233.9,1200
11/30/2018 1:56:00 PM,235.8,235.8,235.8,235.8,0
11/30/2018 1:55:00 PM,236.1,236.1,235.8,235.8,75
11/30/2018 1:54:00 PM,232.55,236.1,232.55,236.1,150
11/30/2018 1:53:00 PM,232.55,232.55,232.55,232.55,0
11/30/2018 1:52:00 PM,232.55,232.55,232.55,232.55,0
11/30/2018 1:51:00 PM,231.45,233.5,231.45,232.55,1125
11/30/2018 1:50:00 PM,235.35,235.35,230.65,231.45,150
11/30/2018 1:49:00 PM,235.35,235.35,235.35,235.35,0
11/30/2018 1:48:00 PM,235.35,235.35,235.35,235.35,0
11/30/2018 1:47:00 PM,236.55,236.55,235.35,235.35,150
11/30/2018 1:46:00 PM,233.2,236.55,233.2,236.55,150
11/30/2018 1:45:00 PM,233.2,233.2,233.2,233.2,0
11/30/2018 1:44:00 PM,230.05,233.2,230.05,233.2,75
11/30/2018 1:43:00 PM,229.9,230.1,228.1,230.05,300
11/30/2018 1:42:00 PM,234.2,234.2,229.9,229.9,600
11/30/2018 1:41:00 PM,232.75,234.2,232.75,234.2,75
11/30/2018 1:40:00 PM,232.75,232.75,232.75,232.75,0
11/30/2018 1:39:00 PM,232.75,232.75,232.75,232.75,0
11/30/2018 1:38:00 PM,232.4,232.75,232.4,232.75,150
11/30/2018 1:37:00 PM,232.2,232.4,232.2,232.4,75
11/30/2018 1:36:00 PM,236.4,236.4,232.2,232.2,1425
11/30/2018 1:35:00 PM,237.35,237.35,235.65,236.4,1650
11/30/2018 1:34:00 PM,235.95,237.8,235.95,237.35,1200
11/30/2018 1:33:00 PM,238.6,238.6,235.95,235.95,1950
11/30/2018 1:32:00 PM,238.5,238.6,235.35,238.6,1050
11/30/2018 1:31:00 PM,230,238.5,230,238.5,750
11/30/2018 1:30:00 PM,230,230,230,230,0
11/30/2018 1:29:00 PM,229.1,230.55,229.1,230,150
11/30/2018 1:28:00 PM,229.1,229.1,229.1,229.1,0
11/30/2018 1:27:00 PM,229.1,229.1,229.1,229.1,0
11/30/2018 1:26:00 PM,229.1,229.1,229.1,229.1,0
11/30/2018 1:25:00 PM,229.1,229.1,229.1,229.1,0
11/30/2018 1:24:00 PM,231.4,232,229.1,229.1,375
11/30/2018 1:23:00 PM,229.25,231.4,229.25,231.4,975
11/30/2018 1:22:00 PM,230,230.25,229.25,229.25,1050
11/30/2018 1:21:00 PM,225.9,230,225.9,230,375
11/30/2018 1:20:00 PM,225.9,225.9,225.9,225.9,0
11/30/2018 1:19:00 PM,225.9,225.9,225.9,225.9,0
11/30/2018 1:18:00 PM,225.9,225.9,225.9,225.9,0
11/30/2018 1:17:00 PM,225.5,225.9,225.5,225.9,150
11/30/2018 1:16:00 PM,226.45,226.45,225.5,225.5,150
11/30/2018 1:15:00 PM,224.85,226.75,224.85,226.45,150
11/30/2018 1:14:00 PM,222.4,224.85,222.4,224.85,75
11/30/2018 1:13:00 PM,221.35,222.4,221.35,222.4,75
11/30/2018 1:12:00 PM,223,223,220.75,221.35,300
11/30/2018 1:11:00 PM,226.45,226.45,223,223,75
11/30/2018 1:10:00 PM,225,226.45,225,226.45,75
11/30/2018 1:09:00 PM,226.45,226.45,225,225,150
11/30/2018 1:08:00 PM,226.45,226.45,226.45,226.45,0
11/30/2018 1:07:00 PM,227.5,227.5,226.45,226.45,300
11/30/2018 1:06:00 PM,228.2,228.2,228.2,228.2,0
11/30/2018 1:05:00 PM,226.45,228.2,226.45,228.2,150
11/30/2018 1:04:00 PM,225.4,226.45,225.4,226.45,75
11/30/2018 1:03:00 PM,225,225.4,225,225.4,225
11/30/2018 1:02:00 PM,225,225,225,225,0
11/30/2018 1:01:00 PM,225,225,225,225,75
11/30/2018 1:00:00 PM,221.55,225.05,221.55,225.05,225
11/30/2018 12:59:00 PM,223.65,223.65,220.6,221.55,225
11/30/2018 12:58:00 PM,225.35,225.35,223.65,223.65,225
11/30/2018 12:57:00 PM,225,225.35,225,225.35,75
11/30/2018 12:56:00 PM,225.45,225.45,225,225,75
11/30/2018 12:55:00 PM,225.45,225.45,225.45,225.45,0
11/30/2018 12:54:00 PM,225.45,225.45,225.45,225.45,0
11/30/2018 12:53:00 PM,225,226,225,225.45,150
11/30/2018 12:52:00 PM,224,225,224,225,150
11/30/2018 12:51:00 PM,225,225,224,224,1650
11/30/2018 12:50:00 PM,218.75,225,218.75,225,525
11/30/2018 12:49:00 PM,218.75,218.75,218.75,218.75,0
11/30/2018 12:48:00 PM,219.35,219.35,217.7,218.75,300
11/30/2018 12:47:00 PM,219.35,219.35,219.35,219.35,75
11/30/2018 12:46:00 PM,216.6,219.35,216.6,219.35,75
11/30/2018 12:45:00 PM,216.05,216.6,216.05,216.6,1575
11/30/2018 12:44:00 PM,216.05,216.05,216.05,216.05,0
11/30/2018 12:43:00 PM,216.05,216.05,216.05,216.05,0
11/30/2018 12:42:00 PM,217.4,217.4,216.05,216.05,75
11/30/2018 12:41:00 PM,217.4,217.4,217.4,217.4,0
11/30/2018 12:40:00 PM,217.4,217.4,217.4,217.4,0
11/30/2018 12:39:00 PM,217.4,217.4,217.4,217.4,0
11/30/2018 12:38:00 PM,217.4,217.4,217.4,217.4,0
11/30/2018 12:37:00 PM,217.4,217.4,217.4,217.4,0
11/30/2018 12:36:00 PM,217.4,217.4,217.4,217.4,0
11/30/2018 12:35:00 PM,217.4,217.4,217.4,217.4,0
11/30/2018 12:34:00 PM,217.4,217.4,217.4,217.4,0
11/30/2018 12:33:00 PM,217.4,217.4,217.4,217.4,0
11/30/2018 12:32:00 PM,217.4,217.4,217.4,217.4,0
