Date,NIFTY18DECFUT O,NIFTY18DECFUT H,NIFTY18DECFUT L,NIFTY18DECFUT C,NIFTY18DECFUT V
11/30/2018 1:11:00 PM,10890.05,10895.9,10890,10895.9,25200
11/30/2018 1:10:00 PM,10887.95,10889.6,10886.8,10889.6,7800
11/30/2018 1:09:00 PM,10889.9,10889.9,10884,10887.95,27150
11/30/2018 1:08:00 PM,10888.15,10889.9,10888,10889.9,10200
11/30/2018 1:07:00 PM,10884.35,10888.2,10884.3,10888.15,12450
11/30/2018 1:06:00 PM,10884.05,10884.6,10883.2,10884.6,8175
11/30/2018 1:05:00 PM,10884.55,10885,10883,10883.2,18300
11/30/2018 1:04:00 PM,10887.3,10887.3,10884,10885.05,27825
11/30/2018 1:03:00 PM,10890,10890,10887.3,10887.3,17700
11/30/2018 1:02:00 PM,10890.35,10891.5,10890,10890,15675
11/30/2018 1:01:00 PM,10888.45,10890.85,10887.25,10890.35,9600
11/30/2018 1:00:00 PM,10895.3,10895.3,10887.2,10888,15225
11/30/2018 12:59:00 PM,10890.9,10896.4,10890.9,10895.3,18975
11/30/2018 12:58:00 PM,10886.6,10891.55,10886.6,10891.55,20325
11/30/2018 12:57:00 PM,10882.15,10887,10882,10887,21600
11/30/2018 12:56:00 PM,10886.7,10887,10882,10882.7,39750
11/30/2018 12:55:00 PM,10889.2,10889.2,10886.3,10887,14025
11/30/2018 12:54:00 PM,10888,10889.2,10887.45,10889.2,13650
11/30/2018 12:53:00 PM,10886.05,10888,10883.15,10888,30000
11/30/2018 12:52:00 PM,10885,10887.95,10883,10885.75,46200
11/30/2018 12:51:00 PM,10888.45,10888.45,10885,10885,48150
11/30/2018 12:50:00 PM,10896,10896,10888,10888.05,72675
11/30/2018 12:49:00 PM,10898.25,10898.35,10896,10896,12450
11/30/2018 12:48:00 PM,10896.15,10898.8,10896.15,10898.45,20175
11/30/2018 12:47:00 PM,10894.05,10897,10893.95,10896.15,23700
11/30/2018 12:46:00 PM,10899.65,10899.7,10894,10894,26325
11/30/2018 12:45:00 PM,10905.85,10905.85,10899.65,10899.65,18750
11/30/2018 12:44:00 PM,10907,10908.8,10905.05,10905.05,12825
11/30/2018 12:43:00 PM,10903,10907.15,10902.35,10906.95,7350
11/30/2018 12:42:00 PM,10901.7,10903.5,10900.35,10902.2,15675
11/30/2018 12:41:00 PM,10901,10902.75,10900.7,10902,9375
11/30/2018 12:40:00 PM,10901,10901.1,10900,10901.05,5325
11/30/2018 12:39:00 PM,10901,10901.8,10900,10901,9825
11/30/2018 12:38:00 PM,10901.1,10901.9,10900.55,10901,9975
11/30/2018 12:37:00 PM,10903.45,10904,10901.1,10901.1,9600
11/30/2018 12:36:00 PM,10904,10906,10903.45,10903.45,7425
11/30/2018 12:35:00 PM,10904.1,10905.2,10903.3,10903.8,7500
11/30/2018 12:34:00 PM,10905,10906.25,10902.3,10904.1,13050
11/30/2018 12:33:00 PM,10904,10906.55,10903,10905.15,15150
11/30/2018 12:32:00 PM,10901.25,10904.75,10901,10904.7,11175
11/30/2018 12:31:00 PM,10900.95,10902.1,10899.65,10901.2,19275
11/30/2018 12:30:00 PM,10906,10906,10900.4,10900.4,34575
11/30/2018 12:29:00 PM,10905.6,10907.8,10905.55,10906,6900
11/30/2018 12:28:00 PM,10909.3,10909.7,10905.55,10905.6,11400
11/30/2018 12:27:00 PM,10907.15,10909.5,10906.8,10908.95,6525
11/30/2018 12:26:00 PM,10906,10908.05,10905.6,10907.2,12900
11/30/2018 12:25:00 PM,10908.05,10908.95,10906,10906,10875
11/30/2018 12:24:00 PM,10908.35,10908.8,10905.2,10908.05,17250
11/30/2018 12:23:00 PM,10909.9,10910.2,10908.35,10908.35,19875
11/30/2018 12:22:00 PM,10910.6,10912.35,10909,10909.95,34425
11/30/2018 12:21:00 PM,10905.85,10910.8,10905.55,10910.55,18525
11/30/2018 12:20:00 PM,10902,10906.3,10902,10906.3,10200
11/30/2018 12:19:00 PM,10902.2,10902.9,10901.55,10902,9150
11/30/2018 12:18:00 PM,10901.15,10902.3,10901.15,10902.2,6375
11/30/2018 12:17:00 PM,10900.4,10902.6,10900,10901,16875
11/30/2018 12:16:00 PM,10900.1,10901,10898.1,10900,17775
11/30/2018 12:15:00 PM,10902,10902.2,10900,10900.1,10275
11/30/2018 12:14:00 PM,10906.65,10907.2,10901.95,10902.05,14025
11/30/2018 12:13:00 PM,10901.15,10907.9,10900,10907.6,16200
11/30/2018 12:12:00 PM,10902.15,10902.15,10900,10900.55,6900
11/30/2018 12:11:00 PM,10903.7,10903.7,10898.55,10902.15,16275
11/30/2018 12:10:00 PM,10901,10905.6,10901,10903.25,13350
11/30/2018 12:09:00 PM,10901,10901.05,10897.95,10901,18225
11/30/2018 12:08:00 PM,10899.55,10901,10899.05,10900.9,17925
11/30/2018 12:07:00 PM,10900.8,10901.7,10898.25,10899.8,36975
11/30/2018 12:06:00 PM,10895.85,10900.55,10893,10899.65,36975
11/30/2018 12:05:00 PM,10896,10897.25,10895,10895.2,23700
11/30/2018 12:04:00 PM,10896.5,10899.45,10895,10896,16200
11/30/2018 12:03:00 PM,10897.8,10897.8,10891.5,10896.5,24600
11/30/2018 12:02:00 PM,10900.5,10901.4,10897.1,10897.8,12975
11/30/2018 12:01:00 PM,10904,10904,10900.3,10900.95,7350
11/30/2018 12:00:00 PM,10906,10906.3,10902.25,10902.25,9525
11/30/2018 11:59:00 AM,10906.05,10906.95,10905.45,10906,8550
11/30/2018 11:58:00 AM,10909.3,10910,10905.8,10905.95,24600
11/30/2018 11:57:00 AM,10906,10910.6,10906,10909.3,29175
11/30/2018 11:56:00 AM,10899,10907,10898.25,10905.5,24600
11/30/2018 11:55:00 AM,10901,10901,10894,10899,40575
11/30/2018 11:54:00 AM,10901.05,10902,10894.2,10900,65175
11/30/2018 11:53:00 AM,10900.6,10902.95,10900.5,10901.3,13575
11/30/2018 11:52:00 AM,10902.2,10903.7,10900.25,10900.65,15000
11/30/2018 11:51:00 AM,10905.85,10905.85,10901,10902.05,19425
11/30/2018 11:50:00 AM,10903.85,10906.85,10903,10905,9825
11/30/2018 11:49:00 AM,10904,10904.3,10902,10902.25,12750
11/30/2018 11:48:00 AM,10903.7,10905.65,10902.8,10904.95,13800
11/30/2018 11:47:00 AM,10903.55,10907.55,10903.5,10903.7,16125
11/30/2018 11:46:00 AM,10903,10903.95,10900.05,10903.7,24900
11/30/2018 11:45:00 AM,10906.25,10906.25,10900,10902.55,88200
11/30/2018 11:44:00 AM,10909.85,10909.85,10904.25,10904.25,36075
11/30/2018 11:43:00 AM,10910.2,10912,10909,10909.8,17550
11/30/2018 11:42:00 AM,10913.35,10914,10910.2,10910.2,13125
11/30/2018 11:41:00 AM,10915,10917.3,10913.65,10913.65,17700
11/30/2018 11:40:00 AM,10908,10915,10907.1,10914.95,24975
11/30/2018 11:39:00 AM,10909.25,10909.35,10907,10908,35625
11/30/2018 11:38:00 AM,10910.2,10910.7,10908,10909.45,32175
11/30/2018 11:37:00 AM,10912,10915,10910.2,10910.2,49950
11/30/2018 11:36:00 AM,10917.9,10918.9,10911.45,10912.95,96825
11/30/2018 11:35:00 AM,10919,10920,10917.9,10919.05,19050
11/30/2018 11:34:00 AM,10923,10923,10918.8,10918.8,14925
11/30/2018 11:33:00 AM,10922,10924,10921.5,10923,15825
11/30/2018 11:32:00 AM,10923.45,10924.45,10921.55,10922,22725
11/30/2018 11:31:00 AM,10924.2,10925,10923.45,10923.45,9225
11/30/2018 11:30:00 AM,10928.6,10928.6,10924,10924.8,5175
11/30/2018 11:29:00 AM,10929.3,10931,10928.25,10928.6,9975
11/30/2018 11:28:00 AM,10925.35,10929.6,10925.35,10929.3,5700
11/30/2018 11:27:00 AM,10925.75,10927.85,10924.95,10925.35,5400
11/30/2018 11:26:00 AM,10926.15,10927.8,10925,10925.75,9150
11/30/2018 11:25:00 AM,10928.8,10929.15,10925.3,10926.5,8325
11/30/2018 11:24:00 AM,10928,10929.2,10928,10928.8,6825
11/30/2018 11:23:00 AM,10930.4,10931,10928,10928,11475
11/30/2018 11:22:00 AM,10932.9,10934.05,10930.35,10930.4,6900
11/30/2018 11:21:00 AM,10929.3,10934,10929.3,10932.9,6675
11/30/2018 11:20:00 AM,10928.1,10929.25,10928,10929.05,3975
11/30/2018 11:19:00 AM,10928.65,10930.25,10927.35,10928,10125
11/30/2018 11:18:00 AM,10930.3,10933.8,10930.3,10930.7,13650
11/30/2018 11:17:00 AM,10929.55,10931.5,10928.4,10930.3,13350
11/30/2018 11:16:00 AM,10932.2,10932.25,10929.5,10929.55,12375
11/30/2018 11:15:00 AM,10932.5,10932.55,10930.3,10932.2,9975
11/30/2018 11:14:00 AM,10931.45,10932.5,10930,10932.5,6675
11/30/2018 11:13:00 AM,10935,10935.55,10931.1,10931.45,13650
11/30/2018 11:12:00 AM,10932,10938.05,10932,10935,40800
11/30/2018 11:11:00 AM,10931.35,10934.4,10930,10932,27000
11/30/2018 11:10:00 AM,10931.3,10932.9,10928,10931.35,19125
11/30/2018 11:09:00 AM,10928.9,10931.8,10928.9,10931.3,6075
11/30/2018 11:08:00 AM,10929.65,10929.65,10928,10928.9,7650
11/30/2018 11:07:00 AM,10932,10932,10929.6,10929.6,16125
11/30/2018 11:06:00 AM,10933.5,10933.8,10930.95,10931.5,19875
11/30/2018 11:05:00 AM,10931.55,10934.45,10931.3,10933.5,14850
11/30/2018 11:04:00 AM,10931.65,10933.2,10930,10931.4,23475
11/30/2018 11:03:00 AM,10927.7,10932.55,10926.9,10931.65,26100
11/30/2018 11:02:00 AM,10918.65,10926.45,10918.65,10926.45,22425
11/30/2018 11:01:00 AM,10918.45,10919.7,10917.75,10918.65,10950
11/30/2018 11:00:00 AM,10921,10921,10918.2,10918.2,11325
11/30/2018 10:59:00 AM,10922.65,10923.7,10920.7,10921,7650
11/30/2018 10:58:00 AM,10919.85,10922.85,10919.85,10922.7,4050
11/30/2018 10:57:00 AM,10921.05,10921.2,10919.6,10919.85,10425
11/30/2018 10:56:00 AM,10923.75,10925,10921.05,10921.05,8250
11/30/2018 10:55:00 AM,10924.85,10924.85,10922.95,10923.75,4200
11/30/2018 10:54:00 AM,10922.95,10925,10922.3,10924.85,5850
11/30/2018 10:53:00 AM,10922.2,10925.5,10921.7,10923.75,11550
11/30/2018 10:52:00 AM,10920.05,10923.9,10920,10922.2,5175
11/30/2018 10:51:00 AM,10919.3,10922.1,10919,10920.05,9450
11/30/2018 10:50:00 AM,10924.5,10925,10919.1,10920.2,11025
11/30/2018 10:49:00 AM,10923.4,10924.4,10920.4,10924.4,5175
11/30/2018 10:48:00 AM,10919.95,10924.15,10918.95,10923.5,8475
11/30/2018 10:47:00 AM,10920,10920.05,10918,10919.95,10425
11/30/2018 10:46:00 AM,10921,10921.95,10918.8,10920,10050
11/30/2018 10:45:00 AM,10918.3,10921.65,10917.15,10920.45,24225
11/30/2018 10:44:00 AM,10920.65,10920.9,10920.2,10920.5,7950
11/30/2018 10:43:00 AM,10923.5,10924.95,10920.85,10920.85,7275
11/30/2018 10:42:00 AM,10924.85,10924.85,10923,10924,9750
11/30/2018 10:41:00 AM,10929.15,10929.15,10924.65,10924.65,11100
11/30/2018 10:40:00 AM,10928.6,10929.3,10928,10929.25,10200
11/30/2018 10:39:00 AM,10926,10928.6,10925.2,10928.6,8175
11/30/2018 10:38:00 AM,10923.05,10926.65,10923,10926,9075
11/30/2018 10:37:00 AM,10924.9,10926.65,10923.05,10923.05,3825
11/30/2018 10:36:00 AM,10926,10929.3,10924.3,10924.9,6825
11/30/2018 10:35:00 AM,10925.55,10926,10924.05,10926,3675
11/30/2018 10:34:00 AM,10924.45,10925.55,10923.05,10925.55,3675
11/30/2018 10:33:00 AM,10926.65,10926.65,10921.5,10924.45,7200
11/30/2018 10:32:00 AM,10922.1,10927.9,10922.1,10926.65,8325
11/30/2018 10:31:00 AM,10919,10922.85,10919,10922.1,7125
11/30/2018 10:30:00 AM,10921.5,10921.5,10917.95,10919,12900
11/30/2018 10:29:00 AM,10919,10921.9,10919,10920.25,6750
11/30/2018 10:28:00 AM,10918.65,10919.9,10917.65,10919,14700
11/30/2018 10:27:00 AM,10921,10921.8,10918,10918,24525
11/30/2018 10:26:00 AM,10921.75,10922,10920.05,10921,11175
11/30/2018 10:25:00 AM,10923.55,10925,10920.3,10921.75,11475
11/30/2018 10:24:00 AM,10925.3,10925.3,10922,10923.55,13050
11/30/2018 10:23:00 AM,10930.7,10930.7,10926.3,10926.95,9675
11/30/2018 10:22:00 AM,10932.15,10933,10930.05,10931.15,8475
11/30/2018 10:21:00 AM,10932.7,10932.7,10929.35,10932.6,12150
11/30/2018 10:20:00 AM,10931,10936,10930.7,10932,39375
11/30/2018 10:19:00 AM,10927,10931,10926,10931,9600
11/30/2018 10:18:00 AM,10932,10932,10926.15,10927,14475
11/30/2018 10:17:00 AM,10928.95,10932.7,10928.2,10931.95,33750
11/30/2018 10:16:00 AM,10923.95,10930,10923.55,10928.95,28425
11/30/2018 10:15:00 AM,10921,10924.75,10920.05,10924.75,13875
11/30/2018 10:14:00 AM,10922.8,10922.8,10920.6,10921,9600
11/30/2018 10:13:00 AM,10925.5,10925.95,10922.6,10922.65,8325
11/30/2018 10:12:00 AM,10927,10927,10923.25,10925,12225
11/30/2018 10:11:00 AM,10927.6,10928.9,10925.5,10927,16125
11/30/2018 10:10:00 AM,10924.75,10928,10922.5,10927.55,10500
11/30/2018 10:09:00 AM,10924.95,10925,10922.75,10924.75,11475
11/30/2018 10:08:00 AM,10921,10925,10921,10924.95,13725
11/30/2018 10:07:00 AM,10920,10921.5,10919,10920.3,15750
11/30/2018 10:06:00 AM,10918,10918.55,10914,10918.55,39600
11/30/2018 10:05:00 AM,10920.5,10920.85,10918,10918,28425
11/30/2018 10:04:00 AM,10919,10922.7,10918.35,10920.25,12600
11/30/2018 10:03:00 AM,10918.4,10922.15,10918.3,10919,35100
11/30/2018 10:02:00 AM,10923,10923,10918.25,10918.4,18075
11/30/2018 10:01:00 AM,10922.15,10923.95,10920.6,10922,20475
11/30/2018 10:00:00 AM,10919,10923.85,10919,10922.35,18375
11/30/2018 9:59:00 AM,10919,10922.9,10917.1,10919,34650
11/30/2018 9:58:00 AM,10923.1,10924.3,10918,10919,40425
11/30/2018 9:57:00 AM,10924.9,10926.3,10923,10923.1,7500
11/30/2018 9:56:00 AM,10923,10924.65,10921,10923.4,11850
11/30/2018 9:55:00 AM,10924.5,10928.45,10924,10924,21000
11/30/2018 9:54:00 AM,10921.7,10926.45,10920.5,10924.9,38700
11/30/2018 9:53:00 AM,10920,10924,10920,10922,51675
11/30/2018 9:52:00 AM,10930.6,10930.6,10919.5,10920,95550
11/30/2018 9:51:00 AM,10933,10933,10930.6,10930.6,22425
11/30/2018 9:50:00 AM,10934.6,10936.7,10933,10933.2,17175
11/30/2018 9:49:00 AM,10933,10934.95,10931.4,10933,10950
11/30/2018 9:48:00 AM,10936.25,10936.75,10931.35,10931.35,21150
11/30/2018 9:47:00 AM,10938.5,10939,10935.2,10936.25,15300
11/30/2018 9:46:00 AM,10940.75,10940.95,10937,10938.25,12750
11/30/2018 9:45:00 AM,10943.55,10945,10939.1,10940,15375
11/30/2018 9:44:00 AM,10942.05,10945,10942.05,10943,14925
11/30/2018 9:43:00 AM,10948,10948.5,10942,10943.5,40650
11/30/2018 9:42:00 AM,10937,10948.9,10934.25,10948.6,94875
11/30/2018 9:41:00 AM,10936.9,10938,10932.05,10937.1,10650
11/30/2018 9:40:00 AM,10937.95,10939.2,10936.05,10936.9,15600
11/30/2018 9:39:00 AM,10937.05,10938,10935.1,10938,12750
11/30/2018 9:38:00 AM,10939.1,10939.35,10936,10936.45,14700
11/30/2018 9:37:00 AM,10938,10939,10936.5,10939,17550
11/30/2018 9:36:00 AM,10938.05,10939,10935.1,10938,15825
11/30/2018 9:35:00 AM,10939.05,10941,10935.2,10938.05,30150
11/30/2018 9:34:00 AM,10938,10942,10935.15,10940,51375
11/30/2018 9:33:00 AM,10935.5,10938.3,10934,10938,45000
11/30/2018 9:32:00 AM,10933,10936.25,10933,10935.5,34725
11/30/2018 9:31:00 AM,10930.85,10934.7,10929.75,10933,13425
11/30/2018 9:30:00 AM,10925.05,10930.25,10925,10930.25,21600
11/30/2018 9:29:00 AM,10926,10929.05,10925,10925,27375
11/30/2018 9:28:00 AM,10928.35,10929,10925.3,10926,25575
11/30/2018 9:27:00 AM,10930.8,10933.9,10928,10928.35,27375
11/30/2018 9:26:00 AM,10932.45,10933.05,10930,10930.5,30000
11/30/2018 9:25:00 AM,10934.75,10935.85,10930.3,10931.1,28950
11/30/2018 9:24:00 AM,10938.3,10938.3,10934,10934.95,27225
11/30/2018 9:23:00 AM,10931.35,10938.3,10931,10938.3,42075
11/30/2018 9:22:00 AM,10937.6,10937.75,10931.35,10931.35,38550
11/30/2018 9:21:00 AM,10935.65,10940,10933.1,10937.6,64275
11/30/2018 9:20:00 AM,10942.95,10944,10933.7,10936,92325
11/30/2018 9:19:00 AM,10933.15,10942.15,10932,10942.15,91875
11/30/2018 9:18:00 AM,10922.5,10934.6,10920.25,10933.8,81900
11/30/2018 9:17:00 AM,10914.1,10924.4,10914.1,10922.25,95775
11/30/2018 9:16:00 AM,10920.2,10921.05,10913.05,10914.1,62400
11/30/2018 9:15:00 AM,10938.85,10938.85,10916.45,10920.4,130875
11/29/2018 3:29:00 PM,10903.9,10910,10903.6,10907,128700
