Date,USDINR18DEC71.25CE O,USDINR18DEC71.25CE H,USDINR18DEC71.25CE L,USDINR18DEC71.25CE C,USDINR18DEC71.25CE V
11/30/2018 4:59:00 PM,0.21,0.21,0.21,0.21,0
11/30/2018 4:58:00 PM,0.185,0.21,0.185,0.21,12
11/30/2018 4:57:00 PM,0.185,0.185,0.185,0.185,0
11/30/2018 4:56:00 PM,0.1775,0.185,0.1775,0.185,90
11/30/2018 4:55:00 PM,0.19,0.19,0.1775,0.1775,50
11/30/2018 4:54:00 PM,0.19,0.19,0.19,0.19,0
11/30/2018 4:53:00 PM,0.19,0.19,0.19,0.19,0
11/30/2018 4:52:00 PM,0.19,0.19,0.19,0.19,0
11/30/2018 4:51:00 PM,0.1925,0.1925,0.19,0.19,50
11/30/2018 4:50:00 PM,0.1925,0.1925,0.1925,0.1925,62
11/30/2018 4:49:00 PM,0.1925,0.1925,0.1925,0.1925,0
11/30/2018 4:48:00 PM,0.1925,0.1925,0.1925,0.1925,0
11/30/2018 4:47:00 PM,0.1925,0.1925,0.1925,0.1925,0
11/30/2018 4:46:00 PM,0.195,0.195,0.1925,0.1925,139
11/30/2018 4:45:00 PM,0.1975,0.1975,0.195,0.195,25
11/30/2018 4:44:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:43:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:42:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:41:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:40:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:39:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:38:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:37:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:36:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:35:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:34:00 PM,0.1975,0.1975,0.1975,0.1975,0
11/30/2018 4:33:00 PM,0.2025,0.2025,0.1975,0.1975,50
11/30/2018 4:32:00 PM,0.205,0.205,0.2025,0.2025,50
11/30/2018 4:31:00 PM,0.2025,0.205,0.2025,0.205,60
11/30/2018 4:30:00 PM,0.2025,0.2025,0.2025,0.2025,0
11/30/2018 4:29:00 PM,0.2025,0.2025,0.2025,0.2025,0
11/30/2018 4:28:00 PM,0.2025,0.2025,0.2025,0.2025,0
11/30/2018 4:27:00 PM,0.2025,0.2025,0.2025,0.2025,0
11/30/2018 4:26:00 PM,0.2025,0.2025,0.2025,0.2025,0
11/30/2018 4:25:00 PM,0.2025,0.2025,0.2025,0.2025,0
11/30/2018 4:24:00 PM,0.2025,0.2025,0.2025,0.2025,0
11/30/2018 4:23:00 PM,0.2025,0.2025,0.2025,0.2025,529
11/30/2018 4:22:00 PM,0.2,0.2025,0.1975,0.2025,155
11/30/2018 4:21:00 PM,0.205,0.205,0.1975,0.2,24
11/30/2018 4:20:00 PM,0.2075,0.2075,0.205,0.205,6
11/30/2018 4:19:00 PM,0.2075,0.2075,0.2075,0.2075,0
11/30/2018 4:18:00 PM,0.21,0.21,0.2075,0.2075,13
11/30/2018 4:17:00 PM,0.2075,0.21,0.2075,0.21,71
11/30/2018 4:16:00 PM,0.2075,0.2075,0.2075,0.2075,0
11/30/2018 4:15:00 PM,0.205,0.2075,0.205,0.2075,55
11/30/2018 4:14:00 PM,0.205,0.205,0.205,0.205,43
11/30/2018 4:13:00 PM,0.215,0.215,0.205,0.205,157
11/30/2018 4:12:00 PM,0.215,0.215,0.215,0.215,0
11/30/2018 4:11:00 PM,0.215,0.215,0.215,0.215,0
11/30/2018 4:10:00 PM,0.215,0.215,0.215,0.215,0
11/30/2018 4:09:00 PM,0.215,0.215,0.215,0.215,0
11/30/2018 4:08:00 PM,0.215,0.215,0.215,0.215,0
11/30/2018 4:07:00 PM,0.215,0.215,0.215,0.215,0
11/30/2018 4:06:00 PM,0.215,0.215,0.215,0.215,0
11/30/2018 4:05:00 PM,0.22,0.22,0.215,0.215,18
11/30/2018 4:04:00 PM,0.2175,0.22,0.2175,0.22,24
11/30/2018 4:03:00 PM,0.2175,0.2175,0.2175,0.2175,415
11/30/2018 4:02:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 4:01:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 4:00:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:59:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:58:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:57:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:56:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:55:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:54:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:53:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:52:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:51:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:50:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:49:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:48:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:47:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:46:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:45:00 PM,0.2175,0.2175,0.2175,0.2175,0
11/30/2018 3:44:00 PM,0.2175,0.2175,0.2175,0.2175,0
