Date,NIFTY18DEC10800CE O,NIFTY18DEC10800CE H,NIFTY18DEC10800CE L,NIFTY18DEC10800CE C,NIFTY18DEC10800CE V
11/30/2018 3:29:00 PM,260.5,261.6,260.5,261.6,5175
11/30/2018 3:28:00 PM,260.95,261.7,260.3,261.15,5700
11/30/2018 3:27:00 PM,260.6,261.65,259.6,260.35,9300
11/30/2018 3:26:00 PM,259.05,261,259,260.5,12675
11/30/2018 3:25:00 PM,259,259.65,258.5,259.05,3000
11/30/2018 3:24:00 PM,258,259.6,258,259.3,1500
11/30/2018 3:23:00 PM,258.35,259.95,257.65,258,12225
11/30/2018 3:22:00 PM,258,259,257.7,258.2,15450
11/30/2018 3:21:00 PM,256.95,258,256.5,258,12075
11/30/2018 3:20:00 PM,255.5,256.9,255.5,256.5,18600
11/30/2018 3:19:00 PM,254.4,255.5,254.4,255.5,5625
11/30/2018 3:18:00 PM,252.05,254.5,252.05,254.4,18675
11/30/2018 3:17:00 PM,253.8,254.8,253.45,253.5,7050
11/30/2018 3:16:00 PM,251.8,254.2,251.8,253.8,13800
11/30/2018 3:15:00 PM,251.2,253.5,249.85,251.8,13125
11/30/2018 3:14:00 PM,253.75,253.8,251,251.4,1425
11/30/2018 3:13:00 PM,252.5,253.75,251.45,253.75,2175
11/30/2018 3:12:00 PM,253.35,253.9,251.5,252.5,3600
11/30/2018 3:11:00 PM,251.2,254.6,250.5,253.7,23100
11/30/2018 3:10:00 PM,250.5,251.35,249.6,250.95,21150
11/30/2018 3:09:00 PM,252.5,252.5,249.9,249.9,4950
11/30/2018 3:08:00 PM,254.3,256.2,252.25,252.25,6375
11/30/2018 3:07:00 PM,251.5,254.3,251.5,254.3,10950
11/30/2018 3:06:00 PM,253.25,253.25,251,251,3075
11/30/2018 3:05:00 PM,249.2,253.25,248.85,253.25,8175
11/30/2018 3:04:00 PM,250.15,250.35,248,248.55,5400
11/30/2018 3:03:00 PM,249.7,250.6,248.35,249.85,4950
11/30/2018 3:02:00 PM,246.85,249.95,246.85,249.95,7875
11/30/2018 3:01:00 PM,246.75,247.8,245.3,246.75,13350
11/30/2018 3:00:00 PM,242.95,247.1,242.55,246.65,26400
11/30/2018 2:59:00 PM,238.15,241.95,238.15,241.95,3525
11/30/2018 2:58:00 PM,239.25,239.95,238.05,238.5,1350
11/30/2018 2:57:00 PM,239.45,240.25,238.75,239.25,4050
11/30/2018 2:56:00 PM,238.55,239,237.85,238.5,975
11/30/2018 2:55:00 PM,240.15,241.3,238.45,238.55,4950
11/30/2018 2:54:00 PM,236.5,239.8,235.65,239.8,6900
11/30/2018 2:53:00 PM,240.9,241,236.5,236.5,9975
11/30/2018 2:52:00 PM,245,245,240.05,240.9,9525
11/30/2018 2:51:00 PM,246.55,247.5,245,245,1500
11/30/2018 2:50:00 PM,246.15,249.1,246,248.3,2550
11/30/2018 2:49:00 PM,247,247.65,246.1,246.15,3975
11/30/2018 2:48:00 PM,251,251,247,247.1,1800
11/30/2018 2:47:00 PM,248.95,251.65,248.95,251,3000
11/30/2018 2:46:00 PM,246.55,249.65,245.25,249.65,2325
11/30/2018 2:45:00 PM,250.9,250.9,246.55,246.55,1575
11/30/2018 2:44:00 PM,249.5,251.45,248.5,250.9,2325
11/30/2018 2:43:00 PM,249.25,250.15,248.5,249.5,7425
11/30/2018 2:42:00 PM,251.9,252,249,249,5025
11/30/2018 2:41:00 PM,250.6,252.65,250.4,250.85,5175
11/30/2018 2:40:00 PM,250.95,255.45,250.6,250.6,12825
11/30/2018 2:39:00 PM,248,250.95,247,250.95,6000
11/30/2018 2:38:00 PM,245.7,248.3,245.7,248,4425
11/30/2018 2:37:00 PM,246.3,248.25,245.7,245.7,7350
11/30/2018 2:36:00 PM,247.2,248.2,245.9,246.65,4725
11/30/2018 2:35:00 PM,243.5,250.35,243.5,247.2,13500
11/30/2018 2:34:00 PM,239.75,243.5,239.75,243.5,7575
11/30/2018 2:33:00 PM,239.75,240.2,238.45,239.75,1650
11/30/2018 2:32:00 PM,238.55,240.45,238.5,239.75,3375
11/30/2018 2:31:00 PM,234,238.75,233.8,238.75,2175
11/30/2018 2:30:00 PM,235.5,235.5,232.3,234,2175
11/30/2018 2:29:00 PM,236.25,236.5,235.5,235.5,1500
11/30/2018 2:28:00 PM,239.1,239.1,236.25,236.25,750
11/30/2018 2:27:00 PM,237.15,239.1,236.5,239.1,1575
11/30/2018 2:26:00 PM,239.45,240.5,236.35,237.35,3300
11/30/2018 2:25:00 PM,237.55,238,237.1,238,1050
11/30/2018 2:24:00 PM,239.5,239.7,237.55,237.55,1275
11/30/2018 2:23:00 PM,239,240.65,238.85,239.2,2100
11/30/2018 2:22:00 PM,236.15,239,236.15,239,2775
11/30/2018 2:21:00 PM,231,237,231,236.15,11100
11/30/2018 2:20:00 PM,234.5,234.95,231.2,231.85,6750
11/30/2018 2:19:00 PM,236.45,237,234.55,234.55,10275
11/30/2018 2:18:00 PM,240,240,235.05,236.45,6600
11/30/2018 2:17:00 PM,242.45,242.45,240,240,825
11/30/2018 2:16:00 PM,242.35,244.5,242.35,242.45,600
11/30/2018 2:15:00 PM,242.65,242.65,241.5,242.35,600
11/30/2018 2:14:00 PM,240.95,243.35,240.95,242.65,675
11/30/2018 2:13:00 PM,242.25,243.35,240.95,240.95,750
11/30/2018 2:12:00 PM,241.85,243.9,241.85,242.25,3375
11/30/2018 2:11:00 PM,240.15,242.05,240,241.85,1800
11/30/2018 2:10:00 PM,242,242,240,240.15,2475
11/30/2018 2:09:00 PM,242,243.5,240.7,241.75,3225
11/30/2018 2:08:00 PM,240.6,242.1,240.6,242,375
11/30/2018 2:07:00 PM,239,240.4,239,240,1500
11/30/2018 2:06:00 PM,239.65,239.75,238,239,1725
11/30/2018 2:05:00 PM,243.1,243.1,239.65,239.65,1425
11/30/2018 2:04:00 PM,243,243.3,242.55,243.1,975
11/30/2018 2:03:00 PM,242.7,243.35,242.7,243,150
11/30/2018 2:02:00 PM,242.05,242.7,241.05,242.7,300
11/30/2018 2:01:00 PM,240.55,243,240.55,242.05,900
11/30/2018 2:00:00 PM,240.5,241,239.4,240.55,2400
11/30/2018 1:59:00 PM,239.5,241.75,239.5,240.5,375
11/30/2018 1:58:00 PM,241.9,241.95,239.5,239.5,2475
11/30/2018 1:57:00 PM,242,245.05,240.65,241.9,5400
11/30/2018 1:56:00 PM,240.2,242.95,240.2,242,900
11/30/2018 1:55:00 PM,241.45,241.45,239.75,240.2,1575
11/30/2018 1:54:00 PM,241.65,242,241.45,241.45,750
11/30/2018 1:53:00 PM,242,243.5,241.15,241.65,1200
11/30/2018 1:52:00 PM,243.2,243.2,241,242,3825
11/30/2018 1:51:00 PM,245.9,245.95,243.2,243.2,3525
11/30/2018 1:50:00 PM,247.35,247.35,245.7,245.9,975
11/30/2018 1:49:00 PM,244,247.35,243.4,247.35,1950
11/30/2018 1:48:00 PM,244.05,245.65,244,244,450
11/30/2018 1:47:00 PM,241.5,244.45,240.9,244.05,1950
11/30/2018 1:46:00 PM,245.95,245.95,241.5,241.5,975
11/30/2018 1:45:00 PM,244.7,245.95,243.3,245.95,975
11/30/2018 1:44:00 PM,246.05,246.05,242.7,244.7,2325
11/30/2018 1:43:00 PM,247.95,249.65,246.05,246.05,3600
11/30/2018 1:42:00 PM,243.85,247.95,243.85,247.95,2400
11/30/2018 1:41:00 PM,240.8,244.5,240.8,243.75,1725
11/30/2018 1:40:00 PM,240.55,240.8,238.7,240.8,3525
11/30/2018 1:39:00 PM,242.45,243.2,238.85,240.55,6150
11/30/2018 1:38:00 PM,244,244,242.45,242.45,2250
11/30/2018 1:37:00 PM,244.65,244.75,243.3,244,1350
11/30/2018 1:36:00 PM,242.1,244.95,242.1,244.65,3300
11/30/2018 1:35:00 PM,242.35,242.35,241.75,242.1,2550
11/30/2018 1:34:00 PM,240.5,242.35,240,242.35,3750
11/30/2018 1:33:00 PM,239.5,241.8,239,240.5,7875
11/30/2018 1:32:00 PM,238.25,241.9,238.25,239.5,17025
11/30/2018 1:31:00 PM,248.65,248.65,237.65,237.65,15750
11/30/2018 1:30:00 PM,248,248.65,246.75,248.65,2100
11/30/2018 1:29:00 PM,246.7,247.8,245.25,247.8,375
11/30/2018 1:28:00 PM,247,247,245.05,246.7,600
11/30/2018 1:27:00 PM,244.45,247,244.45,247,2100
11/30/2018 1:26:00 PM,246.3,246.3,244.35,244.35,525
11/30/2018 1:25:00 PM,248.45,248.45,246.3,246.3,3975
11/30/2018 1:24:00 PM,243.65,249,243.65,248.45,9975
11/30/2018 1:23:00 PM,244.5,245.2,242.7,243.65,3525
11/30/2018 1:22:00 PM,245,246.2,243.75,244.5,2775
11/30/2018 1:21:00 PM,246.45,246.65,243.8,245,3150
11/30/2018 1:20:00 PM,249.2,249.2,246.2,246.2,3525
11/30/2018 1:19:00 PM,249.85,250.8,248.7,249.2,1950
11/30/2018 1:18:00 PM,250.1,250.9,249,249.85,1350
11/30/2018 1:17:00 PM,250.35,250.35,248.7,250.1,4050
11/30/2018 1:16:00 PM,248.55,250.35,248.55,250.35,900
11/30/2018 1:15:00 PM,248.75,248.85,248.15,248.85,675
11/30/2018 1:14:00 PM,250.75,250.75,248.75,248.75,675
11/30/2018 1:13:00 PM,252.5,252.5,250.75,250.75,1275
11/30/2018 1:12:00 PM,253.5,253.6,251.55,252.5,3600
11/30/2018 1:11:00 PM,251,253.6,251,253.5,4425
