Date,NIFTY18DEC11100CE O,NIFTY18DEC11100CE H,NIFTY18DEC11100CE L,NIFTY18DEC11100CE C,NIFTY18DEC11100CE V
11/30/2018 3:29:00 PM,98.5,98.85,97.95,98.7,23325
11/30/2018 3:28:00 PM,98.95,99.45,98.3,98.5,26325
11/30/2018 3:27:00 PM,98.55,99.1,98.2,99,19275
11/30/2018 3:26:00 PM,97.4,98.8,97.4,98.75,26175
11/30/2018 3:25:00 PM,97.8,97.8,97,97.4,12825
11/30/2018 3:24:00 PM,96.85,98,96.85,97.8,9825
11/30/2018 3:23:00 PM,97.1,97.65,96.55,96.85,28050
11/30/2018 3:22:00 PM,96.9,97.9,96.7,97.2,22800
11/30/2018 3:21:00 PM,96.4,97.25,96.3,96.9,20250
11/30/2018 3:20:00 PM,95.9,96.5,95.9,96.5,43125
11/30/2018 3:19:00 PM,95,95.9,94.9,95.9,18150
11/30/2018 3:18:00 PM,94.35,95.45,94.25,94.75,21750
11/30/2018 3:17:00 PM,95.15,95.9,94.7,94.9,16575
11/30/2018 3:16:00 PM,94.5,95.6,94.45,95.5,36375
11/30/2018 3:15:00 PM,93.4,94.95,93,94.25,42000
11/30/2018 3:14:00 PM,94.7,94.95,93.05,93.4,19275
11/30/2018 3:13:00 PM,94,95,93.55,94.9,15450
11/30/2018 3:12:00 PM,94.55,94.75,93.5,94.3,14775
11/30/2018 3:11:00 PM,93.05,94.9,93,94.3,27300
11/30/2018 3:10:00 PM,92.9,93.55,92.55,92.8,30525
11/30/2018 3:09:00 PM,94,94.25,92.65,92.9,17925
11/30/2018 3:08:00 PM,95.35,96.15,94.2,94.35,36600
11/30/2018 3:07:00 PM,94.2,95.8,94.2,95.4,25725
11/30/2018 3:06:00 PM,95.1,95.1,93.85,94,47400
11/30/2018 3:05:00 PM,93.3,95.1,92.75,95.1,25575
11/30/2018 3:04:00 PM,93.95,94.2,92.7,93,19500
11/30/2018 3:03:00 PM,93.75,94.5,93.15,93.8,22725
11/30/2018 3:02:00 PM,92.75,93.8,92,93.75,53475
11/30/2018 3:01:00 PM,92.45,93,91.95,92.5,37050
11/30/2018 3:00:00 PM,90.45,92.65,90.05,92.45,37500
11/30/2018 2:59:00 PM,88.4,90.4,88.4,90.4,22275
11/30/2018 2:58:00 PM,89.9,89.9,88,88.15,20850
11/30/2018 2:57:00 PM,89,90.35,88.95,89.85,19425
11/30/2018 2:56:00 PM,89.2,89.7,88.5,89,18150
11/30/2018 2:55:00 PM,89.6,90.15,88.4,89.25,11250
11/30/2018 2:54:00 PM,88.05,89.6,87.4,89.6,13125
11/30/2018 2:53:00 PM,89.6,90.25,87.4,87.75,21300
11/30/2018 2:52:00 PM,92.15,92.15,89.6,89.6,46875
11/30/2018 2:51:00 PM,93.6,93.6,92.15,92.15,24225
11/30/2018 2:50:00 PM,92.95,94.05,92.7,93.6,13125
11/30/2018 2:49:00 PM,92.85,94.2,92.4,92.95,7500
11/30/2018 2:48:00 PM,94.65,94.8,92.8,93.05,9225
11/30/2018 2:47:00 PM,94,95.35,94,94.65,14925
11/30/2018 2:46:00 PM,92.9,94,92,94,10725
11/30/2018 2:45:00 PM,94.85,94.85,92.8,92.9,8550
11/30/2018 2:44:00 PM,93.75,95,93.2,94.85,14175
11/30/2018 2:43:00 PM,93.55,94.3,93.5,93.65,6375
11/30/2018 2:42:00 PM,95.4,95.4,93.35,93.35,49950
11/30/2018 2:41:00 PM,94.45,95.75,94.4,95.25,9675
