Date,BANKNIFTY06DEC1826900CE O,BANKNIFTY06DEC1826900CE H,BANKNIFTY06DEC1826900CE L,BANKNIFTY06DEC1826900CE C,BANKNIFTY06DEC1826900CE V
11/30/2018 3:29:00 PM,178.4,180.15,175.7,178.25,15480
11/30/2018 3:28:00 PM,182.35,183,178.7,178.7,17800
11/30/2018 3:27:00 PM,182.25,182.75,180.6,182,14900
11/30/2018 3:26:00 PM,180.7,182.55,180.55,181.95,19440
11/30/2018 3:25:00 PM,185.55,185.7,181,181.05,9340
11/30/2018 3:24:00 PM,185,186,183.75,185.55,10540
11/30/2018 3:23:00 PM,190,190,184.8,185,8680
11/30/2018 3:22:00 PM,190,190.75,188.35,190,7040
11/30/2018 3:21:00 PM,190,191.1,188.55,189.95,8240
11/30/2018 3:20:00 PM,189.45,190.4,186.8,189.7,10100
11/30/2018 3:19:00 PM,185.7,189.45,185.55,189.45,10720
11/30/2018 3:18:00 PM,187.05,188.8,185.7,186.95,7380
11/30/2018 3:17:00 PM,188.25,190.5,186.55,186.7,13840
11/30/2018 3:16:00 PM,184.1,189.15,183,188.25,7900
11/30/2018 3:15:00 PM,182.3,184.9,180.15,183.1,14160
11/30/2018 3:14:00 PM,187.35,187.35,182.55,182.8,3680
11/30/2018 3:13:00 PM,185.95,187.25,182.85,186.65,6860
11/30/2018 3:12:00 PM,186.85,186.85,181.75,185.95,10700
11/30/2018 3:11:00 PM,186.1,188.05,184.75,186.75,6820
11/30/2018 3:10:00 PM,181.05,186.95,180.55,185.3,11620
11/30/2018 3:09:00 PM,192.15,193.1,181.2,181.2,17120
11/30/2018 3:08:00 PM,193,197.9,192.45,192.65,10720
11/30/2018 3:07:00 PM,189.2,195,189.2,193.7,9620
11/30/2018 3:06:00 PM,192,192,187.15,189.2,11640
11/30/2018 3:05:00 PM,190.75,191.95,188.45,191.6,6120
11/30/2018 3:04:00 PM,196.95,196.95,188,190.75,11740
11/30/2018 3:03:00 PM,194.6,199,193.4,196.8,8820
11/30/2018 3:02:00 PM,194.85,195.6,191.55,194.45,9340
11/30/2018 3:01:00 PM,193.25,197.05,191.25,195.5,8360
11/30/2018 3:00:00 PM,189.85,198,187.05,193.2,14220
11/30/2018 2:59:00 PM,181.8,189.85,181.8,189.85,7640
11/30/2018 2:58:00 PM,187.1,187.6,181.3,181.3,5520
11/30/2018 2:57:00 PM,185,188,182.9,187.1,7800
11/30/2018 2:56:00 PM,184,186,181,183.65,7660
11/30/2018 2:55:00 PM,186.2,189,183.45,184,10500
11/30/2018 2:54:00 PM,182,186,180.85,186,14860
11/30/2018 2:53:00 PM,190.15,190.45,180.65,182.35,14800
11/30/2018 2:52:00 PM,193.15,193.2,188,189.75,14020
11/30/2018 2:51:00 PM,200.25,200.25,192.5,192.6,7500
11/30/2018 2:50:00 PM,196.5,202.7,195,200.25,7780
11/30/2018 2:49:00 PM,198.05,202.8,196,197.35,14380
11/30/2018 2:48:00 PM,201,202.85,198,198.05,6160
11/30/2018 2:47:00 PM,196.1,205.5,196.1,201.75,17900
11/30/2018 2:46:00 PM,192.65,197.95,190,196.1,10040
11/30/2018 2:45:00 PM,204.45,204.45,192.85,192.85,10920
11/30/2018 2:44:00 PM,200.95,207.05,199,204.45,5080
11/30/2018 2:43:00 PM,200,201.4,197.75,200.95,15460
11/30/2018 2:42:00 PM,206.35,207.95,198.8,199.8,14200
11/30/2018 2:41:00 PM,205.8,209.3,204.55,206.35,21400
11/30/2018 2:40:00 PM,205.5,214.65,204.2,207,38620
11/30/2018 2:39:00 PM,189.85,204.9,189.65,204.9,23300
11/30/2018 2:38:00 PM,189,191.45,188.35,189.85,3720
11/30/2018 2:37:00 PM,189.2,191.8,187.75,189,6540
11/30/2018 2:36:00 PM,191.9,192,187,188.05,10460
11/30/2018 2:35:00 PM,182.95,191.9,182,191.55,20160
11/30/2018 2:34:00 PM,180,182.95,179,182.95,5360
11/30/2018 2:33:00 PM,180.5,180.7,177.1,180,3200
11/30/2018 2:32:00 PM,176,182.95,176,180.5,12740
11/30/2018 2:31:00 PM,169.75,177.55,168.75,175.75,5640
11/30/2018 2:30:00 PM,166.55,170.95,166.55,170.95,7360
11/30/2018 2:29:00 PM,174.6,177.65,166.55,166.55,9780
11/30/2018 2:28:00 PM,176,176,173.6,174.6,3000
11/30/2018 2:27:00 PM,172.05,177,172.05,176,4560
11/30/2018 2:26:00 PM,176.5,180,171.6,172.05,8400
11/30/2018 2:25:00 PM,174,177.55,173.95,176.5,5120
11/30/2018 2:24:00 PM,179.45,181.25,174,174,9440
11/30/2018 2:23:00 PM,182,183.5,179.95,179.95,15040
11/30/2018 2:22:00 PM,183.9,183.9,182,182,10200
11/30/2018 2:21:00 PM,176.9,186.4,176.9,183.9,13880
11/30/2018 2:20:00 PM,179.35,180.25,174.05,176.9,11380
11/30/2018 2:19:00 PM,179,180.4,177.45,179.35,6140
