Date,YESBANK18DEC180CE O,YESBANK18DEC180CE H,YESBANK18DEC180CE L,YESBANK18DEC180CE C,YESBANK18DEC180CE V
11/30/2018 3:29:00 PM,13.2,13.2,13.1,13.2,47250
11/30/2018 3:28:00 PM,13.2,13.25,13.1,13.1,49000
11/30/2018 3:27:00 PM,13.2,13.25,13.1,13.2,38500
11/30/2018 3:26:00 PM,13.2,13.25,13.15,13.15,57750
11/30/2018 3:25:00 PM,13.3,13.3,13.15,13.25,24500
11/30/2018 3:24:00 PM,13.2,13.3,13.2,13.3,31500
11/30/2018 3:23:00 PM,13.2,13.3,13.1,13.1,38500
11/30/2018 3:22:00 PM,13.15,13.3,13.15,13.2,31500
11/30/2018 3:21:00 PM,13.2,13.25,13.15,13.25,29750
11/30/2018 3:20:00 PM,13.25,13.3,13.2,13.2,19250
11/30/2018 3:19:00 PM,13.05,13.25,13.05,13.25,29750
11/30/2018 3:18:00 PM,13,13.05,13,13.05,8750
11/30/2018 3:17:00 PM,12.95,13.05,12.95,13,10500
11/30/2018 3:16:00 PM,12.95,13,12.95,12.95,12250
11/30/2018 3:15:00 PM,12.95,12.95,12.95,12.95,1750
11/30/2018 3:14:00 PM,12.95,13,12.95,12.95,7000
11/30/2018 3:13:00 PM,12.95,13,12.95,12.95,28000
11/30/2018 3:12:00 PM,12.85,12.95,12.85,12.95,7000
11/30/2018 3:11:00 PM,12.75,12.95,12.75,12.85,14000
11/30/2018 3:10:00 PM,12.9,12.9,12.75,12.75,8750
11/30/2018 3:09:00 PM,13,13,12.9,12.9,10500
11/30/2018 3:08:00 PM,13.05,13.1,13.05,13.05,10500
11/30/2018 3:07:00 PM,12.95,13.05,12.95,13.05,10500
11/30/2018 3:06:00 PM,12.9,12.95,12.9,12.95,1750
11/30/2018 3:05:00 PM,12.9,12.9,12.9,12.9,8750
11/30/2018 3:04:00 PM,12.95,12.95,12.85,12.85,5250
11/30/2018 3:03:00 PM,13,13,13,13,1750
11/30/2018 3:02:00 PM,13,13,12.9,13,12250
11/30/2018 3:01:00 PM,13.05,13.05,13,13,12250
11/30/2018 3:00:00 PM,12.85,13.05,12.85,13.05,12250
11/30/2018 2:59:00 PM,12.9,12.95,12.85,12.85,19250
11/30/2018 2:58:00 PM,12.8,12.9,12.8,12.9,3500
11/30/2018 2:57:00 PM,12.9,12.9,12.8,12.8,12250
11/30/2018 2:56:00 PM,12.9,13,12.9,12.9,17500
11/30/2018 2:55:00 PM,12.85,13,12.85,12.9,10500
11/30/2018 2:54:00 PM,12.65,12.9,12.65,12.85,17500
11/30/2018 2:53:00 PM,12.7,12.7,12.55,12.65,22750
11/30/2018 2:52:00 PM,12.85,12.85,12.65,12.7,33250
11/30/2018 2:51:00 PM,12.95,12.95,12.85,12.85,10500
11/30/2018 2:50:00 PM,12.9,12.95,12.85,12.95,14000
11/30/2018 2:49:00 PM,12.9,12.9,12.8,12.85,31500
11/30/2018 2:48:00 PM,13.1,13.1,12.9,12.9,14000
11/30/2018 2:47:00 PM,13.1,13.35,13.1,13.1,24500
11/30/2018 2:46:00 PM,13.05,13.15,12.95,13.1,26250
11/30/2018 2:45:00 PM,13.25,13.3,13.05,13.05,15750
11/30/2018 2:44:00 PM,13.25,13.3,13.2,13.25,45500
11/30/2018 2:43:00 PM,13.3,13.45,13.25,13.25,70000
11/30/2018 2:42:00 PM,13.35,13.6,13.3,13.3,63000
11/30/2018 2:41:00 PM,13.25,13.4,13.25,13.35,50750
11/30/2018 2:40:00 PM,13.25,13.3,13.1,13.25,56000
11/30/2018 2:39:00 PM,12.95,13.25,12.95,13.25,33250
11/30/2018 2:38:00 PM,12.75,13,12.75,12.95,15750
11/30/2018 2:37:00 PM,12.8,13,12.75,12.75,28000
11/30/2018 2:36:00 PM,12.7,12.9,12.7,12.8,33250
11/30/2018 2:35:00 PM,12.45,12.7,12.4,12.7,24500
11/30/2018 2:34:00 PM,12.35,12.45,12.35,12.45,1750
11/30/2018 2:33:00 PM,12.35,12.4,12.3,12.35,5250
11/30/2018 2:32:00 PM,12.25,12.4,12.25,12.35,24500
11/30/2018 2:31:00 PM,12.25,12.25,12.25,12.25,8750
11/30/2018 2:30:00 PM,12.35,12.35,12.2,12.2,1750
11/30/2018 2:29:00 PM,12.3,12.35,12.3,12.35,5250
11/30/2018 2:28:00 PM,12.4,12.4,12.3,12.3,19250
11/30/2018 2:27:00 PM,12.3,12.45,12.3,12.4,15750
11/30/2018 2:26:00 PM,12.35,12.4,12.3,12.3,5250
11/30/2018 2:25:00 PM,12.3,12.4,12.3,12.35,7000
11/30/2018 2:24:00 PM,12.3,12.3,12.3,12.3,28000
11/30/2018 2:23:00 PM,12.25,12.3,12.2,12.2,21000
11/30/2018 2:22:00 PM,12.3,12.3,12.25,12.25,12250
11/30/2018 2:21:00 PM,12.25,12.3,12.2,12.3,15750
11/30/2018 2:20:00 PM,12.3,12.3,12.25,12.25,14000
11/30/2018 2:19:00 PM,12.3,12.3,12.3,12.3,1750
11/30/2018 2:18:00 PM,12.4,12.4,12.2,12.2,5250
11/30/2018 2:17:00 PM,12.35,12.35,12.3,12.35,7000
11/30/2018 2:16:00 PM,12.45,12.5,12.35,12.35,21000
11/30/2018 2:15:00 PM,12.3,12.4,12.3,12.4,3500
11/30/2018 2:14:00 PM,12.3,12.3,12.3,12.3,21000
11/30/2018 2:13:00 PM,12.35,12.45,12.3,12.3,5250
11/30/2018 2:12:00 PM,12.25,12.35,12.25,12.35,10500
11/30/2018 2:11:00 PM,12.15,12.25,12.15,12.25,7000
11/30/2018 2:10:00 PM,12.3,12.3,12.15,12.15,5250
11/30/2018 2:09:00 PM,12.35,12.35,12.3,12.3,1750
11/30/2018 2:08:00 PM,12.2,12.4,12.2,12.35,15750
11/30/2018 2:07:00 PM,12.25,12.35,12.2,12.2,21000
11/30/2018 2:06:00 PM,12.25,12.3,12.25,12.3,3500
11/30/2018 2:05:00 PM,12.35,12.35,12.25,12.25,1750
