Date,YESBANK18DEC175CE O,YESBANK18DEC175CE H,YESBANK18DEC175CE L,YESBANK18DEC175CE C,YESBANK18DEC175CE V
11/30/2018 3:29:00 PM,15.2,15.3,15.05,15.05,15750
11/30/2018 3:28:00 PM,15.3,15.3,15.15,15.2,8750
11/30/2018 3:27:00 PM,15.3,15.3,15.1,15.1,7000
11/30/2018 3:26:00 PM,15.25,15.35,15.25,15.3,10500
11/30/2018 3:25:00 PM,15.3,15.4,15.25,15.25,14000
11/30/2018 3:24:00 PM,15.1,15.45,15.1,15.45,8750
11/30/2018 3:23:00 PM,15.2,15.3,15.1,15.1,7000
11/30/2018 3:22:00 PM,15.2,15.4,15.2,15.2,15750
11/30/2018 3:21:00 PM,15.35,15.35,15.2,15.2,10500
11/30/2018 3:20:00 PM,15.3,15.35,15.25,15.35,8750
11/30/2018 3:19:00 PM,15.15,15.35,15.15,15.3,3500
11/30/2018 3:18:00 PM,15.05,15.15,15.05,15.15,1750
11/30/2018 3:17:00 PM,15.05,15.05,15.05,15.05,0
11/30/2018 3:16:00 PM,15.05,15.05,15.05,15.05,5250
11/30/2018 3:15:00 PM,15.05,15.05,15.05,15.05,0
11/30/2018 3:14:00 PM,15,15.05,14.9,15.05,5250
11/30/2018 3:13:00 PM,15.05,15.05,15,15,5250
11/30/2018 3:12:00 PM,14.9,15.05,14.9,15.05,1750
11/30/2018 3:11:00 PM,14.85,14.9,14.85,14.9,3500
11/30/2018 3:10:00 PM,15.1,15.1,14.9,14.9,3500
11/30/2018 3:09:00 PM,15.1,15.1,15.1,15.1,0
11/30/2018 3:08:00 PM,15,15.1,15,15.1,3500
11/30/2018 3:07:00 PM,15,15,15,15,5250
11/30/2018 3:06:00 PM,15,15,15,15,1750
11/30/2018 3:05:00 PM,15,15,15,15,0
11/30/2018 3:04:00 PM,15,15,15,15,0
11/30/2018 3:03:00 PM,15.1,15.1,15,15,1750
11/30/2018 3:02:00 PM,15.1,15.1,15.1,15.1,1750
11/30/2018 3:01:00 PM,15.05,15.1,15.05,15.1,3500
11/30/2018 3:00:00 PM,14.9,15.05,14.8,15.05,5250
11/30/2018 2:59:00 PM,14.9,14.9,14.9,14.9,1750
11/30/2018 2:58:00 PM,14.75,14.9,14.75,14.9,1750
11/30/2018 2:57:00 PM,14.95,14.95,14.75,14.75,5250
11/30/2018 2:56:00 PM,14.9,15,14.9,14.95,3500
11/30/2018 2:55:00 PM,14.9,15,14.9,14.9,10500
11/30/2018 2:54:00 PM,14.55,14.9,14.55,14.9,7000
11/30/2018 2:53:00 PM,14.8,14.8,14.55,14.55,1750
11/30/2018 2:52:00 PM,14.85,14.85,14.8,14.8,3500
11/30/2018 2:51:00 PM,15,15,14.85,14.85,1750
11/30/2018 2:50:00 PM,15,15,15,15,1750
11/30/2018 2:49:00 PM,15.05,15.05,14.85,14.95,14000
