Date,USDINR18DEC70.75CE O,USDINR18DEC70.75CE H,USDINR18DEC70.75CE L,USDINR18DEC70.75CE C,USDINR18DEC70.75CE V
11/30/2018 4:59:00 PM,0.285,0.31,0.285,0.31,7
11/30/2018 4:58:00 PM,0.2825,0.285,0.2825,0.285,5
11/30/2018 4:57:00 PM,0.2825,0.285,0.28,0.2825,291
11/30/2018 4:56:00 PM,0.29,0.29,0.2825,0.2825,129
11/30/2018 4:55:00 PM,0.3,0.3,0.29,0.29,93
11/30/2018 4:54:00 PM,0.295,0.3,0.295,0.3,46
11/30/2018 4:53:00 PM,0.3025,0.3025,0.295,0.295,12
11/30/2018 4:52:00 PM,0.3025,0.3025,0.3025,0.3025,0
11/30/2018 4:51:00 PM,0.295,0.3025,0.295,0.3025,110
11/30/2018 4:50:00 PM,0.3,0.3,0.295,0.295,50
11/30/2018 4:49:00 PM,0.3,0.3,0.3,0.3,0
11/30/2018 4:48:00 PM,0.3075,0.3075,0.3,0.3,259
11/30/2018 4:47:00 PM,0.305,0.31,0.305,0.3075,1317
11/30/2018 4:46:00 PM,0.3075,0.3075,0.305,0.305,120
11/30/2018 4:45:00 PM,0.305,0.3075,0.305,0.3075,120
11/30/2018 4:44:00 PM,0.305,0.305,0.305,0.305,0
11/30/2018 4:43:00 PM,0.305,0.305,0.305,0.305,69
11/30/2018 4:42:00 PM,0.305,0.305,0.305,0.305,0
11/30/2018 4:41:00 PM,0.305,0.305,0.305,0.305,27
11/30/2018 4:40:00 PM,0.3125,0.3125,0.305,0.305,30
11/30/2018 4:39:00 PM,0.3125,0.3125,0.3125,0.3125,0
11/30/2018 4:38:00 PM,0.31,0.3125,0.31,0.3125,20
11/30/2018 4:37:00 PM,0.31,0.31,0.31,0.31,0
11/30/2018 4:36:00 PM,0.31,0.31,0.31,0.31,0
11/30/2018 4:35:00 PM,0.31,0.31,0.31,0.31,0
11/30/2018 4:34:00 PM,0.31,0.31,0.31,0.31,0
11/30/2018 4:33:00 PM,0.3125,0.3125,0.305,0.31,59
11/30/2018 4:32:00 PM,0.32,0.32,0.3125,0.3125,50
11/30/2018 4:31:00 PM,0.32,0.32,0.32,0.32,0
11/30/2018 4:30:00 PM,0.32,0.32,0.32,0.32,0
11/30/2018 4:29:00 PM,0.32,0.32,0.32,0.32,0
11/30/2018 4:28:00 PM,0.32,0.32,0.32,0.32,0
11/30/2018 4:27:00 PM,0.315,0.32,0.315,0.32,30
11/30/2018 4:26:00 PM,0.315,0.315,0.315,0.315,0
11/30/2018 4:25:00 PM,0.315,0.315,0.315,0.315,0
11/30/2018 4:24:00 PM,0.315,0.315,0.315,0.315,0
11/30/2018 4:23:00 PM,0.315,0.315,0.315,0.315,45
11/30/2018 4:22:00 PM,0.3125,0.315,0.3125,0.315,105
11/30/2018 4:21:00 PM,0.33,0.33,0.31,0.3125,70
11/30/2018 4:20:00 PM,0.33,0.33,0.33,0.33,0
11/30/2018 4:19:00 PM,0.33,0.33,0.33,0.33,0
11/30/2018 4:18:00 PM,0.33,0.33,0.33,0.33,12
