Date,USDINR18DEC70.75PE O,USDINR18DEC70.75PE H,USDINR18DEC70.75PE L,USDINR18DEC70.75PE C,USDINR18DEC70.75PE V
11/30/2018 4:59:00 PM,1.2125,1.2125,1.2125,1.2125,0
11/30/2018 4:58:00 PM,1.2125,1.2125,1.2125,1.2125,0
11/30/2018 4:57:00 PM,1.2125,1.2125,1.2125,1.2125,0
11/30/2018 4:56:00 PM,1.2125,1.2125,1.2125,1.2125,0
11/30/2018 4:55:00 PM,1.1875,1.2125,1.1875,1.2125,50
11/30/2018 4:54:00 PM,1.1875,1.1875,1.1875,1.1875,0
11/30/2018 4:53:00 PM,1.1875,1.1875,1.1875,1.1875,0
11/30/2018 4:52:00 PM,1.1875,1.1875,1.1875,1.1875,0
11/30/2018 4:51:00 PM,1.1875,1.1875,1.1875,1.1875,0
11/30/2018 4:50:00 PM,1.18,1.1875,1.18,1.1875,50
11/30/2018 4:49:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:48:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:47:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:46:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:45:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:44:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:43:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:42:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:41:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:40:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:39:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:38:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:37:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:36:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:35:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:34:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:33:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:32:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:31:00 PM,1.18,1.18,1.18,1.18,0
11/30/2018 4:30:00 PM,1.18,1.18,1.18,1.18,0
