Date,USDINR18DEC71.5PE O,USDINR18DEC71.5PE H,USDINR18DEC71.5PE L,USDINR18DEC71.5PE C,USDINR18DEC71.5PE V
11/30/2018 4:59:00 PM,1.83,1.83,1.83,1.83,0
11/30/2018 4:58:00 PM,1.83,1.83,1.83,1.83,0
11/30/2018 4:57:00 PM,1.83,1.83,1.83,1.83,0
11/30/2018 4:56:00 PM,1.8075,1.83,1.8075,1.83,49
11/30/2018 4:55:00 PM,1.8075,1.8075,1.8075,1.8075,0
11/30/2018 4:54:00 PM,1.78,1.8075,1.78,1.8075,25
11/30/2018 4:53:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:52:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:51:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:50:00 PM,1.7725,1.78,1.7725,1.78,24
11/30/2018 4:49:00 PM,1.7725,1.7725,1.7725,1.7725,0
11/30/2018 4:48:00 PM,1.7725,1.7725,1.7725,1.7725,0
11/30/2018 4:47:00 PM,1.775,1.775,1.7725,1.7725,100
11/30/2018 4:46:00 PM,1.775,1.775,1.775,1.775,0
11/30/2018 4:45:00 PM,1.78,1.78,1.775,1.775,100
11/30/2018 4:44:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:43:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:42:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:41:00 PM,1.78,1.7825,1.78,1.78,166
11/30/2018 4:40:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:39:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:38:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:37:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:36:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:35:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:34:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:33:00 PM,1.78,1.78,1.78,1.78,0
11/30/2018 4:32:00 PM,1.7475,1.7825,1.7475,1.78,260
11/30/2018 4:31:00 PM,1.75,1.7525,1.75,1.7525,20
11/30/2018 4:30:00 PM,1.75,1.75,1.75,1.75,0
11/30/2018 4:29:00 PM,1.75,1.75,1.75,1.75,0
11/30/2018 4:28:00 PM,1.75,1.75,1.75,1.75,0
11/30/2018 4:27:00 PM,1.75,1.75,1.75,1.75,0
11/30/2018 4:26:00 PM,1.75,1.75,1.75,1.75,0
11/30/2018 4:25:00 PM,1.75,1.75,1.75,1.75,0
11/30/2018 4:24:00 PM,1.75,1.75,1.75,1.75,0
11/30/2018 4:23:00 PM,1.765,1.765,1.75,1.75,41
11/30/2018 4:22:00 PM,1.765,1.765,1.765,1.765,0
11/30/2018 4:21:00 PM,1.765,1.765,1.765,1.765,0
11/30/2018 4:20:00 PM,1.71,1.765,1.71,1.765,10
11/30/2018 4:19:00 PM,1.71,1.71,1.71,1.71,0
11/30/2018 4:18:00 PM,1.71,1.71,1.71,1.71,0
