Date,NIFTY18DEC11100PE O,NIFTY18DEC11100PE H,NIFTY18DEC11100PE L,NIFTY18DEC11100PE C,NIFTY18DEC11100PE V
11/30/2018 3:29:00 PM,287.5,288.95,284.05,287.85,1800
11/30/2018 3:28:00 PM,288,289,286,287.5,3150
11/30/2018 3:27:00 PM,288.15,288.8,286.25,288,2625
11/30/2018 3:26:00 PM,288.95,290.45,287.6,288.15,1725
11/30/2018 3:25:00 PM,289.05,290.25,288.55,288.95,1275
11/30/2018 3:24:00 PM,287.75,289.3,287.75,289.05,225
11/30/2018 3:23:00 PM,290,290,287.75,287.75,1275
11/30/2018 3:22:00 PM,290.9,291,289.05,290,1575
11/30/2018 3:21:00 PM,292.7,292.7,290.5,290.9,600
11/30/2018 3:20:00 PM,293.25,293.25,292,292.7,1950
11/30/2018 3:19:00 PM,294.1,294.45,293.25,293.25,675
11/30/2018 3:18:00 PM,296.5,296.5,294.1,294.1,1350
11/30/2018 3:17:00 PM,295.5,295.5,294.85,295.25,1200
11/30/2018 3:16:00 PM,302.05,302.05,295.5,295.5,1500
11/30/2018 3:15:00 PM,299.7,302.85,299.1,302.05,3525
11/30/2018 3:14:00 PM,297.5,299.7,297,299.7,825
11/30/2018 3:13:00 PM,298.6,298.6,297.5,297.5,600
11/30/2018 3:12:00 PM,297.2,298.6,296.8,298.6,1200
11/30/2018 3:11:00 PM,301.2,301.2,296.95,297.2,675
11/30/2018 3:10:00 PM,301.3,301.3,301.2,301.2,300
11/30/2018 3:09:00 PM,296.9,301.45,296.9,301.3,1425
11/30/2018 3:08:00 PM,297,297,294.15,296.9,2025
11/30/2018 3:07:00 PM,302,302,296.85,297,450
11/30/2018 3:06:00 PM,300.65,302,300.65,302,375
11/30/2018 3:05:00 PM,305.5,306.45,300.65,300.65,825
11/30/2018 3:04:00 PM,301.8,305.5,301.8,305.5,450
11/30/2018 3:03:00 PM,305.4,305.4,301.8,301.8,150
11/30/2018 3:02:00 PM,306.35,306.35,305.4,305.4,225
11/30/2018 3:01:00 PM,308.6,308.6,305.4,306.35,450
11/30/2018 3:00:00 PM,319.35,319.35,308.6,308.6,1500
11/30/2018 2:59:00 PM,319.35,319.35,319.35,319.35,0
11/30/2018 2:58:00 PM,318,319.6,317.3,319.35,1050
11/30/2018 2:57:00 PM,319,319,316.95,318,1650
11/30/2018 2:56:00 PM,320.5,320.5,317.7,319,600
