Date,BANKNIFTY06DEC1826900PE O,BANKNIFTY06DEC1826900PE H,BANKNIFTY06DEC1826900PE L,BANKNIFTY06DEC1826900PE C,BANKNIFTY06DEC1826900PE V
11/30/2018 3:29:00 PM,230,230,215,228,8300
11/30/2018 3:28:00 PM,231.4,231.5,230,230,10340
11/30/2018 3:27:00 PM,231.95,232,230.1,231.55,7340
11/30/2018 3:26:00 PM,231.65,232.55,230.15,231.9,9340
11/30/2018 3:25:00 PM,229.2,232,229.2,232,6340
11/30/2018 3:24:00 PM,230.85,231.8,228.45,229.2,5840
11/30/2018 3:23:00 PM,227.95,231.7,226.1,231.7,9560
11/30/2018 3:22:00 PM,230,230,227.05,227.65,7580
11/30/2018 3:21:00 PM,230.2,230.65,228.1,230.45,5640
11/30/2018 3:20:00 PM,229.55,233.65,228.05,230.45,8360
11/30/2018 3:19:00 PM,233,233.5,229.6,232,10080
11/30/2018 3:18:00 PM,232,232.9,230,231.5,14840
11/30/2018 3:17:00 PM,230.35,233.3,228.2,232,12960
11/30/2018 3:16:00 PM,233.4,236.25,230.35,230.35,6780
11/30/2018 3:15:00 PM,235,237.45,232.6,234.75,6500
11/30/2018 3:14:00 PM,229,235,229,234.65,4240
11/30/2018 3:13:00 PM,232,234.6,228.55,229.65,4500
11/30/2018 3:12:00 PM,230,234.55,230,232,6180
11/30/2018 3:11:00 PM,232,232.5,228.6,230,5200
11/30/2018 3:10:00 PM,237.35,237.35,230.5,230.75,2880
11/30/2018 3:09:00 PM,226.35,237.35,226.35,237.35,6520
11/30/2018 3:08:00 PM,224.55,227.25,220.7,226.05,4180
11/30/2018 3:07:00 PM,230.7,230.7,223.7,223.7,8140
11/30/2018 3:06:00 PM,228.55,232.9,228.55,230.7,6600
11/30/2018 3:05:00 PM,229.9,232.25,228.35,228.55,3580
11/30/2018 3:04:00 PM,220.95,229.9,220.95,229.9,4540
11/30/2018 3:03:00 PM,226.6,227.9,220.05,220.95,8480
11/30/2018 3:02:00 PM,224.9,229,224.05,226.6,3740
11/30/2018 3:01:00 PM,224,227.55,223,224.9,6340
11/30/2018 3:00:00 PM,229.5,232.25,222.4,224,8060
11/30/2018 2:59:00 PM,240.15,240.15,230,230,3620
11/30/2018 2:58:00 PM,234.7,241.5,233.3,241.5,3720
