Date,YESBANK18DEC165PE O,YESBANK18DEC165PE H,YESBANK18DEC165PE L,YESBANK18DEC165PE C,YESBANK18DEC165PE V
11/30/2018 3:29:00 PM,14.4,14.4,14.1,14.15,12250
11/30/2018 3:28:00 PM,14.35,14.35,14.25,14.25,3500
11/30/2018 3:27:00 PM,14.3,14.35,14.3,14.35,1750
11/30/2018 3:26:00 PM,14.15,14.3,14.15,14.3,8750
11/30/2018 3:25:00 PM,14,14.15,14,14.15,5250
11/30/2018 3:24:00 PM,14.1,14.25,14,14,26250
11/30/2018 3:23:00 PM,14.15,14.15,14,14.1,24500
11/30/2018 3:22:00 PM,14.3,14.3,14.3,14.3,1750
11/30/2018 3:21:00 PM,14.4,14.4,14.3,14.3,10500
11/30/2018 3:20:00 PM,14.5,14.5,14.4,14.4,3500
11/30/2018 3:19:00 PM,14.6,14.6,14.5,14.5,7000
11/30/2018 3:18:00 PM,14.6,14.65,14.6,14.6,3500
11/30/2018 3:17:00 PM,14.6,14.6,14.6,14.6,0
11/30/2018 3:16:00 PM,14.7,14.7,14.6,14.6,8750
11/30/2018 3:15:00 PM,14.75,14.75,14.75,14.75,1750
11/30/2018 3:14:00 PM,14.7,14.7,14.7,14.7,0
11/30/2018 3:13:00 PM,14.75,14.75,14.7,14.7,1750
11/30/2018 3:12:00 PM,14.8,14.8,14.75,14.75,3500
11/30/2018 3:11:00 PM,14.85,14.85,14.8,14.8,12250
11/30/2018 3:10:00 PM,14.85,14.85,14.85,14.85,1750
11/30/2018 3:09:00 PM,14.7,14.85,14.7,14.85,19250
11/30/2018 3:08:00 PM,14.7,14.7,14.7,14.7,0
11/30/2018 3:07:00 PM,14.75,14.75,14.7,14.7,1750
11/30/2018 3:06:00 PM,14.75,14.75,14.75,14.75,1750
11/30/2018 3:05:00 PM,14.8,14.8,14.75,14.75,28000
11/30/2018 3:04:00 PM,14.65,14.85,14.65,14.85,8750
11/30/2018 3:03:00 PM,14.65,14.65,14.65,14.65,0
11/30/2018 3:02:00 PM,14.65,14.65,14.65,14.65,0
11/30/2018 3:01:00 PM,14.65,14.65,14.65,14.65,0
11/30/2018 3:00:00 PM,14.85,14.85,14.65,14.65,5250
11/30/2018 2:59:00 PM,14.95,14.95,14.95,14.95,1750
11/30/2018 2:58:00 PM,14.9,15,14.9,14.95,7000
11/30/2018 2:57:00 PM,15,15.05,15,15,8750
11/30/2018 2:56:00 PM,15,15,15,15,1750
11/30/2018 2:55:00 PM,15.1,15.1,15,15,3500
11/30/2018 2:54:00 PM,15.3,15.3,15.05,15.1,10500
11/30/2018 2:53:00 PM,15.25,15.25,15.25,15.25,0
11/30/2018 2:52:00 PM,15.1,15.25,15.1,15.25,1750
11/30/2018 2:51:00 PM,15.15,15.15,15.1,15.1,1750
11/30/2018 2:50:00 PM,15.15,15.15,15.15,15.15,3500
11/30/2018 2:49:00 PM,15.05,15.15,15.05,15.15,1750
11/30/2018 2:48:00 PM,14.85,15.05,14.85,15.05,10500
11/30/2018 2:47:00 PM,14.9,14.9,14.8,14.85,5250
11/30/2018 2:46:00 PM,14.85,14.9,14.85,14.9,1750
11/30/2018 2:45:00 PM,14.7,14.85,14.7,14.85,5250
11/30/2018 2:44:00 PM,14.8,14.8,14.7,14.7,5250
11/30/2018 2:43:00 PM,14.55,14.8,14.55,14.8,15750
11/30/2018 2:42:00 PM,14.7,14.7,14.55,14.55,1750
11/30/2018 2:41:00 PM,14.85,14.9,14.7,14.7,12250
11/30/2018 2:40:00 PM,14.8,14.9,14.75,14.85,24500
11/30/2018 2:39:00 PM,15.2,15.2,15.05,15.05,3500
11/30/2018 2:38:00 PM,15.25,15.25,15.2,15.2,1750
11/30/2018 2:37:00 PM,15.2,15.25,15.1,15.25,8750
11/30/2018 2:36:00 PM,15.25,15.25,15.2,15.2,12250
11/30/2018 2:35:00 PM,15.45,15.45,15.45,15.45,0
11/30/2018 2:34:00 PM,15.45,15.45,15.45,15.45,0
11/30/2018 2:33:00 PM,15.4,15.45,15.4,15.45,1750
11/30/2018 2:32:00 PM,15.55,15.55,15.4,15.4,3500
11/30/2018 2:31:00 PM,15.55,15.55,15.55,15.55,1750
11/30/2018 2:30:00 PM,15.55,15.55,15.55,15.55,0
11/30/2018 2:29:00 PM,15.55,15.55,15.5,15.55,5250
11/30/2018 2:28:00 PM,15.55,15.55,15.55,15.55,0
11/30/2018 2:27:00 PM,15.55,15.55,15.55,15.55,0
11/30/2018 2:26:00 PM,15.55,15.55,15.55,15.55,0
11/30/2018 2:25:00 PM,15.55,15.55,15.55,15.55,0
11/30/2018 2:24:00 PM,15.6,15.6,15.55,15.55,5250
11/30/2018 2:23:00 PM,15.6,15.6,15.6,15.6,0
11/30/2018 2:22:00 PM,15.6,15.6,15.6,15.6,0
11/30/2018 2:21:00 PM,15.6,15.6,15.6,15.6,0
11/30/2018 2:20:00 PM,15.45,15.6,15.45,15.6,7000
11/30/2018 2:19:00 PM,15.45,15.45,15.45,15.45,3500
11/30/2018 2:18:00 PM,15.45,15.45,15.45,15.45,0
11/30/2018 2:17:00 PM,15.45,15.45,15.45,15.45,1750
11/30/2018 2:16:00 PM,15.5,15.5,15.45,15.45,5250
11/30/2018 2:15:00 PM,15.65,15.65,15.65,15.65,0
11/30/2018 2:14:00 PM,15.7,15.7,15.65,15.65,1750
11/30/2018 2:13:00 PM,15.7,15.7,15.7,15.7,0
11/30/2018 2:12:00 PM,15.8,15.8,15.7,15.7,1750
11/30/2018 2:11:00 PM,15.8,15.8,15.8,15.8,1750
11/30/2018 2:10:00 PM,15.8,15.8,15.8,15.8,1750
11/30/2018 2:09:00 PM,15.8,15.8,15.8,15.8,0
