Date,NIFTY18DEC10800PE O,NIFTY18DEC10800PE H,NIFTY18DEC10800PE L,NIFTY18DEC10800PE C,NIFTY18DEC10800PE V
11/30/2018 3:29:00 PM,154.5,155.7,153.95,154.85,20925
11/30/2018 3:28:00 PM,155,155.35,154,154.5,20100
11/30/2018 3:27:00 PM,155.2,155.5,154.05,155.5,25725
11/30/2018 3:26:00 PM,156.15,156.5,154.7,155.15,30525
11/30/2018 3:25:00 PM,155.85,156.5,155.5,156.15,12300
11/30/2018 3:24:00 PM,156.8,157,155.35,155.8,12450
11/30/2018 3:23:00 PM,156.4,156.85,155.5,156.85,14850
11/30/2018 3:22:00 PM,156.5,157,155.35,156.95,30600
11/30/2018 3:21:00 PM,157,157.9,156.25,156.7,36600
11/30/2018 3:20:00 PM,158.15,158.5,157.3,157.3,28050
11/30/2018 3:19:00 PM,159.35,159.35,157.7,157.9,20550
11/30/2018 3:18:00 PM,160.3,160.3,158.85,159.35,19500
11/30/2018 3:17:00 PM,159.2,159.95,158.75,159.45,10500
11/30/2018 3:16:00 PM,162,162.05,159.35,159.7,23025
11/30/2018 3:15:00 PM,163.45,163.8,161.3,162.5,23850
11/30/2018 3:14:00 PM,161.55,163.45,160.2,163.45,14250
11/30/2018 3:13:00 PM,161.5,162.4,161,161,17850
11/30/2018 3:12:00 PM,161.15,162.5,161.05,161.45,18300
11/30/2018 3:11:00 PM,163.65,164.25,161,161.6,16200
11/30/2018 3:10:00 PM,163.3,164,162.75,163.85,16950
11/30/2018 3:09:00 PM,161.45,163.65,161.45,163.3,15150
11/30/2018 3:08:00 PM,160.25,162,158.5,161.45,28275
11/30/2018 3:07:00 PM,163.75,163.75,160.25,160.6,28725
11/30/2018 3:06:00 PM,163.35,164.85,163.35,163.95,4650
11/30/2018 3:05:00 PM,166.65,167,163.25,163.25,26700
11/30/2018 3:04:00 PM,164.2,167.1,163.85,167.1,35250
11/30/2018 3:03:00 PM,164.4,164.75,162.9,164.2,11400
11/30/2018 3:02:00 PM,166.1,166.5,164.35,164.35,20625
11/30/2018 3:01:00 PM,167.25,168,165.55,166.35,22125
11/30/2018 3:00:00 PM,172,172,166.8,167.1,29175
11/30/2018 2:59:00 PM,175.6,175.6,172,172,19875
11/30/2018 2:58:00 PM,173.7,175.5,173.25,175.5,24525
11/30/2018 2:57:00 PM,172.6,174.5,171.85,173.7,36600
11/30/2018 2:56:00 PM,173.5,174,172.6,172.6,6975
11/30/2018 2:55:00 PM,173.2,174.7,171.4,173.3,12375
11/30/2018 2:54:00 PM,175,176,172.9,173.3,33600
11/30/2018 2:53:00 PM,171.15,175,170,175,29100
11/30/2018 2:52:00 PM,165.7,171.15,165.7,171.15,26925
11/30/2018 2:51:00 PM,164.2,166,164,165.7,11250
11/30/2018 2:50:00 PM,163.75,163.9,162.5,163.8,15225
11/30/2018 2:49:00 PM,162.9,163.8,161.3,163.75,7500
11/30/2018 2:48:00 PM,160.45,163,160,163,5325
11/30/2018 2:47:00 PM,161.7,161.7,159.95,160.45,5850
11/30/2018 2:46:00 PM,162.45,163.7,161.55,161.7,8625
11/30/2018 2:45:00 PM,160.85,162.6,160.85,162.45,7950
11/30/2018 2:44:00 PM,161.35,162.05,159.7,160.85,13800
11/30/2018 2:43:00 PM,160.7,161.75,160.3,161.35,9525
11/30/2018 2:42:00 PM,159.9,161.05,159.75,160.7,11700
11/30/2018 2:41:00 PM,160.5,160.85,158.65,159.9,11925
11/30/2018 2:40:00 PM,160.25,160.6,156.6,160,36900
11/30/2018 2:39:00 PM,163.65,165,160.25,160.25,12000
11/30/2018 2:38:00 PM,165,165.2,163.25,163.65,8250
11/30/2018 2:37:00 PM,164.5,165.7,163.25,165.7,14550
11/30/2018 2:36:00 PM,162.5,165.1,161.5,164.5,28575
11/30/2018 2:35:00 PM,168.2,168.6,161.65,162.7,50175
11/30/2018 2:34:00 PM,171.75,172.5,167.5,167.5,19500
11/30/2018 2:33:00 PM,171.55,172.5,171.5,171.75,12300
11/30/2018 2:32:00 PM,172.65,173,171.3,171.55,12600
11/30/2018 2:31:00 PM,177.05,177.05,172.55,172.55,6525
11/30/2018 2:30:00 PM,177.85,177.95,176.5,177.05,12825
11/30/2018 2:29:00 PM,175.65,177.3,175.05,177.1,11100
11/30/2018 2:28:00 PM,172.9,175.6,172.9,175.55,7500
11/30/2018 2:27:00 PM,174.5,175,172.9,172.9,10200
11/30/2018 2:26:00 PM,173.7,174.5,172,174.5,10425
11/30/2018 2:25:00 PM,175,175,173.5,173.55,7350
11/30/2018 2:24:00 PM,172.35,175,172.15,175,8175
11/30/2018 2:23:00 PM,173.05,173.7,171.3,172,7350
