Date,BANKNIFTY06DEC1827400CE O,BANKNIFTY06DEC1827400CE H,BANKNIFTY06DEC1827400CE L,BANKNIFTY06DEC1827400CE C,BANKNIFTY06DEC1827400CE V
11/30/2018 3:29:00 PM,40,40.2,39.35,39.95,13440
11/30/2018 3:28:00 PM,40.6,41.35,40,40,17480
11/30/2018 3:27:00 PM,40.75,40.85,40.25,40.6,12780
11/30/2018 3:26:00 PM,40.75,41,40.5,40.8,8460
11/30/2018 3:25:00 PM,41.9,42.05,40.5,40.5,17300
11/30/2018 3:24:00 PM,42.2,42.4,41.55,42,15940
11/30/2018 3:23:00 PM,43.9,44,42,42,23540
11/30/2018 3:22:00 PM,43.8,44.25,43.65,44,10720
11/30/2018 3:21:00 PM,44.3,44.55,43.7,43.8,10460
11/30/2018 3:20:00 PM,44.65,44.7,43.55,44.2,16260
11/30/2018 3:19:00 PM,43.45,44.75,43.35,44.75,14260
11/30/2018 3:18:00 PM,43.35,44.15,43.3,43.8,14460
11/30/2018 3:17:00 PM,43.85,44.3,43,43.55,15400
11/30/2018 3:16:00 PM,42,43.55,42,43.55,12780
11/30/2018 3:15:00 PM,42.05,42.6,41.2,42.2,20900
11/30/2018 3:14:00 PM,43.3,43.3,42,42.15,11220
11/30/2018 3:13:00 PM,43.05,43.4,42.25,43.4,9460
11/30/2018 3:12:00 PM,43.15,43.3,41.55,42.95,23400
11/30/2018 3:11:00 PM,43.25,43.9,42.5,43.1,9140
11/30/2018 3:10:00 PM,41.8,43.65,41.65,43.2,15260
11/30/2018 3:09:00 PM,46,46.1,41.95,41.95,14220
11/30/2018 3:08:00 PM,46.55,47.75,45.8,46.15,10300
11/30/2018 3:07:00 PM,45.45,46.9,45.45,46.6,5600
11/30/2018 3:06:00 PM,46.2,46.2,44.7,45.65,14020
11/30/2018 3:05:00 PM,46,46.55,45.25,46.2,3820
11/30/2018 3:04:00 PM,48.3,48.3,45.5,46.15,9040
11/30/2018 3:03:00 PM,47.1,48.75,46.6,48,14880
11/30/2018 3:02:00 PM,47.75,47.75,46.5,47.35,8120
11/30/2018 3:01:00 PM,47.35,48.4,46.65,47.65,11680
11/30/2018 3:00:00 PM,46,48.2,45.2,47.3,13540
11/30/2018 2:59:00 PM,43.7,46,43.7,46,5080
11/30/2018 2:58:00 PM,45.55,45.55,43.35,43.7,10260
11/30/2018 2:57:00 PM,45.35,45.8,44.55,45.55,11700
11/30/2018 2:56:00 PM,44.7,45.5,43.8,45,15520
11/30/2018 2:55:00 PM,45,46.35,44.55,44.7,14920
11/30/2018 2:54:00 PM,43.95,45,43.35,45,9440
11/30/2018 2:53:00 PM,45.55,46.05,43,43.95,19500
11/30/2018 2:52:00 PM,46.5,46.8,44.75,45.55,17420
11/30/2018 2:51:00 PM,48.8,48.9,46.4,46.5,10180
11/30/2018 2:50:00 PM,47.8,49.9,47.1,48.8,7060
11/30/2018 2:49:00 PM,48.05,49.4,47.75,47.75,6780
11/30/2018 2:48:00 PM,49.45,49.45,47.35,47.7,10900
11/30/2018 2:47:00 PM,47.4,50.55,47.4,49.2,16120
11/30/2018 2:46:00 PM,46.15,47.75,45.1,47.4,14700
11/30/2018 2:45:00 PM,50.75,50.75,45.9,45.9,10820
11/30/2018 2:44:00 PM,49.5,51.4,48.65,50.75,13920
