Date,YESBANK18DEC140PE O,YESBANK18DEC140PE H,YESBANK18DEC140PE L,YESBANK18DEC140PE C,YESBANK18DEC140PE V
11/30/2018 3:29:00 PM,5.75,5.75,5.55,5.7,17500
11/30/2018 3:28:00 PM,5.75,5.75,5.65,5.7,8750
11/30/2018 3:27:00 PM,5.7,5.75,5.7,5.75,21000
11/30/2018 3:26:00 PM,5.6,5.65,5.6,5.65,21000
11/30/2018 3:25:00 PM,5.55,5.6,5.55,5.6,19250
11/30/2018 3:24:00 PM,5.6,5.6,5.55,5.55,19250
11/30/2018 3:23:00 PM,5.5,5.6,5.45,5.55,28000
11/30/2018 3:22:00 PM,5.65,5.65,5.5,5.5,31500
11/30/2018 3:21:00 PM,5.65,5.65,5.65,5.65,8750
11/30/2018 3:20:00 PM,5.7,5.7,5.65,5.65,14000
11/30/2018 3:19:00 PM,5.8,5.8,5.7,5.7,15750
11/30/2018 3:18:00 PM,5.75,5.8,5.75,5.8,5250
11/30/2018 3:17:00 PM,5.8,5.8,5.75,5.75,1750
11/30/2018 3:16:00 PM,5.8,5.8,5.7,5.8,26250
11/30/2018 3:15:00 PM,5.75,5.75,5.75,5.75,3500
11/30/2018 3:14:00 PM,5.8,5.8,5.75,5.75,1750
11/30/2018 3:13:00 PM,5.8,5.8,5.8,5.8,7000
11/30/2018 3:12:00 PM,5.8,5.8,5.8,5.8,3500
11/30/2018 3:11:00 PM,5.8,5.8,5.8,5.8,1750
11/30/2018 3:10:00 PM,5.8,5.8,5.8,5.8,3500
11/30/2018 3:09:00 PM,5.7,5.8,5.7,5.8,3500
11/30/2018 3:08:00 PM,5.7,5.7,5.7,5.7,1750
11/30/2018 3:07:00 PM,5.8,5.8,5.7,5.7,17500
11/30/2018 3:06:00 PM,5.8,5.8,5.75,5.8,3500
11/30/2018 3:05:00 PM,5.75,5.8,5.75,5.8,7000
11/30/2018 3:04:00 PM,5.75,5.75,5.75,5.75,0
11/30/2018 3:03:00 PM,5.8,5.8,5.75,5.75,7000
11/30/2018 3:02:00 PM,5.8,5.8,5.8,5.8,1750
11/30/2018 3:01:00 PM,5.8,5.8,5.8,5.8,7000
11/30/2018 3:00:00 PM,5.95,5.95,5.8,5.8,10500
11/30/2018 2:59:00 PM,5.95,5.95,5.95,5.95,0
11/30/2018 2:58:00 PM,5.95,5.95,5.95,5.95,1750
11/30/2018 2:57:00 PM,5.9,5.95,5.9,5.95,10500
11/30/2018 2:56:00 PM,5.95,5.95,5.9,5.9,7000
11/30/2018 2:55:00 PM,5.95,5.95,5.9,5.95,7000
11/30/2018 2:54:00 PM,6.1,6.1,5.95,5.95,10500
11/30/2018 2:53:00 PM,6.05,6.1,6.05,6.1,8750
11/30/2018 2:52:00 PM,6,6.1,6,6.05,5250
11/30/2018 2:51:00 PM,6,6,6,6,12250
11/30/2018 2:50:00 PM,5.95,6,5.95,6,28000
11/30/2018 2:49:00 PM,6,6.05,6,6,12250
11/30/2018 2:48:00 PM,5.9,6,5.9,6,14000
11/30/2018 2:47:00 PM,5.9,5.9,5.85,5.85,3500
11/30/2018 2:46:00 PM,5.85,5.95,5.85,5.9,10500
11/30/2018 2:45:00 PM,5.9,5.9,5.8,5.85,8750
11/30/2018 2:44:00 PM,5.9,5.9,5.9,5.9,5250
11/30/2018 2:43:00 PM,5.8,5.9,5.8,5.9,5250
11/30/2018 2:42:00 PM,5.8,5.85,5.7,5.8,15750
11/30/2018 2:41:00 PM,5.95,5.95,5.9,5.9,3500
11/30/2018 2:40:00 PM,5.85,5.95,5.8,5.95,15750
11/30/2018 2:39:00 PM,6,6,5.85,5.85,21000
11/30/2018 2:38:00 PM,6.1,6.15,6.05,6.05,3500
11/30/2018 2:37:00 PM,6.05,6.1,6.05,6.1,28000
11/30/2018 2:36:00 PM,6.05,6.1,6.05,6.05,38500
11/30/2018 2:35:00 PM,6.05,6.1,6.05,6.1,5250
11/30/2018 2:34:00 PM,6.1,6.1,6.05,6.05,3500
11/30/2018 2:33:00 PM,6.1,6.15,6.1,6.15,26250
11/30/2018 2:32:00 PM,6.1,6.1,6.05,6.1,24500
11/30/2018 2:31:00 PM,6.1,6.15,6.1,6.15,5250
11/30/2018 2:30:00 PM,6.1,6.1,6.1,6.1,0
11/30/2018 2:29:00 PM,6.1,6.1,6.1,6.1,0
11/30/2018 2:28:00 PM,6.1,6.1,6.1,6.1,1750
11/30/2018 2:27:00 PM,6.1,6.1,6.1,6.1,0
11/30/2018 2:26:00 PM,6.05,6.1,6.05,6.1,3500
11/30/2018 2:25:00 PM,6.1,6.1,6.05,6.05,3500
11/30/2018 2:24:00 PM,6.1,6.1,6.1,6.1,0
11/30/2018 2:23:00 PM,6.1,6.1,6.1,6.1,0
11/30/2018 2:22:00 PM,6.1,6.1,6.1,6.1,1750
11/30/2018 2:21:00 PM,6.1,6.15,6.1,6.15,5250
