Date,YESBANK18DEC130PE O,YESBANK18DEC130PE H,YESBANK18DEC130PE L,YESBANK18DEC130PE C,YESBANK18DEC130PE V
11/30/2018 3:29:00 PM,3.7,3.7,3.6,3.6,50750
11/30/2018 3:28:00 PM,3.7,3.7,3.7,3.7,3500
11/30/2018 3:27:00 PM,3.65,3.7,3.65,3.7,8750
11/30/2018 3:26:00 PM,3.6,3.65,3.6,3.65,7000
11/30/2018 3:25:00 PM,3.6,3.6,3.6,3.6,28000
11/30/2018 3:24:00 PM,3.7,3.7,3.65,3.65,24500
11/30/2018 3:23:00 PM,3.7,3.7,3.6,3.7,85750
11/30/2018 3:22:00 PM,3.7,3.7,3.7,3.7,5250
11/30/2018 3:21:00 PM,3.7,3.7,3.7,3.7,36750
11/30/2018 3:20:00 PM,3.7,3.7,3.7,3.7,10500
11/30/2018 3:19:00 PM,3.75,3.75,3.75,3.75,3500
11/30/2018 3:18:00 PM,3.75,3.75,3.75,3.75,10500
11/30/2018 3:17:00 PM,3.75,3.75,3.75,3.75,0
11/30/2018 3:16:00 PM,3.8,3.8,3.75,3.75,15750
11/30/2018 3:15:00 PM,3.8,3.8,3.8,3.8,0
11/30/2018 3:14:00 PM,3.75,3.8,3.75,3.8,1750
11/30/2018 3:13:00 PM,3.75,3.75,3.75,3.75,0
11/30/2018 3:12:00 PM,3.75,3.75,3.75,3.75,0
11/30/2018 3:11:00 PM,3.75,3.75,3.75,3.75,0
11/30/2018 3:10:00 PM,3.7,3.75,3.7,3.75,5250
11/30/2018 3:09:00 PM,3.7,3.7,3.7,3.7,0
11/30/2018 3:08:00 PM,3.7,3.7,3.7,3.7,0
11/30/2018 3:07:00 PM,3.8,3.8,3.7,3.7,5250
11/30/2018 3:06:00 PM,3.8,3.8,3.8,3.8,1750
11/30/2018 3:05:00 PM,3.8,3.8,3.8,3.8,0
11/30/2018 3:04:00 PM,3.75,3.8,3.75,3.8,3500
11/30/2018 3:03:00 PM,3.75,3.75,3.75,3.75,0
11/30/2018 3:02:00 PM,3.75,3.75,3.75,3.75,0
11/30/2018 3:01:00 PM,3.75,3.75,3.75,3.75,1750
11/30/2018 3:00:00 PM,3.85,3.85,3.75,3.75,3500
11/30/2018 2:59:00 PM,3.85,3.85,3.85,3.85,0
11/30/2018 2:58:00 PM,3.85,3.85,3.85,3.85,0
11/30/2018 2:57:00 PM,3.8,3.85,3.8,3.85,1750
11/30/2018 2:56:00 PM,3.9,3.9,3.8,3.8,3500
11/30/2018 2:55:00 PM,3.95,3.95,3.85,3.9,3500
11/30/2018 2:54:00 PM,3.95,3.95,3.95,3.95,0
11/30/2018 2:53:00 PM,3.95,3.95,3.95,3.95,5250
