Date,USDINR18DEC71.5CE O,USDINR18DEC71.5CE H,USDINR18DEC71.5CE L,USDINR18DEC71.5CE C,USDINR18DEC71.5CE V
11/30/2018 4:59:00 PM,0.1325,0.14,0.1325,0.14,229
11/30/2018 4:58:00 PM,0.1375,0.1375,0.1325,0.1325,101
11/30/2018 4:57:00 PM,0.14,0.14,0.1375,0.1375,227
11/30/2018 4:56:00 PM,0.1425,0.145,0.1375,0.14,562
11/30/2018 4:55:00 PM,0.145,0.145,0.1425,0.1425,26
11/30/2018 4:54:00 PM,0.145,0.145,0.145,0.145,30
11/30/2018 4:53:00 PM,0.15,0.15,0.145,0.145,40
11/30/2018 4:52:00 PM,0.15,0.15,0.15,0.15,0
11/30/2018 4:51:00 PM,0.1475,0.15,0.1475,0.15,105
11/30/2018 4:50:00 PM,0.15,0.15,0.1475,0.1475,275
11/30/2018 4:49:00 PM,0.15,0.15,0.15,0.15,80
11/30/2018 4:48:00 PM,0.1525,0.1525,0.15,0.15,249
11/30/2018 4:47:00 PM,0.1525,0.155,0.1525,0.1525,369
11/30/2018 4:46:00 PM,0.1525,0.155,0.1525,0.1525,357
11/30/2018 4:45:00 PM,0.1525,0.1525,0.1525,0.1525,166
11/30/2018 4:44:00 PM,0.15,0.155,0.15,0.1525,207
11/30/2018 4:43:00 PM,0.1525,0.155,0.15,0.15,1223
11/30/2018 4:42:00 PM,0.1525,0.1525,0.15,0.1525,981
11/30/2018 4:41:00 PM,0.15,0.1525,0.15,0.1525,1902
11/30/2018 4:40:00 PM,0.1525,0.155,0.15,0.15,380
11/30/2018 4:39:00 PM,0.1575,0.1575,0.1525,0.1525,80
11/30/2018 4:38:00 PM,0.1575,0.1575,0.1575,0.1575,0
11/30/2018 4:37:00 PM,0.1575,0.1575,0.1575,0.1575,2
11/30/2018 4:36:00 PM,0.1525,0.1575,0.1525,0.1575,2
11/30/2018 4:35:00 PM,0.1525,0.1525,0.1525,0.1525,0
11/30/2018 4:34:00 PM,0.1525,0.1525,0.1525,0.1525,0
11/30/2018 4:33:00 PM,0.155,0.155,0.1525,0.1525,140
11/30/2018 4:32:00 PM,0.16,0.1625,0.155,0.155,504
11/30/2018 4:31:00 PM,0.16,0.1625,0.16,0.16,899
11/30/2018 4:30:00 PM,0.16,0.16,0.16,0.16,42
11/30/2018 4:29:00 PM,0.1575,0.16,0.1575,0.16,40
11/30/2018 4:28:00 PM,0.1575,0.1575,0.1575,0.1575,10
11/30/2018 4:27:00 PM,0.1575,0.1575,0.1575,0.1575,0
11/30/2018 4:26:00 PM,0.1575,0.1575,0.1575,0.1575,100
11/30/2018 4:25:00 PM,0.1575,0.1575,0.1575,0.1575,10
11/30/2018 4:24:00 PM,0.1575,0.1575,0.1575,0.1575,0
11/30/2018 4:23:00 PM,0.155,0.1575,0.155,0.1575,93
11/30/2018 4:22:00 PM,0.155,0.155,0.155,0.155,6
11/30/2018 4:21:00 PM,0.155,0.155,0.155,0.155,191
11/30/2018 4:20:00 PM,0.16,0.16,0.1575,0.1575,27
11/30/2018 4:19:00 PM,0.1675,0.1675,0.16,0.16,100
11/30/2018 4:18:00 PM,0.165,0.1675,0.165,0.1675,52
11/30/2018 4:17:00 PM,0.165,0.165,0.165,0.165,0
11/30/2018 4:16:00 PM,0.165,0.165,0.165,0.165,0
11/30/2018 4:15:00 PM,0.165,0.1675,0.165,0.165,25
11/30/2018 4:14:00 PM,0.1625,0.165,0.1625,0.165,223
11/30/2018 4:13:00 PM,0.1625,0.165,0.1625,0.1625,194
11/30/2018 4:12:00 PM,0.1625,0.1625,0.1625,0.1625,0
11/30/2018 4:11:00 PM,0.17,0.17,0.1625,0.1625,116
11/30/2018 4:10:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 4:09:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 4:08:00 PM,0.1725,0.1725,0.17,0.17,212
11/30/2018 4:07:00 PM,0.17,0.1725,0.17,0.1725,50
11/30/2018 4:06:00 PM,0.1675,0.17,0.1675,0.17,267
11/30/2018 4:05:00 PM,0.1675,0.1675,0.1675,0.1675,159
11/30/2018 4:04:00 PM,0.1675,0.17,0.1675,0.1675,760
11/30/2018 4:03:00 PM,0.1675,0.1675,0.1675,0.1675,0
11/30/2018 4:02:00 PM,0.1675,0.1675,0.1675,0.1675,0
11/30/2018 4:01:00 PM,0.1675,0.1675,0.1675,0.1675,0
11/30/2018 4:00:00 PM,0.1675,0.1675,0.1675,0.1675,40
11/30/2018 3:59:00 PM,0.17,0.17,0.1675,0.1675,600
11/30/2018 3:58:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:57:00 PM,0.17,0.17,0.17,0.17,40
11/30/2018 3:56:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:55:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:54:00 PM,0.175,0.175,0.17,0.17,980
11/30/2018 3:53:00 PM,0.175,0.175,0.175,0.175,10
11/30/2018 3:52:00 PM,0.17,0.175,0.17,0.175,10
11/30/2018 3:51:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:50:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:49:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:48:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:47:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:46:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:45:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:44:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:43:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:42:00 PM,0.17,0.17,0.17,0.17,0
11/30/2018 3:41:00 PM,0.1675,0.17,0.1675,0.17,287
11/30/2018 3:40:00 PM,0.1675,0.1675,0.1675,0.1675,0
11/30/2018 3:39:00 PM,0.18,0.18,0.1675,0.1675,350
11/30/2018 3:38:00 PM,0.18,0.18,0.18,0.18,0
11/30/2018 3:37:00 PM,0.18,0.18,0.18,0.18,0
11/30/2018 3:36:00 PM,0.18,0.18,0.18,0.18,0
11/30/2018 3:35:00 PM,0.18,0.18,0.18,0.18,0
11/30/2018 3:34:00 PM,0.18,0.18,0.18,0.18,0
11/30/2018 3:33:00 PM,0.18,0.18,0.18,0.18,0
11/30/2018 3:32:00 PM,0.18,0.18,0.18,0.18,0
11/30/2018 3:31:00 PM,0.1825,0.1825,0.18,0.18,155
11/30/2018 3:30:00 PM,0.1775,0.1825,0.1775,0.1825,81
11/30/2018 3:29:00 PM,0.175,0.1775,0.175,0.1775,1
11/30/2018 3:28:00 PM,0.175,0.175,0.175,0.175,0
11/30/2018 3:27:00 PM,0.175,0.175,0.175,0.175,0
11/30/2018 3:26:00 PM,0.175,0.175,0.175,0.175,50
11/30/2018 3:25:00 PM,0.175,0.175,0.175,0.175,16
11/30/2018 3:24:00 PM,0.1775,0.1775,0.175,0.175,10
11/30/2018 3:23:00 PM,0.1825,0.1825,0.1775,0.1775,45
11/30/2018 3:22:00 PM,0.1825,0.1825,0.1825,0.1825,0
11/30/2018 3:21:00 PM,0.175,0.1825,0.175,0.1825,98
