Date,USDINR18DEC69.5CE O,USDINR18DEC69.5CE H,USDINR18DEC69.5CE L,USDINR18DEC69.5CE C,USDINR18DEC69.5CE V
11/30/2018 4:59:00 PM,0.7775,0.7775,0.76,0.77,6
11/30/2018 4:58:00 PM,0.7775,0.7775,0.7775,0.7775,0
11/30/2018 4:57:00 PM,0.775,0.78,0.775,0.7775,1500
11/30/2018 4:56:00 PM,0.795,0.795,0.7775,0.7775,1850
11/30/2018 4:55:00 PM,0.795,0.795,0.795,0.795,0
11/30/2018 4:54:00 PM,0.8075,0.8075,0.795,0.795,50
11/30/2018 4:53:00 PM,0.8075,0.8075,0.8075,0.8075,0
11/30/2018 4:52:00 PM,0.8075,0.8075,0.8075,0.8075,0
11/30/2018 4:51:00 PM,0.8075,0.8075,0.8075,0.8075,19
11/30/2018 4:50:00 PM,0.81,0.81,0.8025,0.8075,261
11/30/2018 4:49:00 PM,0.81,0.81,0.81,0.81,0
11/30/2018 4:48:00 PM,0.8125,0.815,0.81,0.81,120
11/30/2018 4:47:00 PM,0.8175,0.825,0.8175,0.825,52
11/30/2018 4:46:00 PM,0.8225,0.8225,0.8175,0.8175,123
11/30/2018 4:45:00 PM,0.8175,0.8225,0.8175,0.8225,129
11/30/2018 4:44:00 PM,0.8175,0.8175,0.8175,0.8175,30
11/30/2018 4:43:00 PM,0.8175,0.8175,0.8175,0.8175,76
11/30/2018 4:42:00 PM,0.815,0.82,0.815,0.8175,62
11/30/2018 4:41:00 PM,0.8125,0.815,0.8125,0.815,4
11/30/2018 4:40:00 PM,0.8275,0.8275,0.8125,0.8125,41
11/30/2018 4:39:00 PM,0.8325,0.8325,0.8275,0.8275,100
11/30/2018 4:38:00 PM,0.8325,0.8325,0.8325,0.8325,41
11/30/2018 4:37:00 PM,0.8325,0.8375,0.8325,0.8325,29
11/30/2018 4:36:00 PM,0.83,0.8325,0.83,0.8325,24
11/30/2018 4:35:00 PM,0.82,0.83,0.82,0.83,86
11/30/2018 4:34:00 PM,0.8225,0.8225,0.82,0.82,1
11/30/2018 4:33:00 PM,0.8225,0.8225,0.8125,0.8225,565
11/30/2018 4:32:00 PM,0.8475,0.8475,0.8225,0.8225,829
11/30/2018 4:31:00 PM,0.845,0.85,0.8425,0.8425,1163
11/30/2018 4:30:00 PM,0.8375,0.845,0.8375,0.845,131
11/30/2018 4:29:00 PM,0.835,0.845,0.835,0.8375,614
11/30/2018 4:28:00 PM,0.835,0.835,0.835,0.835,35
11/30/2018 4:27:00 PM,0.835,0.84,0.835,0.8375,45
11/30/2018 4:26:00 PM,0.8375,0.8375,0.83,0.835,65
11/30/2018 4:25:00 PM,0.8375,0.8375,0.8375,0.8375,0
11/30/2018 4:24:00 PM,0.8425,0.8425,0.83,0.8375,39
11/30/2018 4:23:00 PM,0.8425,0.845,0.84,0.8425,1860
11/30/2018 4:22:00 PM,0.835,0.8425,0.835,0.8425,11
11/30/2018 4:21:00 PM,0.835,0.835,0.835,0.835,0
11/30/2018 4:20:00 PM,0.84,0.84,0.835,0.835,117
11/30/2018 4:19:00 PM,0.8575,0.8575,0.84,0.84,25
11/30/2018 4:18:00 PM,0.8575,0.8575,0.8575,0.8575,0
11/30/2018 4:17:00 PM,0.8575,0.8575,0.8575,0.8575,0
11/30/2018 4:16:00 PM,0.8575,0.8575,0.8575,0.8575,0
11/30/2018 4:15:00 PM,0.8575,0.8575,0.8575,0.8575,0
11/30/2018 4:14:00 PM,0.865,0.865,0.855,0.8575,20
11/30/2018 4:13:00 PM,0.87,0.87,0.865,0.865,48
11/30/2018 4:12:00 PM,0.865,0.87,0.865,0.87,27
11/30/2018 4:11:00 PM,0.8775,0.8775,0.8625,0.865,117
11/30/2018 4:10:00 PM,0.8775,0.8775,0.8775,0.8775,0
11/30/2018 4:09:00 PM,0.89,0.89,0.8775,0.8775,11
11/30/2018 4:08:00 PM,0.89,0.89,0.89,0.89,0
11/30/2018 4:07:00 PM,0.89,0.89,0.89,0.89,0
11/30/2018 4:06:00 PM,0.8875,0.89,0.8875,0.89,28
11/30/2018 4:05:00 PM,0.89,0.89,0.8875,0.8875,221
11/30/2018 4:04:00 PM,0.89,0.89,0.89,0.89,0
11/30/2018 4:03:00 PM,0.8875,0.89,0.8875,0.89,100
11/30/2018 4:02:00 PM,0.8875,0.8875,0.8875,0.8875,0
11/30/2018 4:01:00 PM,0.8875,0.8875,0.88,0.8875,80
11/30/2018 4:00:00 PM,0.89,0.89,0.8875,0.8875,9
11/30/2018 3:59:00 PM,0.885,0.89,0.885,0.89,169
11/30/2018 3:58:00 PM,0.895,0.895,0.885,0.885,220
11/30/2018 3:57:00 PM,0.905,0.905,0.895,0.895,10
11/30/2018 3:56:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:55:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:54:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:53:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:52:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:51:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:50:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:49:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:48:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:47:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:46:00 PM,0.905,0.905,0.905,0.905,0
11/30/2018 3:45:00 PM,0.8925,0.905,0.8925,0.905,141
11/30/2018 3:44:00 PM,0.8925,0.8925,0.8925,0.8925,0
11/30/2018 3:43:00 PM,0.8925,0.8925,0.8925,0.8925,0
11/30/2018 3:42:00 PM,0.8925,0.8925,0.8925,0.8925,0
11/30/2018 3:41:00 PM,0.89,0.895,0.89,0.8925,60
11/30/2018 3:40:00 PM,0.8875,0.89,0.885,0.89,130
11/30/2018 3:39:00 PM,0.915,0.915,0.8875,0.8875,200
11/30/2018 3:38:00 PM,0.915,0.915,0.915,0.915,1
11/30/2018 3:37:00 PM,0.915,0.915,0.9125,0.915,1146
11/30/2018 3:36:00 PM,0.92,0.92,0.915,0.915,580
11/30/2018 3:35:00 PM,0.9175,0.925,0.9175,0.92,2546
11/30/2018 3:34:00 PM,0.915,0.915,0.915,0.915,0
11/30/2018 3:33:00 PM,0.92,0.92,0.9125,0.915,59
11/30/2018 3:32:00 PM,0.94,0.94,0.93,0.9325,13
11/30/2018 3:31:00 PM,0.9375,0.94,0.9375,0.94,20
11/30/2018 3:30:00 PM,0.9125,0.9375,0.9125,0.9375,44
11/30/2018 3:29:00 PM,0.9125,0.9125,0.9125,0.9125,0
11/30/2018 3:28:00 PM,0.9125,0.9125,0.9125,0.9125,0
11/30/2018 3:27:00 PM,0.915,0.915,0.9125,0.9125,10
11/30/2018 3:26:00 PM,0.9125,0.915,0.9125,0.915,54
11/30/2018 3:25:00 PM,0.92,0.92,0.9125,0.9125,11
11/30/2018 3:24:00 PM,0.92,0.92,0.92,0.92,0
11/30/2018 3:23:00 PM,0.92,0.92,0.92,0.92,0
11/30/2018 3:22:00 PM,0.92,0.92,0.92,0.92,0
11/30/2018 3:21:00 PM,0.92,0.92,0.92,0.92,0
11/30/2018 3:20:00 PM,0.92,0.92,0.92,0.92,0
11/30/2018 3:19:00 PM,0.92,0.92,0.92,0.92,10
11/30/2018 3:18:00 PM,0.92,0.92,0.92,0.92,0
11/30/2018 3:17:00 PM,0.9225,0.9225,0.92,0.92,50
11/30/2018 3:16:00 PM,0.9225,0.925,0.9225,0.9225,100
11/30/2018 3:15:00 PM,0.9475,0.9475,0.9225,0.9225,100
11/30/2018 3:14:00 PM,0.9475,0.9475,0.9475,0.9475,0
11/30/2018 3:13:00 PM,0.9475,0.9475,0.9475,0.9475,0
11/30/2018 3:12:00 PM,0.9475,0.9475,0.9475,0.9475,0
11/30/2018 3:11:00 PM,0.95,0.95,0.9475,0.9475,1
