Date,USDINR18DEC70.5PE O,USDINR18DEC70.5PE H,USDINR18DEC70.5PE L,USDINR18DEC70.5PE C,USDINR18DEC70.5PE V
11/30/2018 4:59:00 PM,1.06,1.065,0.9975,1.065,110
11/30/2018 4:58:00 PM,1.06,1.06,1.06,1.06,5
11/30/2018 4:57:00 PM,1.06,1.06,1.055,1.06,108
11/30/2018 4:56:00 PM,1.04,1.06,1.04,1.06,133
11/30/2018 4:55:00 PM,1.0325,1.04,1.0325,1.04,155
11/30/2018 4:54:00 PM,1.03,1.0325,1.03,1.0325,100
11/30/2018 4:53:00 PM,1.02,1.03,1.02,1.03,500
11/30/2018 4:52:00 PM,1.02,1.0225,1.02,1.02,51
11/30/2018 4:51:00 PM,1.02,1.02,1.02,1.02,0
11/30/2018 4:50:00 PM,1.015,1.0275,1.015,1.02,180
11/30/2018 4:49:00 PM,1.015,1.015,1.015,1.015,15
11/30/2018 4:48:00 PM,1.0125,1.015,1.0125,1.015,20
11/30/2018 4:47:00 PM,1.01,1.0125,1.005,1.0125,76
11/30/2018 4:46:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:45:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:44:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:43:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:42:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:41:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:40:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:39:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:38:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:37:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:36:00 PM,1.01,1.01,1.01,1.01,0
11/30/2018 4:35:00 PM,1.0125,1.0125,1.01,1.01,1
11/30/2018 4:34:00 PM,1.0325,1.0325,1.0125,1.0125,10
11/30/2018 4:33:00 PM,1.03,1.035,1.03,1.0325,77
11/30/2018 4:32:00 PM,1.0125,1.03,1.0075,1.03,583
11/30/2018 4:31:00 PM,1.0125,1.0125,1.0125,1.0125,0
11/30/2018 4:30:00 PM,1.0125,1.0125,1.0125,1.0125,0
11/30/2018 4:29:00 PM,1.0125,1.0125,1.0125,1.0125,0
11/30/2018 4:28:00 PM,1.0125,1.0125,1.0125,1.0125,0
11/30/2018 4:27:00 PM,1.02,1.02,1.0125,1.0125,61
11/30/2018 4:26:00 PM,1.02,1.02,1.02,1.02,0
11/30/2018 4:25:00 PM,1.02,1.02,1.02,1.02,0
11/30/2018 4:24:00 PM,1.01,1.02,1.01,1.02,2
11/30/2018 4:23:00 PM,1.0175,1.0175,1.01,1.01,18
11/30/2018 4:22:00 PM,1.0175,1.0175,1.0175,1.0175,0
11/30/2018 4:21:00 PM,1.0175,1.0175,1.0175,1.0175,0
11/30/2018 4:20:00 PM,0.995,1.0175,0.995,1.0175,79
11/30/2018 4:19:00 PM,0.9875,0.995,0.9875,0.995,6
