Date,BANKNIFTY18DECFUT O,BANKNIFTY18DECFUT H,BANKNIFTY18DECFUT L,BANKNIFTY18DECFUT C,BANKNIFTY18DECFUT V
11/30/2018 2:22:00 PM,26888.15,26888.15,26881.05,26884.95,1800
11/30/2018 2:21:00 PM,26875.55,26895,26873.4,26887.95,7540
11/30/2018 2:20:00 PM,26876.9,26881.35,26868.1,26875.55,7780
11/30/2018 2:19:00 PM,26879.9,26884.25,26875.9,26876.9,5240
11/30/2018 2:18:00 PM,26892.7,26892.7,26874.9,26876.6,11320
11/30/2018 2:17:00 PM,26901,26901,26892.85,26892.85,3980
11/30/2018 2:16:00 PM,26906.4,26907.75,26900,26901,1540
11/30/2018 2:15:00 PM,26900.75,26907.35,26897.05,26906.4,1860
11/30/2018 2:14:00 PM,26905.6,26909.35,26896.1,26900.75,1720
11/30/2018 2:13:00 PM,26905.3,26910,26895,26905.6,2440
11/30/2018 2:12:00 PM,26917.25,26917.6,26905,26905.3,1540
11/30/2018 2:11:00 PM,26906.45,26921.55,26900.1,26917.25,6500
11/30/2018 2:10:00 PM,26906.85,26907.95,26898.75,26906.45,2220
11/30/2018 2:09:00 PM,26914.15,26915,26903.4,26903.95,4320
11/30/2018 2:08:00 PM,26892,26915,26892,26910.95,4920
11/30/2018 2:07:00 PM,26884.55,26892.1,26884.55,26892,2340
11/30/2018 2:06:00 PM,26890.9,26890.9,26877.1,26885.35,5640
11/30/2018 2:05:00 PM,26900.35,26901.4,26887.1,26889.9,3400
11/30/2018 2:04:00 PM,26904.7,26905,26898.3,26900.45,1400
11/30/2018 2:03:00 PM,26898,26904.7,26897,26904.7,1800
11/30/2018 2:02:00 PM,26900.85,26903.05,26896,26898,1480
11/30/2018 2:01:00 PM,26896.75,26907.45,26896.45,26900.85,2140
11/30/2018 2:00:00 PM,26905.1,26905.1,26896.75,26896.75,1240
11/30/2018 1:59:00 PM,26897.05,26910.5,26897.05,26905.1,2020
11/30/2018 1:58:00 PM,26902.95,26906.55,26893.45,26901.15,3680
11/30/2018 1:57:00 PM,26903.5,26916.5,26900.25,26902.95,3480
11/30/2018 1:56:00 PM,26894.05,26917.8,26893.45,26906.2,7360
11/30/2018 1:55:00 PM,26900.1,26901.05,26893.15,26894.3,2840
11/30/2018 1:54:00 PM,26907.1,26909.05,26894.15,26900.1,2780
11/30/2018 1:53:00 PM,26899.95,26907.1,26894.6,26907.1,3000
11/30/2018 1:52:00 PM,26904.8,26904.8,26891,26901.15,4600
11/30/2018 1:51:00 PM,26906.05,26910.85,26900,26902.15,2660
11/30/2018 1:50:00 PM,26920,26920,26899.95,26900,6260
11/30/2018 1:49:00 PM,26905.65,26923.85,26902,26920,10240
11/30/2018 1:48:00 PM,26909.85,26913.55,26900,26905.65,5540
11/30/2018 1:47:00 PM,26899.8,26910.35,26895.05,26909.85,2760
11/30/2018 1:46:00 PM,26908,26915,26894.85,26899.8,11660
11/30/2018 1:45:00 PM,26900,26914,26900,26908,7180
11/30/2018 1:44:00 PM,26901.35,26905.2,26889.1,26900,4680
11/30/2018 1:43:00 PM,26909.15,26914,26900,26901.35,4940
11/30/2018 1:42:00 PM,26897.1,26913.6,26892.3,26913.6,4740
11/30/2018 1:41:00 PM,26881.05,26900,26881.05,26897.1,5620
11/30/2018 1:40:00 PM,26871.9,26883.6,26868,26881.05,3360
11/30/2018 1:39:00 PM,26880,26880,26865.1,26871.9,3100
11/30/2018 1:38:00 PM,26880,26887.55,26877.1,26880,5180
11/30/2018 1:37:00 PM,26887.65,26894.7,26881.2,26881.2,3140
11/30/2018 1:36:00 PM,26878.9,26894.5,26876.4,26888,4020
11/30/2018 1:35:00 PM,26880.95,26881.85,26876.05,26876.05,4580
11/30/2018 1:34:00 PM,26869.8,26880,26866.2,26880,4240
11/30/2018 1:33:00 PM,26864.1,26877.8,26860.95,26869.8,5720
11/30/2018 1:32:00 PM,26859.9,26868,26858.5,26864.95,11680
11/30/2018 1:31:00 PM,26888.5,26888.5,26857.9,26860.1,16520
11/30/2018 1:30:00 PM,26885,26890,26882,26888.7,4180
11/30/2018 1:29:00 PM,26882.55,26884,26878.15,26882.2,2580
11/30/2018 1:28:00 PM,26888,26888,26878.55,26882.55,3660
11/30/2018 1:27:00 PM,26887.95,26894.9,26887,26888,1460
11/30/2018 1:26:00 PM,26885.7,26898,26885.55,26887,3920
11/30/2018 1:25:00 PM,26899.05,26902,26890,26890.9,3640
11/30/2018 1:24:00 PM,26875.9,26904.55,26875.9,26902.1,8200
11/30/2018 1:23:00 PM,26883.65,26890,26873.55,26875.85,6640
11/30/2018 1:22:00 PM,26885,26892.9,26879.75,26886.3,5260
11/30/2018 1:21:00 PM,26890.35,26892.95,26881.2,26885,7820
11/30/2018 1:20:00 PM,26907.6,26908.9,26890,26892.85,4880
11/30/2018 1:19:00 PM,26912.3,26919,26906.45,26907.6,4280
11/30/2018 1:18:00 PM,26911,26916.85,26909.95,26912.3,3500
11/30/2018 1:17:00 PM,26915,26917,26902.4,26910,2500
11/30/2018 1:16:00 PM,26900.5,26920,26900,26918.85,4740
11/30/2018 1:15:00 PM,26894.05,26903.05,26893.4,26901.95,2740
11/30/2018 1:14:00 PM,26906.2,26912,26892.4,26894.05,5260
11/30/2018 1:13:00 PM,26917.95,26920,26904.85,26912.45,7380
11/30/2018 1:12:00 PM,26926.15,26933.9,26913.4,26913.4,11520
11/30/2018 1:11:00 PM,26906.85,26937.85,26899,26931.65,54320
11/30/2018 1:10:00 PM,26882.95,26896.85,26880,26896.85,11740
11/30/2018 1:09:00 PM,26884,26886,26875,26885.85,4440
11/30/2018 1:08:00 PM,26879.95,26884,26877,26884,2920
11/30/2018 1:07:00 PM,26877,26884.4,26872.15,26879.95,3960
11/30/2018 1:06:00 PM,26869.15,26877.7,26867.65,26871.8,4820
11/30/2018 1:05:00 PM,26862.15,26871.95,26861,26869.15,3640
11/30/2018 1:04:00 PM,26869.45,26869.45,26862,26862,2700
11/30/2018 1:03:00 PM,26877.7,26877.7,26870,26870.05,4060
11/30/2018 1:02:00 PM,26875,26885,26872.05,26877.9,4700
11/30/2018 1:01:00 PM,26870,26878.95,26866.45,26875,2880
11/30/2018 1:00:00 PM,26881.9,26882.95,26862.95,26868,3860
11/30/2018 12:59:00 PM,26876,26888,26875,26885,5900
11/30/2018 12:58:00 PM,26859.95,26878,26857.35,26876.05,10360
11/30/2018 12:57:00 PM,26841.2,26859.95,26841,26857.95,7520
11/30/2018 12:56:00 PM,26850.35,26850.5,26841,26841.2,8260
11/30/2018 12:55:00 PM,26860,26860.55,26850.55,26850.55,4100
11/30/2018 12:54:00 PM,26857.15,26860.75,26853.4,26860.75,3960
11/30/2018 12:53:00 PM,26852.5,26857.15,26846.3,26857.15,5760
11/30/2018 12:52:00 PM,26851.5,26856.85,26845.75,26847.05,10480
11/30/2018 12:51:00 PM,26850.95,26860,26850,26851.5,7520
11/30/2018 12:50:00 PM,26865.75,26866.2,26845.75,26850.55,13520
11/30/2018 12:49:00 PM,26870.15,26873,26862.95,26865.75,3440
11/30/2018 12:48:00 PM,26869.9,26872.95,26863.8,26872.95,4980
11/30/2018 12:47:00 PM,26857.95,26870,26856.2,26869.9,9500
11/30/2018 12:46:00 PM,26860,26862.9,26854,26857.95,17920
11/30/2018 12:45:00 PM,26888.15,26890.55,26856.4,26860,39080
11/30/2018 12:44:00 PM,26897.3,26904.6,26888.15,26888.15,6140
11/30/2018 12:43:00 PM,26895.25,26905.25,26893.6,26897.3,4120
11/30/2018 12:42:00 PM,26894.15,26899.25,26894.1,26895.25,2620
11/30/2018 12:41:00 PM,26894.6,26899.9,26892.95,26894.15,2920
11/30/2018 12:40:00 PM,26893,26894.95,26889.7,26894.6,1320
11/30/2018 12:39:00 PM,26891,26894.95,26888.8,26893.85,4020
11/30/2018 12:38:00 PM,26899.65,26899.65,26890,26891,2740
11/30/2018 12:37:00 PM,26900,26902.85,26895.75,26899.65,1820
11/30/2018 12:36:00 PM,26900.05,26910,26900,26900,1920
11/30/2018 12:35:00 PM,26898.95,26904.85,26895.05,26901.5,4360
11/30/2018 12:34:00 PM,26895.2,26906.8,26893.15,26898.65,2440
11/30/2018 12:33:00 PM,26897.6,26897.85,26893.15,26895.2,1600
11/30/2018 12:32:00 PM,26888.6,26898.45,26888.6,26897.6,2100
11/30/2018 12:31:00 PM,26892.5,26893.95,26886,26890,5320
11/30/2018 12:30:00 PM,26908,26908,26893.25,26896,9260
11/30/2018 12:29:00 PM,26911.25,26916.75,26910,26911,2980
11/30/2018 12:28:00 PM,26912.2,26916.9,26910,26911.25,3080
11/30/2018 12:27:00 PM,26914.75,26914.75,26910,26913.6,1680
11/30/2018 12:26:00 PM,26911.85,26914.75,26910,26914.75,1900
11/30/2018 12:25:00 PM,26913.6,26917.1,26909,26910,3460
11/30/2018 12:24:00 PM,26918,26918,26910,26914.8,3300
11/30/2018 12:23:00 PM,26924.95,26925.2,26918,26918,2840
11/30/2018 12:22:00 PM,26917,26930.9,26915,26921.1,11420
11/30/2018 12:21:00 PM,26904.65,26918,26901.05,26915.25,7600
11/30/2018 12:20:00 PM,26899.35,26904.65,26895.1,26904.65,2200
11/30/2018 12:19:00 PM,26893.85,26900.2,26893.85,26896.3,1480
11/30/2018 12:18:00 PM,26892.55,26899.4,26890.7,26894.95,2420
11/30/2018 12:17:00 PM,26890.85,26898.85,26890.1,26892.55,2960
11/30/2018 12:16:00 PM,26892.85,26895.75,26890,26894.8,3360
11/30/2018 12:15:00 PM,26899.85,26899.85,26891,26891,2580
11/30/2018 12:14:00 PM,26908.45,26908.95,26896.4,26899.85,1760
11/30/2018 12:13:00 PM,26894.95,26910.1,26893,26908.45,5000
11/30/2018 12:12:00 PM,26897.35,26897.55,26891.3,26894.95,1400
11/30/2018 12:11:00 PM,26899.6,26899.65,26890,26896.45,2720
11/30/2018 12:10:00 PM,26891.65,26908.7,26890.45,26896.2,4440
11/30/2018 12:09:00 PM,26898.7,26898.7,26888.15,26891.65,4920
11/30/2018 12:08:00 PM,26903.95,26903.95,26890,26898.7,3920
11/30/2018 12:07:00 PM,26896,26907.85,26894.5,26903.95,4360
11/30/2018 12:06:00 PM,26884.3,26898.4,26875.25,26898.4,11140
11/30/2018 12:05:00 PM,26887.15,26891.8,26881.05,26883,5060
11/30/2018 12:04:00 PM,26888.75,26898.8,26883.35,26889.65,9280
11/30/2018 12:03:00 PM,26891.8,26892.25,26881.1,26888.75,5800
11/30/2018 12:02:00 PM,26900.65,26900.65,26890,26892.05,5920
11/30/2018 12:01:00 PM,26907.55,26907.55,26900,26900.65,5460
11/30/2018 12:00:00 PM,26912.7,26917.95,26905.2,26907.55,4280
11/30/2018 11:59:00 AM,26914,26919,26910,26913.4,5680
11/30/2018 11:58:00 AM,26914,26918,26910,26914,7940
11/30/2018 11:57:00 AM,26907.35,26918.25,26907.1,26915.05,7220
11/30/2018 11:56:00 AM,26895.45,26908,26893.1,26908,12200
11/30/2018 11:55:00 AM,26892,26894.45,26884.35,26893.1,8660
11/30/2018 11:54:00 AM,26890,26891.95,26883.15,26891.95,14240
11/30/2018 11:53:00 AM,26889.95,26897.1,26889.1,26890.1,5220
11/30/2018 11:52:00 AM,26899.95,26901,26886.2,26890,7760
11/30/2018 11:51:00 AM,26907.05,26910,26896.9,26900,6660
11/30/2018 11:50:00 AM,26906.15,26910,26902.65,26907.05,4800
11/30/2018 11:49:00 AM,26908.95,26908.95,26902.55,26906.15,4460
11/30/2018 11:48:00 AM,26903.85,26910,26902,26906.2,7160
11/30/2018 11:47:00 AM,26899.1,26915,26898.55,26902,11120
11/30/2018 11:46:00 AM,26897.6,26900,26894.6,26898.65,10260
11/30/2018 11:45:00 AM,26905,26908.9,26891.5,26898.4,28820
11/30/2018 11:44:00 AM,26914.05,26914.05,26904.45,26904.8,18240
11/30/2018 11:43:00 AM,26929.65,26929.9,26911.05,26912.05,9120
11/30/2018 11:42:00 AM,26926.15,26930,26920,26929.65,4080
11/30/2018 11:41:00 AM,26935,26937.65,26928.3,26930,3960
11/30/2018 11:40:00 AM,26919.8,26938.95,26919.8,26931.1,6340
11/30/2018 11:39:00 AM,26935,26935,26910.2,26919.8,39840
11/30/2018 11:38:00 AM,26937.05,26941.9,26933,26934.2,9540
11/30/2018 11:37:00 AM,26935.45,26943.95,26935,26937.05,6260
11/30/2018 11:36:00 AM,26946.8,26947.85,26934,26940,7120
11/30/2018 11:35:00 AM,26946.1,26950,26943.25,26946.8,4300
11/30/2018 11:34:00 AM,26953.8,26955.95,26945.6,26947.9,2660
11/30/2018 11:33:00 AM,26952.35,26959,26951,26952,6480
11/30/2018 11:32:00 AM,26954.7,26958.2,26952.15,26953.9,2140
11/30/2018 11:31:00 AM,26956.75,26962.55,26953,26954.7,3060
11/30/2018 11:30:00 AM,26964.9,26966.75,26953.65,26954.15,2480
11/30/2018 11:29:00 AM,26964.05,26968.95,26962.25,26964.9,2140
11/30/2018 11:28:00 AM,26961.75,26968.55,26961.5,26964.05,2540
11/30/2018 11:27:00 AM,26964.05,26965,26959.6,26960.55,3660
11/30/2018 11:26:00 AM,26965.05,26965.85,26959.7,26964.05,2980
11/30/2018 11:25:00 AM,26972.6,26973.4,26965.05,26965.05,2300
11/30/2018 11:24:00 AM,26964.15,26970.1,26962.05,26970,3180
11/30/2018 11:23:00 AM,26970,26973,26963.95,26969.8,3780
11/30/2018 11:22:00 AM,26964.75,26978.95,26961.3,26970,7680
11/30/2018 11:21:00 AM,26952.8,26964.95,26952.8,26964.75,2460
11/30/2018 11:20:00 AM,26951.85,26955.95,26948.05,26952.75,2780
11/30/2018 11:19:00 AM,26950,26954.35,26945.9,26951.8,3640
11/30/2018 11:18:00 AM,26952.2,26954.1,26948.35,26950,1040
11/30/2018 11:17:00 AM,26942,26948.65,26941.3,26947.8,1780
11/30/2018 11:16:00 AM,26950.75,26951,26942,26942,3120
11/30/2018 11:15:00 AM,26956,26957.25,26950.75,26950.75,2060
11/30/2018 11:14:00 AM,26953,26956,26950.75,26956,2020
11/30/2018 11:13:00 AM,26957.95,26960,26953,26954,1380
11/30/2018 11:12:00 AM,26950.9,26960,26950.9,26958,3360
11/30/2018 11:11:00 AM,26952.35,26957,26949.95,26954.75,3280
11/30/2018 11:10:00 AM,26951,26957.8,26948.7,26952.9,3020
11/30/2018 11:09:00 AM,26951,26955,26947.95,26951,3380
11/30/2018 11:08:00 AM,26953.7,26953.7,26950.05,26951.6,1600
11/30/2018 11:07:00 AM,26955,26959,26952.3,26953.7,1980
11/30/2018 11:06:00 AM,26959.95,26959.95,26955,26955,1680
11/30/2018 11:05:00 AM,26958.4,26959.95,26956,26959.95,4720
11/30/2018 11:04:00 AM,26960,26967.2,26951,26957.6,7540
11/30/2018 11:03:00 AM,26940.45,26962.55,26940.45,26960.05,7560
11/30/2018 11:02:00 AM,26925.55,26944.85,26925.55,26940.45,6260
11/30/2018 11:01:00 AM,26930.3,26932.3,26919.35,26925.55,8280
11/30/2018 11:00:00 AM,26932,26936.9,26930,26930.3,4400
11/30/2018 10:59:00 AM,26933.8,26940,26930,26930.85,4520
11/30/2018 10:58:00 AM,26931,26935,26927.05,26933.25,3080
11/30/2018 10:57:00 AM,26932.8,26932.9,26925,26930,2680
11/30/2018 10:56:00 AM,26936.15,26940.55,26928,26932.8,4460
11/30/2018 10:55:00 AM,26939.75,26939.85,26931.85,26936.5,3660
11/30/2018 10:54:00 AM,26934.95,26940,26932,26939.75,4580
11/30/2018 10:53:00 AM,26932.95,26937,26930.8,26934.95,4620
11/30/2018 10:52:00 AM,26930,26934,26925.05,26930.8,3840
11/30/2018 10:51:00 AM,26924.15,26933.95,26921.5,26930,7460
11/30/2018 10:50:00 AM,26947.75,26952.15,26916.85,26924.55,26340
11/30/2018 10:49:00 AM,26957.1,26957.1,26944.55,26946.75,4040
11/30/2018 10:48:00 AM,26949,26959.8,26946.5,26953.9,8740
11/30/2018 10:47:00 AM,26942.1,26947.95,26942,26946.25,4640
11/30/2018 10:46:00 AM,26948.85,26948.85,26940,26942.1,3920
11/30/2018 10:45:00 AM,26939.2,26949.45,26939.2,26949.45,6600
11/30/2018 10:44:00 AM,26962.5,26962.8,26945,26945,15680
11/30/2018 10:43:00 AM,26968.65,26968.65,26960,26961.95,2700
11/30/2018 10:42:00 AM,26965,26968.7,26963.85,26968.65,2000
11/30/2018 10:41:00 AM,26969.85,26970.25,26965,26965,2160
11/30/2018 10:40:00 AM,26970.1,26973.2,26970,26970,1840
11/30/2018 10:39:00 AM,26970.1,26973.35,26968,26971.35,2440
11/30/2018 10:38:00 AM,26963.5,26974,26963.5,26970,2840
11/30/2018 10:37:00 AM,26965.1,26968.9,26961.8,26963.5,3940
11/30/2018 10:36:00 AM,26972.5,26979.8,26965,26965.1,5700
11/30/2018 10:35:00 AM,26970.15,26973.8,26965,26972.5,2640
11/30/2018 10:34:00 AM,26965,26973,26965,26970.15,2000
11/30/2018 10:33:00 AM,26979.15,26979.15,26960.05,26965,4060
11/30/2018 10:32:00 AM,26968.35,26979.6,26968.35,26978.25,2680
11/30/2018 10:31:00 AM,26961.5,26970,26960.35,26970,6900
11/30/2018 10:30:00 AM,26957.8,26964,26955.7,26961.1,3700
11/30/2018 10:29:00 AM,26964.45,26965.05,26957.8,26957.8,2820
11/30/2018 10:28:00 AM,26955.8,26964.95,26954.1,26958.55,7440
11/30/2018 10:27:00 AM,26965,26965.1,26955.8,26955.8,3700
11/30/2018 10:26:00 AM,26961.55,26967.95,26960,26965,4700
11/30/2018 10:25:00 AM,26970,26972.35,26962.4,26962.4,4520
11/30/2018 10:24:00 AM,26978.65,26978.65,26970,26970.05,4640
11/30/2018 10:23:00 AM,26990,26991.9,26978.65,26978.65,3800
11/30/2018 10:22:00 AM,27007,27008.8,26992,26992,8100
11/30/2018 10:21:00 AM,26994.75,27006,26992.6,27006,6780
11/30/2018 10:20:00 AM,26978.65,26998.45,26978.65,26994.75,8020
11/30/2018 10:19:00 AM,26965.7,26980,26965.7,26976.65,2520
11/30/2018 10:18:00 AM,26970.55,26972.15,26963.6,26965.7,2840
11/30/2018 10:17:00 AM,26976.5,26978.8,26970.55,26970.55,3440
11/30/2018 10:16:00 AM,26971.95,26976.05,26970.25,26975.9,3580
11/30/2018 10:15:00 AM,26960,26969.95,26955.8,26969.95,4500
11/30/2018 10:14:00 AM,26962.2,26964.95,26960,26960,6480
11/30/2018 10:13:00 AM,26968.25,26970,26962.3,26962.8,2500
11/30/2018 10:12:00 AM,26975.4,26975.4,26965.3,26968.25,3920
11/30/2018 10:11:00 AM,26979.7,26979.7,26970.3,26975.35,3220
11/30/2018 10:10:00 AM,26975.85,26980,26967,26975.25,3380
11/30/2018 10:09:00 AM,26981.15,26981.15,26970,26975.85,3680
11/30/2018 10:08:00 AM,26968.9,26982.1,26968.9,26981.2,4940
11/30/2018 10:07:00 AM,26967.8,26972.7,26962.8,26969,3340
11/30/2018 10:06:00 AM,26960.05,26966.25,26953,26966.25,5480
11/30/2018 10:05:00 AM,26967.9,26967.9,26960.05,26960.05,2100
11/30/2018 10:04:00 AM,26965,26972,26962,26967.9,3360
11/30/2018 10:03:00 AM,26960.05,26973.3,26960,26965,3340
11/30/2018 10:02:00 AM,26965.05,26971.1,26955.35,26959.55,3740
11/30/2018 10:01:00 AM,26973,26973.2,26965,26965.05,5720
11/30/2018 10:00:00 AM,26972.1,26977.1,26969.85,26974.1,6520
11/30/2018 9:59:00 AM,26971.75,26983.8,26970,26972.1,3500
11/30/2018 9:58:00 AM,26983.25,26983.25,26970,26971.75,4540
11/30/2018 9:57:00 AM,26978.2,26983.25,26977.05,26983.25,2900
11/30/2018 9:56:00 AM,26974.9,26979.7,26970.1,26977.1,2880
11/30/2018 9:55:00 AM,26979,26983.3,26974.6,26974.6,6100
11/30/2018 9:54:00 AM,26962.1,26977.45,26962.1,26977.45,7340
11/30/2018 9:53:00 AM,26963.25,26967.45,26956,26965,13820
11/30/2018 9:52:00 AM,26971.2,26971.2,26961.45,26963.85,9160
11/30/2018 9:51:00 AM,26975.8,26978.9,26970.05,26971.2,6060
11/30/2018 9:50:00 AM,26977,26980,26975.25,26975.6,3800
11/30/2018 9:49:00 AM,26968.95,26980,26965.25,26975.05,5960
11/30/2018 9:48:00 AM,26980.1,26986,26966.15,26966.15,15000
11/30/2018 9:47:00 AM,26981.1,26989,26980.35,26983.95,4100
11/30/2018 9:46:00 AM,27000.2,27001.05,26980,26981.1,7640
11/30/2018 9:45:00 AM,27006.5,27007.95,26995.1,26999.95,3620
11/30/2018 9:44:00 AM,27005.5,27009.7,27002.65,27005,3160
11/30/2018 9:43:00 AM,27014.25,27014.25,27003.4,27005.5,4480
11/30/2018 9:42:00 AM,26999.85,27015.85,26993.25,27015.65,7320
11/30/2018 9:41:00 AM,26990.6,27005,26985,27000.2,9060
11/30/2018 9:40:00 AM,26994.1,26996.8,26990,26990,5840
11/30/2018 9:39:00 AM,27001.35,27001.4,26990.1,26994.5,4740
11/30/2018 9:38:00 AM,27001.3,27003.05,26998,27002.95,4400
11/30/2018 9:37:00 AM,27001.05,27003.3,26997.05,27001.3,5760
11/30/2018 9:36:00 AM,27010.25,27016,26998.25,27003.3,8860
11/30/2018 9:35:00 AM,27013.2,27015.6,27006.85,27010.25,6200
11/30/2018 9:34:00 AM,27014.05,27018.6,27011.5,27011.9,6420
11/30/2018 9:33:00 AM,27012.65,27014,27003,27011.05,7420
11/30/2018 9:32:00 AM,27016.8,27018.95,27010.45,27013,5300
11/30/2018 9:31:00 AM,26993.05,27018.35,26988,27018.35,11740
11/30/2018 9:30:00 AM,26975.25,26994.75,26975.25,26994.75,6620
11/30/2018 9:29:00 AM,26987.75,26997.65,26978.1,26979.15,9880
11/30/2018 9:28:00 AM,26983,26992.35,26980.9,26987.75,7520
11/30/2018 9:27:00 AM,26996.7,27002,26983,26983,9380
11/30/2018 9:26:00 AM,27003.5,27010,26993.3,26997.55,10240
11/30/2018 9:25:00 AM,27012.45,27018.15,27004.15,27004.15,8540
11/30/2018 9:24:00 AM,27020.3,27022.1,27011,27012.2,6800
11/30/2018 9:23:00 AM,27006,27021.15,27002.85,27017.5,11420
11/30/2018 9:22:00 AM,27027.95,27031,27005.05,27009.7,22960
11/30/2018 9:21:00 AM,27010.9,27029.15,27010,27026.95,29580
11/30/2018 9:20:00 AM,27025.3,27033.5,27010.1,27014.25,24460
11/30/2018 9:19:00 AM,26995,27022.05,26993.2,27022.05,20560
11/30/2018 9:18:00 AM,26965,27000,26956.55,26995,25320
11/30/2018 9:17:00 AM,26944.8,26968.9,26940,26964.45,17160
11/30/2018 9:16:00 AM,26953.6,26955.05,26939.75,26939.75,22600
