Date,USDINR18DEC71PE O,USDINR18DEC71PE H,USDINR18DEC71PE L,USDINR18DEC71PE C,USDINR18DEC71PE V
11/30/2018 4:59:00 PM,1.4275,1.4275,1.4275,1.4275,0
11/30/2018 4:58:00 PM,1.425,1.4275,1.425,1.4275,45
11/30/2018 4:57:00 PM,1.43,1.43,1.425,1.425,55
11/30/2018 4:56:00 PM,1.42,1.43,1.42,1.43,425
11/30/2018 4:55:00 PM,1.3975,1.42,1.3975,1.42,355
11/30/2018 4:54:00 PM,1.395,1.4025,1.395,1.3975,208
11/30/2018 4:53:00 PM,1.385,1.395,1.385,1.395,367
11/30/2018 4:52:00 PM,1.385,1.385,1.385,1.385,0
11/30/2018 4:51:00 PM,1.385,1.385,1.38,1.385,1501
11/30/2018 4:50:00 PM,1.37,1.39,1.37,1.385,55
11/30/2018 4:49:00 PM,1.37,1.37,1.37,1.37,0
11/30/2018 4:48:00 PM,1.37,1.37,1.37,1.37,0
11/30/2018 4:47:00 PM,1.37,1.37,1.37,1.37,0
11/30/2018 4:46:00 PM,1.3725,1.3725,1.37,1.37,110
11/30/2018 4:45:00 PM,1.3725,1.3725,1.3725,1.3725,0
11/30/2018 4:44:00 PM,1.3725,1.3725,1.3725,1.3725,0
11/30/2018 4:43:00 PM,1.3725,1.3725,1.3725,1.3725,0
11/30/2018 4:42:00 PM,1.3725,1.3725,1.3725,1.3725,0
11/30/2018 4:41:00 PM,1.3825,1.3825,1.3725,1.3725,1
11/30/2018 4:40:00 PM,1.3825,1.3825,1.3825,1.3825,0
11/30/2018 4:39:00 PM,1.3825,1.3825,1.3825,1.3825,0
11/30/2018 4:38:00 PM,1.3825,1.3825,1.3825,1.3825,0
11/30/2018 4:37:00 PM,1.3825,1.3825,1.3825,1.3825,0
11/30/2018 4:36:00 PM,1.3825,1.3825,1.3825,1.3825,0
11/30/2018 4:35:00 PM,1.3825,1.3825,1.3825,1.3825,0
11/30/2018 4:34:00 PM,1.3825,1.3825,1.3825,1.3825,0
11/30/2018 4:33:00 PM,1.3775,1.3925,1.3775,1.3825,121
11/30/2018 4:32:00 PM,1.3625,1.38,1.3625,1.3775,140
11/30/2018 4:31:00 PM,1.3625,1.3625,1.3625,1.3625,0
11/30/2018 4:30:00 PM,1.3625,1.3625,1.3625,1.3625,0
11/30/2018 4:29:00 PM,1.3625,1.3625,1.3625,1.3625,0
11/30/2018 4:28:00 PM,1.3625,1.3625,1.3625,1.3625,0
11/30/2018 4:27:00 PM,1.3625,1.3625,1.3625,1.3625,0
11/30/2018 4:26:00 PM,1.3625,1.3625,1.3625,1.3625,0
11/30/2018 4:25:00 PM,1.3575,1.3625,1.3575,1.3625,1
11/30/2018 4:24:00 PM,1.3575,1.3575,1.3575,1.3575,0
11/30/2018 4:23:00 PM,1.365,1.365,1.3575,1.3575,10
11/30/2018 4:22:00 PM,1.365,1.365,1.365,1.365,0
11/30/2018 4:21:00 PM,1.365,1.365,1.365,1.365,0
11/30/2018 4:20:00 PM,1.33,1.365,1.33,1.365,2
11/30/2018 4:19:00 PM,1.33,1.33,1.33,1.33,0
11/30/2018 4:18:00 PM,1.33,1.33,1.33,1.33,0
11/30/2018 4:17:00 PM,1.33,1.33,1.33,1.33,0
11/30/2018 4:16:00 PM,1.33,1.33,1.33,1.33,0
11/30/2018 4:15:00 PM,1.33,1.33,1.33,1.33,0
11/30/2018 4:14:00 PM,1.33,1.33,1.33,1.33,0
11/30/2018 4:13:00 PM,1.33,1.33,1.33,1.33,0
11/30/2018 4:12:00 PM,1.33,1.33,1.33,1.33,0
11/30/2018 4:11:00 PM,1.295,1.33,1.295,1.33,52
11/30/2018 4:10:00 PM,1.295,1.295,1.295,1.295,0
11/30/2018 4:09:00 PM,1.29,1.295,1.29,1.295,700
11/30/2018 4:08:00 PM,1.3,1.3,1.29,1.29,1
11/30/2018 4:07:00 PM,1.3,1.3,1.3,1.3,0
11/30/2018 4:06:00 PM,1.2975,1.3,1.2975,1.3,87
11/30/2018 4:05:00 PM,1.2975,1.2975,1.2975,1.2975,0
11/30/2018 4:04:00 PM,1.2725,1.2975,1.2725,1.2975,355
11/30/2018 4:03:00 PM,1.2725,1.2725,1.2725,1.2725,0
11/30/2018 4:02:00 PM,1.2725,1.2725,1.2725,1.2725,0
11/30/2018 4:01:00 PM,1.2725,1.2725,1.2725,1.2725,0
11/30/2018 4:00:00 PM,1.2725,1.2725,1.2725,1.2725,0
11/30/2018 3:59:00 PM,1.2725,1.2725,1.2725,1.2725,0
11/30/2018 3:58:00 PM,1.2725,1.2725,1.2725,1.2725,0
11/30/2018 3:57:00 PM,1.2725,1.2725,1.2725,1.2725,0
11/30/2018 3:56:00 PM,1.2725,1.2725,1.2725,1.2725,0
11/30/2018 3:55:00 PM,1.28,1.28,1.2725,1.2725,1
11/30/2018 3:54:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:53:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:52:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:51:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:50:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:49:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:48:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:47:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:46:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:45:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:44:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:43:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:42:00 PM,1.28,1.28,1.28,1.28,0
11/30/2018 3:41:00 PM,1.2875,1.2875,1.28,1.28,150
11/30/2018 3:40:00 PM,1.2875,1.2875,1.2875,1.2875,0
11/30/2018 3:39:00 PM,1.2475,1.2875,1.2475,1.2875,37
11/30/2018 3:38:00 PM,1.2475,1.2475,1.2475,1.2475,0
11/30/2018 3:37:00 PM,1.2625,1.2625,1.2475,1.2475,1
11/30/2018 3:36:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 3:35:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 3:34:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 3:33:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 3:32:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 3:31:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 3:30:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 3:29:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 3:28:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 3:27:00 PM,1.225,1.2625,1.225,1.2625,20
11/30/2018 3:26:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:25:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:24:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:23:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:22:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:21:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:20:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:19:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:18:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:17:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:16:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:15:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:14:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:13:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:12:00 PM,1.225,1.225,1.225,1.225,0
11/30/2018 3:11:00 PM,1.215,1.225,1.215,1.225,1
11/30/2018 3:10:00 PM,1.215,1.215,1.215,1.215,0
11/30/2018 3:09:00 PM,1.215,1.215,1.215,1.215,0
11/30/2018 3:08:00 PM,1.215,1.215,1.215,1.215,0
11/30/2018 3:07:00 PM,1.215,1.215,1.215,1.215,0
11/30/2018 3:06:00 PM,1.22,1.22,1.215,1.215,35
11/30/2018 3:05:00 PM,1.2125,1.22,1.2125,1.22,1
11/30/2018 3:04:00 PM,1.2125,1.2125,1.2125,1.2125,0
11/30/2018 3:03:00 PM,1.22,1.22,1.2125,1.2125,80
11/30/2018 3:02:00 PM,1.2225,1.2225,1.22,1.22,51
11/30/2018 3:01:00 PM,1.2225,1.2225,1.2225,1.2225,0
11/30/2018 3:00:00 PM,1.2225,1.2225,1.2225,1.2225,0
11/30/2018 2:59:00 PM,1.2025,1.2225,1.2025,1.2225,13
11/30/2018 2:58:00 PM,1.2025,1.2025,1.2025,1.2025,6
11/30/2018 2:57:00 PM,1.2,1.2025,1.2,1.2025,5
11/30/2018 2:56:00 PM,1.2425,1.2425,1.2,1.2,14
11/30/2018 2:55:00 PM,1.2425,1.2425,1.2425,1.2425,0
11/30/2018 2:54:00 PM,1.2425,1.2425,1.2425,1.2425,0
11/30/2018 2:53:00 PM,1.2425,1.2425,1.2425,1.2425,0
11/30/2018 2:52:00 PM,1.2425,1.2425,1.2425,1.2425,0
11/30/2018 2:51:00 PM,1.2425,1.2425,1.2425,1.2425,0
11/30/2018 2:50:00 PM,1.2425,1.2425,1.2425,1.2425,0
11/30/2018 2:49:00 PM,1.2425,1.2425,1.2425,1.2425,0
11/30/2018 2:48:00 PM,1.2425,1.2425,1.2425,1.2425,0
11/30/2018 2:47:00 PM,1.25,1.25,1.2425,1.2425,26
11/30/2018 2:46:00 PM,1.2625,1.2625,1.25,1.25,75
11/30/2018 2:45:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 2:44:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 2:43:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 2:42:00 PM,1.2625,1.2625,1.2625,1.2625,0
11/30/2018 2:41:00 PM,1.3025,1.3025,1.2625,1.2625,11
11/30/2018 2:40:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:39:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:38:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:37:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:36:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:35:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:34:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:33:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:32:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:31:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:30:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:29:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:28:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:27:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:26:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:25:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:24:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:23:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:22:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:21:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:20:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:19:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:18:00 PM,1.3025,1.3025,1.3025,1.3025,0
11/30/2018 2:17:00 PM,1.315,1.315,1.3025,1.3025,552
11/30/2018 2:16:00 PM,1.315,1.315,1.315,1.315,0
11/30/2018 2:15:00 PM,1.315,1.315,1.315,1.315,0
11/30/2018 2:14:00 PM,1.315,1.315,1.315,1.315,0
11/30/2018 2:13:00 PM,1.315,1.315,1.315,1.315,0
11/30/2018 2:12:00 PM,1.32,1.32,1.315,1.315,20
11/30/2018 2:11:00 PM,1.3075,1.32,1.3075,1.32,11
11/30/2018 2:10:00 PM,1.3075,1.3075,1.3075,1.3075,1
11/30/2018 2:09:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 2:08:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 2:07:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 2:06:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 2:05:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 2:04:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 2:03:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 2:02:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 2:01:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 2:00:00 PM,1.3075,1.3075,1.3075,1.3075,0
11/30/2018 1:59:00 PM,1.3075,1.3075,1.3075,1.3075,0
