Date,BANKNIFTY06DEC1827500CE O,BANKNIFTY06DEC1827500CE H,BANKNIFTY06DEC1827500CE L,BANKNIFTY06DEC1827500CE C,BANKNIFTY06DEC1827500CE V
11/30/2018 3:29:00 PM,27.65,27.8,27,27.4,21980
11/30/2018 3:28:00 PM,28.3,28.45,27.4,27.55,27180
11/30/2018 3:27:00 PM,28.35,28.45,27.95,28.45,25520
11/30/2018 3:26:00 PM,28.2,28.55,28.05,28.3,18000
11/30/2018 3:25:00 PM,29,29.2,28.25,28.3,16120
11/30/2018 3:24:00 PM,29.2,29.65,29,29.2,18600
11/30/2018 3:23:00 PM,30.3,30.4,29.15,29.2,19660
11/30/2018 3:22:00 PM,30.5,30.85,30.35,30.5,13800
11/30/2018 3:21:00 PM,30.8,30.9,30.25,30.4,7820
11/30/2018 3:20:00 PM,30.95,31,30.05,30.8,22520
11/30/2018 3:19:00 PM,30.3,30.9,30.05,30.9,7300
11/30/2018 3:18:00 PM,29.95,30.7,29.95,30.05,11120
11/30/2018 3:17:00 PM,30.3,30.75,29.8,30.3,16800
11/30/2018 3:16:00 PM,29.15,30.35,29.1,30.35,12720
11/30/2018 3:15:00 PM,29.15,29.5,28.65,29,16920
11/30/2018 3:14:00 PM,30,30.2,29.15,29.15,5580
11/30/2018 3:13:00 PM,29.9,30.2,29.3,30,3860
11/30/2018 3:12:00 PM,30.25,30.25,28.75,29.9,15240
11/30/2018 3:11:00 PM,30.15,30.6,29.7,30.2,12580
11/30/2018 3:10:00 PM,28.85,30.5,28.85,30,17260
11/30/2018 3:09:00 PM,32.2,32.25,29.25,29.25,23280
11/30/2018 3:08:00 PM,32.65,33.7,32,32,15500
11/30/2018 3:07:00 PM,32.05,33.05,32.05,32.8,11660
11/30/2018 3:06:00 PM,32.6,32.6,31.5,32.05,8360
11/30/2018 3:05:00 PM,32.65,32.8,32,32.7,8540
11/30/2018 3:04:00 PM,34.1,34.1,32.05,32.6,7740
11/30/2018 3:03:00 PM,33.45,34.5,33.05,34.1,5620
11/30/2018 3:02:00 PM,34.2,34.2,32.95,33.45,7800
11/30/2018 3:01:00 PM,33.75,34.4,33.15,34,14100
11/30/2018 3:00:00 PM,32.75,34.3,32.05,33.8,14340
11/30/2018 2:59:00 PM,31.05,32.8,31.05,32.8,7060
11/30/2018 2:58:00 PM,32.5,32.5,30.95,31.1,6780
11/30/2018 2:57:00 PM,32.25,33,31.65,32.5,6600
11/30/2018 2:56:00 PM,31.95,32.2,31.15,32.05,4860
11/30/2018 2:55:00 PM,32.15,32.7,31.55,31.95,10960
11/30/2018 2:54:00 PM,31.1,32,30.8,32,8120
11/30/2018 2:53:00 PM,32.05,32.6,30.45,31.2,14340
11/30/2018 2:52:00 PM,33.25,33.3,31.6,32.05,14900
11/30/2018 2:51:00 PM,34.55,34.8,33.1,33.25,6300
11/30/2018 2:50:00 PM,34,35.3,33.6,34.55,9100
11/30/2018 2:49:00 PM,34.15,35,33.8,33.8,7560
11/30/2018 2:48:00 PM,35,35,33.75,34,5300
11/30/2018 2:47:00 PM,34,35.65,34,35,10800
11/30/2018 2:46:00 PM,32.5,34,31.85,34,10300
11/30/2018 2:45:00 PM,35.8,35.8,32.5,32.5,8720
11/30/2018 2:44:00 PM,35.05,36.5,34.3,35.7,10500
11/30/2018 2:43:00 PM,34.6,35.05,34.1,35.05,8780
11/30/2018 2:42:00 PM,36.7,36.75,34.25,34.6,15480
11/30/2018 2:41:00 PM,36.15,37.05,35.95,36.7,27460
11/30/2018 2:40:00 PM,36.35,38.75,35.5,36.15,25620
11/30/2018 2:39:00 PM,32.8,35.95,32.5,35.75,15500
11/30/2018 2:38:00 PM,32.5,33.4,32.4,32.9,3160
11/30/2018 2:37:00 PM,32.95,32.95,32.2,32.5,4600
11/30/2018 2:36:00 PM,33.2,33.45,32.25,32.7,13940
11/30/2018 2:35:00 PM,30.7,33.1,30.35,33,17240
11/30/2018 2:34:00 PM,30,30.7,29.8,30.7,3540
11/30/2018 2:33:00 PM,30.3,30.6,29.8,29.9,5780
11/30/2018 2:32:00 PM,29.1,30.7,29.1,30.35,13280
11/30/2018 2:31:00 PM,27.8,29.3,27.35,29.1,7220
11/30/2018 2:30:00 PM,27.25,28,26.95,27.8,6320
11/30/2018 2:29:00 PM,29,29.5,27.4,27.4,10340
11/30/2018 2:28:00 PM,28.95,29,28.3,29,3580
11/30/2018 2:27:00 PM,28.2,29.25,28.1,29.25,6400
11/30/2018 2:26:00 PM,29.05,29.9,28,28.2,11660
11/30/2018 2:25:00 PM,28.7,29.5,28.55,29.05,12620
11/30/2018 2:24:00 PM,30.35,30.35,28.6,28.7,7960
11/30/2018 2:23:00 PM,30.9,31.35,30.25,30.25,5500
11/30/2018 2:22:00 PM,31.1,31.15,30.6,30.8,2520
11/30/2018 2:21:00 PM,29.5,32,29.5,31.1,8620
11/30/2018 2:20:00 PM,30,30.15,28.6,29.45,6820
11/30/2018 2:19:00 PM,29.4,30.1,29.3,30,3920
11/30/2018 2:18:00 PM,31,31.2,29,29.4,10980
11/30/2018 2:17:00 PM,32.7,32.85,31.35,31.35,7380
11/30/2018 2:16:00 PM,33.15,33.3,32.7,32.7,3480
11/30/2018 2:15:00 PM,32.4,33.1,32.3,33.1,2740
11/30/2018 2:14:00 PM,32.7,33.2,32.3,32.4,1280
11/30/2018 2:13:00 PM,32.95,33.35,32,32.7,7360
11/30/2018 2:12:00 PM,34.35,34.35,32.75,32.95,4160
11/30/2018 2:11:00 PM,33,34.5,33,34.35,7640
11/30/2018 2:10:00 PM,33.5,33.6,33,33,5440
11/30/2018 2:09:00 PM,34.5,34.8,33.35,33.6,12800
11/30/2018 2:08:00 PM,32.1,34.5,32.1,34.5,7380
11/30/2018 2:07:00 PM,31,32.25,30.75,32.1,3500
11/30/2018 2:06:00 PM,31.6,31.6,29.9,31,10440
11/30/2018 2:05:00 PM,33.3,33.3,31.5,31.85,7400
11/30/2018 2:04:00 PM,34,34.1,33.35,33.55,2240
11/30/2018 2:03:00 PM,33.5,34,33.15,33.9,4040
11/30/2018 2:02:00 PM,33.65,33.9,33.35,33.5,2320
11/30/2018 2:01:00 PM,33.2,34,33,33.75,3940
11/30/2018 2:00:00 PM,34.2,34.2,33.1,33.2,3220
11/30/2018 1:59:00 PM,33.1,34.45,33.1,34.2,2500
11/30/2018 1:58:00 PM,34.05,34.05,32.6,33.1,6340
11/30/2018 1:57:00 PM,34.2,35.05,33.5,34.05,6960
11/30/2018 1:56:00 PM,32.9,34.75,32.9,34.3,5100
11/30/2018 1:55:00 PM,33.65,33.65,32.65,32.9,1840
11/30/2018 1:54:00 PM,33.9,33.9,33.05,33.65,4740
11/30/2018 1:53:00 PM,32.95,33.95,32.75,33.95,3720
11/30/2018 1:52:00 PM,33.55,33.55,32.4,32.95,5480
11/30/2018 1:51:00 PM,33.6,34.1,33.15,33.75,2820
11/30/2018 1:50:00 PM,35.2,35.2,32.85,32.85,10860
11/30/2018 1:49:00 PM,33.55,35.55,33.35,35.2,10460
11/30/2018 1:48:00 PM,34.1,34.55,33.05,33.65,4900
