Date,YESBANK18DEC145PE O,YESBANK18DEC145PE H,YESBANK18DEC145PE L,YESBANK18DEC145PE C,YESBANK18DEC145PE V
11/30/2018 3:29:00 PM,7,7,6.85,6.85,1750
11/30/2018 3:28:00 PM,7,7,7,7,0
11/30/2018 3:27:00 PM,6.85,7,6.85,7,3500
11/30/2018 3:26:00 PM,6.85,6.85,6.85,6.85,15750
11/30/2018 3:25:00 PM,6.9,6.9,6.85,6.85,3500
11/30/2018 3:24:00 PM,6.85,6.9,6.85,6.9,3500
11/30/2018 3:23:00 PM,6.8,6.85,6.7,6.85,14000
11/30/2018 3:22:00 PM,6.9,6.9,6.85,6.85,5250
11/30/2018 3:21:00 PM,7,7,6.9,6.9,1750
11/30/2018 3:20:00 PM,7.1,7.1,7,7,3500
11/30/2018 3:19:00 PM,7.1,7.1,7.1,7.1,0
11/30/2018 3:18:00 PM,7.1,7.1,7.1,7.1,0
11/30/2018 3:17:00 PM,7.1,7.1,7.1,7.1,0
11/30/2018 3:16:00 PM,7.1,7.1,7.1,7.1,0
11/30/2018 3:15:00 PM,7.1,7.1,7.1,7.1,0
11/30/2018 3:14:00 PM,7.1,7.1,7.1,7.1,0
11/30/2018 3:13:00 PM,7.1,7.15,7.1,7.1,3500
11/30/2018 3:12:00 PM,7.1,7.1,7.1,7.1,0
11/30/2018 3:11:00 PM,7.15,7.15,7.1,7.1,1750
11/30/2018 3:10:00 PM,7.15,7.15,7.15,7.15,3500
11/30/2018 3:09:00 PM,7.05,7.15,7.05,7.15,1750
11/30/2018 3:08:00 PM,7,7.05,7,7.05,1750
11/30/2018 3:07:00 PM,7.15,7.15,7,7,7000
11/30/2018 3:06:00 PM,7.1,7.2,7.1,7.2,1750
11/30/2018 3:05:00 PM,7.1,7.1,7.1,7.1,0
11/30/2018 3:04:00 PM,7.1,7.1,7.1,7.1,0
11/30/2018 3:03:00 PM,7.1,7.1,7.1,7.1,8750
11/30/2018 3:02:00 PM,7.2,7.2,7.1,7.1,1750
11/30/2018 3:01:00 PM,7.2,7.2,7.2,7.2,0
11/30/2018 3:00:00 PM,7.35,7.35,7.2,7.2,3500
11/30/2018 2:59:00 PM,7.35,7.35,7.35,7.35,0
11/30/2018 2:58:00 PM,7.35,7.35,7.35,7.35,0
11/30/2018 2:57:00 PM,7.35,7.35,7.35,7.35,1750
11/30/2018 2:56:00 PM,7.3,7.35,7.3,7.35,3500
11/30/2018 2:55:00 PM,7.3,7.3,7.3,7.3,0
11/30/2018 2:54:00 PM,7.5,7.5,7.3,7.3,8750
11/30/2018 2:53:00 PM,7.5,7.5,7.5,7.5,3500
11/30/2018 2:52:00 PM,7.45,7.5,7.45,7.5,3500
11/30/2018 2:51:00 PM,7.35,7.45,7.35,7.45,1750
11/30/2018 2:50:00 PM,7.35,7.35,7.35,7.35,1750
11/30/2018 2:49:00 PM,7.35,7.4,7.35,7.35,5250
11/30/2018 2:48:00 PM,7.25,7.4,7.25,7.35,7000
