Date,YESBANK18DEC170PE O,YESBANK18DEC170PE H,YESBANK18DEC170PE L,YESBANK18DEC170PE C,YESBANK18DEC170PE V
11/30/2018 3:29:00 PM,16.75,16.75,16.5,16.5,26250
11/30/2018 3:28:00 PM,16.8,16.85,16.75,16.75,14000
11/30/2018 3:27:00 PM,16.7,16.85,16.7,16.8,22750
11/30/2018 3:26:00 PM,16.6,16.7,16.6,16.7,14000
11/30/2018 3:25:00 PM,16.45,16.55,16.45,16.55,12250
11/30/2018 3:24:00 PM,16.55,16.55,16.35,16.5,17500
11/30/2018 3:23:00 PM,16.5,16.65,16.35,16.65,38500
11/30/2018 3:22:00 PM,16.7,16.7,16.5,16.5,7000
11/30/2018 3:21:00 PM,16.85,16.85,16.6,16.7,36750
11/30/2018 3:20:00 PM,16.8,16.85,16.8,16.85,8750
11/30/2018 3:19:00 PM,16.95,16.95,16.8,16.8,21000
11/30/2018 3:18:00 PM,17.1,17.1,17,17,10500
11/30/2018 3:17:00 PM,17.05,17.1,17,17,8750
11/30/2018 3:16:00 PM,17.2,17.2,17.05,17.05,8750
11/30/2018 3:15:00 PM,17.15,17.25,17.15,17.2,8750
11/30/2018 3:14:00 PM,17.2,17.2,17.15,17.15,3500
11/30/2018 3:13:00 PM,17.25,17.25,17.15,17.2,96250
11/30/2018 3:12:00 PM,17.35,17.35,17.25,17.25,29750
11/30/2018 3:11:00 PM,17.35,17.35,17.3,17.35,3500
11/30/2018 3:10:00 PM,17.3,17.35,17.3,17.35,3500
11/30/2018 3:09:00 PM,17.2,17.3,17.05,17.3,8750
11/30/2018 3:08:00 PM,17.2,17.2,17.2,17.2,0
11/30/2018 3:07:00 PM,17.2,17.2,17.2,17.2,0
11/30/2018 3:06:00 PM,17.2,17.2,17.2,17.2,1750
11/30/2018 3:05:00 PM,17.35,17.35,17.2,17.25,12250
11/30/2018 3:04:00 PM,17.2,17.35,17.2,17.35,3500
11/30/2018 3:03:00 PM,17.1,17.2,17.1,17.2,5250
11/30/2018 3:02:00 PM,17,17.1,17,17.1,1750
11/30/2018 3:01:00 PM,17.4,17.4,17,17,7000
11/30/2018 3:00:00 PM,17.4,17.4,17.35,17.4,3500
11/30/2018 2:59:00 PM,17.35,17.4,17.3,17.4,3500
11/30/2018 2:58:00 PM,17.45,17.45,17.35,17.35,3500
11/30/2018 2:57:00 PM,17.45,17.45,17.3,17.45,22750
11/30/2018 2:56:00 PM,17.4,17.55,17.4,17.45,21000
