Date,BANKNIFTY06DEC1826700PE O,BANKNIFTY06DEC1826700PE H,BANKNIFTY06DEC1826700PE L,BANKNIFTY06DEC1826700PE C,BANKNIFTY06DEC1826700PE V
11/30/2018 3:29:00 PM,136.7,136.8,134,135.4,28060
11/30/2018 3:28:00 PM,137.5,137.5,135.75,136.7,18060
11/30/2018 3:27:00 PM,138,138.35,136.2,137.5,15320
11/30/2018 3:26:00 PM,137.95,138.05,137,137.85,17780
11/30/2018 3:25:00 PM,136.3,138,136,137.45,15600
11/30/2018 3:24:00 PM,137.15,137.8,134.95,136.3,12800
11/30/2018 3:23:00 PM,135.6,137.75,133.85,137.15,20380
11/30/2018 3:22:00 PM,135.9,136.65,134.5,135.1,16040
11/30/2018 3:21:00 PM,136.6,136.7,135,136.35,13660
11/30/2018 3:20:00 PM,136.6,138.95,135.15,136.6,18360
11/30/2018 3:19:00 PM,138.95,139,136.7,136.75,19420
11/30/2018 3:18:00 PM,137.95,138.8,136.45,138.5,14380
11/30/2018 3:17:00 PM,136.85,138.5,134,137.95,16100
11/30/2018 3:16:00 PM,138.05,140,136.2,136.4,20720
11/30/2018 3:15:00 PM,139.9,141.6,138,138.95,30480
11/30/2018 3:14:00 PM,135.6,139.8,135.45,139.8,11720
11/30/2018 3:13:00 PM,137.55,139,134.5,134.75,7280
11/30/2018 3:12:00 PM,136.25,139.25,136.25,137.55,14860
11/30/2018 3:11:00 PM,136.65,137.65,134.5,136.75,8880
11/30/2018 3:10:00 PM,139.9,140,135.6,136.75,11460
11/30/2018 3:09:00 PM,133.35,140,133.35,140,19720
11/30/2018 3:08:00 PM,132.05,133.9,128.85,133.55,11080
11/30/2018 3:07:00 PM,135.55,135.55,131.4,131.8,9160
11/30/2018 3:06:00 PM,134.8,137.3,134.8,135.55,15120
11/30/2018 3:05:00 PM,135.6,137.85,134.7,135,11640
11/30/2018 3:04:00 PM,130.1,137,130.1,135.9,21360
11/30/2018 3:03:00 PM,132.85,134,129,130.1,22360
11/30/2018 3:02:00 PM,132.6,135.05,132.1,133,11960
11/30/2018 3:01:00 PM,132.2,134,130.6,131.95,10500
11/30/2018 3:00:00 PM,135.75,137.9,129.55,130.55,18100
11/30/2018 2:59:00 PM,142.8,142.8,135.1,135.1,17460
11/30/2018 2:58:00 PM,138,143,138,142.75,12560
11/30/2018 2:57:00 PM,138.95,141,137,138,9620
11/30/2018 2:56:00 PM,141.7,143.95,140,140,5720
11/30/2018 2:55:00 PM,141,142.55,138.05,141.9,14120
11/30/2018 2:54:00 PM,144.4,145.7,141.1,141.1,17700
11/30/2018 2:53:00 PM,138.1,146,138.1,143.95,24360
11/30/2018 2:52:00 PM,136.7,140,136.6,139.3,20520
11/30/2018 2:51:00 PM,130.95,136.4,130.75,136.2,16140
11/30/2018 2:50:00 PM,133.35,134,130,130.55,8360
11/30/2018 2:49:00 PM,131.55,133.95,129.8,133.7,20100
11/30/2018 2:48:00 PM,130.9,134.6,130.75,133.7,13140
11/30/2018 2:47:00 PM,134.85,134.85,128.65,130.4,31380
11/30/2018 2:46:00 PM,137.8,139.55,133.85,135.1,17360
11/30/2018 2:45:00 PM,131,138,131,138,16600
11/30/2018 2:44:00 PM,134.45,135.05,128.7,129.6,19880
11/30/2018 2:43:00 PM,135.55,135.95,134,134.25,10820
11/30/2018 2:42:00 PM,130.1,135.15,129.1,135.15,17180
11/30/2018 2:41:00 PM,130.05,131.4,128.2,129.7,20100
11/30/2018 2:40:00 PM,130.4,131.4,121.9,130.45,34520
11/30/2018 2:39:00 PM,146.1,147.05,131.2,131.2,37200
11/30/2018 2:38:00 PM,146.95,148.6,144.9,146.1,6480
11/30/2018 2:37:00 PM,146.55,148.4,144.8,146.95,7540
11/30/2018 2:36:00 PM,143,148.05,142.1,146.95,19240
11/30/2018 2:35:00 PM,153.5,154,141.95,143.5,37640
11/30/2018 2:34:00 PM,155.7,156.85,153.5,153.5,7760
11/30/2018 2:33:00 PM,153.35,158.3,153.35,155.7,8320
11/30/2018 2:32:00 PM,158.05,158.1,152.05,154.6,19140
11/30/2018 2:31:00 PM,163,164.5,158.05,158.05,12540
11/30/2018 2:30:00 PM,165.2,165.85,162,162,19240
11/30/2018 2:29:00 PM,162.35,165.25,158.9,164.95,15040
11/30/2018 2:28:00 PM,161.5,162.55,160.25,162.35,4240
11/30/2018 2:27:00 PM,162.7,163.25,158.9,160.05,13760
11/30/2018 2:26:00 PM,161.4,164.5,157.6,162.75,17120
11/30/2018 2:25:00 PM,162.1,162.95,160,160.65,17660
11/30/2018 2:24:00 PM,159,162.3,158,162.3,8900
11/30/2018 2:23:00 PM,158,159,155.5,159,7320
11/30/2018 2:22:00 PM,156.05,158.4,155.85,158,8620
11/30/2018 2:21:00 PM,161.85,161.85,153.05,156.05,17460
11/30/2018 2:20:00 PM,159.95,162.55,158.85,160.55,19300
11/30/2018 2:19:00 PM,158.75,160,157.2,160,10100
11/30/2018 2:18:00 PM,155.8,160,154.2,159.95,17960
11/30/2018 2:17:00 PM,152.1,153.95,151.5,153.65,9480
11/30/2018 2:16:00 PM,151,152.5,150.5,152.1,2660
11/30/2018 2:15:00 PM,152.7,153.35,150.2,151,1680
11/30/2018 2:14:00 PM,151.15,153.1,149.85,152.15,5660
11/30/2018 2:13:00 PM,151,154.55,149.65,151.15,8080
11/30/2018 2:12:00 PM,149.55,151.4,148.3,151,5380
11/30/2018 2:11:00 PM,151.35,151.6,147,149.55,11080
11/30/2018 2:10:00 PM,151.8,152.8,151,151.35,13260
11/30/2018 2:09:00 PM,148.05,151.75,147.6,151.05,18640
11/30/2018 2:08:00 PM,154.1,154.1,148.3,148.6,16620
11/30/2018 2:07:00 PM,157.1,157.1,154.1,154.1,7380
11/30/2018 2:06:00 PM,157.7,160.65,156.9,157.8,14080
11/30/2018 2:05:00 PM,152.8,157,152.8,157,8040
11/30/2018 2:04:00 PM,152.1,153.3,151,152.8,8480
11/30/2018 2:03:00 PM,153.8,154.95,152,152.1,4720
11/30/2018 2:02:00 PM,152.65,154.7,152.1,154,2900
11/30/2018 2:01:00 PM,153,154.35,151.05,152.65,3300
11/30/2018 2:00:00 PM,152,155.2,152,153,6460
11/30/2018 1:59:00 PM,154.45,154.45,150.8,152,3300
11/30/2018 1:58:00 PM,152.85,156,152.55,154.45,9160
11/30/2018 1:57:00 PM,152.4,154.55,149.9,152.85,15660
11/30/2018 1:56:00 PM,156.05,156.05,150.3,152.25,8300
11/30/2018 1:55:00 PM,154.15,157,154.15,156.05,7320
11/30/2018 1:54:00 PM,152.5,156.5,151.25,154.5,9400
11/30/2018 1:53:00 PM,155,156.9,152,152,5340
11/30/2018 1:52:00 PM,155.35,158.95,154,155,11940
11/30/2018 1:51:00 PM,154,156.8,151.6,155.35,8240
11/30/2018 1:50:00 PM,147.45,156,147.45,153.6,10520
11/30/2018 1:49:00 PM,154.1,155.65,146.85,147.45,13500
11/30/2018 1:48:00 PM,152.1,156,150.95,154.1,7720
11/30/2018 1:47:00 PM,154.9,156.05,151.2,152.1,5400
11/30/2018 1:46:00 PM,151.8,155.85,150.05,154.9,9840
11/30/2018 1:45:00 PM,154.8,155.2,150.5,151.8,5340
11/30/2018 1:44:00 PM,153.3,157.45,151.75,154.4,10240
11/30/2018 1:43:00 PM,150.5,154.65,149,153.25,11980
11/30/2018 1:42:00 PM,156.5,156.65,148.95,149.45,11800
11/30/2018 1:41:00 PM,158.2,159.05,153.65,156.5,15340
11/30/2018 1:40:00 PM,163.65,166,158.2,158.2,6720
11/30/2018 1:39:00 PM,161.65,166,160.85,164,11320
11/30/2018 1:38:00 PM,162.4,162.8,157.4,161.65,5200
11/30/2018 1:37:00 PM,159.4,161.55,157.25,161.45,4200
11/30/2018 1:36:00 PM,161.75,161.75,156.95,159.15,8080
11/30/2018 1:35:00 PM,160,164,159.8,161.8,7240
11/30/2018 1:34:00 PM,163.35,166,159.1,159.1,6660
11/30/2018 1:33:00 PM,164,167,160.05,163.35,10480
11/30/2018 1:32:00 PM,168.65,168.65,163.2,164,25260
11/30/2018 1:31:00 PM,157,169.65,156.75,169.1,19460
11/30/2018 1:30:00 PM,158.95,161,156.7,156.8,5300
11/30/2018 1:29:00 PM,161.15,161.8,159.75,159.85,5460
11/30/2018 1:28:00 PM,158,162,157.95,161.15,12180
11/30/2018 1:27:00 PM,159.25,159.25,157,158,1620
11/30/2018 1:26:00 PM,159.55,160.85,155.55,159.25,3780
11/30/2018 1:25:00 PM,154.45,158.55,154.3,158,7560
11/30/2018 1:24:00 PM,163,163.45,152.75,153.9,11700
11/30/2018 1:23:00 PM,161.05,164,159,163,11480
11/30/2018 1:22:00 PM,162.35,163,157.75,159.3,9680
11/30/2018 1:21:00 PM,159.25,162.75,159,162.35,12780
11/30/2018 1:20:00 PM,152.95,159.6,152.95,159.6,11420
11/30/2018 1:19:00 PM,150.55,153.3,149,152.95,8500
11/30/2018 1:18:00 PM,150.7,151.35,149.7,150.55,9140
11/30/2018 1:17:00 PM,150.25,154.6,150,151.65,8040
11/30/2018 1:16:00 PM,155,155.5,148.2,150.25,10240
11/30/2018 1:15:00 PM,157,157,154.05,154.6,6060
11/30/2018 1:14:00 PM,152,157.15,151.35,156.4,12760
11/30/2018 1:13:00 PM,148.7,152.4,148,151.35,13260
11/30/2018 1:12:00 PM,144.3,149,143.15,148.7,21020
11/30/2018 1:11:00 PM,151.65,153.25,139.35,142.5,74400
