Date,NIFTY18DEC10750CE O,NIFTY18DEC10750CE H,NIFTY18DEC10750CE L,NIFTY18DEC10750CE C,NIFTY18DEC10750CE V
11/30/2018 3:29:00 PM,292.6,292.6,292.55,292.55,75
11/30/2018 3:28:00 PM,292.6,292.6,292.6,292.6,0
11/30/2018 3:27:00 PM,292.6,292.6,292.6,292.6,75
11/30/2018 3:26:00 PM,290.75,292.45,290.75,292.45,525
11/30/2018 3:25:00 PM,291.65,291.65,290.75,290.75,75
11/30/2018 3:24:00 PM,291.65,291.65,291.65,291.65,0
11/30/2018 3:23:00 PM,290.6,291.65,290.6,291.65,75
11/30/2018 3:22:00 PM,290.8,291.2,290.6,290.6,375
11/30/2018 3:21:00 PM,289.05,290.8,289.05,290.8,75
11/30/2018 3:20:00 PM,289.05,289.05,289.05,289.05,75
11/30/2018 3:19:00 PM,286,288,286,288,150
11/30/2018 3:18:00 PM,286.3,286.3,285.5,286,375
11/30/2018 3:17:00 PM,281.95,286.3,281.95,286.3,150
11/30/2018 3:16:00 PM,281.95,281.95,281.95,281.95,0
11/30/2018 3:15:00 PM,285.25,285.25,281.95,281.95,225
11/30/2018 3:14:00 PM,284.75,285.25,284.75,285.25,75
11/30/2018 3:13:00 PM,284.75,284.75,284.75,284.75,0
11/30/2018 3:12:00 PM,284.75,284.75,284.75,284.75,0
11/30/2018 3:11:00 PM,286.8,286.8,284.75,284.75,75
11/30/2018 3:10:00 PM,286.8,286.8,286.8,286.8,0
11/30/2018 3:09:00 PM,286.8,286.8,286.8,286.8,0
11/30/2018 3:08:00 PM,284,287.35,284,286.8,300
11/30/2018 3:07:00 PM,284,284,284,284,0
11/30/2018 3:06:00 PM,284,284,284,284,0
11/30/2018 3:05:00 PM,282.5,284,282.5,284,75
11/30/2018 3:04:00 PM,282.5,282.5,282.5,282.5,0
11/30/2018 3:03:00 PM,278.8,282.5,278.8,282.5,75
11/30/2018 3:02:00 PM,278.8,278.8,278.8,278.8,0
11/30/2018 3:01:00 PM,276.1,278.8,276.1,278.8,75
11/30/2018 3:00:00 PM,270.75,276.1,270.75,276.1,75
11/30/2018 2:59:00 PM,270.75,270.75,270.75,270.75,0
11/30/2018 2:58:00 PM,270.75,270.75,270.75,270.75,0
11/30/2018 2:57:00 PM,270.75,270.75,270.75,270.75,0
11/30/2018 2:56:00 PM,269.7,271,269.7,270.75,225
11/30/2018 2:55:00 PM,269.7,269.7,269.7,269.7,0
11/30/2018 2:54:00 PM,272.05,272.05,267.85,269.7,150
11/30/2018 2:53:00 PM,271.55,272.05,270.6,272.05,300
11/30/2018 2:52:00 PM,275.05,279.15,271.55,271.55,375
11/30/2018 2:51:00 PM,281,281,275.05,275.05,75
11/30/2018 2:50:00 PM,283.3,283.3,281,281,300
11/30/2018 2:49:00 PM,283.3,283.3,283.3,283.3,0
11/30/2018 2:48:00 PM,281.15,283.75,281.15,283.3,150
11/30/2018 2:47:00 PM,281.15,281.15,281.15,281.15,0
11/30/2018 2:46:00 PM,281.15,281.15,281.15,281.15,0
11/30/2018 2:45:00 PM,281.15,281.15,281.15,281.15,0
11/30/2018 2:44:00 PM,281.15,281.15,281.15,281.15,0
11/30/2018 2:43:00 PM,281.15,281.15,281.15,281.15,0
11/30/2018 2:42:00 PM,285,285,281.15,281.15,150
11/30/2018 2:41:00 PM,289.45,289.45,285,285,75
11/30/2018 2:40:00 PM,279.25,289.45,279.25,289.45,525
11/30/2018 2:39:00 PM,279.25,279.25,279.25,279.25,0
11/30/2018 2:38:00 PM,276.9,279.25,276.9,279.25,75
11/30/2018 2:37:00 PM,276.9,276.9,276.9,276.9,0
11/30/2018 2:36:00 PM,281.8,281.8,276.9,276.9,225
11/30/2018 2:35:00 PM,274.55,281.8,274.55,281.8,675
11/30/2018 2:34:00 PM,270.45,274.55,270.45,274.55,75
11/30/2018 2:33:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:32:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:31:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:30:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:29:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:28:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:27:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:26:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:25:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:24:00 PM,270.45,270.45,270.45,270.45,0
11/30/2018 2:23:00 PM,265.25,270.45,265.25,270.45,75
11/30/2018 2:22:00 PM,265.25,265.25,265.25,265.25,0
11/30/2018 2:21:00 PM,262.55,265.25,262.55,265.25,225
11/30/2018 2:20:00 PM,264.95,264.95,262.55,262.55,75
11/30/2018 2:19:00 PM,267.35,267.35,264.95,264.95,75
11/30/2018 2:18:00 PM,272,272,263.7,267.35,450
11/30/2018 2:17:00 PM,272,272,272,272,0
11/30/2018 2:16:00 PM,272,272,272,272,0
11/30/2018 2:15:00 PM,272,272,272,272,0
11/30/2018 2:14:00 PM,272,272,272,272,0
11/30/2018 2:13:00 PM,272,272,272,272,0
11/30/2018 2:12:00 PM,272,272,272,272,0
11/30/2018 2:11:00 PM,271.1,272,271.1,272,75
11/30/2018 2:10:00 PM,272.9,272.9,271.1,271.1,450
11/30/2018 2:09:00 PM,268.45,272.9,268.45,272.9,75
11/30/2018 2:08:00 PM,268.45,268.45,268.45,268.45,0
11/30/2018 2:07:00 PM,268.45,268.45,268.45,268.45,0
11/30/2018 2:06:00 PM,278.35,278.35,268.45,268.45,450
11/30/2018 2:05:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 2:04:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 2:03:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 2:02:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 2:01:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 2:00:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:59:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:58:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:57:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:56:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:55:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:54:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:53:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:52:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:51:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:50:00 PM,278.35,278.35,278.35,278.35,0
11/30/2018 1:49:00 PM,276.1,278.35,276.1,278.35,150
11/30/2018 1:48:00 PM,274.5,276.1,274.5,276.1,75
11/30/2018 1:47:00 PM,276.6,276.6,274.5,274.5,75
11/30/2018 1:46:00 PM,277.9,277.9,276.6,276.6,75
11/30/2018 1:45:00 PM,277.9,277.9,277.9,277.9,0
11/30/2018 1:44:00 PM,277.9,277.9,277.9,277.9,0
11/30/2018 1:43:00 PM,278.9,278.9,277.7,277.9,150
11/30/2018 1:42:00 PM,270.75,278.9,270.75,278.9,150
11/30/2018 1:41:00 PM,270.75,270.75,270.75,270.75,0
11/30/2018 1:40:00 PM,270.75,270.75,270.75,270.75,0
11/30/2018 1:39:00 PM,275.8,275.8,270.75,270.75,150
11/30/2018 1:38:00 PM,275.8,275.8,275.8,275.8,0
11/30/2018 1:37:00 PM,271.05,275.8,271.05,275.8,300
11/30/2018 1:36:00 PM,271.05,271.05,271.05,271.05,0
11/30/2018 1:35:00 PM,271.05,271.05,271.05,271.05,0
11/30/2018 1:34:00 PM,271.2,271.65,271.05,271.05,225
11/30/2018 1:33:00 PM,270.5,271.8,270.5,271.2,225
11/30/2018 1:32:00 PM,268.55,271.75,268.55,270.5,900
11/30/2018 1:31:00 PM,278.3,278.3,268.55,268.55,975
11/30/2018 1:30:00 PM,276.75,278.55,276.75,278.3,225
11/30/2018 1:29:00 PM,275.05,276.75,275.05,276.75,75
11/30/2018 1:28:00 PM,275.45,275.6,275.05,275.05,600
11/30/2018 1:27:00 PM,275.45,275.45,275.45,275.45,0
11/30/2018 1:26:00 PM,275.45,275.45,275.45,275.45,0
11/30/2018 1:25:00 PM,275.45,275.45,275.45,275.45,0
11/30/2018 1:24:00 PM,275.45,275.45,275.45,275.45,0
11/30/2018 1:23:00 PM,275.45,275.45,275.45,275.45,0
11/30/2018 1:22:00 PM,275.45,275.45,275.45,275.45,0
11/30/2018 1:21:00 PM,277.85,277.85,275.45,275.45,300
11/30/2018 1:20:00 PM,280.5,280.5,277.85,277.85,75
11/30/2018 1:19:00 PM,280.5,280.5,280.5,280.5,0
11/30/2018 1:18:00 PM,280.5,280.5,280.5,280.5,0
11/30/2018 1:17:00 PM,282.7,282.7,280.5,280.5,75
11/30/2018 1:16:00 PM,282.7,282.7,282.7,282.7,0
11/30/2018 1:15:00 PM,282.7,282.7,282.7,282.7,0
11/30/2018 1:14:00 PM,284.1,284.1,280.85,282.7,150
11/30/2018 1:13:00 PM,284.1,284.1,284.1,284.1,0
11/30/2018 1:12:00 PM,284.85,284.85,284.1,284.1,675
11/30/2018 1:11:00 PM,281.25,284.85,281.25,284.85,1350
11/30/2018 1:10:00 PM,283.35,283.35,281.25,281.25,300
11/30/2018 1:09:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 1:08:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 1:07:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 1:06:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 1:05:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 1:04:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 1:03:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 1:02:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 1:01:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 1:00:00 PM,283.35,283.35,283.35,283.35,0
11/30/2018 12:59:00 PM,281.4,283.35,281.4,283.35,750
11/30/2018 12:58:00 PM,277.9,281.4,277.9,281.4,150
