Date,NIFTY18DEC10750PE O,NIFTY18DEC10750PE H,NIFTY18DEC10750PE L,NIFTY18DEC10750PE C,NIFTY18DEC10750PE V
11/30/2018 3:29:00 PM,137.55,139.75,137.55,139.45,675
11/30/2018 3:28:00 PM,138,138.45,137.55,137.55,450
11/30/2018 3:27:00 PM,138,138,137.55,138,825
11/30/2018 3:26:00 PM,139.8,139.95,138.3,138.65,1650
11/30/2018 3:25:00 PM,139.7,139.8,139.35,139.8,450
11/30/2018 3:24:00 PM,140.35,140.35,139.7,139.7,150
11/30/2018 3:23:00 PM,139.8,140.35,138.65,140.35,1275
11/30/2018 3:22:00 PM,139.85,140.4,138.95,139.8,1275
11/30/2018 3:21:00 PM,141.15,141.15,139.55,139.95,1500
11/30/2018 3:20:00 PM,141.3,141.55,141,141.15,675
11/30/2018 3:19:00 PM,142.5,142.5,141.1,141.3,1275
11/30/2018 3:18:00 PM,142.5,142.5,142.1,142.5,825
11/30/2018 3:17:00 PM,142.1,142.5,141.9,142.5,1050
11/30/2018 3:16:00 PM,145.85,145.85,142.1,142.1,675
11/30/2018 3:15:00 PM,145.5,146.1,144.8,145.85,2100
11/30/2018 3:14:00 PM,144.55,145.5,143.45,145.5,1200
11/30/2018 3:13:00 PM,144.2,144.55,144.2,144.55,225
11/30/2018 3:12:00 PM,143.9,144.6,143.9,144.2,2850
11/30/2018 3:11:00 PM,146.5,147,143.9,143.9,1950
11/30/2018 3:10:00 PM,145,146.5,145,146.5,150
11/30/2018 3:09:00 PM,144.4,145,144.4,145,450
11/30/2018 3:08:00 PM,143.2,144.4,141.75,144.4,4425
11/30/2018 3:07:00 PM,147.55,147.55,143.2,143.2,1575
11/30/2018 3:06:00 PM,147.55,147.55,147.55,147.55,0
11/30/2018 3:05:00 PM,149,149,147.55,147.55,375
11/30/2018 3:04:00 PM,147,149,147,149,525
11/30/2018 3:03:00 PM,148.1,148.1,147,147,225
11/30/2018 3:02:00 PM,148.7,149,148,148.1,1650
11/30/2018 3:01:00 PM,150.8,150.8,148.7,148.7,525
11/30/2018 3:00:00 PM,155.15,155.15,150.8,150.8,825
11/30/2018 2:59:00 PM,157,157,155.15,155.15,2025
11/30/2018 2:58:00 PM,155.6,157,155.15,157,375
11/30/2018 2:57:00 PM,155.05,155.6,155.05,155.6,225
11/30/2018 2:56:00 PM,155.6,155.6,155.05,155.05,75
