Date,BANKNIFTY06DEC1827200CE O,BANKNIFTY06DEC1827200CE H,BANKNIFTY06DEC1827200CE L,BANKNIFTY06DEC1827200CE C,BANKNIFTY06DEC1827200CE V
11/30/2018 3:29:00 PM,79.55,80,78.2,79,24140
11/30/2018 3:28:00 PM,81.5,81.6,79,79.5,25240
11/30/2018 3:27:00 PM,81.55,81.65,80.5,81.4,21000
11/30/2018 3:26:00 PM,81,81.75,80.5,81.15,14760
11/30/2018 3:25:00 PM,82.85,83.4,81,81,26040
11/30/2018 3:24:00 PM,83.15,83.8,82.4,83.45,16940
11/30/2018 3:23:00 PM,85.95,86.05,82.85,82.85,33680
11/30/2018 3:22:00 PM,85.75,86.55,85.55,86.05,13940
11/30/2018 3:21:00 PM,86.15,86.6,85.05,85.55,13800
11/30/2018 3:20:00 PM,86,86.6,84.1,85.75,39700
11/30/2018 3:19:00 PM,83.75,86.5,83.75,85.9,14440
11/30/2018 3:18:00 PM,84.3,85.35,83.75,84.65,11200
11/30/2018 3:17:00 PM,85,86.05,84.05,84.3,16160
11/30/2018 3:16:00 PM,82.3,85,81.9,84.95,30880
11/30/2018 3:15:00 PM,82.15,83,81.2,81.75,39740
11/30/2018 3:14:00 PM,84.05,84.55,82.5,82.55,10980
11/30/2018 3:13:00 PM,83.85,84.7,82.05,84.7,9360
11/30/2018 3:12:00 PM,84,84.4,81.3,83.6,22520
11/30/2018 3:11:00 PM,83.9,85.25,83.35,84.45,15860
11/30/2018 3:10:00 PM,81.05,84.65,81.05,83.7,21120
11/30/2018 3:09:00 PM,88,88.15,81.85,81.85,40300
11/30/2018 3:08:00 PM,89.4,91.25,88,88,25900
11/30/2018 3:07:00 PM,87.2,89.8,87.2,89.3,14280
11/30/2018 3:06:00 PM,88.3,88.3,86,87.2,16900
11/30/2018 3:05:00 PM,87.6,88.6,86.85,88.15,13620
11/30/2018 3:04:00 PM,91.45,91.45,86.55,87.8,18580
11/30/2018 3:03:00 PM,89.95,92.4,88.95,91.45,21620
11/30/2018 3:02:00 PM,89.9,90.35,88,90,18540
