Date,ZINC18NOVFUT O,ZINC18NOVFUT H,ZINC18NOVFUT L,ZINC18NOVFUT C,ZINC18NOVFUT V
11/27/2018 12:40:00 PM,176.25,176.3,176.25,176.3,9
11/27/2018 12:39:00 PM,176.3,176.3,176.25,176.25,6
11/27/2018 12:38:00 PM,176.35,176.35,176.3,176.3,14
11/27/2018 12:37:00 PM,176.3,176.35,176.3,176.35,3
11/27/2018 12:36:00 PM,176.25,176.3,176.25,176.3,11
11/27/2018 12:35:00 PM,176.3,176.35,176.25,176.25,13
11/27/2018 12:34:00 PM,176.3,176.3,176.25,176.3,14
11/27/2018 12:33:00 PM,176.35,176.35,176.3,176.3,5
11/27/2018 12:32:00 PM,176.35,176.35,176.3,176.35,8
11/27/2018 12:31:00 PM,176.3,176.35,176.3,176.35,9
11/27/2018 12:30:00 PM,176.3,176.3,176.25,176.3,20
11/27/2018 12:29:00 PM,176.3,176.35,176.25,176.3,34
11/27/2018 12:28:00 PM,176.4,176.45,176.3,176.3,29
11/27/2018 12:27:00 PM,176.5,176.5,176.4,176.4,13
11/27/2018 12:26:00 PM,176.6,176.6,176.45,176.5,26
11/27/2018 12:25:00 PM,176.55,176.65,176.55,176.6,37
11/27/2018 12:24:00 PM,176.55,176.6,176.5,176.55,8
11/27/2018 12:23:00 PM,176.7,176.7,176.45,176.55,10
11/27/2018 12:22:00 PM,176.45,176.7,176.45,176.7,40
11/27/2018 12:21:00 PM,176.45,176.45,176.4,176.45,17
11/27/2018 12:20:00 PM,176.4,176.5,176.4,176.45,12
11/27/2018 12:19:00 PM,176.3,176.4,176.25,176.4,58
11/27/2018 12:18:00 PM,176.35,176.35,176.3,176.3,18
11/27/2018 12:17:00 PM,176.45,176.5,176.4,176.4,18
11/27/2018 12:16:00 PM,176.4,176.45,176.4,176.45,6
11/27/2018 12:15:00 PM,176.4,176.4,176.3,176.4,17
11/27/2018 12:14:00 PM,176.3,176.35,176.25,176.3,36
11/27/2018 12:13:00 PM,176.6,176.6,176.3,176.3,22
11/27/2018 12:12:00 PM,176.5,176.65,176.5,176.55,25
11/27/2018 12:11:00 PM,176.4,176.55,176.4,176.5,45
11/27/2018 12:10:00 PM,176.35,176.45,176.3,176.4,21
11/27/2018 12:09:00 PM,176.45,176.5,176.4,176.4,22
11/27/2018 12:08:00 PM,176.55,176.55,176.45,176.45,11
11/27/2018 12:07:00 PM,176.45,176.5,176.45,176.5,2
11/27/2018 12:06:00 PM,176.45,176.55,176.4,176.45,23
11/27/2018 12:05:00 PM,176.5,176.5,176.45,176.45,5
11/27/2018 12:04:00 PM,176.4,176.5,176.4,176.5,21
11/27/2018 12:03:00 PM,176.65,176.65,176.35,176.4,57
11/27/2018 12:02:00 PM,176.75,176.75,176.65,176.65,22
11/27/2018 12:01:00 PM,176.75,176.85,176.65,176.85,29
11/27/2018 12:00:00 PM,176.75,176.8,176.7,176.75,30
11/27/2018 11:59:00 AM,176.8,176.85,176.7,176.75,18
11/27/2018 11:58:00 AM,176.7,176.85,176.65,176.8,56
11/27/2018 11:57:00 AM,176.65,176.7,176.6,176.65,16
11/27/2018 11:56:00 AM,176.7,176.7,176.6,176.7,14
11/27/2018 11:55:00 AM,176.6,176.7,176.5,176.7,41
11/27/2018 11:54:00 AM,176.6,176.7,176.6,176.6,52
11/27/2018 11:53:00 AM,176.8,176.8,176.6,176.6,33
11/27/2018 11:52:00 AM,176.75,176.8,176.7,176.8,48
11/27/2018 11:51:00 AM,176.9,176.95,176.75,176.75,69
11/27/2018 11:50:00 AM,176.65,176.95,176.65,176.9,77
11/27/2018 11:49:00 AM,176.55,176.7,176.55,176.65,37
11/27/2018 11:48:00 AM,176.55,176.6,176.5,176.55,31
11/27/2018 11:47:00 AM,176.35,176.6,176.35,176.55,94
11/27/2018 11:46:00 AM,176.3,176.45,176.25,176.35,42
11/27/2018 11:45:00 AM,176.2,176.35,176.2,176.3,25
11/27/2018 11:44:00 AM,176.3,176.3,176.2,176.2,4
11/27/2018 11:43:00 AM,176.2,176.3,176.2,176.3,27
11/27/2018 11:42:00 AM,176.3,176.3,176.2,176.2,21
11/27/2018 11:41:00 AM,176.15,176.3,176.15,176.3,20
11/27/2018 11:40:00 AM,176.3,176.35,176.15,176.15,22
11/27/2018 11:39:00 AM,176.3,176.35,176.3,176.3,27
11/27/2018 11:38:00 AM,176.25,176.35,176.25,176.3,21
11/27/2018 11:37:00 AM,176.3,176.3,176.25,176.25,39
11/27/2018 11:36:00 AM,176.4,176.45,176.3,176.3,30
11/27/2018 11:35:00 AM,176.2,176.45,176.2,176.4,72
11/27/2018 11:34:00 AM,176,176.2,176,176.2,21
11/27/2018 11:33:00 AM,175.95,176.05,175.95,176,24
11/27/2018 11:32:00 AM,176,176.05,175.95,175.95,70
11/27/2018 11:31:00 AM,176.1,176.15,176,176,58
11/27/2018 11:30:00 AM,176.25,176.25,176,176.1,35
11/27/2018 11:29:00 AM,176.3,176.35,176.2,176.25,38
11/27/2018 11:28:00 AM,176.5,176.5,176.3,176.4,34
11/27/2018 11:27:00 AM,176.3,176.5,176.3,176.5,33
11/27/2018 11:26:00 AM,176.35,176.35,176.25,176.3,12
11/27/2018 11:25:00 AM,176.3,176.35,176.25,176.3,21
11/27/2018 11:24:00 AM,176.45,176.45,176.2,176.3,59
11/27/2018 11:23:00 AM,176,176.35,176,176.35,44
11/27/2018 11:22:00 AM,176,176,175.95,176,15
11/27/2018 11:21:00 AM,176,176.05,175.9,176,22
11/27/2018 11:20:00 AM,176.05,176.05,175.9,176,42
11/27/2018 11:19:00 AM,176,176.1,176,176.05,24
11/27/2018 11:18:00 AM,175.95,176.05,175.95,176,68
11/27/2018 11:17:00 AM,176.15,176.15,175.95,175.95,69
11/27/2018 11:16:00 AM,176.2,176.25,176.05,176.15,88
11/27/2018 11:15:00 AM,176.3,176.35,176.1,176.2,93
11/27/2018 11:14:00 AM,176.25,176.35,176.25,176.3,20
11/27/2018 11:13:00 AM,176.25,176.4,176.25,176.25,33
11/27/2018 11:12:00 AM,176.15,176.25,176.15,176.25,36
11/27/2018 11:11:00 AM,176.25,176.25,176.15,176.15,29
11/27/2018 11:10:00 AM,176.25,176.4,176.2,176.2,60
11/27/2018 11:09:00 AM,176.15,176.35,176.15,176.25,73
11/27/2018 11:08:00 AM,176.05,176.2,176,176.15,87
11/27/2018 11:07:00 AM,176.1,176.1,175.95,176.05,102
11/27/2018 11:06:00 AM,176.15,176.25,176.1,176.1,92
11/27/2018 11:05:00 AM,176.1,176.2,176.05,176.15,68
11/27/2018 11:04:00 AM,176.35,176.35,176.05,176.1,116
11/27/2018 11:03:00 AM,176.45,176.45,176.3,176.35,82
11/27/2018 11:02:00 AM,176.45,176.55,176.4,176.45,66
11/27/2018 11:01:00 AM,176.5,176.55,176.45,176.45,85
11/27/2018 11:00:00 AM,176.9,176.9,176.5,176.5,104
11/27/2018 10:59:00 AM,176.9,176.9,176.85,176.9,16
11/27/2018 10:58:00 AM,176.9,176.9,176.85,176.9,7
11/27/2018 10:57:00 AM,176.9,176.95,176.85,176.85,14
11/27/2018 10:56:00 AM,176.95,176.95,176.9,176.9,6
11/27/2018 10:55:00 AM,177,177,176.95,176.95,16
11/27/2018 10:54:00 AM,176.95,177,176.9,177,9
11/27/2018 10:53:00 AM,176.9,176.95,176.9,176.95,13
11/27/2018 10:52:00 AM,176.9,176.9,176.9,176.9,7
11/27/2018 10:51:00 AM,176.9,176.9,176.85,176.9,27
11/27/2018 10:50:00 AM,176.85,176.9,176.85,176.9,12
11/27/2018 10:49:00 AM,176.85,176.9,176.85,176.85,28
11/27/2018 10:48:00 AM,176.85,176.9,176.85,176.85,4
11/27/2018 10:47:00 AM,176.85,176.9,176.8,176.85,24
11/27/2018 10:46:00 AM,176.9,176.9,176.85,176.85,28
11/27/2018 10:45:00 AM,176.9,176.95,176.85,176.85,28
11/27/2018 10:44:00 AM,176.95,176.95,176.9,176.9,3
11/27/2018 10:43:00 AM,176.95,176.95,176.95,176.95,2
11/27/2018 10:42:00 AM,176.9,176.95,176.85,176.95,7
11/27/2018 10:41:00 AM,176.9,176.95,176.9,176.9,6
11/27/2018 10:40:00 AM,176.95,176.95,176.9,176.9,1
11/27/2018 10:39:00 AM,176.95,176.95,176.95,176.95,6
11/27/2018 10:38:00 AM,176.9,176.95,176.9,176.95,10
11/27/2018 10:37:00 AM,176.95,176.95,176.9,176.9,15
11/27/2018 10:36:00 AM,176.95,176.95,176.95,176.95,0
11/27/2018 10:35:00 AM,176.95,176.95,176.95,176.95,3
11/27/2018 10:34:00 AM,177,177,176.95,176.95,1
11/27/2018 10:33:00 AM,176.95,177,176.95,177,10
11/27/2018 10:32:00 AM,177.05,177.05,176.95,176.95,45
11/27/2018 10:31:00 AM,177.05,177.05,177,177.05,8
11/27/2018 10:30:00 AM,177,177.05,177,177.05,9
11/27/2018 10:29:00 AM,176.9,177,176.9,177,21
11/27/2018 10:28:00 AM,176.95,176.95,176.9,176.9,25
11/27/2018 10:27:00 AM,176.95,176.95,176.85,176.9,28
11/27/2018 10:26:00 AM,176.95,177,176.9,176.95,21
11/27/2018 10:25:00 AM,177,177,176.95,176.95,27
11/27/2018 10:24:00 AM,176.95,177,176.95,177,34
11/27/2018 10:23:00 AM,176.95,176.95,176.9,176.95,11
11/27/2018 10:22:00 AM,177,177,176.9,176.95,23
11/27/2018 10:21:00 AM,176.95,177,176.95,177,22
11/27/2018 10:20:00 AM,176.95,177,176.95,176.95,11
11/27/2018 10:19:00 AM,177,177,176.95,176.95,24
11/27/2018 10:18:00 AM,177,177.05,176.95,177,54
11/27/2018 10:17:00 AM,177,177.05,176.95,177,44
11/27/2018 10:16:00 AM,176.95,177,176.95,177,60
11/27/2018 10:15:00 AM,176.9,176.95,176.9,176.95,7
11/27/2018 10:14:00 AM,176.9,176.95,176.85,176.9,38
11/27/2018 10:13:00 AM,176.85,176.9,176.8,176.9,23
11/27/2018 10:12:00 AM,176.95,176.95,176.85,176.85,77
11/27/2018 10:11:00 AM,176.9,176.95,176.9,176.95,35
11/27/2018 10:10:00 AM,176.9,176.9,176.85,176.9,27
11/27/2018 10:09:00 AM,176.8,176.9,176.8,176.9,21
11/27/2018 10:08:00 AM,176.8,176.85,176.8,176.8,36
11/27/2018 10:07:00 AM,176.8,176.9,176.75,176.8,48
11/27/2018 10:06:00 AM,176.85,176.85,176.8,176.8,44
11/27/2018 10:05:00 AM,176.85,176.85,176.8,176.85,40
11/27/2018 10:04:00 AM,176.85,176.9,176.8,176.85,65
11/27/2018 10:03:00 AM,176.95,177,176.8,176.8,58
11/27/2018 10:02:00 AM,177,177,176.9,176.95,83
11/27/2018 10:01:00 AM,176.95,177,176.9,177,102
11/27/2018 10:00:00 AM,177.1,177.1,176.8,176.95,79
11/26/2018 11:54:00 PM,180.15,180.35,180,180.35,40
11/26/2018 11:53:00 PM,180,180.1,179.95,180.1,31
11/26/2018 11:52:00 PM,180.05,180.05,180,180,16
11/26/2018 11:51:00 PM,180.05,180.25,180.05,180.05,77
11/26/2018 11:50:00 PM,179.9,180.05,179.85,180.05,54
11/26/2018 11:49:00 PM,179.85,179.9,179.8,179.9,45
11/26/2018 11:48:00 PM,179.85,179.9,179.85,179.85,19
11/26/2018 11:47:00 PM,179.85,179.9,179.8,179.85,18
11/26/2018 11:46:00 PM,179.8,179.85,179.7,179.85,29
11/26/2018 11:45:00 PM,179.8,179.9,179.75,179.8,73
11/26/2018 11:44:00 PM,179.8,179.85,179.8,179.8,42
11/26/2018 11:43:00 PM,179.75,179.8,179.75,179.8,5
11/26/2018 11:42:00 PM,179.75,179.85,179.7,179.75,48
11/26/2018 11:41:00 PM,179.8,179.9,179.75,179.75,117
11/26/2018 11:40:00 PM,179.8,179.9,179.7,179.8,127
11/26/2018 11:39:00 PM,179.8,179.8,179.75,179.8,26
11/26/2018 11:38:00 PM,179.75,179.8,179.7,179.8,24
11/26/2018 11:37:00 PM,179.8,179.8,179.75,179.75,7
11/26/2018 11:36:00 PM,179.8,179.8,179.7,179.8,24
11/26/2018 11:35:00 PM,179.75,179.8,179.75,179.8,31
11/26/2018 11:34:00 PM,179.8,179.8,179.75,179.75,10
11/26/2018 11:33:00 PM,179.7,179.8,179.7,179.8,34
11/26/2018 11:32:00 PM,179.8,179.8,179.6,179.7,48
11/26/2018 11:31:00 PM,179.8,179.85,179.75,179.8,16
11/26/2018 11:30:00 PM,179.8,179.8,179.65,179.8,31
11/26/2018 11:29:00 PM,179.7,179.75,179.7,179.75,13
11/26/2018 11:28:00 PM,179.7,179.75,179.7,179.7,15
11/26/2018 11:27:00 PM,179.6,179.7,179.6,179.7,8
11/26/2018 11:26:00 PM,179.6,179.7,179.5,179.6,28
11/26/2018 11:25:00 PM,179.75,179.8,179.6,179.6,47
11/26/2018 11:24:00 PM,179.8,179.8,179.75,179.75,13
11/26/2018 11:23:00 PM,179.9,179.9,179.8,179.8,7
11/26/2018 11:22:00 PM,179.75,179.95,179.75,179.9,39
11/26/2018 11:21:00 PM,179.7,179.75,179.7,179.75,8
11/26/2018 11:20:00 PM,179.7,179.7,179.7,179.7,0
11/26/2018 11:19:00 PM,179.65,179.7,179.65,179.7,15
11/26/2018 11:18:00 PM,179.65,179.65,179.6,179.65,28
11/26/2018 11:17:00 PM,179.7,179.7,179.65,179.65,17
11/26/2018 11:16:00 PM,179.6,179.7,179.6,179.7,19
11/26/2018 11:15:00 PM,179.45,179.65,179.45,179.6,45
11/26/2018 11:14:00 PM,179.5,179.5,179.45,179.45,8
11/26/2018 11:13:00 PM,179.4,179.5,179.35,179.5,13
11/26/2018 11:12:00 PM,179.55,179.55,179.3,179.4,73
11/26/2018 11:11:00 PM,179.6,179.65,179.55,179.55,40
11/26/2018 11:10:00 PM,179.6,179.65,179.55,179.6,27
11/26/2018 11:09:00 PM,179.8,179.8,179.6,179.6,46
11/26/2018 11:08:00 PM,179.8,179.8,179.8,179.8,2
11/26/2018 11:07:00 PM,179.85,179.85,179.75,179.8,19
11/26/2018 11:06:00 PM,179.85,179.85,179.8,179.8,20
11/26/2018 11:05:00 PM,179.85,179.9,179.8,179.8,47
11/26/2018 11:04:00 PM,179.9,179.9,179.85,179.85,11
11/26/2018 11:03:00 PM,179.95,179.95,179.9,179.9,19
11/26/2018 11:02:00 PM,179.9,179.95,179.9,179.95,28
11/26/2018 11:01:00 PM,179.9,179.95,179.9,179.9,5
11/26/2018 11:00:00 PM,180,180,179.9,179.9,18
11/26/2018 10:59:00 PM,180,180.05,180,180,28
11/26/2018 10:58:00 PM,179.85,180,179.85,180,8
11/26/2018 10:57:00 PM,179.85,179.85,179.8,179.85,9
11/26/2018 10:56:00 PM,179.85,179.85,179.8,179.85,9
11/26/2018 10:55:00 PM,179.9,179.9,179.85,179.85,10
11/26/2018 10:54:00 PM,179.9,179.9,179.9,179.9,7
11/26/2018 10:53:00 PM,179.9,179.9,179.9,179.9,19
11/26/2018 10:52:00 PM,179.9,179.9,179.9,179.9,8
11/26/2018 10:51:00 PM,179.9,179.9,179.9,179.9,4
11/26/2018 10:50:00 PM,179.9,179.95,179.8,179.9,28
11/26/2018 10:49:00 PM,180,180,179.8,179.9,22
11/26/2018 10:48:00 PM,180,180.05,180,180,12
11/26/2018 10:47:00 PM,179.95,180.05,179.95,180,8
11/26/2018 10:46:00 PM,180.05,180.05,179.95,179.95,20
11/26/2018 10:45:00 PM,180.05,180.05,180,180.05,14
11/26/2018 10:44:00 PM,180,180,180,180,1
11/26/2018 10:43:00 PM,179.95,180,179.95,180,6
11/26/2018 10:42:00 PM,179.95,180,179.95,179.95,23
11/26/2018 10:41:00 PM,179.95,180,179.9,179.95,11
11/26/2018 10:40:00 PM,179.9,179.95,179.9,179.9,9
11/26/2018 10:39:00 PM,179.95,179.95,179.9,179.9,12
11/26/2018 10:38:00 PM,179.75,179.95,179.75,179.95,4
11/26/2018 10:37:00 PM,179.95,179.95,179.75,179.75,17
11/26/2018 10:36:00 PM,179.85,179.95,179.85,179.95,9
11/26/2018 10:35:00 PM,179.85,179.9,179.85,179.85,4
11/26/2018 10:34:00 PM,179.8,179.85,179.75,179.8,19
11/26/2018 10:33:00 PM,180,180,179.8,179.8,40
11/26/2018 10:32:00 PM,180.1,180.1,180.05,180.05,5
11/26/2018 10:31:00 PM,180,180.1,180,180.1,6
11/26/2018 10:30:00 PM,179.95,180,179.95,180,13
11/26/2018 10:29:00 PM,180.05,180.05,179.95,179.95,13
11/26/2018 10:28:00 PM,179.95,180.05,179.95,180.05,21
11/26/2018 10:27:00 PM,179.9,179.95,179.9,179.95,9
11/26/2018 10:26:00 PM,179.95,179.95,179.95,179.95,5
11/26/2018 10:25:00 PM,180.05,180.05,179.95,179.95,18
11/26/2018 10:24:00 PM,179.95,180,179.95,180,18
11/26/2018 10:23:00 PM,180,180,179.95,179.95,4
11/26/2018 10:22:00 PM,179.95,180,179.95,180,5
11/26/2018 10:21:00 PM,179.85,179.95,179.85,179.95,12
11/26/2018 10:20:00 PM,179.85,179.95,179.85,179.85,10
11/26/2018 10:19:00 PM,179.95,179.95,179.85,179.85,19
11/26/2018 10:18:00 PM,179.9,179.95,179.9,179.95,3
11/26/2018 10:17:00 PM,179.9,179.9,179.9,179.9,1
11/26/2018 10:16:00 PM,179.85,179.9,179.85,179.9,13
11/26/2018 10:15:00 PM,179.95,179.95,179.85,179.85,35
11/26/2018 10:14:00 PM,180,180,179.95,179.95,10
11/26/2018 10:13:00 PM,179.95,180,179.9,180,22
11/26/2018 10:12:00 PM,180,180,179.9,179.95,52
11/26/2018 10:11:00 PM,179.9,180,179.9,180,52
11/26/2018 10:10:00 PM,180.15,180.2,179.9,179.9,185
11/26/2018 10:09:00 PM,180.05,180.15,180.05,180.15,17
11/26/2018 10:08:00 PM,180.15,180.2,180.05,180.05,76
11/26/2018 10:07:00 PM,180.05,180.2,180,180.15,130
11/26/2018 10:06:00 PM,180,180.05,180,180.05,54
11/26/2018 10:05:00 PM,179.9,180.05,179.9,180,48
11/26/2018 10:04:00 PM,180,180.05,179.9,179.9,81
11/26/2018 10:03:00 PM,180.1,180.1,180,180,31
11/26/2018 10:02:00 PM,180.15,180.15,180.05,180.1,79
11/26/2018 10:01:00 PM,180.2,180.2,179.95,180.15,251
11/26/2018 10:00:00 PM,180.2,180.25,180.2,180.2,6
11/26/2018 9:59:00 PM,180.1,180.2,180.1,180.2,10
11/26/2018 9:58:00 PM,180.1,180.15,180.05,180.1,19
11/26/2018 9:57:00 PM,180.15,180.2,180.1,180.1,18
11/26/2018 9:56:00 PM,180.2,180.2,180.15,180.15,64
11/26/2018 9:55:00 PM,180.4,180.4,180.2,180.2,68
11/26/2018 9:54:00 PM,180.25,180.3,179.6,180.3,274
11/26/2018 9:53:00 PM,180.4,180.4,180.2,180.25,17
11/26/2018 9:52:00 PM,180.45,180.45,180.25,180.4,35
11/26/2018 9:51:00 PM,180.45,180.55,180.4,180.45,32
11/26/2018 9:50:00 PM,180.5,180.5,180.3,180.45,39
11/26/2018 9:49:00 PM,180.55,180.55,180.45,180.5,17
11/26/2018 9:48:00 PM,180.55,180.6,180.5,180.55,26
11/26/2018 9:47:00 PM,180.6,180.65,180.55,180.55,90
11/26/2018 9:46:00 PM,180.5,180.65,180.5,180.65,46
11/26/2018 9:45:00 PM,180.5,180.5,180.4,180.5,27
11/26/2018 9:44:00 PM,180.45,180.5,180.45,180.5,12
11/26/2018 9:43:00 PM,180.45,180.55,180.45,180.45,22
11/26/2018 9:42:00 PM,180.45,180.45,180.4,180.45,9
11/26/2018 9:41:00 PM,180.65,180.65,180.45,180.45,33
11/26/2018 9:40:00 PM,180.6,180.65,180.6,180.65,5
11/26/2018 9:39:00 PM,180.65,180.65,180.55,180.6,26
11/26/2018 9:38:00 PM,180.55,180.65,180.55,180.65,46
11/26/2018 9:37:00 PM,180.65,180.65,180.55,180.55,53
11/26/2018 9:36:00 PM,180.5,180.75,180.4,180.6,61
11/26/2018 9:35:00 PM,180.45,180.55,180.45,180.5,64
11/26/2018 9:34:00 PM,180.4,180.45,180.35,180.4,22
11/26/2018 9:33:00 PM,180.3,180.4,180.25,180.4,39
11/26/2018 9:32:00 PM,180.35,180.4,180.3,180.3,32
11/26/2018 9:31:00 PM,180.4,180.4,180.3,180.35,16
11/26/2018 9:30:00 PM,180.3,180.4,180.3,180.4,6
11/26/2018 9:29:00 PM,180.35,180.35,180.3,180.3,32
11/26/2018 9:28:00 PM,180.25,180.35,180.25,180.35,26
11/26/2018 9:27:00 PM,180.2,180.25,180.05,180.25,71
11/26/2018 9:26:00 PM,180.25,180.3,180.2,180.2,19
11/26/2018 9:25:00 PM,180.25,180.35,180.2,180.25,34
11/26/2018 9:24:00 PM,180.3,180.35,180.25,180.3,30
11/26/2018 9:23:00 PM,180.35,180.4,180.2,180.3,41
11/26/2018 9:22:00 PM,179.95,180.4,179.95,180.35,123
11/26/2018 9:21:00 PM,179.9,179.95,179.9,179.95,17
11/26/2018 9:20:00 PM,179.95,180,179.9,179.9,14
11/26/2018 9:19:00 PM,179.9,180,179.9,179.95,30
11/26/2018 9:18:00 PM,179.95,180,179.9,179.9,26
11/26/2018 9:17:00 PM,180,180,179.9,179.95,19
11/26/2018 9:16:00 PM,179.75,180,179.75,180,31
11/26/2018 9:15:00 PM,179.7,179.75,179.7,179.75,3
11/26/2018 9:14:00 PM,179.8,179.85,179.7,179.7,17
11/26/2018 9:13:00 PM,179.75,179.9,179.75,179.8,10
11/26/2018 9:12:00 PM,179.65,179.75,179.65,179.75,8
11/26/2018 9:11:00 PM,179.65,179.65,179.65,179.65,9
11/26/2018 9:10:00 PM,179.75,179.75,179.65,179.65,29
11/26/2018 9:09:00 PM,179.65,179.75,179.65,179.75,18
11/26/2018 9:08:00 PM,179.65,179.65,179.55,179.65,46
11/26/2018 9:07:00 PM,179.6,179.65,179.6,179.65,18
11/26/2018 9:06:00 PM,179.75,179.75,179.6,179.6,14
11/26/2018 9:05:00 PM,179.8,179.85,179.8,179.8,9
11/26/2018 9:04:00 PM,179.8,179.8,179.8,179.8,6
11/26/2018 9:03:00 PM,179.8,179.85,179.8,179.8,22
11/26/2018 9:02:00 PM,179.95,179.95,179.75,179.8,39
11/26/2018 9:01:00 PM,179.8,179.95,179.8,179.95,25
11/26/2018 9:00:00 PM,179.8,179.85,179.75,179.8,40
11/26/2018 8:59:00 PM,179.75,179.8,179.7,179.8,14
11/26/2018 8:58:00 PM,179.7,179.8,179.7,179.75,31
11/26/2018 8:57:00 PM,179.9,179.9,179.7,179.7,32
11/26/2018 8:56:00 PM,179.95,179.95,179.85,179.9,17
11/26/2018 8:55:00 PM,179.8,179.95,179.8,179.95,42
11/26/2018 8:54:00 PM,180,180,179.7,179.8,65
11/26/2018 8:53:00 PM,179.9,180.15,179.9,180.05,95
11/26/2018 8:52:00 PM,179.65,180.05,179.65,179.9,160
11/26/2018 8:51:00 PM,179.5,179.75,179.5,179.7,64
11/26/2018 8:50:00 PM,179.55,179.55,179.45,179.5,8
11/26/2018 8:49:00 PM,179.45,179.6,179.45,179.55,34
11/26/2018 8:48:00 PM,179.35,179.45,179.35,179.45,25
11/26/2018 8:47:00 PM,179.55,179.55,179.35,179.35,55
11/26/2018 8:46:00 PM,179.4,179.55,179.4,179.55,58
11/26/2018 8:45:00 PM,179.45,179.45,179.3,179.4,49
11/26/2018 8:44:00 PM,179.25,179.45,179.25,179.45,49
11/26/2018 8:43:00 PM,179.35,179.35,179.25,179.25,13
11/26/2018 8:42:00 PM,179.35,179.4,179.3,179.35,53
11/26/2018 8:41:00 PM,179.45,179.45,179.35,179.35,19
11/26/2018 8:40:00 PM,179.55,179.55,179.45,179.45,37
11/26/2018 8:39:00 PM,179.35,179.55,179.35,179.55,69
11/26/2018 8:38:00 PM,179.2,179.35,179.2,179.35,104
11/26/2018 8:37:00 PM,179.25,179.25,179.1,179.2,53
11/26/2018 8:36:00 PM,179.2,179.25,179.1,179.25,8
11/26/2018 8:35:00 PM,179,179.2,179,179.2,7
11/26/2018 8:34:00 PM,179.1,179.1,179,179,6
11/26/2018 8:33:00 PM,179.1,179.1,179.05,179.1,6
11/26/2018 8:32:00 PM,179,179.1,179,179.1,7
11/26/2018 8:31:00 PM,178.9,179,178.85,179,17
11/26/2018 8:30:00 PM,179.15,179.15,178.8,178.9,128
11/26/2018 8:29:00 PM,179.25,179.25,179.1,179.15,76
11/26/2018 8:28:00 PM,179.35,179.45,179.25,179.25,69
11/26/2018 8:27:00 PM,179.15,179.35,179.15,179.35,37
11/26/2018 8:26:00 PM,179.1,179.15,179.1,179.15,19
11/26/2018 8:25:00 PM,179.1,179.15,178.85,179.1,75
11/26/2018 8:24:00 PM,179.2,179.2,179.05,179.1,12
11/26/2018 8:23:00 PM,179.25,179.25,179.1,179.2,40
11/26/2018 8:22:00 PM,179.2,179.25,179.2,179.25,10
11/26/2018 8:21:00 PM,179.15,179.2,179.15,179.2,16
11/26/2018 8:20:00 PM,179.25,179.25,179.15,179.15,16
11/26/2018 8:19:00 PM,179.3,179.35,179.2,179.25,38
11/26/2018 8:18:00 PM,179.35,179.35,179.25,179.3,20
11/26/2018 8:17:00 PM,179.3,179.4,179.25,179.35,17
11/26/2018 8:16:00 PM,179.45,179.5,179.25,179.3,58
11/26/2018 8:15:00 PM,179.35,179.6,179.35,179.45,72
11/26/2018 8:14:00 PM,179.35,179.5,179.35,179.35,83
11/26/2018 8:13:00 PM,179.3,179.35,179.2,179.35,48
11/26/2018 8:12:00 PM,179.05,179.3,179,179.3,76
11/26/2018 8:11:00 PM,178.8,179.05,178.8,179.05,47
11/26/2018 8:10:00 PM,178.85,178.85,178.8,178.8,33
11/26/2018 8:09:00 PM,178.8,178.85,178.65,178.85,95
11/26/2018 8:08:00 PM,179,179.05,178.8,178.8,97
11/26/2018 8:07:00 PM,178.95,179,178.95,179,43
11/26/2018 8:06:00 PM,179,179.05,178.95,178.95,98
11/26/2018 8:05:00 PM,179.15,179.15,178.85,178.95,180
11/26/2018 8:04:00 PM,179.1,179.15,179.05,179.15,114
11/26/2018 8:03:00 PM,178.9,179.1,178.9,179.1,160
11/26/2018 8:02:00 PM,178.7,178.9,178.6,178.9,45
11/26/2018 8:01:00 PM,178.75,178.85,178.65,178.7,69
11/26/2018 8:00:00 PM,178.6,178.75,178.6,178.75,55
11/26/2018 7:59:00 PM,178.3,178.65,178.3,178.6,22
11/26/2018 7:58:00 PM,178.5,178.55,178.3,178.3,29
11/26/2018 7:57:00 PM,178.65,178.65,178.5,178.5,11
11/26/2018 7:56:00 PM,178.55,178.75,178.55,178.65,17
11/26/2018 7:55:00 PM,178.4,178.7,178.3,178.55,77
11/26/2018 7:54:00 PM,178.7,179.1,178.35,178.4,180
11/26/2018 7:53:00 PM,178.4,178.9,178.4,178.7,241
11/26/2018 7:52:00 PM,178,178.4,177.95,178.4,94
11/26/2018 7:51:00 PM,177.85,178,177.8,177.95,33
11/26/2018 7:50:00 PM,177.8,177.85,177.7,177.85,97
11/26/2018 7:49:00 PM,177.75,177.9,177.55,177.8,141
11/26/2018 7:48:00 PM,177.7,177.9,177.6,177.75,101
11/26/2018 7:47:00 PM,177.7,177.7,177.25,177.7,364
11/26/2018 7:46:00 PM,178.15,178.15,177.65,177.7,156
11/26/2018 7:45:00 PM,178.25,178.25,178,178.1,60
11/26/2018 7:44:00 PM,178.2,178.25,178.2,178.25,27
11/26/2018 7:43:00 PM,178.25,178.25,178.15,178.2,24
11/26/2018 7:42:00 PM,178.2,178.3,178.2,178.25,32
11/26/2018 7:41:00 PM,178.05,178.25,178,178.2,92
11/26/2018 7:40:00 PM,178.1,178.1,178,178,102
11/26/2018 7:39:00 PM,178.1,178.35,178.1,178.1,116
