Date,INDUSINDBK18DECFUT O,INDUSINDBK18DECFUT H,INDUSINDBK18DECFUT L,INDUSINDBK18DECFUT C,INDUSINDBK18DECFUT V
11/19/2018 2:12:00 PM,1536.95,1536.95,1536.95,1536.95,0
11/19/2018 2:11:00 PM,1536.95,1536.95,1536.95,1536.95,300
11/19/2018 2:10:00 PM,1537,1537,1536.6,1536.95,600
11/19/2018 2:09:00 PM,1537,1537,1537,1537,0
11/19/2018 2:08:00 PM,1535.65,1537,1535.65,1537,300
11/19/2018 2:07:00 PM,1535.7,1535.7,1535.65,1535.65,300
11/19/2018 2:06:00 PM,1535.6,1535.7,1535.6,1535.7,300
11/19/2018 2:05:00 PM,1534.85,1535.6,1534.85,1535.6,300
11/19/2018 2:04:00 PM,1534.85,1534.85,1534.85,1534.85,0
11/19/2018 2:03:00 PM,1534.85,1534.85,1534.85,1534.85,0
11/19/2018 2:02:00 PM,1534.85,1534.85,1534.85,1534.85,0
11/19/2018 2:01:00 PM,1534,1534.85,1534,1534.85,600
11/19/2018 2:00:00 PM,1534,1534,1534,1534,0
11/19/2018 1:59:00 PM,1534,1534,1534,1534,0
11/19/2018 1:58:00 PM,1534,1534,1534,1534,0
11/19/2018 1:57:00 PM,1533.05,1534,1533.05,1534,300
11/19/2018 1:56:00 PM,1533.05,1533.05,1533.05,1533.05,0
11/19/2018 1:55:00 PM,1533.6,1533.6,1533.05,1533.05,1500
11/19/2018 1:54:00 PM,1533.6,1533.6,1533.6,1533.6,300
11/19/2018 1:53:00 PM,1534,1534,1532.7,1533.6,1500
11/19/2018 1:52:00 PM,1534,1534,1534,1534,0
11/19/2018 1:51:00 PM,1534.95,1534.95,1534,1534,900
11/19/2018 1:50:00 PM,1534.35,1534.95,1534.35,1534.95,900
11/19/2018 1:49:00 PM,1534.35,1534.35,1534.35,1534.35,0
11/19/2018 1:48:00 PM,1534.35,1534.35,1534.35,1534.35,0
11/19/2018 1:47:00 PM,1534.35,1534.35,1534.35,1534.35,0
11/19/2018 1:46:00 PM,1534.35,1534.35,1534.35,1534.35,0
11/19/2018 1:45:00 PM,1533.35,1534.35,1533.35,1534.35,600
11/19/2018 1:44:00 PM,1533.35,1533.35,1533.35,1533.35,0
11/19/2018 1:43:00 PM,1533.8,1533.8,1533.35,1533.35,300
11/19/2018 1:42:00 PM,1533.8,1533.8,1533.8,1533.8,0
11/19/2018 1:41:00 PM,1535,1535,1532.9,1533.8,1500
11/19/2018 1:40:00 PM,1533.95,1535,1533.95,1535,600
11/19/2018 1:39:00 PM,1532.6,1534.05,1532.6,1533.95,600
11/19/2018 1:38:00 PM,1532.6,1532.6,1532.6,1532.6,0
11/19/2018 1:37:00 PM,1531.7,1532.6,1531.7,1532.6,600
11/19/2018 1:36:00 PM,1531.7,1531.7,1531.7,1531.7,0
11/19/2018 1:35:00 PM,1531.7,1531.7,1531.7,1531.7,0
11/19/2018 1:34:00 PM,1531.3,1532.15,1531.3,1531.7,1200
11/19/2018 1:33:00 PM,1529.3,1531.3,1529.3,1531.3,600
11/19/2018 1:32:00 PM,1529.3,1529.3,1529.3,1529.3,0
11/19/2018 1:31:00 PM,1529.3,1529.3,1529.3,1529.3,0
11/19/2018 1:30:00 PM,1529.3,1529.3,1529.3,1529.3,0
11/19/2018 1:29:00 PM,1529.3,1529.3,1529.3,1529.3,0
11/19/2018 1:28:00 PM,1529.35,1529.35,1529.3,1529.3,300
11/19/2018 1:27:00 PM,1530.15,1530.15,1529.35,1529.35,300
11/19/2018 1:26:00 PM,1530.15,1530.15,1530.15,1530.15,3600
11/19/2018 1:25:00 PM,1530.05,1530.15,1530.05,1530.15,300
11/19/2018 1:24:00 PM,1530.15,1530.15,1529.6,1530.05,600
11/19/2018 1:23:00 PM,1530.15,1530.15,1530.15,1530.15,0
11/19/2018 1:22:00 PM,1530.7,1530.7,1530.15,1530.15,300
11/19/2018 1:21:00 PM,1529.95,1530.7,1529.95,1530.7,1800
11/19/2018 1:20:00 PM,1529,1530,1529,1529.95,2700
11/19/2018 1:19:00 PM,1526.6,1526.6,1526.6,1526.6,0
11/19/2018 1:18:00 PM,1526.6,1526.6,1526.6,1526.6,0
11/19/2018 1:17:00 PM,1525,1526.6,1525,1526.6,300
11/19/2018 1:16:00 PM,1525,1525,1525,1525,0
11/19/2018 1:15:00 PM,1525,1525,1525,1525,0
11/19/2018 1:14:00 PM,1525,1525,1525,1525,0
11/19/2018 1:13:00 PM,1525.3,1525.3,1525,1525,300
11/19/2018 1:12:00 PM,1525.65,1525.65,1525.3,1525.3,600
11/19/2018 1:11:00 PM,1525.65,1525.65,1525.65,1525.65,0
11/19/2018 1:10:00 PM,1525.65,1525.65,1525.65,1525.65,0
11/19/2018 1:09:00 PM,1525.3,1525.65,1525.2,1525.65,600
11/19/2018 1:08:00 PM,1525.3,1525.3,1525.3,1525.3,0
11/19/2018 1:07:00 PM,1525.3,1525.3,1525.3,1525.3,0
11/19/2018 1:06:00 PM,1525.3,1525.3,1525.3,1525.3,0
11/19/2018 1:05:00 PM,1525.15,1525.3,1525.15,1525.3,300
11/19/2018 1:04:00 PM,1526.45,1526.45,1525.15,1525.15,300
11/19/2018 1:03:00 PM,1526.45,1526.45,1526.45,1526.45,0
11/19/2018 1:02:00 PM,1526.45,1526.45,1526.45,1526.45,0
11/19/2018 1:01:00 PM,1526.45,1526.45,1526.45,1526.45,0
11/19/2018 1:00:00 PM,1526.95,1526.95,1526.45,1526.45,300
11/19/2018 12:59:00 PM,1526.95,1526.95,1526.95,1526.95,0
11/19/2018 12:58:00 PM,1527.1,1527.1,1526.95,1526.95,600
11/19/2018 12:57:00 PM,1526.85,1527.1,1526.85,1527.1,600
11/19/2018 12:56:00 PM,1526.85,1526.85,1526.85,1526.85,0
11/19/2018 12:55:00 PM,1526.85,1526.85,1526.85,1526.85,0
11/19/2018 12:54:00 PM,1526.85,1526.85,1526.85,1526.85,0
11/19/2018 12:53:00 PM,1526.4,1526.85,1526.4,1526.85,300
11/19/2018 12:52:00 PM,1525.7,1526.4,1525.7,1526.4,300
11/19/2018 12:51:00 PM,1525.7,1525.7,1525.7,1525.7,0
11/19/2018 12:50:00 PM,1525.65,1525.7,1525.6,1525.7,1500
11/19/2018 12:49:00 PM,1524.95,1524.95,1524.85,1524.85,300
11/19/2018 12:48:00 PM,1525,1525,1524.95,1524.95,300
11/19/2018 12:47:00 PM,1523.8,1525,1523.8,1525,300
11/19/2018 12:46:00 PM,1523.8,1523.8,1523.8,1523.8,0
11/19/2018 12:45:00 PM,1523.8,1523.8,1523.8,1523.8,0
11/19/2018 12:44:00 PM,1523.85,1523.9,1523.8,1523.8,600
11/19/2018 12:43:00 PM,1523.85,1523.85,1523.85,1523.85,0
11/19/2018 12:42:00 PM,1523.85,1523.85,1523.85,1523.85,0
11/19/2018 12:41:00 PM,1523.85,1523.85,1523.85,1523.85,0
11/19/2018 12:40:00 PM,1523.75,1523.85,1523.75,1523.85,1200
11/19/2018 12:39:00 PM,1523.75,1523.75,1523.75,1523.75,600
11/19/2018 12:38:00 PM,1523.8,1524.3,1523.75,1523.75,600
11/19/2018 12:37:00 PM,1525.65,1525.65,1523.8,1523.8,300
11/19/2018 12:36:00 PM,1525.65,1525.65,1525.65,1525.65,0
11/19/2018 12:35:00 PM,1525.65,1525.65,1525.65,1525.65,0
11/19/2018 12:34:00 PM,1526.15,1526.15,1525.65,1525.65,300
11/19/2018 12:33:00 PM,1526.15,1526.15,1526.15,1526.15,4800
11/19/2018 12:32:00 PM,1522.95,1526.15,1522.95,1526.15,300
11/19/2018 12:31:00 PM,1522.15,1522.95,1518.1,1522.95,2700
11/19/2018 12:30:00 PM,1523.25,1523.3,1522.15,1522.15,1200
11/19/2018 12:29:00 PM,1524,1524,1523.25,1523.25,1800
11/19/2018 12:28:00 PM,1524.25,1524.25,1524,1524,1800
11/19/2018 12:27:00 PM,1524.7,1524.7,1524.25,1524.25,600
11/19/2018 12:26:00 PM,1525,1525,1524.7,1524.7,600
11/19/2018 12:25:00 PM,1524.7,1525,1524.7,1525,600
11/19/2018 12:24:00 PM,1524.7,1524.7,1524.7,1524.7,0
11/19/2018 12:23:00 PM,1524.7,1524.7,1524.7,1524.7,0
11/19/2018 12:22:00 PM,1523.8,1524.7,1523.8,1524.7,600
11/19/2018 12:21:00 PM,1523.8,1523.8,1523.8,1523.8,0
11/19/2018 12:20:00 PM,1523.8,1523.8,1523.8,1523.8,0
11/19/2018 12:19:00 PM,1523.95,1523.95,1523.8,1523.8,300
11/19/2018 12:18:00 PM,1523.55,1523.95,1523.55,1523.95,10800
11/19/2018 12:17:00 PM,1524.65,1524.65,1523.55,1523.55,1800
11/19/2018 12:16:00 PM,1525.3,1525.3,1524.65,1524.65,300
11/19/2018 12:15:00 PM,1525.25,1525.3,1524.85,1525.3,900
11/19/2018 12:14:00 PM,1527.1,1527.1,1525.25,1525.25,600
11/19/2018 12:13:00 PM,1527.1,1527.1,1527.1,1527.1,0
11/19/2018 12:12:00 PM,1527.1,1527.1,1527.1,1527.1,0
11/19/2018 12:11:00 PM,1527.1,1527.1,1527.1,1527.1,600
11/19/2018 12:10:00 PM,1529.75,1529.75,1527.7,1527.7,900
11/19/2018 12:09:00 PM,1529,1529.75,1529,1529.75,900
11/19/2018 12:08:00 PM,1526.8,1529,1526.8,1529,900
11/19/2018 12:07:00 PM,1526.8,1526.8,1526.8,1526.8,0
11/19/2018 12:06:00 PM,1526.8,1526.8,1526.8,1526.8,0
11/19/2018 12:05:00 PM,1527,1527,1526.8,1526.8,600
11/19/2018 12:04:00 PM,1525.8,1527,1525.8,1527,1800
11/19/2018 12:03:00 PM,1525,1525.8,1525,1525.8,2700
11/19/2018 12:02:00 PM,1522.8,1526.35,1522.8,1525,1800
11/19/2018 12:01:00 PM,1522.3,1522.8,1522.3,1522.8,1500
11/19/2018 12:00:00 PM,1522,1523,1522,1522.3,1800
11/19/2018 11:59:00 AM,1522.4,1522.85,1522,1522,2400
11/19/2018 11:58:00 AM,1521.45,1522.85,1521.45,1522.4,1500
11/19/2018 11:57:00 AM,1522.35,1522.35,1521.45,1521.45,1200
11/19/2018 11:56:00 AM,1521.9,1522.4,1521.9,1522.35,600
11/19/2018 11:55:00 AM,1522.75,1522.75,1521.9,1521.9,600
11/19/2018 11:54:00 AM,1522.75,1522.75,1522.75,1522.75,0
11/19/2018 11:53:00 AM,1521.25,1522.75,1521.25,1522.75,2100
11/19/2018 11:52:00 AM,1521.25,1521.25,1521.25,1521.25,600
11/19/2018 11:51:00 AM,1522,1522.05,1521.25,1521.25,900
11/19/2018 11:50:00 AM,1522,1522,1522,1522,300
11/19/2018 11:49:00 AM,1522,1522,1522,1522,0
11/19/2018 11:48:00 AM,1520.9,1522,1520.9,1522,900
11/19/2018 11:47:00 AM,1520.9,1520.9,1520.9,1520.9,0
11/19/2018 11:46:00 AM,1519.85,1520.9,1519.85,1520.9,600
11/19/2018 11:45:00 AM,1518.4,1520.05,1518.4,1520.05,2700
11/19/2018 11:44:00 AM,1518.4,1518.4,1518.4,1518.4,300
11/19/2018 11:43:00 AM,1518.4,1518.4,1518.4,1518.4,0
11/19/2018 11:42:00 AM,1518.4,1518.4,1518.4,1518.4,11100
11/19/2018 11:41:00 AM,1518.4,1518.4,1518.4,1518.4,0
11/19/2018 11:40:00 AM,1518.4,1518.4,1518.4,1518.4,0
11/19/2018 11:39:00 AM,1517.3,1518.4,1517.3,1518.4,300
11/19/2018 11:38:00 AM,1517.3,1517.3,1517.3,1517.3,900
11/19/2018 11:37:00 AM,1517.15,1517.3,1517.15,1517.3,1500
11/19/2018 11:36:00 AM,1517,1517.15,1516.95,1517.15,2100
11/19/2018 11:35:00 AM,1518.55,1518.55,1517,1517,600
11/19/2018 11:34:00 AM,1518.55,1518.55,1518.55,1518.55,300
11/19/2018 11:33:00 AM,1519,1519,1518.55,1518.55,900
11/19/2018 11:32:00 AM,1518.8,1519,1518.8,1519,1500
11/19/2018 11:31:00 AM,1518.9,1518.9,1518.9,1518.9,300
11/19/2018 11:30:00 AM,1519.2,1519.2,1518.9,1518.9,600
11/19/2018 11:29:00 AM,1517.95,1519.2,1517.95,1519.2,900
11/19/2018 11:28:00 AM,1517.4,1517.95,1517.3,1517.95,1500
11/19/2018 11:27:00 AM,1517.2,1517.4,1517,1517.4,600
11/19/2018 11:26:00 AM,1517.75,1517.75,1517.2,1517.2,300
11/19/2018 11:25:00 AM,1518.7,1518.7,1517.75,1517.75,900
11/19/2018 11:24:00 AM,1518.35,1518.7,1518.35,1518.7,300
11/19/2018 11:23:00 AM,1517.8,1518.35,1517.8,1518.35,300
11/19/2018 11:22:00 AM,1517.8,1517.8,1517.8,1517.8,0
11/19/2018 11:21:00 AM,1517.8,1517.8,1517.8,1517.8,0
11/19/2018 11:20:00 AM,1517.75,1517.8,1517.75,1517.8,300
11/19/2018 11:19:00 AM,1518.15,1518.15,1517.75,1517.75,600
11/19/2018 11:18:00 AM,1518.15,1518.15,1518.15,1518.15,0
11/19/2018 11:17:00 AM,1518.4,1518.4,1518.15,1518.15,900
11/19/2018 11:16:00 AM,1518,1518.4,1518,1518.4,300
11/19/2018 11:15:00 AM,1518.75,1518.75,1518,1518,600
11/19/2018 11:14:00 AM,1518.75,1518.75,1518.75,1518.75,0
11/19/2018 11:13:00 AM,1518.75,1518.75,1518.75,1518.75,0
11/19/2018 11:12:00 AM,1518.75,1518.75,1518.75,1518.75,0
11/19/2018 11:11:00 AM,1518.1,1518.75,1518.1,1518.75,600
11/19/2018 11:10:00 AM,1518.1,1518.1,1518.1,1518.1,0
11/19/2018 11:09:00 AM,1518.1,1518.1,1518.1,1518.1,0
11/19/2018 11:08:00 AM,1518.1,1518.1,1518.1,1518.1,0
11/19/2018 11:07:00 AM,1517.3,1518.1,1517.3,1518.1,600
11/19/2018 11:06:00 AM,1517.3,1517.3,1517.3,1517.3,0
11/19/2018 11:05:00 AM,1517.7,1517.7,1517.3,1517.3,300
11/19/2018 11:04:00 AM,1517.7,1517.7,1517.7,1517.7,0
11/19/2018 11:03:00 AM,1518.75,1518.75,1517.2,1517.7,1200
11/19/2018 11:02:00 AM,1518.75,1518.75,1518.75,1518.75,0
11/19/2018 11:01:00 AM,1521,1521,1518.75,1518.75,300
11/19/2018 11:00:00 AM,1518.9,1521,1518.9,1521,600
11/19/2018 10:59:00 AM,1518.4,1518.9,1518.4,1518.9,600
11/19/2018 10:58:00 AM,1517.75,1518.4,1517.75,1518.4,900
11/19/2018 10:57:00 AM,1517.05,1518,1517.05,1517.75,600
11/19/2018 10:56:00 AM,1517.05,1517.05,1517.05,1517.05,0
11/19/2018 10:55:00 AM,1517.75,1517.75,1517.05,1517.05,300
11/19/2018 10:54:00 AM,1517.15,1517.75,1517.15,1517.75,1500
11/19/2018 10:53:00 AM,1518,1518,1517.15,1517.15,900
11/19/2018 10:52:00 AM,1517.05,1518,1517.05,1518,600
11/19/2018 10:51:00 AM,1515.5,1518.15,1515.5,1517.05,2400
11/19/2018 10:50:00 AM,1517.6,1517.6,1515.5,1515.5,900
11/19/2018 10:49:00 AM,1513.7,1517.6,1513.7,1517.6,900
11/19/2018 10:48:00 AM,1513.7,1513.7,1513.7,1513.7,0
11/19/2018 10:47:00 AM,1513.25,1513.7,1513.25,1513.7,600
11/19/2018 10:46:00 AM,1513.55,1513.55,1513.25,1513.25,300
11/19/2018 10:45:00 AM,1513.55,1513.55,1513.55,1513.55,0
11/19/2018 10:44:00 AM,1513.55,1513.55,1513.55,1513.55,0
11/19/2018 10:43:00 AM,1513.6,1513.6,1513.55,1513.55,300
11/19/2018 10:42:00 AM,1513.6,1513.6,1513.6,1513.6,0
11/19/2018 10:41:00 AM,1512.2,1513.6,1512.2,1513.6,600
11/19/2018 10:40:00 AM,1512.3,1512.3,1512.2,1512.2,600
11/19/2018 10:39:00 AM,1514.25,1514.25,1512.65,1512.65,600
11/19/2018 10:38:00 AM,1515.2,1515.2,1514.25,1514.25,300
11/19/2018 10:37:00 AM,1512.3,1515.2,1512.2,1515.2,1500
11/19/2018 10:36:00 AM,1511.9,1512.3,1511.9,1512.3,300
11/19/2018 10:35:00 AM,1512.4,1512.4,1511.9,1511.9,300
11/19/2018 10:34:00 AM,1512.3,1513.05,1512.3,1512.4,600
11/19/2018 10:33:00 AM,1511.3,1512.3,1511.3,1512.3,300
11/19/2018 10:32:00 AM,1511.25,1512.9,1511.25,1511.3,900
11/19/2018 10:31:00 AM,1511.25,1511.25,1511.25,1511.25,0
11/19/2018 10:30:00 AM,1511.25,1511.25,1511.25,1511.25,0
11/19/2018 10:29:00 AM,1510.7,1511.25,1510.7,1511.25,300
11/19/2018 10:28:00 AM,1510.7,1510.7,1510.7,1510.7,0
11/19/2018 10:27:00 AM,1510.7,1510.7,1510.7,1510.7,0
11/19/2018 10:26:00 AM,1510.25,1511.95,1510.25,1510.7,900
11/19/2018 10:25:00 AM,1509,1510.25,1509,1510.25,300
11/19/2018 10:24:00 AM,1509,1509,1509,1509,600
11/19/2018 10:23:00 AM,1509,1509,1509,1509,0
11/19/2018 10:22:00 AM,1509,1509,1509,1509,0
11/19/2018 10:21:00 AM,1509,1509,1509,1509,0
11/19/2018 10:20:00 AM,1509.5,1509.5,1509,1509,300
11/19/2018 10:19:00 AM,1509.5,1509.5,1509.5,1509.5,0
11/19/2018 10:18:00 AM,1508.9,1509.5,1508.9,1509.5,300
11/19/2018 10:17:00 AM,1508.9,1509.15,1508.9,1508.9,600
11/19/2018 10:16:00 AM,1509.5,1509.5,1508.9,1508.9,300
11/19/2018 10:15:00 AM,1509.5,1509.5,1509.5,1509.5,0
11/19/2018 10:14:00 AM,1509.5,1509.5,1509.5,1509.5,0
11/19/2018 10:13:00 AM,1508.6,1509.5,1508.6,1509.5,300
11/19/2018 10:12:00 AM,1508.8,1508.8,1508.6,1508.6,600
11/19/2018 10:11:00 AM,1510.3,1510.3,1508.8,1508.8,600
11/19/2018 10:10:00 AM,1510.3,1510.3,1510.3,1510.3,0
11/19/2018 10:09:00 AM,1511.05,1511.05,1510.3,1510.3,600
11/19/2018 10:08:00 AM,1511.95,1511.95,1511.95,1511.95,0
11/19/2018 10:07:00 AM,1511.35,1512,1511.35,1511.95,900
11/19/2018 10:06:00 AM,1510.8,1511.35,1510.8,1511.35,300
11/19/2018 10:05:00 AM,1509.35,1511.8,1509.35,1510.8,900
11/19/2018 10:04:00 AM,1509.1,1509.35,1508.95,1509.35,600
11/19/2018 10:03:00 AM,1509.25,1509.25,1509.1,1509.1,300
11/19/2018 10:02:00 AM,1509.25,1509.25,1509.25,1509.25,0
11/19/2018 10:01:00 AM,1507.5,1509.25,1507.5,1509.25,600
11/19/2018 10:00:00 AM,1507.75,1507.75,1507.1,1507.5,1800
11/19/2018 9:59:00 AM,1509.2,1509.35,1507.75,1507.75,7200
11/19/2018 9:58:00 AM,1509.55,1509.55,1507.9,1509.2,600
11/19/2018 9:57:00 AM,1509.55,1509.55,1509.55,1509.55,300
11/19/2018 9:56:00 AM,1510.05,1510.4,1509.55,1509.55,1500
11/19/2018 9:55:00 AM,1507.7,1511.8,1507.7,1510.05,1200
11/19/2018 9:54:00 AM,1507.7,1507.7,1507.7,1507.7,0
11/19/2018 9:53:00 AM,1507.2,1507.7,1507.2,1507.7,300
11/19/2018 9:52:00 AM,1507.6,1507.6,1507.2,1507.2,600
11/19/2018 9:51:00 AM,1507.6,1507.6,1507.6,1507.6,0
11/19/2018 9:50:00 AM,1508,1508,1507.55,1507.6,600
11/19/2018 9:49:00 AM,1508.15,1509.1,1508,1508,600
11/19/2018 9:48:00 AM,1506.75,1508.15,1506.75,1508.15,600
11/19/2018 9:47:00 AM,1506.75,1506.75,1506.75,1506.75,2400
11/19/2018 9:46:00 AM,1505.1,1506.75,1505.1,1506.75,900
11/19/2018 9:45:00 AM,1505.5,1505.5,1505.1,1505.1,600
11/19/2018 9:44:00 AM,1500.3,1505.5,1500.3,1505.5,900
11/19/2018 9:43:00 AM,1500.3,1500.3,1500.3,1500.3,0
11/19/2018 9:42:00 AM,1499.1,1500.3,1499.1,1500.3,300
11/19/2018 9:41:00 AM,1499.1,1499.1,1499.1,1499.1,0
11/19/2018 9:40:00 AM,1499.1,1499.1,1499.1,1499.1,0
11/19/2018 9:39:00 AM,1499.45,1499.45,1499.1,1499.1,300
11/19/2018 9:38:00 AM,1499.45,1499.45,1499.45,1499.45,0
11/19/2018 9:37:00 AM,1498.85,1499.45,1498.85,1499.45,300
11/19/2018 9:36:00 AM,1498.85,1498.85,1498.85,1498.85,0
11/19/2018 9:35:00 AM,1501.35,1501.35,1498.85,1498.85,300
11/19/2018 9:34:00 AM,1503.15,1503.15,1501.35,1501.35,600
11/19/2018 9:33:00 AM,1501.7,1503.15,1501.7,1503.15,1200
11/19/2018 9:32:00 AM,1501.7,1501.7,1501.7,1501.7,0
11/19/2018 9:31:00 AM,1501.15,1501.7,1500.15,1501.7,1800
11/19/2018 9:30:00 AM,1499.75,1501.15,1499.75,1501.15,900
11/19/2018 9:29:00 AM,1499.75,1499.75,1499.75,1499.75,0
11/19/2018 9:28:00 AM,1499.75,1499.75,1499.75,1499.75,0
11/19/2018 9:27:00 AM,1501.2,1501.2,1499.75,1499.75,600
11/19/2018 9:26:00 AM,1496.8,1504.45,1496.8,1501.2,3000
11/19/2018 9:25:00 AM,1497.1,1497.1,1496.8,1496.8,600
11/19/2018 9:24:00 AM,1498,1499.45,1498,1498.3,600
11/19/2018 9:23:00 AM,1496.05,1498,1496.05,1498,300
11/19/2018 9:22:00 AM,1496.05,1496.05,1496.05,1496.05,0
11/19/2018 9:21:00 AM,1496.05,1496.05,1496.05,1496.05,0
11/19/2018 9:20:00 AM,1496.05,1496.05,1496.05,1496.05,0
11/19/2018 9:19:00 AM,1494.1,1498.75,1494.1,1496.05,900
11/19/2018 9:18:00 AM,1492.05,1494.1,1492.05,1494.1,300
11/19/2018 9:17:00 AM,1495,1495,1492.05,1492.05,900
11/19/2018 9:16:00 AM,1494.85,1498.7,1494.85,1495.75,1800
11/19/2018 9:15:00 AM,1509.25,1509.25,1509.25,1509.25,600
11/16/2018 3:29:00 PM,1504.45,1504.45,1504.45,1504.45,8100
11/16/2018 3:28:00 PM,1504.45,1504.45,1504.45,1504.45,3000
11/16/2018 3:27:00 PM,1504.45,1504.45,1504.45,1504.45,600
11/16/2018 3:26:00 PM,1505,1505,1504.45,1504.45,900
11/16/2018 3:25:00 PM,1505,1505,1505,1505,0
11/16/2018 3:24:00 PM,1505,1505,1505,1505,0
11/16/2018 3:23:00 PM,1505,1505,1505,1505,0
11/16/2018 3:22:00 PM,1505,1505,1505,1505,600
11/16/2018 3:21:00 PM,1505,1505,1505,1505,1200
11/16/2018 3:20:00 PM,1504,1505,1504,1505,600
11/16/2018 3:19:00 PM,1504,1504,1504,1504,0
11/16/2018 3:18:00 PM,1503,1504,1503,1504,1200
11/16/2018 3:17:00 PM,1503,1503,1503,1503,0
11/16/2018 3:16:00 PM,1503,1503,1503,1503,0
11/16/2018 3:15:00 PM,1503,1503,1503,1503,0
11/16/2018 3:14:00 PM,1503,1503,1503,1503,0
11/16/2018 3:13:00 PM,1503,1503,1503,1503,3600
11/16/2018 3:12:00 PM,1503,1503,1503,1503,0
11/16/2018 3:11:00 PM,1503,1503,1503,1503,600
11/16/2018 3:10:00 PM,1503,1503,1503,1503,300
11/16/2018 3:09:00 PM,1502.4,1503,1502.4,1503,1800
11/16/2018 3:08:00 PM,1502.4,1502.4,1502.4,1502.4,0
11/16/2018 3:07:00 PM,1502.9,1502.9,1502.4,1502.4,300
11/16/2018 3:06:00 PM,1502.9,1502.9,1502.9,1502.9,0
11/16/2018 3:05:00 PM,1502.9,1502.9,1502.9,1502.9,300
11/16/2018 3:04:00 PM,1502.9,1502.9,1502.9,1502.9,0
11/16/2018 3:03:00 PM,1502.9,1502.9,1502.9,1502.9,0
11/16/2018 3:02:00 PM,1502.9,1502.9,1502.9,1502.9,0
11/16/2018 3:01:00 PM,1502.9,1502.9,1502.9,1502.9,0
11/16/2018 3:00:00 PM,1499.75,1502.9,1499.75,1502.9,300
11/16/2018 2:59:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:58:00 PM,1499.75,1499.75,1499.75,1499.75,2700
11/16/2018 2:57:00 PM,1499.75,1499.75,1499.75,1499.75,600
11/16/2018 2:56:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:55:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:54:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:53:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:52:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:51:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:50:00 PM,1499.75,1499.75,1499.75,1499.75,300
11/16/2018 2:49:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:48:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:47:00 PM,1499.75,1499.75,1499.75,1499.75,0
11/16/2018 2:46:00 PM,1500.05,1500.05,1499.1,1499.75,900
11/16/2018 2:45:00 PM,1500.05,1500.05,1500.05,1500.05,0
11/16/2018 2:44:00 PM,1500.05,1500.05,1500.05,1500.05,0
11/16/2018 2:43:00 PM,1500.05,1500.05,1500.05,1500.05,0
11/16/2018 2:42:00 PM,1500.05,1500.05,1500.05,1500.05,0
11/16/2018 2:41:00 PM,1500.05,1500.05,1500.05,1500.05,0
11/16/2018 2:40:00 PM,1499.9,1500.05,1499.9,1500.05,300
11/16/2018 2:39:00 PM,1499.9,1499.9,1499.9,1499.9,0
11/16/2018 2:38:00 PM,1499.9,1499.9,1499.9,1499.9,0
11/16/2018 2:37:00 PM,1499.9,1499.9,1499.9,1499.9,0
11/16/2018 2:36:00 PM,1503,1503,1499.9,1499.9,300
11/16/2018 2:35:00 PM,1503,1503,1503,1503,0
11/16/2018 2:34:00 PM,1503,1503,1503,1503,0
11/16/2018 2:33:00 PM,1503,1503,1503,1503,0
11/16/2018 2:32:00 PM,1503,1503,1503,1503,0
11/16/2018 2:31:00 PM,1503,1503,1503,1503,0
11/16/2018 2:30:00 PM,1503,1503,1503,1503,0
11/16/2018 2:29:00 PM,1505,1505,1503,1503,1500
11/16/2018 2:28:00 PM,1505,1505,1505,1505,18300
11/16/2018 2:27:00 PM,1505,1505,1505,1505,0
11/16/2018 2:26:00 PM,1505,1505,1505,1505,600
11/16/2018 2:25:00 PM,1505,1505,1505,1505,1500
11/16/2018 2:24:00 PM,1503.65,1505,1503.65,1505,900
11/16/2018 2:23:00 PM,1503.65,1503.65,1503.65,1503.65,0
11/16/2018 2:22:00 PM,1503.65,1503.65,1503.65,1503.65,0
11/16/2018 2:21:00 PM,1503.65,1503.65,1503.65,1503.65,0
11/16/2018 2:20:00 PM,1503.65,1503.65,1503.65,1503.65,300
11/16/2018 2:19:00 PM,1503.65,1503.65,1503.65,1503.65,0
11/16/2018 2:18:00 PM,1503.65,1503.65,1503.65,1503.65,0
11/16/2018 2:17:00 PM,1503.65,1503.65,1503.65,1503.65,0
11/16/2018 2:16:00 PM,1503.65,1503.65,1503.65,1503.65,0
11/16/2018 2:15:00 PM,1503.65,1503.65,1503.65,1503.65,300
11/16/2018 2:14:00 PM,1503.65,1503.65,1503.65,1503.65,0
11/16/2018 2:13:00 PM,1503.65,1503.65,1503.65,1503.65,0
11/16/2018 2:12:00 PM,1502.65,1503.65,1502.6,1503.65,900
11/16/2018 2:11:00 PM,1501.7,1502.65,1501.7,1502.65,300
11/16/2018 2:10:00 PM,1501.7,1501.7,1501.7,1501.7,0
