Date,PNB18DECFUT O,PNB18DECFUT H,PNB18DECFUT L,PNB18DECFUT C,PNB18DECFUT V
11/15/2018 9:33:00 AM,70.65,70.65,70.65,70.65,0
11/15/2018 9:32:00 AM,70.9,70.9,70.5,70.65,66000
11/15/2018 9:31:00 AM,70.9,70.9,70.9,70.9,0
11/15/2018 9:30:00 AM,70.75,70.9,70.75,70.9,5500
11/15/2018 9:29:00 AM,70.8,70.8,70.75,70.75,16500
11/15/2018 9:28:00 AM,70.8,70.8,70.8,70.8,0
11/15/2018 9:27:00 AM,71,71,70.8,70.8,55000
11/15/2018 9:26:00 AM,71.25,71.25,71,71,16500
11/15/2018 9:25:00 AM,71.3,71.3,71.25,71.25,5500
11/15/2018 9:24:00 AM,71.3,71.3,71.3,71.3,0
11/15/2018 9:23:00 AM,71.3,71.3,71.3,71.3,5500
11/15/2018 9:22:00 AM,71.3,71.3,71.3,71.3,0
11/15/2018 9:21:00 AM,71.3,71.3,71.3,71.3,5500
11/14/2018 3:29:00 PM,71.4,71.4,71.25,71.25,5500
11/14/2018 3:28:00 PM,71.4,71.4,71.4,71.4,0
11/14/2018 3:27:00 PM,71.35,71.4,71.3,71.4,60500
11/14/2018 3:26:00 PM,71.45,71.45,71.35,71.35,5500
11/14/2018 3:25:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:24:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:23:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:22:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:21:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:20:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:19:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:18:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:17:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:16:00 PM,71.45,71.45,71.45,71.45,0
11/14/2018 3:15:00 PM,71.35,71.5,71.35,71.45,33000
11/14/2018 3:14:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 3:13:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 3:12:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 3:11:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 3:10:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 3:09:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 3:08:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 3:07:00 PM,71.35,71.35,71.35,71.35,11000
11/14/2018 3:06:00 PM,71.4,71.4,71.35,71.35,5500
11/14/2018 3:05:00 PM,71.4,71.4,71.4,71.4,0
11/14/2018 3:04:00 PM,71.5,71.5,71.4,71.4,5500
11/14/2018 3:03:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 3:02:00 PM,71.45,71.5,71.45,71.5,5500
11/14/2018 3:01:00 PM,71.45,71.45,71.45,71.45,11000
11/14/2018 3:00:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 2:59:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 2:58:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 2:57:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 2:56:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 2:55:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 2:54:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 2:53:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 2:52:00 PM,71.3,71.5,71.3,71.5,5500
11/14/2018 2:51:00 PM,71.3,71.3,71.3,71.3,0
11/14/2018 2:50:00 PM,71.25,71.3,71.25,71.3,11000
11/14/2018 2:49:00 PM,71.45,71.45,71.25,71.25,11000
11/14/2018 2:48:00 PM,71.5,71.5,71.45,71.45,5500
11/14/2018 2:47:00 PM,71.3,71.5,71.3,71.5,16500
11/14/2018 2:46:00 PM,71.3,71.3,71.3,71.3,0
11/14/2018 2:45:00 PM,71.3,71.3,71.3,71.3,0
11/14/2018 2:44:00 PM,71.3,71.3,71.3,71.3,0
11/14/2018 2:43:00 PM,71.3,71.3,71.3,71.3,0
11/14/2018 2:42:00 PM,71.3,71.3,71.3,71.3,0
11/14/2018 2:41:00 PM,71.3,71.3,71.3,71.3,0
11/14/2018 2:40:00 PM,71.3,71.3,71.3,71.3,0
11/14/2018 2:39:00 PM,71.3,71.3,71.3,71.3,0
11/14/2018 2:38:00 PM,71.1,71.3,71.1,71.3,5500
11/14/2018 2:37:00 PM,71.1,71.1,71.1,71.1,0
11/14/2018 2:36:00 PM,71.1,71.1,71.1,71.1,0
11/14/2018 2:35:00 PM,71.1,71.1,71.1,71.1,0
11/14/2018 2:34:00 PM,71.1,71.1,71.1,71.1,0
11/14/2018 2:33:00 PM,71.1,71.1,71.1,71.1,5500
11/14/2018 2:32:00 PM,71.1,71.1,71.1,71.1,0
11/14/2018 2:31:00 PM,71.1,71.1,71.1,71.1,11000
11/14/2018 2:30:00 PM,71.1,71.1,71.1,71.1,0
11/14/2018 2:29:00 PM,71.2,71.2,71.1,71.1,16500
11/14/2018 2:28:00 PM,71.2,71.2,71.2,71.2,0
11/14/2018 2:27:00 PM,71.2,71.2,71.2,71.2,0
11/14/2018 2:26:00 PM,71,71.2,71,71.2,5500
11/14/2018 2:25:00 PM,71,71,71,71,0
11/14/2018 2:24:00 PM,71,71,71,71,0
11/14/2018 2:23:00 PM,71,71,71,71,0
11/14/2018 2:22:00 PM,71,71,71,71,0
11/14/2018 2:21:00 PM,71,71,71,71,0
11/14/2018 2:20:00 PM,71,71,71,71,0
11/14/2018 2:19:00 PM,71,71,71,71,0
11/14/2018 2:18:00 PM,71,71,71,71,0
11/14/2018 2:17:00 PM,71.2,71.2,71,71,33000
11/14/2018 2:16:00 PM,71.35,71.35,71.2,71.2,5500
11/14/2018 2:15:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 2:14:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 2:13:00 PM,71.35,71.35,71.35,71.35,5500
11/14/2018 2:12:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 2:11:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 2:10:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 2:09:00 PM,71.35,71.35,71.35,71.35,0
11/14/2018 2:08:00 PM,71.2,71.35,71.2,71.35,11000
11/14/2018 2:07:00 PM,71.35,71.35,71.2,71.2,33000
11/14/2018 2:06:00 PM,71.5,71.5,71.35,71.35,5500
11/14/2018 2:05:00 PM,71.25,71.5,71.25,71.5,5500
11/14/2018 2:04:00 PM,71.25,71.25,71.25,71.25,0
11/14/2018 2:03:00 PM,71.25,71.25,71.25,71.25,0
11/14/2018 2:02:00 PM,71.25,71.25,71.25,71.25,0
11/14/2018 2:01:00 PM,71.25,71.25,71.25,71.25,0
11/14/2018 2:00:00 PM,71.35,71.35,71.25,71.25,5500
11/14/2018 1:59:00 PM,71.55,71.55,71.35,71.35,5500
11/14/2018 1:58:00 PM,71.55,71.55,71.55,71.55,0
11/14/2018 1:57:00 PM,71.5,71.55,71.5,71.55,5500
11/14/2018 1:56:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 1:55:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 1:54:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 1:53:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 1:52:00 PM,71.5,71.5,71.5,71.5,0
11/14/2018 1:51:00 PM,71.5,71.5,71.5,71.5,11000
11/14/2018 1:50:00 PM,71.65,71.65,71.65,71.65,0
11/14/2018 1:49:00 PM,71.65,71.65,71.65,71.65,0
11/14/2018 1:48:00 PM,71.65,71.65,71.65,71.65,0
11/14/2018 1:47:00 PM,71.65,71.65,71.65,71.65,0
11/14/2018 1:46:00 PM,71.65,71.65,71.65,71.65,440000
11/14/2018 1:45:00 PM,71.65,71.65,71.65,71.65,385000
11/14/2018 1:44:00 PM,71.65,71.65,71.65,71.65,0
11/14/2018 1:43:00 PM,71.6,71.65,71.6,71.65,440000
11/14/2018 1:42:00 PM,71.65,71.65,71.6,71.6,22000
11/14/2018 1:41:00 PM,71.6,71.65,71.6,71.65,1160500
11/14/2018 1:40:00 PM,71.6,71.6,71.6,71.6,0
11/14/2018 1:39:00 PM,71.6,71.6,71.6,71.6,0
11/14/2018 1:38:00 PM,71.6,71.6,71.6,71.6,0
11/14/2018 1:37:00 PM,71.6,71.6,71.6,71.6,5500
11/14/2018 1:36:00 PM,71.6,71.6,71.6,71.6,0
11/14/2018 1:35:00 PM,71.6,71.6,71.6,71.6,0
11/14/2018 1:34:00 PM,71.7,71.7,71.6,71.6,11000
11/14/2018 1:33:00 PM,71.85,71.85,71.7,71.7,5500
11/14/2018 1:32:00 PM,71.85,71.85,71.85,71.85,0
11/14/2018 1:31:00 PM,72,72,71.85,71.85,5500
11/14/2018 1:30:00 PM,72,72,72,72,0
11/14/2018 1:29:00 PM,72,72,72,72,0
11/14/2018 1:28:00 PM,72,72,72,72,0
11/14/2018 1:27:00 PM,72,72,72,72,0
11/14/2018 1:26:00 PM,72,72,72,72,0
11/14/2018 1:25:00 PM,72,72,71.95,72,126500
11/14/2018 1:24:00 PM,72,72,72,72,0
11/14/2018 1:23:00 PM,72,72,72,72,0
11/14/2018 1:22:00 PM,72,72,72,72,0
11/14/2018 1:21:00 PM,71.9,72,71.9,72,16500
11/14/2018 1:20:00 PM,71.9,71.9,71.9,71.9,0
11/14/2018 1:19:00 PM,71.9,71.9,71.9,71.9,0
11/14/2018 1:18:00 PM,71.9,71.9,71.9,71.9,0
11/14/2018 1:17:00 PM,71.95,71.95,71.9,71.9,5500
11/14/2018 1:16:00 PM,71.95,71.95,71.95,71.95,0
11/14/2018 1:15:00 PM,71.95,71.95,71.95,71.95,5500
11/14/2018 1:14:00 PM,71.95,71.95,71.95,71.95,0
11/14/2018 1:13:00 PM,71.9,71.95,71.9,71.95,5500
11/14/2018 1:12:00 PM,71.9,71.9,71.9,71.9,0
11/14/2018 1:11:00 PM,72.1,72.1,71.9,71.9,22000
11/14/2018 1:10:00 PM,72.1,72.1,72.1,72.1,0
11/14/2018 1:09:00 PM,72.25,72.25,72.1,72.1,11000
11/14/2018 1:08:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 1:07:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 1:06:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 1:05:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 1:04:00 PM,72.2,72.25,72.2,72.25,11000
11/14/2018 1:03:00 PM,72.45,72.45,72.2,72.2,5500
11/14/2018 1:02:00 PM,72.45,72.45,72.45,72.45,0
11/14/2018 1:01:00 PM,72.65,72.65,72.45,72.45,5500
11/14/2018 1:00:00 PM,72.65,72.65,72.65,72.65,0
11/14/2018 12:59:00 PM,72.65,72.65,72.65,72.65,0
11/14/2018 12:58:00 PM,72.65,72.65,72.65,72.65,0
11/14/2018 12:57:00 PM,72.65,72.65,72.65,72.65,0
11/14/2018 12:56:00 PM,72.5,72.65,72.5,72.65,55000
11/14/2018 12:55:00 PM,72.45,72.5,72.45,72.5,5500
11/14/2018 12:54:00 PM,72.45,72.45,72.45,72.45,0
11/14/2018 12:53:00 PM,72.45,72.45,72.45,72.45,0
11/14/2018 12:52:00 PM,72.3,72.45,72.3,72.45,16500
11/14/2018 12:51:00 PM,72.3,72.3,72.3,72.3,0
11/14/2018 12:50:00 PM,72.5,72.5,72.3,72.3,5500
11/14/2018 12:49:00 PM,72.5,72.5,72.5,72.5,0
11/14/2018 12:48:00 PM,72.5,72.5,72.5,72.5,0
11/14/2018 12:47:00 PM,72.5,72.5,72.5,72.5,0
11/14/2018 12:46:00 PM,72.5,72.5,72.5,72.5,0
11/14/2018 12:45:00 PM,72.5,72.5,72.5,72.5,0
11/14/2018 12:44:00 PM,72.5,72.5,72.5,72.5,0
11/14/2018 12:43:00 PM,72.55,72.55,72.5,72.5,5500
11/14/2018 12:42:00 PM,72.45,72.55,72.45,72.55,5500
11/14/2018 12:41:00 PM,72.25,72.45,72.25,72.45,5500
11/14/2018 12:40:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 12:39:00 PM,72.6,72.6,72.25,72.25,5500
11/14/2018 12:38:00 PM,72.6,72.6,72.6,72.6,0
11/14/2018 12:37:00 PM,72.6,72.6,72.6,72.6,0
11/14/2018 12:36:00 PM,72.6,72.6,72.6,72.6,0
11/14/2018 12:35:00 PM,72.6,72.6,72.6,72.6,0
11/14/2018 12:34:00 PM,72.65,72.65,72.6,72.6,5500
11/14/2018 12:33:00 PM,72.7,72.7,72.65,72.65,16500
11/14/2018 12:32:00 PM,72.45,72.6,72.45,72.6,44000
11/14/2018 12:31:00 PM,72.4,72.45,72.4,72.45,5500
11/14/2018 12:30:00 PM,72.4,72.4,72.4,72.4,0
11/14/2018 12:29:00 PM,72.35,72.4,72.35,72.4,11000
11/14/2018 12:28:00 PM,72.35,72.35,72.35,72.35,0
11/14/2018 12:27:00 PM,72.3,72.35,72.3,72.35,5500
11/14/2018 12:26:00 PM,72.25,72.3,72.25,72.3,11000
11/14/2018 12:25:00 PM,72.15,72.25,72.15,72.25,16500
11/14/2018 12:24:00 PM,72.1,72.2,72.1,72.15,11000
11/14/2018 12:23:00 PM,72.1,72.1,72.1,72.1,0
11/14/2018 12:22:00 PM,72.1,72.1,72.1,72.1,0
11/14/2018 12:21:00 PM,72.1,72.1,72.1,72.1,0
11/14/2018 12:20:00 PM,72,72.1,72,72.1,5500
11/14/2018 12:19:00 PM,72,72,72,72,0
11/14/2018 12:18:00 PM,72,72,72,72,0
11/14/2018 12:17:00 PM,72,72,72,72,0
11/14/2018 12:16:00 PM,72.2,72.2,72,72,5500
11/14/2018 12:15:00 PM,72.2,72.2,72.2,72.2,5500
11/14/2018 12:14:00 PM,72.2,72.2,72.2,72.2,5500
11/14/2018 12:13:00 PM,72.1,72.2,72.1,72.2,11000
11/14/2018 12:12:00 PM,72.1,72.1,72.1,72.1,0
11/14/2018 12:11:00 PM,72.1,72.1,72.1,72.1,0
11/14/2018 12:10:00 PM,72.1,72.1,72.1,72.1,5500
11/14/2018 12:09:00 PM,72.25,72.25,72.2,72.2,5500
11/14/2018 12:08:00 PM,72.25,72.25,72.25,72.25,5500
11/14/2018 12:07:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 12:06:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 12:05:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 12:04:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 12:03:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 12:02:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 12:01:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 12:00:00 PM,72.25,72.25,72.25,72.25,0
11/14/2018 11:59:00 AM,72.25,72.25,72.25,72.25,0
11/14/2018 11:58:00 AM,72.5,72.5,72.25,72.25,5500
11/14/2018 11:57:00 AM,72.5,72.5,72.5,72.5,0
11/14/2018 11:56:00 AM,72.5,72.5,72.5,72.5,0
11/14/2018 11:55:00 AM,72.5,72.5,72.5,72.5,0
11/14/2018 11:54:00 AM,72.5,72.5,72.5,72.5,0
11/14/2018 11:53:00 AM,72.5,72.5,72.5,72.5,0
11/14/2018 11:52:00 AM,72.3,72.5,72.3,72.5,16500
11/14/2018 11:51:00 AM,72.3,72.3,72.3,72.3,0
11/14/2018 11:50:00 AM,72.35,72.35,72.3,72.3,5500
11/14/2018 11:49:00 AM,72.3,72.35,72.3,72.35,11000
11/14/2018 11:48:00 AM,72.3,72.3,72.3,72.3,0
11/14/2018 11:47:00 AM,72.4,72.4,72.3,72.3,27500
11/14/2018 11:46:00 AM,72.25,72.4,72.25,72.4,16500
11/14/2018 11:45:00 AM,72.1,72.25,72.1,72.25,5500
11/14/2018 11:44:00 AM,72,72.15,72,72.1,60500
11/14/2018 11:43:00 AM,71.9,72,71.9,72,5500
11/14/2018 11:42:00 AM,71.95,72,71.9,71.9,60500
11/14/2018 11:41:00 AM,71.75,72,71.75,72,77000
11/14/2018 11:40:00 AM,71.75,71.75,71.75,71.75,16500
11/14/2018 11:39:00 AM,71.45,71.75,71.45,71.75,60500
11/14/2018 11:38:00 AM,71.45,71.45,71.45,71.45,0
11/14/2018 11:37:00 AM,71.45,71.45,71.45,71.45,0
11/14/2018 11:36:00 AM,71.45,71.45,71.45,71.45,0
11/14/2018 11:35:00 AM,71.45,71.45,71.45,71.45,0
11/14/2018 11:34:00 AM,71.5,71.5,71.45,71.45,5500
11/14/2018 11:33:00 AM,71.5,71.5,71.5,71.5,0
11/14/2018 11:32:00 AM,71.5,71.5,71.5,71.5,0
11/14/2018 11:31:00 AM,71.5,71.5,71.5,71.5,0
11/14/2018 11:30:00 AM,71.5,71.5,71.5,71.5,0
11/14/2018 11:29:00 AM,71.5,71.5,71.5,71.5,0
11/14/2018 11:28:00 AM,71.5,71.5,71.5,71.5,0
11/14/2018 11:27:00 AM,71.5,71.5,71.5,71.5,0
11/14/2018 11:26:00 AM,71.5,71.5,71.5,71.5,0
11/14/2018 11:25:00 AM,71.45,71.5,71.45,71.5,11000
11/14/2018 11:24:00 AM,71.45,71.45,71.45,71.45,5500
11/14/2018 11:23:00 AM,71.45,71.45,71.45,71.45,22000
11/14/2018 11:22:00 AM,71.45,71.45,71.45,71.45,5500
11/14/2018 11:21:00 AM,71.45,71.45,71.45,71.45,0
11/14/2018 11:20:00 AM,71.3,71.45,71.3,71.45,11000
11/14/2018 11:19:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:18:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:17:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:16:00 AM,71.3,71.3,71.3,71.3,16500
11/14/2018 11:15:00 AM,71.3,71.3,71.1,71.1,16500
11/14/2018 11:14:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:13:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:12:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:11:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:10:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:09:00 AM,71.3,71.3,71.3,71.3,5500
11/14/2018 11:08:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:07:00 AM,71.3,71.3,71.3,71.3,0
11/14/2018 11:06:00 AM,71.3,71.3,71.3,71.3,11000
11/14/2018 11:05:00 AM,71.3,71.3,71.3,71.3,11000
11/14/2018 11:04:00 AM,71.65,71.65,71.3,71.3,38500
11/14/2018 11:03:00 AM,71.65,71.65,71.65,71.65,66000
11/14/2018 11:02:00 AM,71.65,71.65,71.65,71.65,0
11/14/2018 11:01:00 AM,71.65,71.65,71.65,71.65,0
11/14/2018 11:00:00 AM,71.65,71.65,71.65,71.65,0
11/14/2018 10:59:00 AM,71.65,71.65,71.65,71.65,0
11/14/2018 10:58:00 AM,71.65,71.65,71.65,71.65,0
11/14/2018 10:57:00 AM,71.65,71.65,71.65,71.65,0
11/14/2018 10:56:00 AM,71.65,71.65,71.65,71.65,0
11/14/2018 10:55:00 AM,71.7,71.7,71.65,71.65,5500
11/14/2018 10:54:00 AM,71.7,71.7,71.7,71.7,0
11/14/2018 10:53:00 AM,71.7,71.7,71.7,71.7,0
11/14/2018 10:52:00 AM,71.7,71.7,71.7,71.7,0
11/14/2018 10:51:00 AM,71.7,71.7,71.7,71.7,0
11/14/2018 10:50:00 AM,71.7,71.7,71.7,71.7,0
11/14/2018 10:49:00 AM,71.7,71.8,71.7,71.7,11000
11/14/2018 10:48:00 AM,71.7,71.7,71.7,71.7,0
11/14/2018 10:47:00 AM,71.85,71.85,71.7,71.7,11000
11/14/2018 10:46:00 AM,71.85,71.85,71.85,71.85,0
11/14/2018 10:45:00 AM,71.85,71.85,71.85,71.85,0
11/14/2018 10:44:00 AM,71.85,71.85,71.85,71.85,0
11/14/2018 10:43:00 AM,71.85,71.85,71.85,71.85,0
11/14/2018 10:42:00 AM,71.85,71.85,71.85,71.85,0
11/14/2018 10:41:00 AM,71.85,71.85,71.85,71.85,0
11/14/2018 10:40:00 AM,71.85,71.85,71.85,71.85,0
11/14/2018 10:39:00 AM,71.85,71.85,71.85,71.85,0
11/14/2018 10:38:00 AM,71.7,71.85,71.7,71.85,5500
11/14/2018 10:37:00 AM,71.5,71.7,71.5,71.7,5500
11/14/2018 10:36:00 AM,71.5,71.6,71.5,71.5,71500
11/14/2018 10:35:00 AM,70.8,71.45,70.8,71.45,264000
11/14/2018 10:34:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:33:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:32:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:31:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:30:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:29:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:28:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:27:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:26:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:25:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:24:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:23:00 AM,70.95,70.95,70.8,70.8,5500
11/14/2018 10:22:00 AM,70.9,70.95,70.9,70.95,11000
11/14/2018 10:21:00 AM,71.05,71.05,70.9,70.9,5500
11/14/2018 10:20:00 AM,71.05,71.05,71.05,71.05,0
11/14/2018 10:19:00 AM,71.2,71.2,71.05,71.05,5500
11/14/2018 10:18:00 AM,71.2,71.2,71.2,71.2,0
11/14/2018 10:17:00 AM,71.2,71.2,71.2,71.2,0
11/14/2018 10:16:00 AM,71.2,71.2,71.2,71.2,0
11/14/2018 10:15:00 AM,71.2,71.2,71.2,71.2,0
11/14/2018 10:14:00 AM,71.2,71.2,71.2,71.2,5500
11/14/2018 10:13:00 AM,70.95,71.3,70.95,71.3,66000
11/14/2018 10:12:00 AM,70.95,70.95,70.95,70.95,0
11/14/2018 10:11:00 AM,70.95,70.95,70.95,70.95,0
11/14/2018 10:10:00 AM,71.05,71.05,70.95,70.95,5500
11/14/2018 10:09:00 AM,71.05,71.05,71.05,71.05,0
11/14/2018 10:08:00 AM,71.05,71.05,71.05,71.05,0
11/14/2018 10:07:00 AM,71.05,71.05,71.05,71.05,5500
11/14/2018 10:06:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:05:00 AM,70.8,70.8,70.8,70.8,0
11/14/2018 10:04:00 AM,70.65,70.8,70.65,70.8,5500
11/14/2018 10:03:00 AM,70.65,70.65,70.65,70.65,0
11/14/2018 10:02:00 AM,70.7,70.7,70.65,70.65,11000
11/14/2018 10:01:00 AM,70.8,70.85,70.8,70.85,5500
11/14/2018 10:00:00 AM,70.85,70.85,70.8,70.8,11000
11/14/2018 9:59:00 AM,70.85,70.85,70.85,70.85,0
11/14/2018 9:58:00 AM,70.85,70.85,70.85,70.85,16500
11/14/2018 9:57:00 AM,71,71,70.85,70.85,22000
11/14/2018 9:56:00 AM,70.85,71,70.85,71,5500
11/14/2018 9:55:00 AM,70.95,70.95,70.85,70.85,5500
11/14/2018 9:54:00 AM,71.4,71.4,70.95,70.95,5500
11/14/2018 9:53:00 AM,71.4,71.4,71.4,71.4,0
11/14/2018 9:52:00 AM,71.4,71.4,71.4,71.4,0
11/14/2018 9:51:00 AM,71.4,71.4,71.4,71.4,0
11/14/2018 9:50:00 AM,71.4,71.4,71.4,71.4,0
11/14/2018 9:49:00 AM,71.4,71.4,71.4,71.4,0
11/14/2018 9:48:00 AM,71.4,71.4,71.4,71.4,0
11/14/2018 9:47:00 AM,71.4,71.4,71.4,71.4,0
11/14/2018 9:46:00 AM,71.4,71.4,71.4,71.4,0
11/14/2018 9:45:00 AM,71.45,71.45,71.4,71.4,11000
11/14/2018 9:44:00 AM,71.15,71.4,71.15,71.4,11000
11/14/2018 9:43:00 AM,71.15,71.15,71.15,71.15,0
11/14/2018 9:42:00 AM,71.15,71.15,71.15,71.15,0
11/14/2018 9:41:00 AM,71,71.15,71,71.15,11000
11/14/2018 9:40:00 AM,71,71,71,71,0
11/14/2018 9:39:00 AM,71,71,71,71,27500
11/14/2018 9:38:00 AM,71.25,71.25,71.05,71.05,11000
11/14/2018 9:37:00 AM,71.25,71.25,71.25,71.25,0
11/14/2018 9:36:00 AM,71.25,71.25,71.25,71.25,0
11/14/2018 9:35:00 AM,71.25,71.25,71.25,71.25,5500
11/14/2018 9:34:00 AM,71.4,71.4,71.4,71.4,0
11/14/2018 9:33:00 AM,71.5,71.5,71.4,71.4,5500
11/14/2018 9:32:00 AM,71.5,71.5,71.5,71.5,0
11/14/2018 9:31:00 AM,71.35,71.5,71.35,71.5,38500
11/14/2018 9:30:00 AM,71.15,71.35,71.15,71.35,11000
11/14/2018 9:29:00 AM,71.1,71.15,71.1,71.15,22000
11/14/2018 9:28:00 AM,71.25,71.25,71.25,71.25,0
11/14/2018 9:27:00 AM,71.35,71.35,71.25,71.25,5500
11/14/2018 9:26:00 AM,71.35,71.35,71.35,71.35,0
11/14/2018 9:25:00 AM,71.35,71.35,71.35,71.35,0
11/14/2018 9:24:00 AM,71.35,71.35,71.35,71.35,0
11/14/2018 9:23:00 AM,71,71.35,71,71.35,33000
11/14/2018 9:22:00 AM,70.9,71,70.9,71,22000
11/14/2018 9:21:00 AM,70.9,70.9,70.9,70.9,0
11/14/2018 9:20:00 AM,70.9,70.9,70.9,70.9,0
11/14/2018 9:19:00 AM,70.9,70.9,70.9,70.9,5500
11/14/2018 9:18:00 AM,70.9,70.9,70.9,70.9,5500
11/13/2018 3:29:00 PM,70.6,70.65,70.6,70.65,11000
11/13/2018 3:28:00 PM,70.55,70.6,70.55,70.6,22000
11/13/2018 3:27:00 PM,70.55,70.55,70.55,70.55,0
11/13/2018 3:26:00 PM,70.7,70.7,70.55,70.55,5500
11/13/2018 3:25:00 PM,70.6,70.7,70.6,70.7,5500
11/13/2018 3:24:00 PM,70.6,70.6,70.6,70.6,33000
11/13/2018 3:23:00 PM,70.6,70.6,70.6,70.6,88000
11/13/2018 3:22:00 PM,70.6,70.6,70.6,70.6,0
11/13/2018 3:21:00 PM,70.6,70.6,70.6,70.6,0
11/13/2018 3:20:00 PM,70.6,70.6,70.6,70.6,0
11/13/2018 3:19:00 PM,70.6,70.6,70.6,70.6,0
11/13/2018 3:18:00 PM,70.75,70.75,70.6,70.6,11000
11/13/2018 3:17:00 PM,70.75,70.75,70.75,70.75,0
11/13/2018 3:16:00 PM,70.8,70.8,70.75,70.75,5500
11/13/2018 3:15:00 PM,70.8,70.8,70.8,70.8,93500
11/13/2018 3:14:00 PM,70.65,70.75,70.65,70.75,137500
11/13/2018 3:13:00 PM,70.65,70.65,70.65,70.65,16500
11/13/2018 3:12:00 PM,70.7,70.7,70.7,70.7,49500
11/13/2018 3:11:00 PM,70.6,70.7,70.6,70.7,313500
11/13/2018 3:10:00 PM,70.55,70.6,70.55,70.6,60500
11/13/2018 3:09:00 PM,70.45,70.6,70.45,70.6,22000
11/13/2018 3:08:00 PM,70.45,70.45,70.45,70.45,0
11/13/2018 3:07:00 PM,70.4,70.45,70.35,70.45,71500
11/13/2018 3:06:00 PM,70.3,70.4,70.3,70.4,22000
11/13/2018 3:05:00 PM,70.3,70.3,70.3,70.3,11000
11/13/2018 3:04:00 PM,70.2,70.3,70.2,70.3,38500
11/13/2018 3:03:00 PM,70.2,70.2,70.2,70.2,0
