Date,FEDERALBNK-EQ O,FEDERALBNK-EQ H,FEDERALBNK-EQ L,FEDERALBNK-EQ C,FEDERALBNK-EQ V
11/29/2018 2:42:00 PM,84.4,84.4,84.25,84.35,38209
11/29/2018 2:41:00 PM,84.4,84.4,84.35,84.4,18319
11/29/2018 2:40:00 PM,84.3,84.4,84.25,84.3,35355
11/29/2018 2:39:00 PM,84.55,84.6,84.15,84.3,92985
11/29/2018 2:38:00 PM,84.5,84.6,84.45,84.55,38023
11/29/2018 2:37:00 PM,84.5,84.5,84.4,84.5,27113
11/29/2018 2:36:00 PM,84.35,84.45,84.3,84.4,27098
11/29/2018 2:35:00 PM,84.2,84.35,84.15,84.35,26150
11/29/2018 2:34:00 PM,84.2,84.2,84.15,84.2,19402
11/29/2018 2:33:00 PM,84.25,84.3,84.1,84.1,36592
11/29/2018 2:32:00 PM,84.35,84.45,84.1,84.2,76068
11/29/2018 2:31:00 PM,84.4,84.45,84.35,84.45,55736
11/29/2018 2:30:00 PM,84.45,84.45,84.4,84.4,47105
11/29/2018 2:29:00 PM,84.5,84.6,84.35,84.45,104098
11/29/2018 2:28:00 PM,84.55,84.55,84.4,84.5,80798
11/29/2018 2:27:00 PM,84.6,84.6,84.5,84.6,27341
11/29/2018 2:26:00 PM,84.7,84.7,84.6,84.6,45828
11/29/2018 2:25:00 PM,84.7,84.75,84.6,84.65,41812
11/29/2018 2:24:00 PM,84.8,84.8,84.65,84.7,63536
11/29/2018 2:23:00 PM,84.85,84.9,84.75,84.8,48629
11/29/2018 2:22:00 PM,84.9,84.9,84.75,84.85,13382
11/29/2018 2:21:00 PM,84.95,84.95,84.75,84.85,75994
11/29/2018 2:20:00 PM,84.9,84.95,84.85,84.85,25722
11/29/2018 2:19:00 PM,84.8,84.95,84.75,84.9,66938
11/29/2018 2:18:00 PM,84.8,84.9,84.8,84.8,17884
11/29/2018 2:17:00 PM,84.9,84.9,84.75,84.8,19591
11/29/2018 2:16:00 PM,84.8,84.9,84.75,84.9,26493
11/29/2018 2:15:00 PM,84.7,84.8,84.7,84.8,29737
11/29/2018 2:14:00 PM,84.65,84.8,84.65,84.8,51950
11/29/2018 2:13:00 PM,84.85,84.85,84.6,84.75,69630
11/29/2018 2:12:00 PM,84.95,84.95,84.8,84.9,28985
11/29/2018 2:11:00 PM,85.05,85.05,84.85,84.95,31539
11/29/2018 2:10:00 PM,85,85.05,84.9,85.05,36558
11/29/2018 2:09:00 PM,84.85,85,84.8,84.9,48009
11/29/2018 2:08:00 PM,84.85,84.9,84.75,84.85,28658
11/29/2018 2:07:00 PM,84.8,84.9,84.75,84.85,19856
11/29/2018 2:06:00 PM,84.8,84.85,84.7,84.8,18705
11/29/2018 2:05:00 PM,84.65,84.85,84.65,84.8,36746
11/29/2018 2:04:00 PM,84.9,84.9,84.6,84.7,58378
11/29/2018 2:03:00 PM,84.8,84.9,84.75,84.9,34753
11/29/2018 2:02:00 PM,84.8,84.9,84.75,84.8,14628
11/29/2018 2:01:00 PM,84.9,84.9,84.8,84.9,31773
11/29/2018 2:00:00 PM,84.55,84.85,84.5,84.8,99548
