Date,FEDERALBNK-EQ O,FEDERALBNK-EQ H,FEDERALBNK-EQ L,FEDERALBNK-EQ C,FEDERALBNK-EQ V
11/6/2018 10:47:00 AM,81.45,81.5,81.45,81.5,3919
11/6/2018 10:46:00 AM,81.55,81.55,81.45,81.45,23157
11/6/2018 10:45:00 AM,81.6,81.6,81.55,81.55,5017
11/6/2018 10:44:00 AM,81.55,81.6,81.55,81.6,813
11/6/2018 10:43:00 AM,81.5,81.55,81.5,81.55,7314
11/6/2018 10:42:00 AM,81.5,81.55,81.45,81.5,4784
11/6/2018 10:41:00 AM,81.7,81.7,81.45,81.5,47738
11/6/2018 10:40:00 AM,81.7,81.8,81.7,81.7,19698
11/6/2018 10:39:00 AM,81.65,81.75,81.65,81.7,27748
11/6/2018 10:38:00 AM,81.5,81.7,81.5,81.65,77141
11/6/2018 10:37:00 AM,81.5,81.5,81.45,81.5,2838
11/6/2018 10:36:00 AM,81.45,81.5,81.45,81.5,5041
11/6/2018 10:35:00 AM,81.45,81.5,81.45,81.5,1170
11/6/2018 10:34:00 AM,81.5,81.5,81.45,81.5,823
11/6/2018 10:33:00 AM,81.5,81.55,81.5,81.5,9158
11/6/2018 10:32:00 AM,81.45,81.6,81.45,81.5,23157
11/6/2018 10:31:00 AM,81.45,81.5,81.45,81.45,2414
11/6/2018 10:30:00 AM,81.45,81.5,81.4,81.45,2417
11/6/2018 10:29:00 AM,81.45,81.5,81.4,81.45,20609
11/6/2018 10:28:00 AM,81.45,81.5,81.45,81.45,9542
11/6/2018 10:27:00 AM,81.4,81.5,81.35,81.5,8676
11/6/2018 10:26:00 AM,81.35,81.4,81.35,81.4,7630
11/6/2018 10:25:00 AM,81.4,81.4,81.35,81.35,8689
11/6/2018 10:24:00 AM,81.4,81.45,81.35,81.4,9122
11/6/2018 10:23:00 AM,81.5,81.5,81.35,81.4,36258
11/6/2018 10:22:00 AM,81.5,81.5,81.45,81.5,2758
11/6/2018 10:21:00 AM,81.5,81.55,81.45,81.5,11674
11/6/2018 10:20:00 AM,81.45,81.5,81.45,81.5,36657
11/6/2018 10:19:00 AM,81.45,81.5,81.4,81.5,11770
11/6/2018 10:18:00 AM,81.45,81.5,81.4,81.4,12822
11/6/2018 10:17:00 AM,81.4,81.45,81.35,81.45,12804
11/6/2018 10:16:00 AM,81.3,81.4,81.25,81.4,12566
11/6/2018 10:15:00 AM,81.35,81.35,81.25,81.3,20008
11/6/2018 10:14:00 AM,81.4,81.4,81.3,81.3,10077
11/6/2018 10:13:00 AM,81.45,81.45,81.3,81.4,22871
11/6/2018 10:12:00 AM,81.4,81.5,81.4,81.4,11407
11/6/2018 10:11:00 AM,81.4,81.5,81.4,81.4,3940
11/6/2018 10:10:00 AM,81.4,81.5,81.4,81.4,14808
11/6/2018 10:09:00 AM,81.45,81.5,81.4,81.4,21234
11/6/2018 10:08:00 AM,81.4,81.45,81.35,81.45,17355
11/6/2018 10:07:00 AM,81.4,81.45,81.3,81.4,16000
11/6/2018 10:06:00 AM,81.2,81.45,81.15,81.45,104392
11/6/2018 10:05:00 AM,81.2,81.2,81.1,81.2,12029
11/6/2018 10:04:00 AM,81.2,81.2,81.1,81.2,900
11/6/2018 10:03:00 AM,81.15,81.2,81.1,81.2,9320
11/6/2018 10:02:00 AM,81.15,81.15,81.05,81.15,12226
11/6/2018 10:01:00 AM,81.15,81.15,81.1,81.1,4099
11/6/2018 10:00:00 AM,81.2,81.2,81.1,81.15,10302
11/6/2018 9:59:00 AM,81.25,81.25,81.2,81.2,9166
11/6/2018 9:58:00 AM,81.15,81.3,81.15,81.25,19938
11/6/2018 9:57:00 AM,81.25,81.3,81.15,81.15,18961
11/6/2018 9:56:00 AM,81.25,81.3,81.15,81.25,52497
11/6/2018 9:55:00 AM,81.2,81.25,81.2,81.25,13534
11/6/2018 9:54:00 AM,80.95,81.3,80.95,81.2,49617
11/6/2018 9:53:00 AM,80.9,81,80.85,80.95,32373
11/6/2018 9:52:00 AM,80.9,80.9,80.85,80.85,7838
11/6/2018 9:51:00 AM,80.85,80.9,80.85,80.9,7735
11/6/2018 9:50:00 AM,80.95,80.95,80.85,80.9,9906
11/6/2018 9:49:00 AM,80.95,80.95,80.85,80.95,5338
11/6/2018 9:48:00 AM,80.95,81,80.9,80.95,6671
11/6/2018 9:47:00 AM,80.9,81,80.9,80.95,8148
11/6/2018 9:46:00 AM,81.1,81.1,80.9,80.95,18024
11/6/2018 9:45:00 AM,81,81.15,81,81.1,27694
11/6/2018 9:44:00 AM,81,81.05,81,81,12347
11/6/2018 9:43:00 AM,81.05,81.05,80.9,81,28070
11/6/2018 9:42:00 AM,81,81.05,80.95,80.95,15765
11/6/2018 9:41:00 AM,80.85,81,80.8,80.95,12616
11/6/2018 9:40:00 AM,81,81,80.8,80.85,30071
11/6/2018 9:39:00 AM,81.1,81.1,81,81,6135
11/6/2018 9:38:00 AM,81.1,81.15,81.05,81.1,16028
11/6/2018 9:37:00 AM,81.1,81.15,81.05,81.05,8532
11/6/2018 9:36:00 AM,81.05,81.15,81.05,81.1,14014
11/6/2018 9:35:00 AM,81.1,81.15,81.05,81.05,15575
11/6/2018 9:34:00 AM,81.1,81.15,81.1,81.1,13174
11/6/2018 9:33:00 AM,81,81.1,81,81.05,15168
11/6/2018 9:32:00 AM,81,81.05,80.9,81.05,14090
11/6/2018 9:31:00 AM,81,81.05,80.9,81,22509
11/6/2018 9:30:00 AM,81,81,80.95,80.95,41035
11/6/2018 9:29:00 AM,81.1,81.15,81,81,13776
11/6/2018 9:28:00 AM,81.2,81.2,81.1,81.1,13878
11/6/2018 9:27:00 AM,81.15,81.2,81.15,81.2,9216
11/6/2018 9:26:00 AM,81.2,81.2,81.15,81.15,26894
11/6/2018 9:25:00 AM,81.1,81.2,81.1,81.2,16160
11/6/2018 9:24:00 AM,81.2,81.2,81.1,81.1,10292
11/6/2018 9:23:00 AM,81.25,81.3,81.1,81.2,30981
11/6/2018 9:22:00 AM,81,81.25,80.95,81.25,51725
11/6/2018 9:21:00 AM,81,81.1,80.85,80.95,50205
11/6/2018 9:20:00 AM,81,81.05,80.9,81.05,11706
11/6/2018 9:19:00 AM,80.95,81.05,80.95,81,43780
11/6/2018 9:18:00 AM,80.95,81.1,80.9,80.95,40789
11/6/2018 9:17:00 AM,80.95,81,80.9,80.95,26631
11/6/2018 9:16:00 AM,81,81.1,80.9,80.95,68599
11/6/2018 9:15:00 AM,80.65,81.1,80.65,81,88111
11/5/2018 3:29:00 PM,80.3,80.35,80.15,80.35,58204
11/5/2018 3:28:00 PM,80.3,80.4,80.25,80.3,53194
11/5/2018 3:27:00 PM,80.2,80.4,80.2,80.3,43234
11/5/2018 3:26:00 PM,80.1,80.25,80.1,80.2,44130
11/5/2018 3:25:00 PM,80.15,80.2,80.05,80.2,55584
11/5/2018 3:24:00 PM,80.15,80.25,80.05,80.1,73452
11/5/2018 3:23:00 PM,80.2,80.3,80.1,80.1,201322
11/5/2018 3:22:00 PM,80.25,80.35,80.2,80.2,88403
11/5/2018 3:21:00 PM,80.35,80.4,80.25,80.25,52519
11/5/2018 3:20:00 PM,80.35,80.4,80.25,80.4,123965
11/5/2018 3:19:00 PM,80.15,80.3,80.15,80.3,83277
11/5/2018 3:18:00 PM,80.15,80.3,80.15,80.25,53247
11/5/2018 3:17:00 PM,80.2,80.3,80.15,80.15,37711
11/5/2018 3:16:00 PM,80.25,80.3,80.15,80.2,57711
11/5/2018 3:15:00 PM,80.25,80.35,80.2,80.2,164068
11/5/2018 3:14:00 PM,80.35,80.35,80.2,80.25,58796
11/5/2018 3:13:00 PM,80.3,80.35,80.3,80.3,18538
11/5/2018 3:12:00 PM,80.3,80.35,80.25,80.3,95398
11/5/2018 3:11:00 PM,80.25,80.3,80.2,80.3,22538
11/5/2018 3:10:00 PM,80.3,80.3,80.2,80.25,12270
11/5/2018 3:09:00 PM,80.35,80.35,80.2,80.3,52426
11/5/2018 3:08:00 PM,80.25,80.35,80.25,80.3,28022
11/5/2018 3:07:00 PM,80.2,80.3,80.2,80.25,17120
11/5/2018 3:06:00 PM,80.2,80.3,80.15,80.2,58710
11/5/2018 3:05:00 PM,80.1,80.2,80.1,80.15,21772
11/5/2018 3:04:00 PM,80.2,80.2,80.1,80.1,10104
11/5/2018 3:03:00 PM,80.15,80.2,80.15,80.2,14133
11/5/2018 3:02:00 PM,80.15,80.25,80.15,80.15,12760
11/5/2018 3:01:00 PM,80.2,80.35,80.15,80.15,79021
11/5/2018 3:00:00 PM,80.2,80.2,80.1,80.2,37807
11/5/2018 2:59:00 PM,80.15,80.2,80.1,80.2,12588
11/5/2018 2:58:00 PM,80.2,80.25,80.15,80.15,10542
11/5/2018 2:57:00 PM,80.1,80.2,80.05,80.2,48220
11/5/2018 2:56:00 PM,80.05,80.1,80.05,80.1,14197
11/5/2018 2:55:00 PM,80.1,80.1,80.05,80.1,26990
11/5/2018 2:54:00 PM,80.15,80.2,80.1,80.1,12398
11/5/2018 2:53:00 PM,80.15,80.25,80.1,80.1,23084
11/5/2018 2:52:00 PM,80.25,80.25,80.15,80.15,14348
11/5/2018 2:51:00 PM,80.2,80.3,80.2,80.25,3727
11/5/2018 2:50:00 PM,80.2,80.25,80.2,80.2,3250
11/5/2018 2:49:00 PM,80.35,80.35,80.2,80.2,4945
11/5/2018 2:48:00 PM,80.35,80.4,80.3,80.35,18852
11/5/2018 2:47:00 PM,80.3,80.35,80.2,80.35,38930
11/5/2018 2:46:00 PM,80.25,80.3,80.25,80.3,6596
11/5/2018 2:45:00 PM,80.2,80.25,80.15,80.25,6922
11/5/2018 2:44:00 PM,80.2,80.2,80.15,80.2,11395
11/5/2018 2:43:00 PM,80.15,80.2,80.15,80.2,5465
11/5/2018 2:42:00 PM,80.25,80.25,80.15,80.15,43671
11/5/2018 2:41:00 PM,80.25,80.3,80.25,80.25,4401
11/5/2018 2:40:00 PM,80.3,80.35,80.25,80.25,11961
11/5/2018 2:39:00 PM,80.25,80.3,80.25,80.3,15777
11/5/2018 2:38:00 PM,80.35,80.4,80.25,80.25,13003
11/5/2018 2:37:00 PM,80.4,80.4,80.3,80.35,5518
11/5/2018 2:36:00 PM,80.3,80.4,80.3,80.4,14697
11/5/2018 2:35:00 PM,80.35,80.4,80.3,80.3,16288
11/5/2018 2:34:00 PM,80.3,80.35,80.3,80.35,4779
11/5/2018 2:33:00 PM,80.25,80.4,80.2,80.3,13691
11/5/2018 2:32:00 PM,80.25,80.25,80.2,80.25,4038
11/5/2018 2:31:00 PM,80.25,80.25,80.2,80.25,4086
11/5/2018 2:30:00 PM,80.25,80.25,80.15,80.2,5761
11/5/2018 2:29:00 PM,80.15,80.25,80.15,80.25,12856
11/5/2018 2:28:00 PM,80.2,80.2,80.15,80.2,20371
11/5/2018 2:27:00 PM,80.2,80.25,80.1,80.15,15393
11/5/2018 2:26:00 PM,80.2,80.2,80.15,80.2,7052
11/5/2018 2:25:00 PM,80.15,80.3,80.15,80.2,18825
11/5/2018 2:24:00 PM,80.25,80.25,80.15,80.15,18363
11/5/2018 2:23:00 PM,80.3,80.4,80.25,80.3,4372
11/5/2018 2:22:00 PM,80.45,80.45,80.3,80.3,8256
11/5/2018 2:21:00 PM,80.4,80.4,80.3,80.35,13321
11/5/2018 2:20:00 PM,80.45,80.45,80.3,80.4,3814
11/5/2018 2:19:00 PM,80.3,80.45,80.3,80.45,7375
11/5/2018 2:18:00 PM,80.35,80.4,80.3,80.3,5382
11/5/2018 2:17:00 PM,80.4,80.4,80.3,80.35,13558
11/5/2018 2:16:00 PM,80.5,80.5,80.35,80.4,14326
11/5/2018 2:15:00 PM,80.5,80.55,80.45,80.5,20573
11/5/2018 2:14:00 PM,80.55,80.6,80.45,80.5,13268
11/5/2018 2:13:00 PM,80.5,80.6,80.45,80.55,63973
11/5/2018 2:12:00 PM,80.4,80.55,80.4,80.5,37911
11/5/2018 2:11:00 PM,80.35,80.4,80.35,80.4,10151
11/5/2018 2:10:00 PM,80.45,80.5,80.35,80.35,25668
11/5/2018 2:09:00 PM,80.3,80.4,80.25,80.4,32798
11/5/2018 2:08:00 PM,80.35,80.4,80.3,80.3,4230
11/5/2018 2:07:00 PM,80.35,80.4,80.35,80.35,37590
11/5/2018 2:06:00 PM,80.3,80.4,80.25,80.35,31343
11/5/2018 2:05:00 PM,80.2,80.35,80.2,80.3,6390
11/5/2018 2:04:00 PM,80.25,80.35,80.2,80.2,6163
11/5/2018 2:03:00 PM,80.25,80.4,80.25,80.25,10864
11/5/2018 2:02:00 PM,80.3,80.45,80.25,80.25,45315
11/5/2018 2:01:00 PM,80.2,80.3,80.15,80.3,7276
11/5/2018 2:00:00 PM,80.25,80.3,80.2,80.2,4225
11/5/2018 1:59:00 PM,80.15,80.3,80.15,80.25,10770
11/5/2018 1:58:00 PM,80.25,80.25,80.15,80.15,5777
11/5/2018 1:57:00 PM,80.25,80.25,80.15,80.25,16469
11/5/2018 1:56:00 PM,80.2,80.25,80.1,80.25,23507
11/5/2018 1:55:00 PM,80.15,80.2,80.1,80.2,13328
11/5/2018 1:54:00 PM,80.15,80.15,80.1,80.15,3026
11/5/2018 1:53:00 PM,80.15,80.2,80.1,80.15,3417
11/5/2018 1:52:00 PM,80.2,80.25,80.15,80.15,4407
11/5/2018 1:51:00 PM,80.15,80.25,80.15,80.2,5461
11/5/2018 1:50:00 PM,80.15,80.25,80.15,80.15,5562
11/5/2018 1:49:00 PM,80.2,80.25,80.15,80.15,5871
11/5/2018 1:48:00 PM,80.2,80.2,80.15,80.2,3626
11/5/2018 1:47:00 PM,80.2,80.2,80.1,80.2,9018
11/5/2018 1:46:00 PM,80.1,80.2,80.1,80.2,4815
11/5/2018 1:45:00 PM,80.2,80.25,80.1,80.1,9884
11/5/2018 1:44:00 PM,80.25,80.25,80.2,80.2,8361
11/5/2018 1:43:00 PM,80.2,80.25,80.1,80.15,9060
11/5/2018 1:42:00 PM,80.15,80.2,80.1,80.2,7544
11/5/2018 1:41:00 PM,80.2,80.2,80.15,80.15,5888
11/5/2018 1:40:00 PM,80.2,80.3,80.1,80.2,10792
11/5/2018 1:39:00 PM,80.25,80.3,80.15,80.2,4838
11/5/2018 1:38:00 PM,80.2,80.35,80.2,80.25,10565
11/5/2018 1:37:00 PM,80.3,80.3,80.2,80.2,3148
11/5/2018 1:36:00 PM,80.3,80.3,80.25,80.3,8881
11/5/2018 1:35:00 PM,80.15,80.3,80.15,80.3,25330
11/5/2018 1:34:00 PM,80.15,80.2,80.1,80.15,4719
11/5/2018 1:33:00 PM,80.1,80.2,80.1,80.15,6364
11/5/2018 1:32:00 PM,80.15,80.2,80.1,80.1,7772
11/5/2018 1:31:00 PM,80.15,80.2,80.1,80.15,9026
11/5/2018 1:30:00 PM,80.1,80.15,80.05,80.15,26227
11/5/2018 1:29:00 PM,80.05,80.15,80.05,80.1,4511
11/5/2018 1:28:00 PM,80.05,80.2,80.05,80.05,18474
11/5/2018 1:27:00 PM,80.15,80.15,80.05,80.05,48441
11/5/2018 1:26:00 PM,80.3,80.35,80.15,80.15,20359
11/5/2018 1:25:00 PM,80.4,80.4,80.3,80.3,6235
11/5/2018 1:24:00 PM,80.45,80.45,80.35,80.4,4626
11/5/2018 1:23:00 PM,80.35,80.45,80.35,80.45,9194
11/5/2018 1:22:00 PM,80.35,80.4,80.35,80.35,9486
11/5/2018 1:21:00 PM,80.35,80.4,80.3,80.35,7491
11/5/2018 1:20:00 PM,80.5,80.5,80.35,80.35,9076
11/5/2018 1:19:00 PM,80.45,80.5,80.35,80.45,10791
11/5/2018 1:18:00 PM,80.2,80.55,80.2,80.45,73550
11/5/2018 1:17:00 PM,80.2,80.3,80.2,80.2,4468
11/5/2018 1:16:00 PM,80.2,80.3,80.2,80.2,10580
11/5/2018 1:15:00 PM,80.4,80.4,80.2,80.2,6570
11/5/2018 1:14:00 PM,80.3,80.4,80.3,80.4,6701
11/5/2018 1:13:00 PM,80.35,80.35,80.3,80.3,5172
11/5/2018 1:12:00 PM,80.3,80.35,80.3,80.35,8899
11/5/2018 1:11:00 PM,80.35,80.4,80.3,80.3,9976
11/5/2018 1:10:00 PM,80.3,80.4,80.3,80.35,10858
11/5/2018 1:09:00 PM,80.3,80.35,80.25,80.3,15797
11/5/2018 1:08:00 PM,80.25,80.3,80.25,80.25,3689
11/5/2018 1:07:00 PM,80.25,80.3,80.2,80.3,3116
11/5/2018 1:06:00 PM,80.25,80.3,80.2,80.25,5540
11/5/2018 1:05:00 PM,80.1,80.3,80.1,80.25,8781
11/5/2018 1:04:00 PM,80.1,80.2,80.1,80.2,6065
11/5/2018 1:03:00 PM,80.1,80.2,80.1,80.1,6822
11/5/2018 1:02:00 PM,80.1,80.15,80.05,80.1,4889
11/5/2018 1:01:00 PM,80.15,80.15,80.1,80.1,2704
11/5/2018 1:00:00 PM,80.15,80.15,80.1,80.15,4647
11/5/2018 12:59:00 PM,80.1,80.2,80.1,80.15,5908
11/5/2018 12:58:00 PM,80.15,80.2,80.1,80.1,9038
11/5/2018 12:57:00 PM,80.05,80.15,80.05,80.15,4664
11/5/2018 12:56:00 PM,80.15,80.15,80.05,80.05,5656
11/5/2018 12:55:00 PM,80.05,80.15,80.05,80.15,13412
11/5/2018 12:54:00 PM,80.05,80.15,80.05,80.05,12051
11/5/2018 12:53:00 PM,80.1,80.1,80,80.05,4472
11/5/2018 12:52:00 PM,80.05,80.1,80,80.1,12928
11/5/2018 12:51:00 PM,80.1,80.1,80,80.05,24921
11/5/2018 12:50:00 PM,80.15,80.2,80.1,80.1,2458
11/5/2018 12:49:00 PM,80.15,80.2,80.1,80.15,6442
11/5/2018 12:48:00 PM,80.2,80.2,80.1,80.15,3342
11/5/2018 12:47:00 PM,80.1,80.2,80.1,80.1,7919
11/5/2018 12:46:00 PM,80.05,80.15,80.05,80.1,15184
11/5/2018 12:45:00 PM,80.1,80.1,80.05,80.05,8600
11/5/2018 12:44:00 PM,80.1,80.1,80.05,80.05,9209
11/5/2018 12:43:00 PM,80.1,80.2,80.1,80.1,7732
11/5/2018 12:42:00 PM,80.15,80.2,80.1,80.1,12513
11/5/2018 12:41:00 PM,80.15,80.2,80.1,80.15,5645
11/5/2018 12:40:00 PM,80.2,80.25,80.15,80.15,5129
11/5/2018 12:39:00 PM,80.2,80.25,80.15,80.2,9683
11/5/2018 12:38:00 PM,80.15,80.2,80.15,80.2,4765
11/5/2018 12:37:00 PM,80.2,80.2,80.1,80.15,7874
11/5/2018 12:36:00 PM,80.2,80.2,80.1,80.2,8584
11/5/2018 12:35:00 PM,80.1,80.2,80.05,80.2,16540
11/5/2018 12:34:00 PM,80.05,80.1,80.05,80.1,4859
11/5/2018 12:33:00 PM,80.1,80.1,80.05,80.05,5592
11/5/2018 12:32:00 PM,80.2,80.2,80.05,80.1,7043
11/5/2018 12:31:00 PM,80.1,80.2,80.1,80.2,11795
11/5/2018 12:30:00 PM,80.35,80.35,80.1,80.1,33205
11/5/2018 12:29:00 PM,80.35,80.4,80.3,80.35,5475
11/5/2018 12:28:00 PM,80.35,80.4,80.3,80.35,6447
11/5/2018 12:27:00 PM,80.35,80.4,80.3,80.35,6187
11/5/2018 12:26:00 PM,80.3,80.4,80.3,80.35,10976
11/5/2018 12:25:00 PM,80.3,80.35,80.25,80.3,6752
11/5/2018 12:24:00 PM,80.4,80.4,80.3,80.3,7571
11/5/2018 12:23:00 PM,80.45,80.5,80.35,80.4,5035
11/5/2018 12:22:00 PM,80.5,80.55,80.45,80.45,10963
11/5/2018 12:21:00 PM,80.55,80.55,80.5,80.5,14224
11/5/2018 12:20:00 PM,80.6,80.6,80.5,80.55,22491
11/5/2018 12:19:00 PM,80.45,80.6,80.45,80.6,12536
11/5/2018 12:18:00 PM,80.6,80.6,80.5,80.5,22161
11/5/2018 12:17:00 PM,80.55,80.6,80.5,80.55,22029
11/5/2018 12:16:00 PM,80.4,80.55,80.4,80.55,45112
11/5/2018 12:15:00 PM,80.4,80.45,80.35,80.45,18466
11/5/2018 12:14:00 PM,80.4,80.45,80.35,80.4,15591
11/5/2018 12:13:00 PM,80.3,80.35,80.25,80.35,15929
11/5/2018 12:12:00 PM,80.35,80.4,80.3,80.3,8724
11/5/2018 12:11:00 PM,80.25,80.4,80.25,80.35,19029
11/5/2018 12:10:00 PM,80.25,80.3,80.25,80.25,6576
11/5/2018 12:09:00 PM,80.3,80.45,80.25,80.25,87495
11/5/2018 12:08:00 PM,80.25,80.35,80.25,80.3,11546
11/5/2018 12:07:00 PM,80.2,80.25,80.15,80.25,11304
11/5/2018 12:06:00 PM,80.2,80.25,80.15,80.2,5721
11/5/2018 12:05:00 PM,80.1,80.25,80,80.25,44214
11/5/2018 12:04:00 PM,80.15,80.15,80,80.1,23282
11/5/2018 12:03:00 PM,80.15,80.15,80.1,80.15,5746
11/5/2018 12:02:00 PM,80.1,80.15,80.05,80.15,11354
11/5/2018 12:01:00 PM,80.15,80.15,80.05,80.1,9592
11/5/2018 12:00:00 PM,80.05,80.15,80.05,80.15,8582
11/5/2018 11:59:00 AM,80.1,80.1,80.05,80.1,4216
11/5/2018 11:58:00 AM,80,80.1,80,80.1,8140
11/5/2018 11:57:00 AM,80.05,80.05,80,80,6898
11/5/2018 11:56:00 AM,80,80.1,79.9,80.05,27588
11/5/2018 11:55:00 AM,79.9,80,79.9,80,13084
11/5/2018 11:54:00 AM,80,80,79.9,79.95,8776
11/5/2018 11:53:00 AM,79.9,80,79.9,80,10538
11/5/2018 11:52:00 AM,80,80,79.85,79.9,6692
11/5/2018 11:51:00 AM,79.9,80,79.85,80,26031
11/5/2018 11:50:00 AM,79.75,79.9,79.75,79.9,25435
11/5/2018 11:49:00 AM,80.15,80.15,79.75,79.8,201292
11/5/2018 11:48:00 AM,80.2,80.2,80.15,80.15,14841
11/5/2018 11:47:00 AM,80.2,80.2,80.15,80.2,9838
11/5/2018 11:46:00 AM,80.25,80.25,80.15,80.2,32457
11/5/2018 11:45:00 AM,80.3,80.3,80.2,80.25,9678
11/5/2018 11:44:00 AM,80.3,80.4,80.3,80.35,5342
11/5/2018 11:43:00 AM,80.3,80.35,80.25,80.3,8101
11/5/2018 11:42:00 AM,80.2,80.3,80.2,80.3,8348
11/5/2018 11:41:00 AM,80.4,80.65,80.2,80.2,70068
11/5/2018 11:40:00 AM,80.25,80.4,80.25,80.4,14053
11/5/2018 11:39:00 AM,80.3,80.3,80.2,80.25,5205
11/5/2018 11:38:00 AM,80.3,80.35,80.25,80.3,11058
11/5/2018 11:37:00 AM,80.35,80.4,80.3,80.3,41376
11/5/2018 11:36:00 AM,80.4,80.45,80.35,80.35,78312
11/5/2018 11:35:00 AM,80.35,80.4,80.3,80.4,15312
11/5/2018 11:34:00 AM,80.3,80.4,80.3,80.35,7001
11/5/2018 11:33:00 AM,80.25,80.3,80.2,80.3,11112
11/5/2018 11:32:00 AM,80.25,80.3,80.2,80.25,13773
11/5/2018 11:31:00 AM,80.2,80.3,80.2,80.25,18854
11/5/2018 11:30:00 AM,80.15,80.3,80.15,80.2,33918
11/5/2018 11:29:00 AM,80.05,80.2,80.05,80.15,32104
11/5/2018 11:28:00 AM,79.9,80.05,79.85,80.05,41792
11/5/2018 11:27:00 AM,79.9,79.9,79.85,79.9,23534
11/5/2018 11:26:00 AM,79.9,79.95,79.85,79.9,26675
11/5/2018 11:25:00 AM,79.85,79.9,79.85,79.9,19602
11/5/2018 11:24:00 AM,79.9,79.95,79.85,79.9,19943
11/5/2018 11:23:00 AM,79.95,80.2,79.85,79.9,102977
11/5/2018 11:22:00 AM,80,80,79.85,79.9,34617
11/5/2018 11:21:00 AM,80.15,80.15,79.85,80,97715
11/5/2018 11:20:00 AM,80.2,80.2,80.1,80.15,30328
11/5/2018 11:19:00 AM,80.15,80.2,80.1,80.2,19692
11/5/2018 11:18:00 AM,80.15,80.2,80.1,80.15,22229
11/5/2018 11:17:00 AM,80.15,80.2,79.95,80.15,145934
11/5/2018 11:16:00 AM,80.35,80.45,80.15,80.15,78899
11/5/2018 11:15:00 AM,80.25,80.35,80.2,80.35,52748
11/5/2018 11:14:00 AM,80.4,80.45,80.2,80.25,52398
11/5/2018 11:13:00 AM,80.5,80.55,80.35,80.4,32975
11/5/2018 11:12:00 AM,80.55,80.65,80.45,80.55,30030
11/5/2018 11:11:00 AM,80.65,80.7,80.5,80.55,99913
11/5/2018 11:10:00 AM,80.6,80.7,80.5,80.7,68676
11/5/2018 11:09:00 AM,80.75,80.75,80.65,80.7,13828
11/5/2018 11:08:00 AM,80.65,80.8,80.65,80.75,7734
11/5/2018 11:07:00 AM,80.75,80.8,80.6,80.65,64677
11/5/2018 11:06:00 AM,80.85,80.85,80.75,80.8,46906
11/5/2018 11:05:00 AM,80.85,80.9,80.8,80.85,11456
11/5/2018 11:04:00 AM,80.9,80.95,80.85,80.85,47201
11/5/2018 11:03:00 AM,81.1,81.1,80.95,81,20301
11/5/2018 11:02:00 AM,81.15,81.15,81.05,81.1,9525
11/5/2018 11:01:00 AM,81.05,81.15,81,81.15,11818
11/5/2018 11:00:00 AM,81.2,81.2,81,81,18966
11/5/2018 10:59:00 AM,81.15,81.25,81.1,81.2,25028
11/5/2018 10:58:00 AM,81.1,81.15,81.05,81.15,28099
11/5/2018 10:57:00 AM,80.95,81.1,80.95,81.1,13490
11/5/2018 10:56:00 AM,81,81,80.95,80.95,12231
11/5/2018 10:55:00 AM,80.9,81,80.9,81,25604
11/5/2018 10:54:00 AM,81,81.05,80.9,80.95,22930
11/5/2018 10:53:00 AM,81.15,81.25,80.9,80.9,119831
11/5/2018 10:52:00 AM,81.15,81.25,81.1,81.15,16871
11/5/2018 10:51:00 AM,81.15,81.2,81.1,81.15,14461
11/5/2018 10:50:00 AM,81.15,81.15,81.1,81.15,9995
11/5/2018 10:49:00 AM,81.1,81.15,81.05,81.15,20891
11/5/2018 10:48:00 AM,81.25,81.3,81.05,81.1,104999
11/5/2018 10:47:00 AM,81.55,81.55,81.2,81.3,133255
11/5/2018 10:46:00 AM,81.55,81.55,81.5,81.55,7211
11/5/2018 10:45:00 AM,81.55,81.55,81.5,81.5,13987
11/5/2018 10:44:00 AM,81.55,81.55,81.5,81.5,7634
11/5/2018 10:43:00 AM,81.6,81.6,81.5,81.55,13914
11/5/2018 10:42:00 AM,81.55,81.65,81.55,81.6,11818
11/5/2018 10:41:00 AM,81.6,81.6,81.5,81.55,35098
11/5/2018 10:40:00 AM,81.7,81.75,81.6,81.7,30015
11/5/2018 10:39:00 AM,81.8,81.8,81.7,81.75,5010
11/5/2018 10:38:00 AM,81.9,81.9,81.8,81.8,11828
11/5/2018 10:37:00 AM,81.9,81.9,81.8,81.9,12423
11/5/2018 10:36:00 AM,81.75,81.95,81.75,81.9,23356
11/5/2018 10:35:00 AM,81.8,81.85,81.75,81.75,4969
11/5/2018 10:34:00 AM,81.65,81.8,81.65,81.8,16847
11/5/2018 10:33:00 AM,81.65,81.75,81.65,81.65,36486
11/5/2018 10:32:00 AM,81.6,81.65,81.55,81.55,6502
11/5/2018 10:31:00 AM,81.55,81.65,81.55,81.6,7144
11/5/2018 10:30:00 AM,81.55,81.6,81.55,81.55,11880
11/5/2018 10:29:00 AM,81.6,81.6,81.5,81.55,16234
11/5/2018 10:28:00 AM,81.6,81.65,81.55,81.6,20259
11/5/2018 10:27:00 AM,81.65,81.65,81.6,81.6,12948
11/5/2018 10:26:00 AM,81.75,81.75,81.6,81.65,17302
11/5/2018 10:25:00 AM,81.7,81.8,81.65,81.75,19784
11/5/2018 10:24:00 AM,81.55,81.7,81.55,81.7,16183
11/5/2018 10:23:00 AM,81.6,81.6,81.5,81.55,38370
11/5/2018 10:22:00 AM,81.6,81.65,81.55,81.6,29045
