Date,KOTAKBANK18DECFUT O,KOTAKBANK18DECFUT H,KOTAKBANK18DECFUT L,KOTAKBANK18DECFUT C,KOTAKBANK18DECFUT V
11/29/2018 3:29:00 PM,1208.25,1209.3,1207,1207.3,44000
11/29/2018 3:28:00 PM,1210.9,1211.1,1208.05,1208.25,56000
11/29/2018 3:27:00 PM,1211,1212,1210.9,1210.9,72800
11/29/2018 3:26:00 PM,1209.05,1211.35,1208.9,1210.4,145600
11/29/2018 3:25:00 PM,1207.25,1209.05,1207.2,1209.05,55200
11/29/2018 3:24:00 PM,1206.85,1207.95,1206.85,1207.25,33600
11/29/2018 3:23:00 PM,1206.55,1207,1206.5,1206.85,25600
11/29/2018 3:22:00 PM,1208.25,1208.25,1206.35,1206.55,59200
11/29/2018 3:21:00 PM,1208.7,1209.3,1207.9,1208.05,58400
11/29/2018 3:20:00 PM,1207.95,1208.8,1207.95,1208.7,30400
11/29/2018 3:19:00 PM,1207.85,1208.85,1207.85,1207.95,52000
11/29/2018 3:18:00 PM,1208,1208.25,1207.75,1207.85,38400
11/29/2018 3:17:00 PM,1208.4,1209.05,1207.85,1208.6,65600
11/29/2018 3:16:00 PM,1209.5,1209.65,1208.35,1208.4,37600
11/29/2018 3:15:00 PM,1209.5,1210,1209.05,1209.5,54400
11/29/2018 3:14:00 PM,1208.85,1210,1208.85,1209.5,28800
11/29/2018 3:13:00 PM,1209.5,1209.5,1207.35,1208.85,51200
11/29/2018 3:12:00 PM,1208,1209.5,1208,1209.4,35200
11/29/2018 3:11:00 PM,1207.8,1208.35,1207.55,1208,28800
11/29/2018 3:10:00 PM,1207.4,1208,1206.95,1207.1,48800
11/29/2018 3:09:00 PM,1207,1208.7,1207,1208,52800
11/29/2018 3:08:00 PM,1206.15,1207.9,1206.15,1207,77600
11/29/2018 3:07:00 PM,1211,1211,1206.1,1206.1,60000
11/29/2018 3:06:00 PM,1214.85,1214.85,1211,1211,76000
11/29/2018 3:05:00 PM,1213.6,1215.15,1213.35,1214.9,61600
11/29/2018 3:04:00 PM,1214,1214.5,1213.45,1214,44800
11/29/2018 3:03:00 PM,1215,1215,1212.95,1214,62400
11/29/2018 3:02:00 PM,1214.3,1215,1213.6,1215,100800
11/29/2018 3:01:00 PM,1212.05,1214.45,1212.05,1214.3,83200
11/29/2018 3:00:00 PM,1210.3,1212.35,1210.3,1212.35,68800
11/29/2018 2:59:00 PM,1209.15,1210,1209.15,1210,69600
11/29/2018 2:58:00 PM,1208.95,1209.9,1208.3,1209.7,48000
11/29/2018 2:57:00 PM,1206.75,1209,1206.7,1208.9,20000
11/29/2018 2:56:00 PM,1206.75,1207.9,1206.2,1206.75,24000
11/29/2018 2:55:00 PM,1209,1209.05,1206.2,1206.75,44000
11/29/2018 2:54:00 PM,1207.95,1209.7,1207.45,1209,44000
11/29/2018 2:53:00 PM,1207.95,1208.8,1207.8,1207.95,40800
11/29/2018 2:52:00 PM,1206.3,1208,1206,1207.95,59200
11/29/2018 2:51:00 PM,1205,1207.1,1204.85,1206.3,92000
11/29/2018 2:50:00 PM,1204.45,1205,1204.45,1205,16800
11/29/2018 2:49:00 PM,1204.45,1204.75,1204.45,1204.45,4000
11/29/2018 2:48:00 PM,1204.45,1204.7,1204.4,1204.45,8800
11/29/2018 2:47:00 PM,1204.5,1204.6,1204.05,1204.45,9600
11/29/2018 2:46:00 PM,1204.85,1205.25,1204.25,1204.5,19200
11/29/2018 2:45:00 PM,1203.85,1204.8,1203.85,1204.8,19200
11/29/2018 2:44:00 PM,1203.7,1203.85,1203,1203.3,19200
11/29/2018 2:43:00 PM,1204.65,1204.85,1203.7,1203.7,32800
11/29/2018 2:42:00 PM,1203.25,1204.65,1203.25,1204.65,75200
11/29/2018 2:41:00 PM,1203.4,1204.05,1203.1,1203.25,68000
11/29/2018 2:40:00 PM,1203.1,1203.4,1202.85,1203.4,18400
11/29/2018 2:39:00 PM,1204.4,1204.4,1202.8,1202.8,23200
11/29/2018 2:38:00 PM,1204.75,1204.9,1204.1,1204.4,8000
11/29/2018 2:37:00 PM,1204,1204.7,1203.85,1204.5,36800
11/29/2018 2:36:00 PM,1203,1204,1202.35,1204,19200
11/29/2018 2:35:00 PM,1203.4,1204.15,1202.85,1203,28000
11/29/2018 2:34:00 PM,1204.85,1204.85,1203.4,1203.4,49600
11/29/2018 2:33:00 PM,1205.45,1205.5,1204.5,1204.75,44800
11/29/2018 2:32:00 PM,1203.65,1205.45,1203.55,1205.45,84800
11/29/2018 2:31:00 PM,1202,1203.4,1201.75,1203.3,48000
11/29/2018 2:30:00 PM,1201,1201.9,1201,1201.9,31200
11/29/2018 2:29:00 PM,1200.5,1201.25,1200.25,1201,44800
11/29/2018 2:28:00 PM,1199.6,1200.5,1199.55,1200.5,41600
11/29/2018 2:27:00 PM,1200.15,1200.5,1199.7,1199.7,20800
11/29/2018 2:26:00 PM,1200.3,1200.3,1199.6,1200.15,33600
11/29/2018 2:25:00 PM,1199.15,1200.3,1198.45,1200.3,25600
11/29/2018 2:24:00 PM,1199.15,1199.75,1199.1,1199.15,20800
11/29/2018 2:23:00 PM,1200.35,1200.85,1199.15,1199.15,32800
11/29/2018 2:22:00 PM,1200.85,1200.85,1200.3,1200.35,16800
11/29/2018 2:21:00 PM,1201.9,1201.9,1200.85,1200.85,15200
11/29/2018 2:20:00 PM,1201.9,1202,1201,1201.9,35200
11/29/2018 2:19:00 PM,1200.7,1202,1200.7,1201.9,30400
11/29/2018 2:18:00 PM,1201.1,1201.1,1200.2,1200.7,22400
11/29/2018 2:17:00 PM,1200.65,1201.1,1200.35,1201.1,50400
11/29/2018 2:16:00 PM,1199.35,1201.1,1199.15,1200.65,78400
11/29/2018 2:15:00 PM,1201.65,1202.2,1199.2,1199.35,112800
11/29/2018 2:14:00 PM,1202,1202.6,1201.2,1201.65,31200
11/29/2018 2:13:00 PM,1202.15,1202.25,1201.15,1202,73600
11/29/2018 2:12:00 PM,1202.15,1202.45,1201.5,1202.25,55200
11/29/2018 2:11:00 PM,1201.2,1203.9,1201.2,1202.25,117600
11/29/2018 2:10:00 PM,1200.8,1202.1,1200.8,1201.2,54400
11/29/2018 2:09:00 PM,1199.65,1201,1199.6,1200.8,36800
11/29/2018 2:08:00 PM,1199,1199.8,1199,1199.65,19200
11/29/2018 2:07:00 PM,1199.45,1199.6,1198.4,1198.95,8000
11/29/2018 2:06:00 PM,1198.75,1199.65,1198.5,1199.45,23200
11/29/2018 2:05:00 PM,1197.2,1200.4,1197.2,1198.75,128800
11/29/2018 2:04:00 PM,1198.9,1199,1197.5,1197.5,21600
11/29/2018 2:03:00 PM,1197.45,1199.35,1197.3,1198.4,69600
11/29/2018 2:02:00 PM,1197.2,1197.5,1197,1197.45,24800
11/29/2018 2:01:00 PM,1195.55,1197.25,1195.55,1197.2,66400
11/29/2018 2:00:00 PM,1194.45,1195.15,1194.1,1195.15,26400
11/29/2018 1:59:00 PM,1194.45,1194.5,1194.2,1194.45,10400
11/29/2018 1:58:00 PM,1194,1194.45,1194,1194.45,6400
11/29/2018 1:57:00 PM,1192.95,1194.35,1192.95,1194,9600
11/29/2018 1:56:00 PM,1192.7,1193.55,1192,1192.95,28000
11/29/2018 1:55:00 PM,1193.05,1193.4,1192.2,1192.65,19200
11/29/2018 1:54:00 PM,1193.3,1193.9,1192.6,1193.05,21600
11/29/2018 1:53:00 PM,1193,1193.55,1192.6,1193.3,28000
11/29/2018 1:52:00 PM,1194.5,1194.5,1193,1193,17600
11/29/2018 1:51:00 PM,1195.75,1196.1,1194.2,1194.4,34400
11/29/2018 1:50:00 PM,1196.7,1197,1195.8,1195.8,42400
11/29/2018 1:49:00 PM,1194.8,1196.7,1194.7,1196.7,53600
11/29/2018 1:48:00 PM,1194.8,1195,1194.8,1194.8,4800
11/29/2018 1:47:00 PM,1195,1195.05,1194.6,1194.8,25600
11/29/2018 1:46:00 PM,1194.5,1195,1194.5,1195,13600
11/29/2018 1:45:00 PM,1194.65,1195,1194.1,1194.5,32000
11/29/2018 1:44:00 PM,1195,1195.55,1194.5,1194.75,19200
11/29/2018 1:43:00 PM,1194.7,1195.05,1194,1195,15200
11/29/2018 1:42:00 PM,1194.7,1196.8,1194.3,1194.7,50400
11/29/2018 1:41:00 PM,1192.6,1194.65,1192.4,1194.65,60800
11/29/2018 1:40:00 PM,1191.6,1192.6,1191.6,1192.6,44800
11/29/2018 1:39:00 PM,1191.65,1192.1,1191.6,1191.6,10400
11/29/2018 1:38:00 PM,1191.8,1191.8,1191.05,1191.65,13600
11/29/2018 1:37:00 PM,1191.95,1192.55,1191.8,1191.8,15200
11/29/2018 1:36:00 PM,1191.75,1191.95,1191.5,1191.95,3200
11/29/2018 1:35:00 PM,1191.5,1191.75,1191.2,1191.75,16000
11/29/2018 1:34:00 PM,1190.8,1191.5,1190.8,1191.5,12000
11/29/2018 1:33:00 PM,1191.25,1191.5,1190.75,1191.05,12000
11/29/2018 1:32:00 PM,1190.95,1191.55,1190.7,1191.25,11200
11/29/2018 1:31:00 PM,1190.15,1191.2,1190.1,1190.95,10400
11/29/2018 1:30:00 PM,1190.25,1190.45,1190.15,1190.15,6400
11/29/2018 1:29:00 PM,1190.15,1190.25,1189.7,1190.25,17600
11/29/2018 1:28:00 PM,1189.95,1190.3,1189.65,1190.15,9600
11/29/2018 1:27:00 PM,1189.55,1189.95,1189.1,1189.95,7200
11/29/2018 1:26:00 PM,1190.5,1190.6,1189.55,1189.55,9600
11/29/2018 1:25:00 PM,1191.1,1191.45,1190.5,1190.5,13600
11/29/2018 1:24:00 PM,1191.15,1191.7,1190.65,1191.5,32000
11/29/2018 1:23:00 PM,1188.7,1190.85,1188.7,1190.35,72000
11/29/2018 1:22:00 PM,1188.65,1188.7,1188.5,1188.7,10400
11/29/2018 1:21:00 PM,1188.6,1188.65,1188.5,1188.65,7200
11/29/2018 1:20:00 PM,1188.35,1188.8,1188.25,1188.25,25600
11/29/2018 1:19:00 PM,1188,1188.5,1187.9,1188.35,12800
11/29/2018 1:18:00 PM,1187.5,1188.1,1187.1,1188,17600
11/29/2018 1:17:00 PM,1188.15,1188.15,1187.05,1187.5,14400
11/29/2018 1:16:00 PM,1188,1188.25,1187.8,1188.15,39200
11/29/2018 1:15:00 PM,1187.65,1188,1187.25,1188,28800
11/29/2018 1:14:00 PM,1188,1188.65,1187.15,1187.65,44000
11/29/2018 1:13:00 PM,1186.9,1187.95,1186.9,1187.95,22400
11/29/2018 1:12:00 PM,1186.45,1187.2,1186.1,1186.9,17600
11/29/2018 1:11:00 PM,1185.35,1186,1184.95,1186,15200
11/29/2018 1:10:00 PM,1185.1,1185.5,1184.5,1185.35,17600
11/29/2018 1:09:00 PM,1183.9,1185.1,1183.9,1185.1,23200
11/29/2018 1:08:00 PM,1183.7,1183.9,1183.55,1183.9,11200
11/29/2018 1:07:00 PM,1183.35,1183.7,1183.3,1183.7,25600
11/29/2018 1:06:00 PM,1184.05,1184.05,1183.2,1183.6,13600
11/29/2018 1:05:00 PM,1184.65,1185.05,1184.05,1184.05,27200
11/29/2018 1:04:00 PM,1186.55,1186.55,1184.65,1184.65,16800
11/29/2018 1:03:00 PM,1187,1187,1185.95,1186.55,18400
11/29/2018 1:02:00 PM,1186.6,1187.15,1186.1,1187,33600
11/29/2018 1:01:00 PM,1187.65,1187.65,1186.6,1186.6,12000
11/29/2018 1:00:00 PM,1187.8,1188,1187.55,1187.65,11200
11/29/2018 12:59:00 PM,1187.95,1188.25,1187.75,1187.8,30400
11/29/2018 12:58:00 PM,1186.9,1187.95,1186.65,1187.95,44000
11/29/2018 12:57:00 PM,1186.45,1186.8,1186.45,1186.8,9600
11/29/2018 12:56:00 PM,1186.1,1186.5,1186.1,1186.45,11200
11/29/2018 12:55:00 PM,1186.45,1186.45,1185.95,1186.1,19200
11/29/2018 12:54:00 PM,1185.6,1186.45,1185.6,1186.45,16800
11/29/2018 12:53:00 PM,1185.25,1185.6,1185.25,1185.6,13600
11/29/2018 12:52:00 PM,1185.35,1185.35,1185.2,1185.25,4000
11/29/2018 12:51:00 PM,1186.45,1186.45,1185.35,1185.35,16800
11/29/2018 12:50:00 PM,1185.75,1186.85,1185.75,1186.45,22400
11/29/2018 12:49:00 PM,1185.8,1186.25,1185.6,1185.75,28800
11/29/2018 12:48:00 PM,1185.5,1186.15,1185.3,1185.8,12000
11/29/2018 12:47:00 PM,1185.6,1185.9,1185.5,1185.5,11200
11/29/2018 12:46:00 PM,1186.2,1186.35,1185.4,1185.6,40800
11/29/2018 12:45:00 PM,1184.9,1186.4,1184.9,1186.2,26400
11/29/2018 12:44:00 PM,1185.45,1185.45,1184.5,1184.9,22400
11/29/2018 12:43:00 PM,1185,1186,1185,1185.45,49600
11/29/2018 12:42:00 PM,1184.65,1185.45,1184.65,1185,29600
11/29/2018 12:41:00 PM,1183.1,1184.65,1183.1,1184.65,14400
11/29/2018 12:40:00 PM,1183.65,1183.65,1182.9,1183.1,15200
11/29/2018 12:39:00 PM,1183.4,1184.3,1183.4,1183.65,8000
11/29/2018 12:38:00 PM,1183.85,1183.85,1182.9,1183.4,13600
11/29/2018 12:37:00 PM,1184.5,1184.5,1183.5,1183.85,4000
11/29/2018 12:36:00 PM,1184.05,1184.5,1183.55,1184.5,15200
11/29/2018 12:35:00 PM,1184.6,1184.6,1183.7,1184.05,3200
11/29/2018 12:34:00 PM,1183.3,1184.6,1183.3,1184.6,20000
11/29/2018 12:33:00 PM,1184.5,1184.5,1183.25,1183.3,4000
11/29/2018 12:32:00 PM,1183.6,1184.8,1183.6,1184.5,20800
11/29/2018 12:31:00 PM,1182.65,1183.85,1182.65,1183.6,16000
11/29/2018 12:30:00 PM,1182.25,1183.55,1182.25,1183.2,8800
11/29/2018 12:29:00 PM,1182.55,1182.7,1182.25,1182.25,39200
11/29/2018 12:28:00 PM,1183,1183.65,1182.55,1182.55,16000
11/29/2018 12:27:00 PM,1183.3,1184,1182.9,1183,25600
11/29/2018 12:26:00 PM,1181.25,1183.35,1181.25,1183.3,24800
11/29/2018 12:25:00 PM,1181.15,1181.3,1181.15,1181.25,8800
11/29/2018 12:24:00 PM,1180.5,1181.15,1180.5,1181.15,2400
11/29/2018 12:23:00 PM,1180.7,1180.7,1180.45,1180.5,6400
11/29/2018 12:22:00 PM,1180.65,1180.8,1180.65,1180.7,5600
11/29/2018 12:21:00 PM,1180.75,1181,1180.3,1180.65,13600
11/29/2018 12:20:00 PM,1179.9,1180.75,1179.9,1180.75,13600
11/29/2018 12:19:00 PM,1179.05,1180.05,1179.05,1179.9,57600
11/29/2018 12:18:00 PM,1179.8,1179.8,1178.8,1179.05,29600
11/29/2018 12:17:00 PM,1179.95,1180,1179.8,1179.8,8000
11/29/2018 12:16:00 PM,1178.75,1179.65,1178.75,1179.35,7200
11/29/2018 12:15:00 PM,1178.75,1178.95,1178.75,1178.75,5600
11/29/2018 12:14:00 PM,1178.25,1178.75,1178.25,1178.75,10400
11/29/2018 12:13:00 PM,1178.15,1178.35,1178.15,1178.25,5600
11/29/2018 12:12:00 PM,1178.6,1178.65,1178.6,1178.65,8000
11/29/2018 12:11:00 PM,1179.4,1179.4,1178.55,1178.55,3200
11/29/2018 12:10:00 PM,1178.8,1179.4,1178.8,1179.4,4000
11/29/2018 12:09:00 PM,1178.8,1178.95,1178.7,1178.8,3200
11/29/2018 12:08:00 PM,1178.7,1178.8,1178.7,1178.8,9600
11/29/2018 12:07:00 PM,1178.95,1178.95,1178.7,1178.7,5600
11/29/2018 12:06:00 PM,1179,1179.3,1178.95,1178.95,4800
11/29/2018 12:05:00 PM,1179.1,1179.4,1179,1179,7200
11/29/2018 12:04:00 PM,1179,1179.4,1179,1179.1,4800
11/29/2018 12:03:00 PM,1179.2,1179.6,1179,1179,5600
11/29/2018 12:02:00 PM,1180,1180.1,1179.2,1179.2,8800
11/29/2018 12:01:00 PM,1180.9,1181.4,1180,1180,13600
11/29/2018 12:00:00 PM,1180.9,1181.3,1180.9,1180.9,2400
11/29/2018 11:59:00 AM,1180.95,1180.95,1180.85,1180.9,5600
11/29/2018 11:58:00 AM,1181.5,1181.5,1180.95,1180.95,80000
11/29/2018 11:57:00 AM,1181.3,1182,1181.3,1181.5,12000
11/29/2018 11:56:00 AM,1180.7,1180.7,1180.6,1180.6,800
11/29/2018 11:55:00 AM,1181.2,1181.2,1180.6,1180.7,8000
11/29/2018 11:54:00 AM,1182,1182,1181.2,1181.2,4000
11/29/2018 11:53:00 AM,1181.95,1182,1181.35,1182,12800
11/29/2018 11:52:00 AM,1181.6,1181.95,1181.6,1181.95,8800
11/29/2018 11:51:00 AM,1181.9,1181.9,1181.6,1181.6,2400
11/29/2018 11:50:00 AM,1180.8,1181.9,1180.7,1181.9,8800
11/29/2018 11:49:00 AM,1181.3,1181.5,1180.8,1180.8,14400
11/29/2018 11:48:00 AM,1182.25,1182.75,1181.25,1181.3,17600
11/29/2018 11:47:00 AM,1179.3,1182.35,1179.3,1182.1,44000
11/29/2018 11:46:00 AM,1179.55,1179.75,1179.3,1179.3,9600
11/29/2018 11:45:00 AM,1179.45,1179.65,1179.2,1179.25,8000
11/29/2018 11:44:00 AM,1179.35,1179.7,1179.2,1179.45,10400
11/29/2018 11:43:00 AM,1178.25,1179.35,1178.25,1179.35,8000
11/29/2018 11:42:00 AM,1178.7,1178.8,1178.25,1178.25,4000
11/29/2018 11:41:00 AM,1178.1,1178.7,1178.1,1178.7,7200
11/29/2018 11:40:00 AM,1178.85,1178.85,1178.75,1178.75,1600
11/29/2018 11:39:00 AM,1178.85,1178.85,1178.85,1178.85,800
11/29/2018 11:38:00 AM,1178.65,1178.85,1178.3,1178.85,8800
11/29/2018 11:37:00 AM,1178.55,1179.15,1178.55,1178.65,12000
11/29/2018 11:36:00 AM,1178,1178.25,1178,1178.2,4800
11/29/2018 11:35:00 AM,1177,1178,1176.8,1178,5600
11/29/2018 11:34:00 AM,1178.35,1178.35,1177,1177.1,8000
11/29/2018 11:33:00 AM,1178,1178.5,1178,1178.5,12000
11/29/2018 11:32:00 AM,1178.95,1178.95,1178,1178,7200
11/29/2018 11:31:00 AM,1178.45,1178.95,1178.45,1178.95,19200
11/29/2018 11:30:00 AM,1178.45,1179.25,1178.4,1178.45,39200
11/29/2018 11:29:00 AM,1178.3,1178.5,1178,1178.45,20000
11/29/2018 11:28:00 AM,1178.5,1178.8,1177.4,1178.3,10400
11/29/2018 11:27:00 AM,1178.45,1178.95,1178.45,1178.5,3200
11/29/2018 11:26:00 AM,1178.45,1178.8,1178.45,1178.45,7200
11/29/2018 11:25:00 AM,1177.85,1178.3,1177.85,1178,8800
11/29/2018 11:24:00 AM,1178.2,1178.2,1177.25,1177.85,13600
11/29/2018 11:23:00 AM,1177.55,1178.35,1177.55,1178.2,16800
11/29/2018 11:22:00 AM,1178,1178,1177.15,1177.55,15200
11/29/2018 11:21:00 AM,1177.45,1178,1177.45,1178,4000
11/29/2018 11:20:00 AM,1177.15,1177.75,1177.15,1177.45,4800
11/29/2018 11:19:00 AM,1177.15,1177.95,1177,1177.15,11200
11/29/2018 11:18:00 AM,1176.5,1177.15,1176.15,1177.15,6400
11/29/2018 11:17:00 AM,1176.9,1176.9,1175.65,1176.5,14400
11/29/2018 11:16:00 AM,1177,1177.05,1176.35,1177.05,6400
11/29/2018 11:15:00 AM,1176.7,1177,1176.5,1177,8800
11/29/2018 11:14:00 AM,1177.3,1177.3,1176.65,1176.7,15200
11/29/2018 11:13:00 AM,1177.75,1177.8,1177.5,1177.5,2400
11/29/2018 11:12:00 AM,1177.75,1177.75,1177.35,1177.75,1600
11/29/2018 11:11:00 AM,1177.8,1177.8,1177.15,1177.75,54400
11/29/2018 11:10:00 AM,1178.25,1178.25,1177.5,1177.75,11200
11/29/2018 11:09:00 AM,1178.15,1178.8,1178.15,1178.45,5600
11/29/2018 11:08:00 AM,1178.95,1178.95,1178.15,1178.15,4800
11/29/2018 11:07:00 AM,1178.75,1178.95,1178.7,1178.95,6400
11/29/2018 11:06:00 AM,1178.45,1178.95,1178.4,1178.75,8000
11/29/2018 11:05:00 AM,1178.45,1178.7,1178.3,1178.7,5600
11/29/2018 11:04:00 AM,1178.1,1178.45,1177.25,1178.45,19200
11/29/2018 11:03:00 AM,1178.5,1178.7,1178.1,1178.1,14400
11/29/2018 11:02:00 AM,1177.2,1178.95,1177.05,1178.5,11200
11/29/2018 11:01:00 AM,1177.6,1177.65,1177.1,1177.2,7200
11/29/2018 11:00:00 AM,1177.9,1177.9,1176.75,1177.6,10400
11/29/2018 10:59:00 AM,1177.85,1178.45,1177.7,1177.9,12800
11/29/2018 10:58:00 AM,1177.5,1178.75,1177.5,1177.85,25600
11/29/2018 10:57:00 AM,1175.9,1177.5,1175.9,1177.5,20000
11/29/2018 10:56:00 AM,1175.4,1176,1175,1175.9,12800
11/29/2018 10:55:00 AM,1175.2,1175.5,1174.8,1175.4,9600
11/29/2018 10:54:00 AM,1175,1175.4,1174.7,1175.2,6400
11/29/2018 10:53:00 AM,1176,1176.05,1174.9,1175,6400
11/29/2018 10:52:00 AM,1175.95,1176.25,1175.6,1176,7200
11/29/2018 10:51:00 AM,1175.1,1175.95,1175.1,1175.95,8000
11/29/2018 10:50:00 AM,1175,1175.35,1175,1175.1,3200
11/29/2018 10:49:00 AM,1175.05,1175.05,1174.7,1175,4800
11/29/2018 10:48:00 AM,1174.3,1175.35,1173.85,1175.05,24800
11/29/2018 10:47:00 AM,1174.85,1174.85,1174,1174.3,20800
11/29/2018 10:46:00 AM,1172.8,1174.85,1172.8,1174.85,18400
11/29/2018 10:45:00 AM,1173,1173.5,1172.8,1172.8,4000
11/29/2018 10:44:00 AM,1173,1173,1173,1173,800
11/29/2018 10:43:00 AM,1171.95,1173,1171.95,1173,7200
11/29/2018 10:42:00 AM,1171.2,1171.95,1171.1,1171.95,4800
11/29/2018 10:41:00 AM,1172,1172.45,1171.2,1171.2,6400
11/29/2018 10:40:00 AM,1171.55,1172,1171.35,1172,6400
11/29/2018 10:39:00 AM,1171.35,1171.65,1171.35,1171.55,2400
11/29/2018 10:38:00 AM,1171.7,1171.7,1171.3,1171.35,199200
11/29/2018 10:37:00 AM,1172.5,1172.5,1171.1,1171.7,6400
11/29/2018 10:36:00 AM,1172.4,1172.9,1172.15,1172.5,7200
11/29/2018 10:35:00 AM,1171.75,1172.55,1171.75,1172.4,5600
11/29/2018 10:34:00 AM,1172.35,1172.65,1171.75,1171.75,7200
11/29/2018 10:33:00 AM,1172.15,1172.35,1172.15,1172.35,1600
11/29/2018 10:32:00 AM,1173.2,1173.2,1170.85,1172.15,20000
11/29/2018 10:31:00 AM,1172.55,1173.2,1172.55,1173.2,3200
11/29/2018 10:30:00 AM,1172.4,1173.75,1172.4,1172.55,13600
11/29/2018 10:29:00 AM,1173.35,1173.85,1172.4,1172.4,4800
11/29/2018 10:28:00 AM,1174,1174.1,1173.35,1173.35,8000
11/29/2018 10:27:00 AM,1173.95,1174,1173.6,1174,4000
11/29/2018 10:26:00 AM,1173.6,1174.5,1173.6,1173.95,8800
11/29/2018 10:25:00 AM,1173.55,1173.8,1173.35,1173.6,10400
11/29/2018 10:24:00 AM,1172.5,1173.55,1172.5,1173.55,16000
11/29/2018 10:23:00 AM,1171.95,1172.5,1171.95,1172.5,11200
11/29/2018 10:22:00 AM,1170.95,1171.95,1170.75,1171.95,8800
11/29/2018 10:21:00 AM,1169.3,1170.7,1169.3,1170.5,8000
11/29/2018 10:20:00 AM,1169.25,1169.3,1169.25,1169.3,10400
11/29/2018 10:19:00 AM,1168.9,1169.25,1168.85,1169.25,4800
11/29/2018 10:18:00 AM,1169.85,1169.85,1168.5,1168.9,8000
11/29/2018 10:17:00 AM,1169.85,1169.85,1169.85,1169.85,4800
11/29/2018 10:16:00 AM,1170.1,1170.25,1169.85,1169.85,6400
11/29/2018 10:15:00 AM,1171.9,1171.9,1170.1,1170.1,14400
11/29/2018 10:14:00 AM,1171.45,1171.8,1171.45,1171.75,12800
11/29/2018 10:13:00 AM,1171.1,1171.45,1170.4,1171.45,3200
11/29/2018 10:12:00 AM,1170.5,1171.1,1169.5,1171.1,17600
11/29/2018 10:11:00 AM,1170.25,1170.85,1170.25,1170.85,4800
11/29/2018 10:10:00 AM,1170.95,1170.95,1170.25,1170.25,10400
11/29/2018 10:09:00 AM,1171.4,1171.4,1170.65,1170.65,7200
11/29/2018 10:08:00 AM,1170.7,1171.45,1170.7,1171.4,8800
11/29/2018 10:07:00 AM,1171.15,1171.2,1170.7,1170.7,21600
11/29/2018 10:06:00 AM,1171.85,1172,1171.05,1171.15,4800
11/29/2018 10:05:00 AM,1171.85,1172.05,1171.75,1171.85,6400
11/29/2018 10:04:00 AM,1172.75,1173.3,1171.85,1171.85,13600
11/29/2018 10:03:00 AM,1172.45,1173.25,1172.45,1172.75,130400
11/29/2018 10:02:00 AM,1171.4,1172.35,1171.4,1172.35,64800
11/29/2018 10:01:00 AM,1170.7,1171.4,1170.7,1171.4,18400
11/29/2018 10:00:00 AM,1168.9,1170.7,1168.9,1170.7,14400
11/29/2018 9:59:00 AM,1168.6,1169.05,1167.95,1168.9,46400
11/29/2018 9:58:00 AM,1169.3,1169.3,1167.6,1168.75,42400
11/29/2018 9:57:00 AM,1169,1169.3,1168.5,1169.3,20000
11/29/2018 9:56:00 AM,1169.6,1169.95,1169.3,1169.3,14400
11/29/2018 9:55:00 AM,1171.5,1171.5,1169.6,1169.6,19200
11/29/2018 9:54:00 AM,1171.4,1171.6,1171.4,1171.5,6400
11/29/2018 9:53:00 AM,1172.55,1172.55,1171.3,1171.4,37600
11/29/2018 9:52:00 AM,1173.4,1173.45,1172.55,1172.55,16800
11/29/2018 9:51:00 AM,1175.25,1175.25,1173.35,1173.4,12000
11/29/2018 9:50:00 AM,1175.25,1175.8,1174.85,1174.85,7200
11/29/2018 9:49:00 AM,1176.8,1177.05,1175.25,1175.25,10400
11/29/2018 9:48:00 AM,1176.3,1177.3,1176,1176.8,20800
11/29/2018 9:47:00 AM,1174.65,1176.3,1174.65,1176.3,14400
11/29/2018 9:46:00 AM,1173.75,1174.65,1173.75,1174.65,10400
11/29/2018 9:45:00 AM,1171.35,1173.75,1171.35,1173.75,20800
11/29/2018 9:44:00 AM,1172,1172.05,1171.35,1171.35,5600
11/29/2018 9:43:00 AM,1172.35,1172.35,1171.7,1172,8800
11/29/2018 9:42:00 AM,1172.6,1172.6,1172.3,1172.35,4000
11/29/2018 9:41:00 AM,1171.35,1172.6,1171.35,1172.6,10400
11/29/2018 9:40:00 AM,1171.7,1171.7,1171,1171.35,7200
11/29/2018 9:39:00 AM,1171.8,1171.9,1171.6,1171.7,5600
11/29/2018 9:38:00 AM,1172.1,1172.2,1171.25,1171.8,7200
11/29/2018 9:37:00 AM,1172.9,1172.9,1171,1172.1,40800
11/29/2018 9:36:00 AM,1171.9,1172.3,1171.9,1172.25,14400
11/29/2018 9:35:00 AM,1171.7,1172.05,1171.4,1171.9,30400
11/29/2018 9:34:00 AM,1172.2,1172.2,1171.5,1171.7,20800
11/29/2018 9:33:00 AM,1171.9,1172.45,1171.9,1172.2,8800
11/29/2018 9:32:00 AM,1172.7,1173,1171.9,1171.9,27200
11/29/2018 9:31:00 AM,1173,1173.55,1172.55,1172.65,44800
11/29/2018 9:30:00 AM,1170.75,1173,1170.75,1173,7200
11/29/2018 9:29:00 AM,1172.4,1172.4,1170.35,1170.75,20000
11/29/2018 9:28:00 AM,1173.8,1173.8,1173.05,1173.5,5600
11/29/2018 9:27:00 AM,1174.55,1174.95,1173,1173,16000
11/29/2018 9:26:00 AM,1176.3,1176.3,1173.75,1174.55,55200
11/29/2018 9:25:00 AM,1174,1175.5,1173.95,1174.9,30400
