Date,AXISBANK18DECFUT O,AXISBANK18DECFUT H,AXISBANK18DECFUT L,AXISBANK18DECFUT C,AXISBANK18DECFUT V
11/20/2018 10:50:00 AM,620.95,620.95,620.75,620.75,12000
11/20/2018 10:49:00 AM,620.95,620.95,620.95,620.95,0
11/20/2018 10:48:00 AM,620.6,620.95,620.6,620.95,1200
11/20/2018 10:47:00 AM,620.6,620.6,620.6,620.6,0
11/20/2018 10:46:00 AM,621.2,621.2,620.6,620.6,1200
11/20/2018 10:45:00 AM,621.2,621.2,621.2,621.2,0
11/20/2018 10:44:00 AM,621.2,621.2,621.2,621.2,0
11/20/2018 10:43:00 AM,620.85,621.2,620.85,621.2,1200
11/20/2018 10:42:00 AM,620.3,620.85,620.3,620.85,4800
11/20/2018 10:41:00 AM,620.3,620.3,620.3,620.3,0
11/20/2018 10:40:00 AM,620.3,620.3,620.3,620.3,0
11/20/2018 10:39:00 AM,620.3,620.3,620.3,620.3,0
11/20/2018 10:38:00 AM,620.3,620.3,620.3,620.3,0
11/20/2018 10:37:00 AM,620.3,620.3,620.3,620.3,0
11/20/2018 10:36:00 AM,619.1,620.3,619.1,620.3,1200
11/20/2018 10:35:00 AM,619.1,619.1,619.1,619.1,0
11/20/2018 10:34:00 AM,619.1,619.1,619.1,619.1,1200
11/20/2018 10:33:00 AM,619.1,619.1,619.1,619.1,0
11/20/2018 10:32:00 AM,619.1,619.1,619.1,619.1,0
11/20/2018 10:31:00 AM,619.1,619.1,619.1,619.1,0
11/20/2018 10:30:00 AM,618.8,619.1,618.65,619.1,2400
11/20/2018 10:29:00 AM,618.65,618.8,618.65,618.8,1200
11/20/2018 10:28:00 AM,620,620,618.65,618.65,3600
11/20/2018 10:27:00 AM,620,620,620,620,0
11/20/2018 10:26:00 AM,620,620,620,620,0
11/20/2018 10:25:00 AM,619,620,619,620,2400
11/20/2018 10:24:00 AM,619.6,619.6,619,619,2400
11/20/2018 10:23:00 AM,620.65,620.65,619.6,619.6,4800
11/20/2018 10:22:00 AM,620.65,620.65,620.65,620.65,0
11/20/2018 10:21:00 AM,620.65,620.65,620.65,620.65,0
11/20/2018 10:20:00 AM,620.8,620.9,620.65,620.65,2400
11/20/2018 10:19:00 AM,621.05,621.05,620.8,620.8,1200
11/20/2018 10:18:00 AM,621.05,621.05,621.05,621.05,0
11/20/2018 10:17:00 AM,621.05,621.05,621.05,621.05,0
11/20/2018 10:16:00 AM,621.05,621.05,621.05,621.05,0
11/20/2018 10:15:00 AM,621.05,621.05,621.05,621.05,0
11/20/2018 10:14:00 AM,620,621.05,620,621.05,1200
11/20/2018 10:13:00 AM,620,620,620,620,0
11/20/2018 10:12:00 AM,620,620,620,620,0
11/20/2018 10:11:00 AM,620,620,620,620,0
11/20/2018 10:10:00 AM,620,620,620,620,0
11/20/2018 10:09:00 AM,620.35,620.35,620,620,2400
11/20/2018 10:08:00 AM,620.75,620.75,620.35,620.35,1200
11/20/2018 10:07:00 AM,621,621,620.75,620.75,1200
11/20/2018 10:06:00 AM,621.5,621.5,621,621,7200
11/20/2018 10:05:00 AM,621.5,621.5,621.5,621.5,0
11/20/2018 10:04:00 AM,621.5,621.5,621.5,621.5,0
11/20/2018 10:03:00 AM,621.5,621.5,621.5,621.5,0
11/20/2018 10:02:00 AM,620.25,622.05,620.25,621.5,8400
11/20/2018 10:01:00 AM,620.25,620.25,620.25,620.25,0
11/20/2018 10:00:00 AM,620.9,620.9,620.25,620.25,1200
11/20/2018 9:59:00 AM,621.15,621.15,620.55,620.9,2400
11/20/2018 9:58:00 AM,621.15,621.15,621.15,621.15,0
11/20/2018 9:57:00 AM,621.15,621.15,621.15,621.15,0
11/20/2018 9:56:00 AM,621.8,621.8,621.15,621.15,3600
11/20/2018 9:55:00 AM,621.8,621.8,621.8,621.8,0
11/20/2018 9:54:00 AM,622.15,622.15,621.8,621.8,3600
11/20/2018 9:53:00 AM,622.15,622.15,622.15,622.15,0
11/20/2018 9:52:00 AM,621.55,622.15,621.55,622.15,2400
11/20/2018 9:51:00 AM,622.1,622.1,621.55,621.55,3600
11/20/2018 9:50:00 AM,623,623,622.1,622.1,21600
11/20/2018 9:49:00 AM,622.35,623,622.35,623,1200
11/20/2018 9:48:00 AM,620.65,622.35,620.65,622.35,12000
11/20/2018 9:47:00 AM,620.65,620.65,620.65,620.65,7200
11/20/2018 9:46:00 AM,619.05,620.7,619.05,620.7,9600
11/20/2018 9:45:00 AM,618.65,619.05,618.65,619.05,3600
11/20/2018 9:44:00 AM,618.45,619.25,618.45,618.65,3600
11/20/2018 9:43:00 AM,619,619,618.45,618.45,2400
11/20/2018 9:42:00 AM,618.7,619.25,618.7,619,9600
11/20/2018 9:41:00 AM,617.35,618.7,617.35,618.7,2400
11/20/2018 9:40:00 AM,617.6,617.6,617.35,617.35,3600
11/20/2018 9:39:00 AM,617.25,617.6,617.15,617.6,3600
11/20/2018 9:38:00 AM,616.95,617.25,616.8,617.25,3600
11/20/2018 9:37:00 AM,616.75,616.95,616.75,616.95,1200
11/20/2018 9:36:00 AM,616.75,616.75,616.75,616.75,0
11/20/2018 9:35:00 AM,616.5,616.75,616.5,616.75,1200
11/20/2018 9:34:00 AM,616,616.5,616,616.5,1200
11/20/2018 9:33:00 AM,616.3,616.3,615.95,616,4800
11/20/2018 9:32:00 AM,615.85,616.3,615.85,616.3,1200
11/20/2018 9:31:00 AM,615,615.85,615,615.85,3600
11/20/2018 9:30:00 AM,616.75,616.75,615,615,4800
11/20/2018 9:29:00 AM,616,616.75,616,616.75,2400
11/20/2018 9:28:00 AM,615.35,616,615.35,616,3600
11/20/2018 9:27:00 AM,615,615.35,615,615.35,1200
11/20/2018 9:26:00 AM,614,615.25,614,615,8400
11/20/2018 9:25:00 AM,614,614,614,614,0
11/20/2018 9:24:00 AM,615.75,615.9,614,614,7200
11/20/2018 9:23:00 AM,615.4,616,615.4,615.75,6000
11/20/2018 9:22:00 AM,615.15,615.4,615,615.4,9600
11/20/2018 9:21:00 AM,615.9,615.9,615.05,615.15,3600
11/20/2018 9:20:00 AM,616.7,616.85,615.7,615.9,7200
11/20/2018 9:19:00 AM,617,617.8,616.7,616.7,6000
11/20/2018 9:18:00 AM,616.25,617,616,617,9600
11/20/2018 9:17:00 AM,616.8,617.15,616.25,616.25,2400
11/20/2018 9:16:00 AM,616.05,616.8,616.05,616.8,2400
11/20/2018 9:15:00 AM,617,617,616.05,616.05,3600
11/19/2018 3:29:00 PM,619.9,619.9,619.9,619.9,0
11/19/2018 3:28:00 PM,620,620,619.05,619.9,9600
11/19/2018 3:27:00 PM,620.9,620.9,620,620,10800
11/19/2018 3:26:00 PM,621.05,621.05,620.9,620.9,2400
11/19/2018 3:25:00 PM,621.05,621.05,621.05,621.05,0
11/19/2018 3:24:00 PM,621,621.05,621,621.05,6000
11/19/2018 3:23:00 PM,620.8,621.55,620.2,621.55,7200
11/19/2018 3:22:00 PM,620.8,620.8,620.8,620.8,0
11/19/2018 3:21:00 PM,621.1,621.1,620.8,620.8,1200
11/19/2018 3:20:00 PM,620.6,621.1,620.6,621.1,8400
11/19/2018 3:19:00 PM,620,620.65,620,620.6,2400
11/19/2018 3:18:00 PM,619.65,620,619.2,620,6000
11/19/2018 3:17:00 PM,619.65,619.65,619.65,619.65,0
11/19/2018 3:16:00 PM,619.65,619.7,619.5,619.65,3600
11/19/2018 3:15:00 PM,619,619.65,619,619.65,3600
11/19/2018 3:14:00 PM,619,619,619,619,0
11/19/2018 3:13:00 PM,619,619,618.75,619,6000
11/19/2018 3:12:00 PM,618.65,619,618.65,619,3600
11/19/2018 3:11:00 PM,617.65,618.65,617.65,618.65,1200
11/19/2018 3:10:00 PM,617.85,617.85,617.65,617.65,1200
11/19/2018 3:09:00 PM,619,619,617.85,617.85,4800
11/19/2018 3:08:00 PM,619,619,619,619,0
11/19/2018 3:07:00 PM,619.6,619.6,619,619,1200
11/19/2018 3:06:00 PM,619.6,619.6,619.6,619.6,0
11/19/2018 3:05:00 PM,619.3,619.6,619.3,619.6,1200
11/19/2018 3:04:00 PM,619.55,619.55,619.3,619.3,1200
11/19/2018 3:03:00 PM,619.25,619.55,619.25,619.55,1200
11/19/2018 3:02:00 PM,618.35,619.25,618.35,619.25,9600
11/19/2018 3:01:00 PM,618,618.35,618,618.35,1200
11/19/2018 3:00:00 PM,617.6,618,617.6,618,7200
11/19/2018 2:59:00 PM,616.5,617.6,616.5,617.6,6000
11/19/2018 2:58:00 PM,616.5,616.5,616.5,616.5,1200
11/19/2018 2:57:00 PM,616.55,616.55,616.5,616.5,1200
11/19/2018 2:56:00 PM,616.55,616.55,616.55,616.55,0
11/19/2018 2:55:00 PM,616.55,616.55,616.55,616.55,0
11/19/2018 2:54:00 PM,616.7,616.7,616.55,616.55,2400
11/19/2018 2:53:00 PM,617.25,617.25,616.7,616.7,2400
11/19/2018 2:52:00 PM,617.3,617.3,617.25,617.25,1200
11/19/2018 2:51:00 PM,617,617.3,617,617.3,1200
11/19/2018 2:50:00 PM,617.2,617.2,617,617,2400
11/19/2018 2:49:00 PM,616.9,617.2,616.9,617.2,1200
11/19/2018 2:48:00 PM,616.95,617.3,616.9,616.9,2400
11/19/2018 2:47:00 PM,617.3,617.3,616.75,616.95,4800
11/19/2018 2:46:00 PM,617.65,617.65,617.3,617.3,2400
11/19/2018 2:45:00 PM,617.2,617.65,617.2,617.65,4800
11/19/2018 2:44:00 PM,617.5,617.5,617.2,617.2,7200
11/19/2018 2:43:00 PM,617.5,617.5,617.5,617.5,1200
11/19/2018 2:42:00 PM,617.4,617.5,617.4,617.5,3600
11/19/2018 2:41:00 PM,617.85,617.85,617.4,617.4,3600
11/19/2018 2:40:00 PM,617.45,618.1,617.45,617.85,9600
11/19/2018 2:39:00 PM,617.15,617.5,617.15,617.45,10800
11/19/2018 2:38:00 PM,615.65,617.15,615.65,617.15,2400
11/19/2018 2:37:00 PM,615.65,615.65,615.65,615.65,0
11/19/2018 2:36:00 PM,615.15,615.65,615.15,615.65,1200
11/19/2018 2:35:00 PM,615.65,615.65,615.15,615.15,1200
11/19/2018 2:34:00 PM,615.65,615.65,615.65,615.65,0
11/19/2018 2:33:00 PM,614.4,615.65,614.4,615.65,7200
11/19/2018 2:32:00 PM,614.4,614.4,614.4,614.4,2400
11/19/2018 2:31:00 PM,614.8,615,614.4,614.4,3600
11/19/2018 2:30:00 PM,615.3,615.3,614.3,614.8,7200
11/19/2018 2:29:00 PM,616.9,616.9,615.3,615.3,8400
11/19/2018 2:28:00 PM,616.8,616.9,616.8,616.9,2400
11/19/2018 2:27:00 PM,617.05,617.05,616.7,616.8,4800
11/19/2018 2:26:00 PM,616.95,617.05,616.95,617.05,2400
11/19/2018 2:25:00 PM,617.4,617.4,616.95,616.95,4800
11/19/2018 2:24:00 PM,617.15,617.4,617.15,617.4,1200
11/19/2018 2:23:00 PM,616.5,617.15,616.5,617.15,3600
11/19/2018 2:22:00 PM,616.8,616.8,616.5,616.5,2400
11/19/2018 2:21:00 PM,617.25,617.3,616.8,616.8,3600
11/19/2018 2:20:00 PM,617.35,617.35,617.25,617.25,3600
11/19/2018 2:19:00 PM,617.15,617.35,617.15,617.35,1200
11/19/2018 2:18:00 PM,616.5,617.15,616.5,617.15,4800
11/19/2018 2:17:00 PM,616.5,616.5,616.5,616.5,0
11/19/2018 2:16:00 PM,616.5,616.5,616.5,616.5,0
11/19/2018 2:15:00 PM,616.75,616.75,616.5,616.5,1200
11/19/2018 2:14:00 PM,616.75,616.75,616.75,616.75,0
11/19/2018 2:13:00 PM,616.75,616.75,616.75,616.75,0
11/19/2018 2:12:00 PM,616.75,616.75,616.75,616.75,0
11/19/2018 2:11:00 PM,616.6,616.9,616.6,616.75,2400
11/19/2018 2:10:00 PM,616.65,616.65,616.6,616.6,1200
11/19/2018 2:09:00 PM,617.3,617.4,616.65,616.65,6000
11/19/2018 2:08:00 PM,617.65,617.65,617.3,617.3,3600
11/19/2018 2:07:00 PM,617.65,618.2,617.65,617.65,2400
11/19/2018 2:06:00 PM,617.65,617.65,617.65,617.65,0
11/19/2018 2:05:00 PM,617.7,617.7,617.65,617.65,3600
11/19/2018 2:04:00 PM,617.5,617.7,617.5,617.7,2400
11/19/2018 2:03:00 PM,617.5,617.5,617.5,617.5,0
11/19/2018 2:02:00 PM,617.5,617.5,617.5,617.5,1200
11/19/2018 2:01:00 PM,617.05,617.5,617.05,617.5,1200
11/19/2018 2:00:00 PM,615.85,617.05,615.85,617.05,1200
11/19/2018 1:59:00 PM,615.85,615.85,615.85,615.85,0
11/19/2018 1:58:00 PM,615.85,615.85,615.85,615.85,0
11/19/2018 1:57:00 PM,615.85,615.85,615.85,615.85,0
11/19/2018 1:56:00 PM,615.85,615.85,615.85,615.85,0
11/19/2018 1:55:00 PM,615.55,615.85,615.55,615.85,1200
11/19/2018 1:54:00 PM,615,615.55,614.8,615.55,7200
11/19/2018 1:53:00 PM,616.8,616.8,615,615,10800
11/19/2018 1:52:00 PM,617.45,617.45,616.8,616.8,3600
11/19/2018 1:51:00 PM,617.45,617.45,617.25,617.45,3600
11/19/2018 1:50:00 PM,618.85,618.85,617.45,617.45,3600
11/19/2018 1:49:00 PM,618.8,619.1,618.8,618.85,6000
11/19/2018 1:48:00 PM,619.5,619.5,618.8,618.8,2400
11/19/2018 1:47:00 PM,619.55,619.55,619.5,619.5,1200
11/19/2018 1:46:00 PM,619.1,619.55,619.1,619.55,1200
11/19/2018 1:45:00 PM,618.8,619.1,618.8,619.1,1200
11/19/2018 1:44:00 PM,618.8,618.8,618.8,618.8,0
11/19/2018 1:43:00 PM,619.35,619.35,618.8,618.8,2400
11/19/2018 1:42:00 PM,620.2,620.2,619.35,619.35,1200
11/19/2018 1:41:00 PM,620,620.2,619.85,620.2,2400
11/19/2018 1:40:00 PM,619.65,620,619.65,620,6000
11/19/2018 1:39:00 PM,619.45,619.65,619.45,619.65,1200
11/19/2018 1:38:00 PM,619.55,619.55,619.4,619.45,6000
11/19/2018 1:37:00 PM,619.9,619.95,619.55,619.55,6000
11/19/2018 1:36:00 PM,620.2,620.2,619.9,619.9,1200
11/19/2018 1:35:00 PM,620.3,620.75,620.2,620.2,8400
11/19/2018 1:34:00 PM,620.75,620.75,620.3,620.3,2400
11/19/2018 1:33:00 PM,619.5,620.75,619.5,620.75,9600
11/19/2018 1:32:00 PM,618.65,620.5,618.65,619.5,21600
11/19/2018 1:31:00 PM,618.8,618.8,618.65,618.65,12000
11/19/2018 1:30:00 PM,618.7,619.05,618.7,618.8,8400
11/19/2018 1:29:00 PM,618.6,618.95,618.45,618.7,14400
11/19/2018 1:28:00 PM,617.75,618.6,617.75,618.6,6000
11/19/2018 1:27:00 PM,617.85,617.85,617.75,617.75,2400
11/19/2018 1:26:00 PM,617.75,617.85,617.75,617.85,2400
11/19/2018 1:25:00 PM,617.75,617.75,617.75,617.75,0
11/19/2018 1:24:00 PM,618.2,618.2,617.75,617.75,1200
11/19/2018 1:23:00 PM,618.2,618.2,618.2,618.2,0
11/19/2018 1:22:00 PM,618.2,618.2,618.2,618.2,0
11/19/2018 1:21:00 PM,617.3,618.2,617.3,618.2,3600
11/19/2018 1:20:00 PM,617.3,617.3,617.3,617.3,0
11/19/2018 1:19:00 PM,617.75,617.75,617.3,617.3,2400
11/19/2018 1:18:00 PM,617.75,617.75,617.75,617.75,0
11/19/2018 1:17:00 PM,617.75,617.75,617.75,617.75,0
11/19/2018 1:16:00 PM,617.75,617.75,617.75,617.75,0
11/19/2018 1:15:00 PM,617.7,617.8,617.6,617.75,3600
11/19/2018 1:14:00 PM,617.7,617.7,617.7,617.7,0
11/19/2018 1:13:00 PM,617.7,617.7,617.7,617.7,0
11/19/2018 1:12:00 PM,617.65,617.7,617.55,617.7,2400
11/19/2018 1:11:00 PM,617.65,617.65,617.65,617.65,0
11/19/2018 1:10:00 PM,617.65,617.65,617.65,617.65,0
11/19/2018 1:09:00 PM,617.65,617.65,617.65,617.65,1200
11/19/2018 1:08:00 PM,616.9,616.9,616.9,616.9,0
11/19/2018 1:07:00 PM,616.9,616.9,616.9,616.9,0
11/19/2018 1:06:00 PM,616.9,616.9,616.9,616.9,0
11/19/2018 1:05:00 PM,616.9,616.9,616.9,616.9,0
11/19/2018 1:04:00 PM,616.9,616.9,616.7,616.9,4800
11/19/2018 1:03:00 PM,616.9,616.9,616.9,616.9,0
11/19/2018 1:02:00 PM,616.9,616.9,616.9,616.9,0
11/19/2018 1:01:00 PM,616.9,616.9,616.9,616.9,0
11/19/2018 1:00:00 PM,616.85,616.9,616.85,616.9,1200
11/19/2018 12:59:00 PM,617.15,617.15,616.85,616.85,2400
11/19/2018 12:58:00 PM,617.15,617.15,617.15,617.15,1200
11/19/2018 12:57:00 PM,616.85,617.15,616.85,617.15,1200
11/19/2018 12:56:00 PM,616.85,616.85,616.85,616.85,0
11/19/2018 12:55:00 PM,616.95,616.95,616.85,616.85,12000
11/19/2018 12:54:00 PM,616.7,616.95,616.7,616.95,3600
11/19/2018 12:53:00 PM,616.7,616.7,616.7,616.7,0
11/19/2018 12:52:00 PM,616.7,616.7,616.7,616.7,0
11/19/2018 12:51:00 PM,616.7,616.7,616.7,616.7,0
11/19/2018 12:50:00 PM,616.7,616.7,616.7,616.7,0
11/19/2018 12:49:00 PM,616.7,616.7,616.7,616.7,0
11/19/2018 12:48:00 PM,616.7,616.7,616.7,616.7,0
11/19/2018 12:47:00 PM,617.05,617.05,616.45,616.7,4800
11/19/2018 12:46:00 PM,617.05,617.05,617.05,617.05,0
11/19/2018 12:45:00 PM,616.8,617.05,616.75,617.05,7200
11/19/2018 12:44:00 PM,617,617,616.8,616.8,1200
11/19/2018 12:43:00 PM,617.75,617.75,617,617,1200
11/19/2018 12:42:00 PM,617.75,617.75,617.75,617.75,0
11/19/2018 12:41:00 PM,617.75,617.75,617.75,617.75,0
11/19/2018 12:40:00 PM,617.75,617.75,617.75,617.75,0
11/19/2018 12:39:00 PM,618.5,618.5,617.75,617.75,4800
11/19/2018 12:38:00 PM,617.85,618.5,617.85,618.5,3600
11/19/2018 12:37:00 PM,618.3,618.3,617.85,617.85,3600
11/19/2018 12:36:00 PM,618.05,618.3,617.95,618.3,7200
11/19/2018 12:35:00 PM,617.45,618.2,617.45,618.05,4800
11/19/2018 12:34:00 PM,617.45,617.45,617.45,617.45,0
11/19/2018 12:33:00 PM,617.45,617.45,617.45,617.45,0
11/19/2018 12:32:00 PM,617.45,617.45,617.45,617.45,0
11/19/2018 12:31:00 PM,618,618,617.45,617.45,1200
11/19/2018 12:30:00 PM,618.2,618.5,617.95,618,10800
11/19/2018 12:29:00 PM,617.65,618.4,617.55,618.15,12000
11/19/2018 12:28:00 PM,617.25,617.7,616.7,617.65,21600
11/19/2018 12:27:00 PM,617.25,617.25,617.25,617.25,0
11/19/2018 12:26:00 PM,617.2,617.25,617.2,617.25,1200
11/19/2018 12:25:00 PM,616.9,617.2,616.8,617.2,3600
11/19/2018 12:24:00 PM,615.95,616.9,615.95,616.9,4800
11/19/2018 12:23:00 PM,615.5,616.25,615.5,615.95,4800
11/19/2018 12:22:00 PM,615.5,615.5,615.5,615.5,0
11/19/2018 12:21:00 PM,615.65,615.65,615.15,615.5,3600
11/19/2018 12:20:00 PM,614.5,615.65,614.5,615.65,12000
11/19/2018 12:19:00 PM,614.3,614.55,613.8,614.5,31200
11/19/2018 12:18:00 PM,615.1,615.1,614.3,614.3,9600
11/19/2018 12:17:00 PM,615.1,615.1,615.1,615.1,0
11/19/2018 12:16:00 PM,614.6,615.1,614.6,615.1,3600
11/19/2018 12:15:00 PM,614.05,614.6,614.05,614.6,9600
11/19/2018 12:14:00 PM,613.75,614.05,613.75,614.05,2400
11/19/2018 12:13:00 PM,613.65,613.75,613.65,613.75,1200
11/19/2018 12:12:00 PM,613.65,613.65,613.65,613.65,0
11/19/2018 12:11:00 PM,613.65,613.65,613.65,613.65,0
11/19/2018 12:10:00 PM,613.65,613.65,613.65,613.65,0
11/19/2018 12:09:00 PM,613.65,613.65,613.65,613.65,2400
11/19/2018 12:08:00 PM,613.65,613.65,613.65,613.65,1200
11/19/2018 12:07:00 PM,613.75,613.75,613.65,613.65,2400
11/19/2018 12:06:00 PM,614.25,614.25,613.75,613.75,3600
11/19/2018 12:05:00 PM,614.5,614.5,614.25,614.25,4800
11/19/2018 12:04:00 PM,614.5,614.5,614.5,614.5,3600
11/19/2018 12:03:00 PM,614.5,614.5,614.5,614.5,9600
11/19/2018 12:02:00 PM,614.35,614.5,614.3,614.5,3600
11/19/2018 12:01:00 PM,614.35,614.35,614.35,614.35,2400
11/19/2018 12:00:00 PM,614.1,614.35,614.1,614.35,4800
11/19/2018 11:59:00 AM,613.75,614.1,613.75,614.1,3600
11/19/2018 11:58:00 AM,613.7,613.75,613.7,613.75,2400
11/19/2018 11:57:00 AM,613.7,613.7,613.7,613.7,2400
11/19/2018 11:56:00 AM,613.7,613.7,613.7,613.7,0
11/19/2018 11:55:00 AM,613.7,613.7,613.7,613.7,0
11/19/2018 11:54:00 AM,613.65,613.75,613.65,613.7,6000
11/19/2018 11:53:00 AM,613.8,613.8,613.65,613.65,1200
11/19/2018 11:52:00 AM,614.05,614.05,613.7,613.8,3600
11/19/2018 11:51:00 AM,614.05,614.05,614.05,614.05,2400
11/19/2018 11:50:00 AM,614.35,614.35,614.05,614.05,1200
11/19/2018 11:49:00 AM,614.35,614.35,614.35,614.35,0
11/19/2018 11:48:00 AM,614.35,614.35,614.35,614.35,0
11/19/2018 11:47:00 AM,613.6,614.35,613.6,614.35,6000
11/19/2018 11:46:00 AM,613.6,613.6,613.6,613.6,1200
11/19/2018 11:45:00 AM,613.65,613.65,613.6,613.6,6000
11/19/2018 11:44:00 AM,613.65,613.65,613.5,613.65,3600
11/19/2018 11:43:00 AM,613.65,613.65,613.65,613.65,0
11/19/2018 11:42:00 AM,612.9,613.7,612.9,613.65,4800
11/19/2018 11:41:00 AM,612.5,612.9,612.5,612.9,1200
11/19/2018 11:40:00 AM,613.85,613.85,612.5,612.5,1200
11/19/2018 11:39:00 AM,613.85,613.85,613.85,613.85,1200
11/19/2018 11:38:00 AM,613.5,613.85,613.5,613.85,4800
11/19/2018 11:37:00 AM,613.5,613.5,613.5,613.5,4800
11/19/2018 11:36:00 AM,613.95,613.95,613.2,613.5,3600
11/19/2018 11:35:00 AM,615.25,615.25,613.95,613.95,3600
11/19/2018 11:34:00 AM,615.25,615.25,615.25,615.25,0
11/19/2018 11:33:00 AM,615.25,615.25,615.25,615.25,2400
11/19/2018 11:32:00 AM,615.2,615.25,615.2,615.25,3600
11/19/2018 11:31:00 AM,615.2,615.2,615.2,615.2,2400
11/19/2018 11:30:00 AM,615.2,615.2,615.2,615.2,1200
11/19/2018 11:29:00 AM,615.2,615.2,615.2,615.2,0
11/19/2018 11:28:00 AM,615.55,615.8,615.2,615.2,3600
11/19/2018 11:27:00 AM,614.6,615.55,614.6,615.55,1200
11/19/2018 11:26:00 AM,614.6,614.6,614.6,614.6,0
11/19/2018 11:25:00 AM,614.6,614.6,614.6,614.6,0
11/19/2018 11:24:00 AM,614.6,614.6,614.6,614.6,0
11/19/2018 11:23:00 AM,615.05,615.05,614.6,614.6,2400
11/19/2018 11:22:00 AM,615.4,615.4,615.05,615.05,1200
11/19/2018 11:21:00 AM,615.45,615.45,615.4,615.4,1200
11/19/2018 11:20:00 AM,615.25,615.45,615.25,615.45,3600
11/19/2018 11:19:00 AM,615.45,615.45,615.25,615.25,1200
11/19/2018 11:18:00 AM,615.8,615.8,615.35,615.45,7200
11/19/2018 11:17:00 AM,616.1,616.1,615.8,615.8,2400
11/19/2018 11:16:00 AM,616.2,616.2,615.95,616.1,3600
11/19/2018 11:15:00 AM,616.1,616.2,616.1,616.2,3600
11/19/2018 11:14:00 AM,616.1,616.1,616.1,616.1,0
11/19/2018 11:13:00 AM,617.8,617.8,616.1,616.1,2400
11/19/2018 11:12:00 AM,617.8,617.8,617.8,617.8,0
11/19/2018 11:11:00 AM,617.8,617.8,617.8,617.8,0
11/19/2018 11:10:00 AM,617.8,617.8,617.8,617.8,0
11/19/2018 11:09:00 AM,617.8,617.8,617.8,617.8,0
11/19/2018 11:08:00 AM,617.8,617.8,617.8,617.8,0
11/19/2018 11:07:00 AM,617.8,617.8,617.8,617.8,0
11/19/2018 11:06:00 AM,617.1,617.8,617.1,617.8,2400
11/19/2018 11:05:00 AM,617.1,617.1,617.1,617.1,0
11/19/2018 11:04:00 AM,617.1,617.1,617.1,617.1,0
11/19/2018 11:03:00 AM,617.15,617.15,617.1,617.1,1200
11/19/2018 11:02:00 AM,617.05,617.25,617.05,617.15,3600
11/19/2018 11:01:00 AM,617.05,617.05,617.05,617.05,0
11/19/2018 11:00:00 AM,617,617.05,617,617.05,1200
11/19/2018 10:59:00 AM,616.75,617,616.75,617,2400
11/19/2018 10:58:00 AM,616.55,616.75,616.55,616.75,1200
11/19/2018 10:57:00 AM,617.05,617.05,616.55,616.55,2400
11/19/2018 10:56:00 AM,617.05,617.05,617.05,617.05,0
11/19/2018 10:55:00 AM,616.7,617.05,616.7,617.05,1200
11/19/2018 10:54:00 AM,617.6,617.6,616.7,616.7,4800
11/19/2018 10:53:00 AM,618.45,618.45,617.6,617.6,1200
11/19/2018 10:52:00 AM,618.55,618.55,618,618.45,2400
11/19/2018 10:51:00 AM,618.1,618.55,618.1,618.55,1200
11/19/2018 10:50:00 AM,618.25,618.25,618.1,618.1,2400
11/19/2018 10:49:00 AM,618.25,618.25,618.25,618.25,0
11/19/2018 10:48:00 AM,618.25,618.25,618.25,618.25,0
11/19/2018 10:47:00 AM,618.35,618.35,618.25,618.25,2400
11/19/2018 10:46:00 AM,618.3,618.5,618,618.3,6000
11/19/2018 10:45:00 AM,618.25,618.3,618.25,618.3,1200
11/19/2018 10:44:00 AM,618.15,618.35,618.15,618.25,3600
11/19/2018 10:43:00 AM,617.95,618.15,617.95,618.15,1200
11/19/2018 10:42:00 AM,617.95,618.25,617.75,617.95,3600
11/19/2018 10:41:00 AM,618.2,618.2,617.95,617.95,1200
11/19/2018 10:40:00 AM,619.45,619.45,618.2,618.2,2400
11/19/2018 10:39:00 AM,619.45,619.45,619.45,619.45,1200
11/19/2018 10:38:00 AM,618.9,619.55,618.65,618.65,6000
11/19/2018 10:37:00 AM,617.65,619.1,617.65,618.9,7200
11/19/2018 10:36:00 AM,617.65,617.65,617.65,617.65,0
11/19/2018 10:35:00 AM,616.45,617.65,616.45,617.65,7200
11/19/2018 10:34:00 AM,616,616.45,616,616.45,3600
11/19/2018 10:33:00 AM,616,616,616,616,0
11/19/2018 10:32:00 AM,616,616,616,616,0
11/19/2018 10:31:00 AM,616.8,616.8,616,616,1200
11/19/2018 10:30:00 AM,616.8,616.8,616.8,616.8,0
11/19/2018 10:29:00 AM,617.3,617.3,616.6,616.8,4800
11/19/2018 10:28:00 AM,616.8,617.45,616.8,617.3,6000
11/19/2018 10:27:00 AM,617.1,617.1,616.8,616.8,1200
11/19/2018 10:26:00 AM,617.1,617.1,617.1,617.1,0
11/19/2018 10:25:00 AM,617.1,617.1,617.1,617.1,0
11/19/2018 10:24:00 AM,617.1,617.1,617.1,617.1,1200
11/19/2018 10:23:00 AM,617.1,617.1,617.1,617.1,0
11/19/2018 10:22:00 AM,617.1,617.1,617.1,617.1,0
11/19/2018 10:21:00 AM,617.1,617.1,617.1,617.1,0
11/19/2018 10:20:00 AM,616.6,617.1,616.6,617.1,3600
11/19/2018 10:19:00 AM,616.6,616.6,616.6,616.6,0
11/19/2018 10:18:00 AM,616.3,616.6,616.3,616.6,2400
11/19/2018 10:17:00 AM,616,616.2,616,616.15,3600
11/19/2018 10:16:00 AM,616.15,616.15,616,616,1200
