Date,BANKNIFTY18NOV27100CE O,BANKNIFTY18NOV27100CE H,BANKNIFTY18NOV27100CE L,BANKNIFTY18NOV27100CE C,BANKNIFTY18NOV27100CE V
11/29/2018 3:29:00 PM,0.05,0.05,0.05,0.05,340
11/29/2018 3:28:00 PM,0.05,0.05,0.05,0.05,2540
11/29/2018 3:27:00 PM,0.05,0.05,0.05,0.05,0
11/29/2018 3:26:00 PM,0.05,0.05,0.05,0.05,3240
11/29/2018 3:25:00 PM,0.05,0.05,0.05,0.05,12300
11/29/2018 3:24:00 PM,0.05,0.05,0.05,0.05,60
11/29/2018 3:23:00 PM,0.05,0.05,0.05,0.05,720
11/29/2018 3:22:00 PM,0.05,0.05,0.05,0.05,7860
11/29/2018 3:21:00 PM,0.05,0.05,0.05,0.05,14160
11/29/2018 3:20:00 PM,0.05,0.1,0.05,0.05,17640
11/29/2018 3:19:00 PM,0.05,0.1,0.05,0.05,6940
11/29/2018 3:18:00 PM,0.05,0.1,0.05,0.05,5640
11/29/2018 3:17:00 PM,0.05,0.1,0.05,0.05,10000
11/29/2018 3:16:00 PM,0.1,0.1,0.05,0.1,62600
11/29/2018 3:15:00 PM,0.1,0.1,0.05,0.1,74240
11/29/2018 3:14:00 PM,0.05,0.1,0.05,0.05,17960
11/29/2018 3:13:00 PM,0.1,0.1,0.05,0.05,30120
11/29/2018 3:12:00 PM,0.1,0.1,0.05,0.05,19100
11/29/2018 3:11:00 PM,0.1,0.15,0.05,0.1,13440
11/29/2018 3:10:00 PM,0.1,0.15,0.05,0.1,74140
11/29/2018 3:09:00 PM,0.15,0.15,0.05,0.05,57480
11/29/2018 3:08:00 PM,0.15,0.15,0.05,0.1,61940
11/29/2018 3:07:00 PM,0.1,0.2,0.1,0.15,69780
11/29/2018 3:06:00 PM,0.15,0.2,0.1,0.15,98820
11/29/2018 3:05:00 PM,0.15,0.2,0.05,0.15,197300
11/29/2018 3:04:00 PM,0.25,0.3,0.15,0.2,158000
11/29/2018 3:03:00 PM,0.35,0.35,0.25,0.25,114420
11/29/2018 3:02:00 PM,0.5,0.55,0.3,0.3,158580
11/29/2018 3:01:00 PM,0.55,0.6,0.3,0.5,120520
11/29/2018 3:00:00 PM,1.7,2,0.4,0.55,265680
11/29/2018 2:59:00 PM,0.85,1.65,0.85,1.65,117740
11/29/2018 2:58:00 PM,1.5,1.5,0.9,0.9,107520
11/29/2018 2:57:00 PM,1.5,1.8,1.35,1.55,77160
11/29/2018 2:56:00 PM,1.05,1.45,0.9,1.35,125160
11/29/2018 2:55:00 PM,1.45,1.45,1,1,129380
11/29/2018 2:54:00 PM,1.6,1.8,1.35,1.45,123080
11/29/2018 2:53:00 PM,2.35,2.4,1.4,1.65,161800
11/29/2018 2:52:00 PM,1.85,2.65,1.8,2.3,147660
11/29/2018 2:51:00 PM,1.55,2.45,1.55,2,225800
11/29/2018 2:50:00 PM,1.4,1.7,1.4,1.55,87280
11/29/2018 2:49:00 PM,1.6,1.65,1.35,1.4,104940
11/29/2018 2:48:00 PM,1.55,1.65,1.3,1.5,91760
11/29/2018 2:47:00 PM,1.4,1.75,1.4,1.55,106160
