Date,NIFTY18NOV10000CE O,NIFTY18NOV10000CE H,NIFTY18NOV10000CE L,NIFTY18NOV10000CE C,NIFTY18NOV10000CE V
11/29/2018 3:29:00 PM,845,845,844.55,844.55,750
11/29/2018 3:28:00 PM,843.5,845,843.5,845,5325
11/29/2018 3:27:00 PM,844.85,844.85,843.25,843.5,3450
11/29/2018 3:26:00 PM,843.45,844.85,843.45,844.85,75
11/29/2018 3:25:00 PM,843.9,844.15,843.45,843.45,1275
11/29/2018 3:24:00 PM,846,846.2,843.8,843.9,1500
11/29/2018 3:23:00 PM,846,846,846,846,0
11/29/2018 3:22:00 PM,846,846,846,846,0
11/29/2018 3:21:00 PM,846.2,846.2,846,846,150
11/29/2018 3:20:00 PM,840,846.2,840,846.2,150
11/29/2018 3:19:00 PM,838.35,841.8,838.35,840,450
11/29/2018 3:18:00 PM,838.35,838.35,838.35,838.35,0
11/29/2018 3:17:00 PM,838,838.35,838,838.35,150
11/29/2018 3:16:00 PM,839,839.5,838,838,525
11/29/2018 3:15:00 PM,839,839,839,839,75
11/29/2018 3:14:00 PM,839,839,839,839,375
11/29/2018 3:13:00 PM,839,839,839,839,0
11/29/2018 3:12:00 PM,841.9,841.9,839,839,150
11/29/2018 3:11:00 PM,841,841.9,841,841.9,300
11/29/2018 3:10:00 PM,840.3,841,840.3,841,300
11/29/2018 3:09:00 PM,841.25,841.25,840.3,840.3,75
11/29/2018 3:08:00 PM,840,841.25,840,841.25,375
11/29/2018 3:07:00 PM,846,846,840,840,1050
11/29/2018 3:06:00 PM,846,846,846,846,375
11/29/2018 3:05:00 PM,848.2,848.2,846,846,675
11/29/2018 3:04:00 PM,843.25,848.2,843.25,848.2,225
11/29/2018 3:03:00 PM,844,844,843.25,843.25,825
11/29/2018 3:02:00 PM,848.05,848.05,843.6,843.6,375
11/29/2018 3:01:00 PM,851.05,851.05,848.05,848.05,300
11/29/2018 3:00:00 PM,858.1,862.55,851.05,851.05,1050
11/29/2018 2:59:00 PM,858.1,858.1,858.1,858.1,0
11/29/2018 2:58:00 PM,862,862,858.1,858.1,75
11/29/2018 2:57:00 PM,861.6,862,861.55,862,900
11/29/2018 2:56:00 PM,861.6,861.6,861.6,861.6,0
11/29/2018 2:55:00 PM,861.6,861.6,861.6,861.6,0
11/29/2018 2:54:00 PM,856.85,861.6,856.85,861.6,150
11/29/2018 2:53:00 PM,856.85,856.85,856.85,856.85,0
11/29/2018 2:52:00 PM,863.2,863.2,856.85,856.85,75
11/29/2018 2:51:00 PM,856,864,856,863.2,900
11/29/2018 2:50:00 PM,856,856,856,856,0
11/29/2018 2:49:00 PM,852,856,852,856,600
11/29/2018 2:48:00 PM,852,852,852,852,375
11/29/2018 2:47:00 PM,852.05,852.2,852,852,225
11/29/2018 2:46:00 PM,855.7,855.7,852.05,852.05,675
11/29/2018 2:45:00 PM,855.7,855.7,855.7,855.7,0
11/29/2018 2:44:00 PM,851.85,855.7,851.85,855.7,675
11/29/2018 2:43:00 PM,855.5,855.5,851.85,851.85,750
11/29/2018 2:42:00 PM,855.85,855.85,855.5,855.5,300
11/29/2018 2:41:00 PM,855.15,855.85,855.15,855.85,300
11/29/2018 2:40:00 PM,858.25,858.25,855.15,855.15,75
11/29/2018 2:39:00 PM,858.25,858.25,858.25,858.25,0
11/29/2018 2:38:00 PM,855.4,858.25,855.4,858.25,75
11/29/2018 2:37:00 PM,855.4,855.4,855.4,855.4,0
11/29/2018 2:36:00 PM,852.05,855.4,852.05,855.4,75
11/29/2018 2:35:00 PM,853.05,853.05,852.05,852.05,75
11/29/2018 2:34:00 PM,858.05,859.95,853.05,853.05,750
11/29/2018 2:33:00 PM,860.65,860.65,858.05,858.05,75
11/29/2018 2:32:00 PM,860.65,860.65,860.65,860.65,0
11/29/2018 2:31:00 PM,860.65,860.65,860.65,860.65,0
11/29/2018 2:30:00 PM,857,860.65,857,860.65,150
11/29/2018 2:29:00 PM,857,857,857,857,0
11/29/2018 2:28:00 PM,858,859.75,857,857,825
11/29/2018 2:27:00 PM,856.1,859.65,854.25,858,1425
11/29/2018 2:26:00 PM,864.4,864.4,856.1,856.1,75
11/29/2018 2:25:00 PM,864.4,864.4,864.4,864.4,0
11/29/2018 2:24:00 PM,864.4,864.4,864.4,864.4,0
11/29/2018 2:23:00 PM,860.75,864.4,858.9,864.4,1200
11/29/2018 2:22:00 PM,860.7,860.75,859.75,860.75,1050
11/29/2018 2:21:00 PM,867,867,860.7,860.7,1050
11/29/2018 2:20:00 PM,864,867,860.55,867,2250
11/29/2018 2:19:00 PM,860.95,864,860.95,864,225
11/29/2018 2:18:00 PM,866.05,866.05,866.05,866.05,0
11/29/2018 2:17:00 PM,866.05,866.05,866.05,866.05,75
11/29/2018 2:16:00 PM,861.7,865.1,861.7,865.1,825
11/29/2018 2:15:00 PM,865,865,860.6,861.7,300
11/29/2018 2:14:00 PM,866.05,866.05,865,865,75
11/29/2018 2:13:00 PM,847.85,866.05,847.85,866.05,375
11/29/2018 2:12:00 PM,847.85,847.85,847.85,847.85,0
11/29/2018 2:11:00 PM,847.85,847.85,847.85,847.85,0
11/29/2018 2:10:00 PM,844.65,848,844.65,847.85,900
11/29/2018 2:09:00 PM,843.25,844.65,843.25,844.65,450
11/29/2018 2:08:00 PM,845.05,845.05,843.25,843.25,150
11/29/2018 2:07:00 PM,848.05,848.05,845.05,845.05,75
11/29/2018 2:06:00 PM,848.35,849.05,846.95,848.05,1200
11/29/2018 2:05:00 PM,849.05,849.05,848.35,848.35,225
11/29/2018 2:04:00 PM,852.4,853.05,850.05,850.05,3150
11/29/2018 2:03:00 PM,842.45,854.95,842.35,852.4,5100
11/29/2018 2:02:00 PM,841.5,842.6,841.05,842.45,1800
11/29/2018 2:01:00 PM,831.95,845.05,831.95,840.9,2775
11/29/2018 2:00:00 PM,825.35,831.95,825.15,831.95,1575
11/29/2018 1:59:00 PM,824.65,826.15,824.4,825.35,1125
11/29/2018 1:58:00 PM,823.85,825,823.65,824.65,975
11/29/2018 1:57:00 PM,821.45,824,821.45,823.85,1275
11/29/2018 1:56:00 PM,818.65,821.45,818.65,821.45,975
11/29/2018 1:55:00 PM,821.4,821.65,818.65,818.65,1050
11/29/2018 1:54:00 PM,824.3,825.05,821.4,821.4,600
11/29/2018 1:53:00 PM,824.3,824.3,824.3,824.3,0
11/29/2018 1:52:00 PM,829.95,829.95,823.55,824.3,300
11/29/2018 1:51:00 PM,829.95,829.95,829.95,829.95,0
11/29/2018 1:50:00 PM,821,829.95,821,829.95,1725
11/29/2018 1:49:00 PM,822.05,822.05,821,821,150
11/29/2018 1:48:00 PM,822.05,822.05,822.05,822.05,0
11/29/2018 1:47:00 PM,826.35,826.35,822.05,822.05,300
11/29/2018 1:46:00 PM,818,826.45,818,826.35,225
11/29/2018 1:45:00 PM,818,818,818,818,0
11/29/2018 1:44:00 PM,818,818,818,818,0
11/29/2018 1:43:00 PM,818,818,818,818,0
11/29/2018 1:42:00 PM,818,818,818,818,0
11/29/2018 1:41:00 PM,818.45,818.45,818,818,600
11/29/2018 1:40:00 PM,818.45,818.45,818.45,818.45,150
11/29/2018 1:39:00 PM,817,817,816,816,150
11/29/2018 1:38:00 PM,820,820,817,817,225
11/29/2018 1:37:00 PM,823.95,823.95,820,820,1125
11/29/2018 1:36:00 PM,823.95,823.95,823.95,823.95,0
11/29/2018 1:35:00 PM,823.95,823.95,823.95,823.95,0
11/29/2018 1:34:00 PM,823.95,823.95,823.95,823.95,0
11/29/2018 1:33:00 PM,825.05,825.05,823.95,823.95,75
11/29/2018 1:32:00 PM,822,825.05,822,825.05,75
11/29/2018 1:31:00 PM,820,822,820,822,150
11/29/2018 1:30:00 PM,820.2,820.2,820,820,150
11/29/2018 1:29:00 PM,820.2,820.2,820.2,820.2,0
11/29/2018 1:28:00 PM,820.2,820.2,820.2,820.2,0
11/29/2018 1:27:00 PM,820,820.2,820,820.2,75
11/29/2018 1:26:00 PM,827,827,820,820,225
11/29/2018 1:25:00 PM,824,827,824,827,75
11/29/2018 1:24:00 PM,824,824,824,824,0
11/29/2018 1:23:00 PM,824,824,824,824,0
11/29/2018 1:22:00 PM,825,825,824,824,150
11/29/2018 1:21:00 PM,825.55,825.55,825,825,150
11/29/2018 1:20:00 PM,825.85,825.85,824.75,825.55,375
11/29/2018 1:19:00 PM,825.85,825.85,825.85,825.85,0
11/29/2018 1:18:00 PM,825.85,825.85,825.85,825.85,0
11/29/2018 1:17:00 PM,826,826,825.85,825.85,75
11/29/2018 1:16:00 PM,827,827,826,826,75
11/29/2018 1:15:00 PM,827,827,827,827,0
11/29/2018 1:14:00 PM,820.4,827,820.4,827,75
11/29/2018 1:13:00 PM,820.4,820.4,820.4,820.4,0
11/29/2018 1:12:00 PM,820.4,820.4,820.4,820.4,0
11/29/2018 1:11:00 PM,820.4,820.4,820.4,820.4,0
11/29/2018 1:10:00 PM,820.4,820.4,820.4,820.4,0
11/29/2018 1:09:00 PM,820.4,820.4,820.4,820.4,0
11/29/2018 1:08:00 PM,820.4,820.4,820.4,820.4,0
11/29/2018 1:07:00 PM,817.05,820.4,817.05,820.4,450
11/29/2018 1:06:00 PM,822.1,822.1,817.05,817.05,150
11/29/2018 1:05:00 PM,822.1,822.1,822.1,822.1,0
11/29/2018 1:04:00 PM,822.1,822.1,822.1,822.1,0
11/29/2018 1:03:00 PM,822.1,822.1,822.1,822.1,0
11/29/2018 1:02:00 PM,822.1,822.1,822.1,822.1,0
11/29/2018 1:01:00 PM,826.5,826.5,822.1,822.1,75
11/29/2018 1:00:00 PM,826.5,826.5,826.5,826.5,0
11/29/2018 12:59:00 PM,816.75,826.5,816.75,826.5,1650
11/29/2018 12:58:00 PM,816.75,816.75,816.75,816.75,0
11/29/2018 12:57:00 PM,816.75,816.75,816.75,816.75,0
11/29/2018 12:56:00 PM,816.75,816.75,816.75,816.75,0
11/29/2018 12:55:00 PM,816.75,816.75,816.75,816.75,0
11/29/2018 12:54:00 PM,816.75,816.75,816.75,816.75,0
