Date,BANKNIFTY18NOV25900CE O,BANKNIFTY18NOV25900CE H,BANKNIFTY18NOV25900CE L,BANKNIFTY18NOV25900CE C,BANKNIFTY18NOV25900CE V
11/29/2018 3:29:00 PM,1035,1035,1007.65,1007.65,360
11/29/2018 3:28:00 PM,1039,1039,1035,1035,600
11/29/2018 3:27:00 PM,1034,1039,1033.95,1039,760
11/29/2018 3:26:00 PM,1034,1034,1034,1034,0
11/29/2018 3:25:00 PM,1014.8,1034,1014.8,1034,100
11/29/2018 3:24:00 PM,1014.8,1014.8,1014.8,1014.8,0
11/29/2018 3:23:00 PM,1014.8,1014.8,1014.8,1014.8,0
11/29/2018 3:22:00 PM,1014.1,1014.8,1014.1,1014.8,80
11/29/2018 3:21:00 PM,1020,1020,1014.1,1014.1,20
11/29/2018 3:20:00 PM,1015,1020,1015,1020,2220
11/29/2018 3:19:00 PM,1014.65,1020,1005,1015,1360
11/29/2018 3:18:00 PM,1014.65,1014.65,1014.65,1014.65,0
11/29/2018 3:17:00 PM,1014.65,1014.65,1014.65,1014.65,0
11/29/2018 3:16:00 PM,1004,1014.65,1004,1014.65,80
11/29/2018 3:15:00 PM,990,1017.45,990,1004,160
11/29/2018 3:14:00 PM,990,990,990,990,0
11/29/2018 3:13:00 PM,990,990,990,990,0
11/29/2018 3:12:00 PM,990,990,990,990,0
11/29/2018 3:11:00 PM,990,990,990,990,0
11/29/2018 3:10:00 PM,980,990,980,990,920
11/29/2018 3:09:00 PM,980,980,980,980,0
11/29/2018 3:08:00 PM,1001,1001,980,980,980
11/29/2018 3:07:00 PM,1001,1001,1001,1001,0
11/29/2018 3:06:00 PM,1001,1001,1001,1001,0
11/29/2018 3:05:00 PM,1010,1012,1001,1001,120
11/29/2018 3:04:00 PM,1010,1010,1010,1010,0
11/29/2018 3:03:00 PM,1030,1030,1010,1010,40
11/29/2018 3:02:00 PM,1030,1030,1030,1030,0
11/29/2018 3:01:00 PM,1030,1030,1030,1030,0
11/29/2018 3:00:00 PM,1030,1030,1030,1030,0
11/29/2018 2:59:00 PM,1030,1030,1030,1030,80
11/29/2018 2:58:00 PM,1030,1030,1030,1030,0
11/29/2018 2:57:00 PM,1030,1030,1030,1030,0
11/29/2018 2:56:00 PM,1030,1030,1030,1030,0
11/29/2018 2:55:00 PM,1025.45,1030,1025.45,1030,40
11/29/2018 2:54:00 PM,1025.45,1025.45,1025.45,1025.45,0
11/29/2018 2:53:00 PM,1012.5,1025.45,1012.5,1025.45,40
11/29/2018 2:52:00 PM,1012.5,1012.5,1012.5,1012.5,0
11/29/2018 2:51:00 PM,1004.6,1012.5,1002.8,1012.5,120
11/29/2018 2:50:00 PM,995.9,1004.6,995.9,1004.6,100
11/29/2018 2:49:00 PM,999.95,999.95,995.9,995.9,40
11/29/2018 2:48:00 PM,990.95,1000,990.95,1000,80
