Date,BANKNIFTY18NOV26400PE O,BANKNIFTY18NOV26400PE H,BANKNIFTY18NOV26400PE L,BANKNIFTY18NOV26400PE C,BANKNIFTY18NOV26400PE V
11/29/2018 3:29:00 PM,0.05,0.1,0.05,0.05,16820
11/29/2018 3:28:00 PM,0.05,0.05,0.05,0.05,12240
11/29/2018 3:27:00 PM,0.05,0.1,0.05,0.05,7820
11/29/2018 3:26:00 PM,0.1,0.1,0.05,0.05,4240
11/29/2018 3:25:00 PM,0.05,0.1,0.05,0.1,33920
11/29/2018 3:24:00 PM,0.05,0.1,0.05,0.05,8340
11/29/2018 3:23:00 PM,0.05,0.1,0.05,0.05,17880
11/29/2018 3:22:00 PM,0.05,0.1,0.05,0.05,9180
11/29/2018 3:21:00 PM,0.05,0.1,0.05,0.05,103480
11/29/2018 3:20:00 PM,0.05,0.1,0.05,0.05,29000
11/29/2018 3:19:00 PM,0.05,0.1,0.05,0.05,12760
11/29/2018 3:18:00 PM,0.1,0.1,0.05,0.05,12200
11/29/2018 3:17:00 PM,0.1,0.1,0.05,0.1,9880
11/29/2018 3:16:00 PM,0.15,0.15,0.05,0.1,72760
11/29/2018 3:15:00 PM,0.1,0.15,0.05,0.15,62080
11/29/2018 3:14:00 PM,0.15,0.15,0.1,0.1,25300
11/29/2018 3:13:00 PM,0.1,0.15,0.1,0.15,20040
11/29/2018 3:12:00 PM,0.15,0.15,0.1,0.1,10840
11/29/2018 3:11:00 PM,0.1,0.15,0.1,0.1,18980
11/29/2018 3:10:00 PM,0.1,0.15,0.1,0.1,8280
11/29/2018 3:09:00 PM,0.15,0.15,0.1,0.1,24380
11/29/2018 3:08:00 PM,0.15,0.2,0.15,0.15,14160
11/29/2018 3:07:00 PM,0.15,0.2,0.15,0.2,15720
11/29/2018 3:06:00 PM,0.15,0.2,0.15,0.15,8440
11/29/2018 3:05:00 PM,0.2,0.2,0.15,0.15,5020
11/29/2018 3:04:00 PM,0.2,0.25,0.15,0.2,15360
11/29/2018 3:03:00 PM,0.25,0.25,0.2,0.2,10200
11/29/2018 3:02:00 PM,0.3,0.3,0.2,0.2,20120
11/29/2018 3:01:00 PM,0.3,0.3,0.2,0.3,25120
11/29/2018 3:00:00 PM,0.25,0.3,0.25,0.3,46200
11/29/2018 2:59:00 PM,0.2,0.25,0.2,0.25,7380
11/29/2018 2:58:00 PM,0.2,0.25,0.15,0.2,18020
11/29/2018 2:57:00 PM,0.2,0.25,0.15,0.2,37760
11/29/2018 2:56:00 PM,0.2,0.25,0.2,0.2,25940
11/29/2018 2:55:00 PM,0.25,0.25,0.2,0.2,15240
11/29/2018 2:54:00 PM,0.25,0.25,0.2,0.25,15960
11/29/2018 2:53:00 PM,0.25,0.3,0.2,0.25,55420
11/29/2018 2:52:00 PM,0.3,0.35,0.25,0.3,37700
11/29/2018 2:51:00 PM,0.35,0.35,0.25,0.25,19260
11/29/2018 2:50:00 PM,0.35,0.4,0.3,0.35,31120
11/29/2018 2:49:00 PM,0.3,0.35,0.3,0.35,44100
11/29/2018 2:48:00 PM,0.3,0.35,0.3,0.3,12660
11/29/2018 2:47:00 PM,0.35,0.4,0.3,0.3,27520
11/29/2018 2:46:00 PM,0.4,0.45,0.35,0.35,54280
11/29/2018 2:45:00 PM,0.4,0.45,0.4,0.4,61600
11/29/2018 2:44:00 PM,0.4,0.45,0.4,0.4,22760
11/29/2018 2:43:00 PM,0.45,0.45,0.4,0.4,13600
11/29/2018 2:42:00 PM,0.45,0.45,0.4,0.4,17580
11/29/2018 2:41:00 PM,0.45,0.45,0.4,0.45,12240
11/29/2018 2:40:00 PM,0.45,0.5,0.4,0.45,20560
11/29/2018 2:39:00 PM,0.45,0.5,0.45,0.45,17120
11/29/2018 2:38:00 PM,0.5,0.5,0.45,0.5,23640
11/29/2018 2:37:00 PM,0.6,0.6,0.45,0.45,21440
11/29/2018 2:36:00 PM,0.6,0.6,0.5,0.55,14260
11/29/2018 2:35:00 PM,0.7,0.7,0.6,0.6,14800
11/29/2018 2:34:00 PM,0.55,0.6,0.5,0.6,31980
11/29/2018 2:33:00 PM,0.5,0.6,0.5,0.5,21480
11/29/2018 2:32:00 PM,0.5,0.55,0.45,0.5,29880
11/29/2018 2:31:00 PM,0.55,0.55,0.5,0.5,11200
11/29/2018 2:30:00 PM,0.5,0.55,0.5,0.55,38940
11/29/2018 2:29:00 PM,0.65,0.65,0.5,0.5,80080
11/29/2018 2:28:00 PM,0.65,0.65,0.6,0.6,12240
11/29/2018 2:27:00 PM,0.65,0.7,0.65,0.65,12940
11/29/2018 2:26:00 PM,0.75,0.75,0.6,0.65,14620
11/29/2018 2:25:00 PM,0.75,0.85,0.7,0.75,17220
11/29/2018 2:24:00 PM,0.7,0.75,0.65,0.75,41080
11/29/2018 2:23:00 PM,0.8,0.8,0.6,0.65,35680
11/29/2018 2:22:00 PM,0.75,0.9,0.7,0.8,45600
11/29/2018 2:21:00 PM,0.75,0.85,0.7,0.8,21920
11/29/2018 2:20:00 PM,0.65,0.9,0.65,0.7,23900
11/29/2018 2:19:00 PM,0.6,0.7,0.6,0.7,17840
11/29/2018 2:18:00 PM,0.6,0.8,0.6,0.6,45420
11/29/2018 2:17:00 PM,0.6,0.7,0.55,0.7,55760
11/29/2018 2:16:00 PM,0.45,0.6,0.45,0.6,58200
11/29/2018 2:15:00 PM,0.5,0.5,0.45,0.5,62140
11/29/2018 2:14:00 PM,0.45,0.5,0.45,0.45,73100
11/29/2018 2:13:00 PM,0.45,0.5,0.45,0.45,99980
11/29/2018 2:12:00 PM,0.5,0.55,0.45,0.5,154640
11/29/2018 2:11:00 PM,0.55,0.55,0.5,0.5,69880
11/29/2018 2:10:00 PM,0.6,0.65,0.5,0.55,208080
11/29/2018 2:09:00 PM,0.6,0.65,0.6,0.6,73360
11/29/2018 2:08:00 PM,0.65,0.7,0.6,0.6,103700
11/29/2018 2:07:00 PM,0.6,0.7,0.6,0.65,69660
11/29/2018 2:06:00 PM,0.6,0.65,0.6,0.6,70980
11/29/2018 2:05:00 PM,0.6,0.65,0.6,0.6,37040
11/29/2018 2:04:00 PM,0.65,0.65,0.6,0.65,39740
11/29/2018 2:03:00 PM,0.7,0.7,0.6,0.6,74080
11/29/2018 2:02:00 PM,0.7,0.75,0.65,0.7,42780
11/29/2018 2:01:00 PM,0.75,0.75,0.65,0.7,93920
11/29/2018 2:00:00 PM,0.8,0.8,0.75,0.75,43460
11/29/2018 1:59:00 PM,0.75,0.85,0.75,0.75,62280
11/29/2018 1:58:00 PM,0.8,0.85,0.75,0.75,62240
11/29/2018 1:57:00 PM,0.85,0.85,0.8,0.8,49420
11/29/2018 1:56:00 PM,0.85,0.9,0.8,0.85,35840
11/29/2018 1:55:00 PM,0.85,0.95,0.8,0.85,45540
11/29/2018 1:54:00 PM,0.8,0.85,0.8,0.85,18740
11/29/2018 1:53:00 PM,0.85,0.85,0.8,0.8,24100
11/29/2018 1:52:00 PM,0.8,0.85,0.8,0.85,14100
11/29/2018 1:51:00 PM,0.8,0.85,0.75,0.8,38620
11/29/2018 1:50:00 PM,0.8,0.85,0.75,0.85,76700
11/29/2018 1:49:00 PM,0.85,0.9,0.8,0.8,59460
11/29/2018 1:48:00 PM,0.85,0.85,0.8,0.85,21300
11/29/2018 1:47:00 PM,0.7,0.85,0.7,0.8,28080
11/29/2018 1:46:00 PM,0.75,0.8,0.65,0.7,95740
11/29/2018 1:45:00 PM,0.95,0.95,0.75,0.8,43220
11/29/2018 1:44:00 PM,1.25,1.25,0.95,0.95,81500
11/29/2018 1:43:00 PM,1.2,1.3,1.2,1.3,70840
11/29/2018 1:42:00 PM,1.2,1.25,1.15,1.25,26960
11/29/2018 1:41:00 PM,1.25,1.3,1.2,1.2,24540
11/29/2018 1:40:00 PM,1.2,1.3,1,1.25,89980
11/29/2018 1:39:00 PM,1.2,1.25,1.15,1.2,41860
11/29/2018 1:38:00 PM,1,1.2,1,1.2,61560
11/29/2018 1:37:00 PM,1,1.1,1,1,26440
11/29/2018 1:36:00 PM,0.95,1.05,0.95,1,70660
11/29/2018 1:35:00 PM,1.05,1.05,0.9,0.95,48720
11/29/2018 1:34:00 PM,1.1,1.1,0.95,1,73060
11/29/2018 1:33:00 PM,1.15,1.2,1.1,1.1,36100
11/29/2018 1:32:00 PM,1.25,1.25,1.05,1.15,40220
11/29/2018 1:31:00 PM,1.3,1.35,1.2,1.25,34100
11/29/2018 1:30:00 PM,1.4,1.45,1.25,1.3,30300
