Date,BANKNIFTY18NOV26200CE O,BANKNIFTY18NOV26200CE H,BANKNIFTY18NOV26200CE L,BANKNIFTY18NOV26200CE C,BANKNIFTY18NOV26200CE V
11/29/2018 3:29:00 PM,724,724,715.6,715.6,1940
11/29/2018 3:28:00 PM,725,727,724,724,1880
11/29/2018 3:27:00 PM,722.45,725,720.1,725,2860
11/29/2018 3:26:00 PM,719,722.45,719,722.45,180
11/29/2018 3:25:00 PM,719,722,719,719,1980
11/29/2018 3:24:00 PM,720,725,718,719,1540
11/29/2018 3:23:00 PM,718.05,721,716.05,720,780
11/29/2018 3:22:00 PM,719,719.05,717,718.05,2000
11/29/2018 3:21:00 PM,715,720,715,719,900
11/29/2018 3:20:00 PM,713.85,717.8,713.85,715,620
11/29/2018 3:19:00 PM,708,714.9,708,713.85,540
11/29/2018 3:18:00 PM,691,709,691,708,640
11/29/2018 3:17:00 PM,691,691,691,691,0
11/29/2018 3:16:00 PM,704.9,716.3,691,691,400
11/29/2018 3:15:00 PM,698.8,708,698.8,704.9,540
11/29/2018 3:14:00 PM,698.8,698.8,698.8,698.8,0
11/29/2018 3:13:00 PM,686,698.8,686,698.8,40
11/29/2018 3:12:00 PM,699.05,699.05,685.2,686,160
11/29/2018 3:11:00 PM,686,699.05,686,699.05,80
11/29/2018 3:10:00 PM,681.1,693.6,681.1,686,120
11/29/2018 3:09:00 PM,680,680,673.1,680,720
11/29/2018 3:08:00 PM,683.9,683.9,675,675,80
11/29/2018 3:07:00 PM,693,693,675.8,683.9,180
11/29/2018 3:06:00 PM,695.1,695.1,690,693,160
11/29/2018 3:05:00 PM,711.85,711.85,695.1,695.1,3500
11/29/2018 3:04:00 PM,706,711.85,705.05,711.85,460
11/29/2018 3:03:00 PM,715.25,718.25,706,706,3440
11/29/2018 3:02:00 PM,726.5,726.5,715.25,715.25,4380
11/29/2018 3:01:00 PM,727.95,729.1,726.5,726.5,40
11/29/2018 3:00:00 PM,750,750,727.95,727.95,40
11/29/2018 2:59:00 PM,720,750,720,750,360
11/29/2018 2:58:00 PM,730,730,720,720,100
11/29/2018 2:57:00 PM,722,733.6,722,730,180
11/29/2018 2:56:00 PM,715.25,722,715.25,722,40
11/29/2018 2:55:00 PM,729.2,729.2,705.6,715.25,580
11/29/2018 2:54:00 PM,726,729.2,720.55,729.2,120
11/29/2018 2:53:00 PM,725.5,732,725.5,726,1440
11/29/2018 2:52:00 PM,730,730,725.5,725.5,700
11/29/2018 2:51:00 PM,704,730,704,730,100
11/29/2018 2:50:00 PM,698.4,714.5,698.4,704,240
11/29/2018 2:49:00 PM,698,704.1,698,698.4,140
11/29/2018 2:48:00 PM,698,698,687,698,300
11/29/2018 2:47:00 PM,692.25,698,682,698,320
11/29/2018 2:46:00 PM,706.3,717.2,685.7,692.25,900
11/29/2018 2:45:00 PM,696.2,715.85,696.2,706.3,640
11/29/2018 2:44:00 PM,683.6,703.45,683,700.25,1720
11/29/2018 2:43:00 PM,692.35,703.4,682.05,683.75,2860
11/29/2018 2:42:00 PM,704.95,705.35,690.1,692.35,2340
11/29/2018 2:41:00 PM,714,714.45,702.85,704.95,800
11/29/2018 2:40:00 PM,707.4,715,698.8,714,2660
11/29/2018 2:39:00 PM,727,727,706.1,707.4,1000
11/29/2018 2:38:00 PM,724.8,730,724.8,727,1900
11/29/2018 2:37:00 PM,703.1,724.8,703.1,724.8,1000
11/29/2018 2:36:00 PM,690,703.1,690,703.1,400
11/29/2018 2:35:00 PM,672.85,690,669,690,1540
11/29/2018 2:34:00 PM,724.45,724.45,671.85,671.85,5380
11/29/2018 2:33:00 PM,733.85,735.85,726.75,731.75,340
11/29/2018 2:32:00 PM,737,752.5,733.85,733.85,500
11/29/2018 2:31:00 PM,737.95,737.95,730.75,730.75,260
11/29/2018 2:30:00 PM,756.85,756.85,741.8,741.8,620
11/29/2018 2:29:00 PM,727.65,742.6,725.9,742.6,420
11/29/2018 2:28:00 PM,719.4,727.65,716.45,727.65,540
11/29/2018 2:27:00 PM,715.25,724,710.55,719.4,240
11/29/2018 2:26:00 PM,725.35,735,714,715.25,2800
11/29/2018 2:25:00 PM,730.85,731.15,707.2,725.35,1920
11/29/2018 2:24:00 PM,747,752.85,730.85,730.85,1560
11/29/2018 2:23:00 PM,741.25,753.55,741.25,747,1140
11/29/2018 2:22:00 PM,756.9,756.9,740,741.25,220
11/29/2018 2:21:00 PM,759,762.15,756.35,756.9,540
11/29/2018 2:20:00 PM,766.15,771.05,747.75,759,1000
11/29/2018 2:19:00 PM,770,772.4,764.8,766.15,1200
11/29/2018 2:18:00 PM,798,798,770,770,1020
11/29/2018 2:17:00 PM,766.8,794.8,762,783.2,1440
11/29/2018 2:16:00 PM,741.35,766.8,741.35,766.8,1200
