Date,BANKNIFTY18NOV27000CE O,BANKNIFTY18NOV27000CE H,BANKNIFTY18NOV27000CE L,BANKNIFTY18NOV27000CE C,BANKNIFTY18NOV27000CE V
11/29/2018 3:29:00 PM,0.05,0.05,0.05,0.05,14640
11/29/2018 3:28:00 PM,0.05,0.05,0.05,0.05,15980
11/29/2018 3:27:00 PM,0.05,0.1,0.05,0.05,32160
11/29/2018 3:26:00 PM,0.05,0.1,0.05,0.05,127480
11/29/2018 3:25:00 PM,0.1,0.1,0.05,0.05,71440
11/29/2018 3:24:00 PM,0.1,0.1,0.05,0.1,74300
11/29/2018 3:23:00 PM,0.1,0.15,0.05,0.1,127660
11/29/2018 3:22:00 PM,0.15,0.15,0.05,0.1,64760
11/29/2018 3:21:00 PM,0.15,0.15,0.1,0.15,46140
11/29/2018 3:20:00 PM,0.2,0.2,0.1,0.15,117200
11/29/2018 3:19:00 PM,0.15,0.25,0.1,0.2,121680
11/29/2018 3:18:00 PM,0.2,0.2,0.1,0.15,114140
11/29/2018 3:17:00 PM,0.1,0.2,0.1,0.15,114660
11/29/2018 3:16:00 PM,0.15,0.2,0.1,0.15,191000
11/29/2018 3:15:00 PM,0.2,0.2,0.1,0.15,334840
11/29/2018 3:14:00 PM,0.25,0.3,0.15,0.2,251760
11/29/2018 3:13:00 PM,0.25,0.25,0.2,0.2,177380
11/29/2018 3:12:00 PM,0.25,0.3,0.2,0.25,264720
11/29/2018 3:11:00 PM,0.5,0.5,0.25,0.3,252400
11/29/2018 3:10:00 PM,0.35,0.5,0.35,0.45,208060
11/29/2018 3:09:00 PM,0.4,0.45,0.3,0.35,202000
11/29/2018 3:08:00 PM,0.45,0.45,0.3,0.35,275800
11/29/2018 3:07:00 PM,0.65,0.7,0.4,0.45,456060
11/29/2018 3:06:00 PM,1.65,1.65,0.65,0.65,377980
11/29/2018 3:05:00 PM,1.1,1.7,1,1.7,395040
11/29/2018 3:04:00 PM,1.4,2,1.15,1.2,338980
11/29/2018 3:03:00 PM,1.85,1.9,1.3,1.4,570500
11/29/2018 3:02:00 PM,4.2,4.75,1.8,1.8,592580
11/29/2018 3:01:00 PM,5.9,6.25,3.45,4.85,556500
11/29/2018 3:00:00 PM,13.95,13.95,6.05,6.45,635880
11/29/2018 2:59:00 PM,7.1,15.2,7.1,14.25,419680
11/29/2018 2:58:00 PM,9.6,9.65,6.9,7.2,264480
11/29/2018 2:57:00 PM,8.8,10.35,8.45,9.3,348080
11/29/2018 2:56:00 PM,7.55,9,6.9,8.95,279400
11/29/2018 2:55:00 PM,7.95,8.5,6.45,7.25,266500
11/29/2018 2:54:00 PM,8.2,8.95,7.45,8,243720
11/29/2018 2:53:00 PM,11.25,11.95,7.1,8.25,290280
11/29/2018 2:52:00 PM,9.15,11.9,9,11.1,333760
11/29/2018 2:51:00 PM,7.55,12.45,7.55,9.75,453680
11/29/2018 2:50:00 PM,7.05,8,6.85,7.5,198680
11/29/2018 2:49:00 PM,7.8,8.2,6.5,7,249080
11/29/2018 2:48:00 PM,7.55,8.5,6.45,7.6,293700
11/29/2018 2:47:00 PM,6.35,8.6,6.35,7.8,253820
11/29/2018 2:46:00 PM,9.45,10.55,6.05,7.1,323860
11/29/2018 2:45:00 PM,8.8,10.7,8.7,9.15,301380
11/29/2018 2:44:00 PM,7.25,9.55,6.5,8.95,326020
11/29/2018 2:43:00 PM,8.35,10.2,7.15,7.4,312240
11/29/2018 2:42:00 PM,10,10.9,8.05,8.5,392960
11/29/2018 2:41:00 PM,13.4,13.8,10.25,10.35,222720
11/29/2018 2:40:00 PM,10,14.3,9,13.7,357640
11/29/2018 2:39:00 PM,13.1,14.45,8.25,9.85,435380
11/29/2018 2:38:00 PM,20.95,20.95,13.8,13.8,356000
11/29/2018 2:37:00 PM,13.6,19.25,13.25,19.25,406460
11/29/2018 2:36:00 PM,12.55,13.9,11.75,13.9,375780
11/29/2018 2:35:00 PM,9.45,12.45,9,12.45,549980
11/29/2018 2:34:00 PM,17.65,17.8,8.9,9.7,552320
11/29/2018 2:33:00 PM,23.15,23.35,18.2,18.2,372260
11/29/2018 2:32:00 PM,24.7,27.6,23.75,23.8,248080
11/29/2018 2:31:00 PM,24.8,25.9,22.6,24.25,248900
11/29/2018 2:30:00 PM,27.65,29,25.15,25.15,292980
11/29/2018 2:29:00 PM,22.8,29,22.65,29,251060
11/29/2018 2:28:00 PM,23.4,25.6,22.6,22.85,257480
11/29/2018 2:27:00 PM,21.5,24.65,20.65,23.95,358720
11/29/2018 2:26:00 PM,25.75,29.1,21.5,21.7,424920
11/29/2018 2:25:00 PM,28.95,28.95,20.5,26.1,461700
11/29/2018 2:24:00 PM,32.95,35.55,28.8,29,324200
11/29/2018 2:23:00 PM,31.25,36.75,31.25,33,279860
11/29/2018 2:22:00 PM,36.3,36.7,29.25,30.9,347200
11/29/2018 2:21:00 PM,36.9,39.55,35.3,35.95,346900
11/29/2018 2:20:00 PM,38,38,30.05,36.7,414240
11/29/2018 2:19:00 PM,35.3,42,34.15,38,437740
11/29/2018 2:18:00 PM,49.7,49.7,35.65,36,643040
11/29/2018 2:17:00 PM,34.65,50.45,33.5,50.45,644100
11/29/2018 2:16:00 PM,31.65,39.95,31.65,35.3,613800
11/29/2018 2:15:00 PM,29.25,31.85,25,31.4,505280
11/29/2018 2:14:00 PM,33.65,35,24.4,28.7,684540
11/29/2018 2:13:00 PM,22.6,33.05,21.85,33,709100
11/29/2018 2:12:00 PM,16.9,23.75,16.35,23.4,604860
11/29/2018 2:11:00 PM,13,17.3,12.9,16.85,529240
11/29/2018 2:10:00 PM,9.6,12.85,9.3,12.85,310040
11/29/2018 2:09:00 PM,8.25,9.7,7.85,9.7,193280
11/29/2018 2:08:00 PM,7.15,8.65,7.15,8.25,205780
11/29/2018 2:07:00 PM,7.9,8,6.15,6.9,356860
11/29/2018 2:06:00 PM,8.15,9.35,7.7,8.05,263580
11/29/2018 2:05:00 PM,8.6,11.65,8.2,8.2,446620
11/29/2018 2:04:00 PM,8.15,9.25,6.95,8.6,330900
11/29/2018 2:03:00 PM,5.25,9.5,4.65,8.25,439860
11/29/2018 2:02:00 PM,5.7,6,5.25,5.25,239080
11/29/2018 2:01:00 PM,4.95,6,4.95,5.65,224500
11/29/2018 2:00:00 PM,3.7,4.9,3.65,4.9,67540
11/29/2018 1:59:00 PM,4.2,4.45,3.7,3.7,79820
11/29/2018 1:58:00 PM,4.1,4.3,3.6,4.1,67840
11/29/2018 1:57:00 PM,3.4,4.1,3.4,4.1,73760
11/29/2018 1:56:00 PM,3,3.35,2.7,3.35,103320
11/29/2018 1:55:00 PM,3.85,4.05,2.85,3,98720
11/29/2018 1:54:00 PM,4.3,5,3.9,3.9,92820
11/29/2018 1:53:00 PM,3.75,4.25,3.6,4.25,60720
11/29/2018 1:52:00 PM,4.5,4.55,3.6,3.65,90680
11/29/2018 1:51:00 PM,4.25,4.7,4,4.5,89560
11/29/2018 1:50:00 PM,6,6.05,4.4,4.4,168260
