Date,BANKNIFTY18NOV26300CE O,BANKNIFTY18NOV26300CE H,BANKNIFTY18NOV26300CE L,BANKNIFTY18NOV26300CE C,BANKNIFTY18NOV26300CE V
11/29/2018 3:29:00 PM,616,616.95,605.05,610.35,3780
11/29/2018 3:28:00 PM,618,620,616,616,5480
11/29/2018 3:27:00 PM,615.05,618,615,618,3960
11/29/2018 3:26:00 PM,614.85,618,614.1,615.05,1600
11/29/2018 3:25:00 PM,614.85,619.9,613.85,614.85,600
11/29/2018 3:24:00 PM,612,616.2,612,614.85,880
11/29/2018 3:23:00 PM,606.25,615,605,612,1660
11/29/2018 3:22:00 PM,605.1,607.15,603,606.25,1700
11/29/2018 3:21:00 PM,602.15,606.85,602,605.1,940
11/29/2018 3:20:00 PM,601,605.2,600.65,602.15,1960
11/29/2018 3:19:00 PM,594.45,602.05,594.3,601,3380
11/29/2018 3:18:00 PM,587,595.9,587,595.9,6780
11/29/2018 3:17:00 PM,590,590,584.05,587,1280
11/29/2018 3:16:00 PM,590,590,587,590,500
11/29/2018 3:15:00 PM,588.35,593.9,588.05,590,3980
11/29/2018 3:14:00 PM,582.15,588.35,579.6,588.35,3240
11/29/2018 3:13:00 PM,576.65,582.15,576.05,582.15,1380
11/29/2018 3:12:00 PM,574.7,579.65,574.7,575.9,2220
11/29/2018 3:11:00 PM,573.4,575.35,571.7,573.9,3340
11/29/2018 3:10:00 PM,577.55,580.75,568.8,573.4,5860
11/29/2018 3:09:00 PM,566.6,580.15,566.1,577.2,2180
11/29/2018 3:08:00 PM,564.9,570,563.2,566.15,8280
11/29/2018 3:07:00 PM,585,585,564.9,564.9,5380
11/29/2018 3:06:00 PM,595.3,595.3,585,585,1120
11/29/2018 3:05:00 PM,600.5,600.5,594.15,595.3,7420
11/29/2018 3:04:00 PM,600,608.55,599.8,600.5,3160
11/29/2018 3:03:00 PM,617.75,617.75,600,600,380
11/29/2018 3:02:00 PM,627.45,627.45,617.75,617.75,360
11/29/2018 3:01:00 PM,620,627.45,620,627.45,260
11/29/2018 3:00:00 PM,642.3,642.3,620,620,1520
11/29/2018 2:59:00 PM,622.5,642.3,622.5,642.3,520
11/29/2018 2:58:00 PM,630.55,630.55,620,622.5,220
11/29/2018 2:57:00 PM,621.95,630.55,621.95,630.55,20
11/29/2018 2:56:00 PM,613.9,621.95,612.2,621.95,1460
11/29/2018 2:55:00 PM,620.9,620.9,607.1,614.45,1880
11/29/2018 2:54:00 PM,619.6,624.05,618.25,620.9,220
11/29/2018 2:53:00 PM,625.9,625.9,617.7,619.6,340
11/29/2018 2:52:00 PM,623.95,625.95,617.55,625.9,480
11/29/2018 2:51:00 PM,605,631.4,605,623.95,9340
11/29/2018 2:50:00 PM,598,606.4,598,603.45,620
11/29/2018 2:49:00 PM,600,600.05,598,598,120
11/29/2018 2:48:00 PM,591,600,591,600,1800
