Date,NIFTY18NOVFUT O,NIFTY18NOVFUT H,NIFTY18NOVFUT L,NIFTY18NOVFUT C,NIFTY18NOVFUT V
11/26/2018 2:46:00 PM,10637,10639.1,10635.25,10638.9,26850
11/26/2018 2:45:00 PM,10631,10638,10631,10636.65,60675
11/26/2018 2:44:00 PM,10629.95,10632.4,10628.55,10631,46425
11/26/2018 2:43:00 PM,10636.95,10636.95,10629.8,10629.8,63600
11/26/2018 2:42:00 PM,10633.9,10639.6,10633.9,10637.25,21075
11/26/2018 2:41:00 PM,10631.6,10634.2,10631.55,10633.9,17925
11/26/2018 2:40:00 PM,10636.9,10638.8,10631.55,10631.55,21675
11/26/2018 2:39:00 PM,10636.85,10638.9,10635.05,10637.8,35625
11/26/2018 2:38:00 PM,10630.3,10636,10630.3,10636,36825
11/26/2018 2:37:00 PM,10632.35,10636,10630.3,10630.3,32475
11/26/2018 2:36:00 PM,10638.55,10643.5,10632.35,10632.35,53925
11/26/2018 2:35:00 PM,10638,10644,10638,10639.95,73875
11/26/2018 2:34:00 PM,10637.4,10638.9,10635.5,10638.15,37125
11/26/2018 2:33:00 PM,10634.25,10640.45,10634.25,10637.45,59475
11/26/2018 2:32:00 PM,10633.8,10641.1,10633.45,10635,100425
11/26/2018 2:31:00 PM,10631.15,10635.5,10631.15,10633.4,97950
11/26/2018 2:30:00 PM,10619.1,10632.35,10619.1,10632.35,190875
11/26/2018 2:29:00 PM,10615.45,10619.85,10612.5,10619.85,33150
11/26/2018 2:28:00 PM,10617,10617.95,10614.9,10615.55,20025
11/26/2018 2:27:00 PM,10617.2,10619,10615.45,10617.25,23025
11/26/2018 2:26:00 PM,10614.8,10619.1,10614.8,10617.2,30975
11/26/2018 2:25:00 PM,10620,10622,10616.2,10616.75,19575
11/26/2018 2:24:00 PM,10621,10625,10620,10620,46050
11/26/2018 2:23:00 PM,10621.35,10624,10620.1,10620.15,21450
11/26/2018 2:22:00 PM,10618,10623.3,10618,10620.95,24075
11/26/2018 2:21:00 PM,10617.1,10621,10617.1,10618,15300
11/26/2018 2:20:00 PM,10622.85,10624.65,10616.55,10617.1,59775
11/26/2018 2:19:00 PM,10619.7,10621.95,10619,10621.95,52125
11/26/2018 2:18:00 PM,10614,10620,10614,10617.55,63525
11/26/2018 2:17:00 PM,10613.95,10616.8,10612,10614,30825
11/26/2018 2:16:00 PM,10615.95,10618,10612,10613.95,37950
11/26/2018 2:15:00 PM,10606,10620,10606,10616.25,151425
11/26/2018 2:14:00 PM,10608.9,10609.8,10605.1,10605.15,26550
11/26/2018 2:13:00 PM,10602.65,10610.5,10602.65,10608.15,42450
11/26/2018 2:12:00 PM,10604.05,10605.1,10601.3,10603,15000
11/26/2018 2:11:00 PM,10606.1,10610,10602.2,10603.05,87975
11/26/2018 2:10:00 PM,10603.95,10608.7,10602.75,10606.4,73275
11/26/2018 2:09:00 PM,10598.2,10604,10597.95,10602.95,30525
11/26/2018 2:08:00 PM,10590.5,10599.1,10590.5,10598.2,26925
11/26/2018 2:07:00 PM,10592,10592,10588.9,10591.15,28425
11/26/2018 2:06:00 PM,10590.1,10594.1,10590.1,10592.2,31500
11/26/2018 2:05:00 PM,10599.1,10599.1,10592.5,10592.5,18375
11/26/2018 2:04:00 PM,10593.1,10600.65,10593.1,10599,33525
11/26/2018 2:03:00 PM,10597.2,10598.45,10593.05,10593.2,66000
11/26/2018 2:02:00 PM,10599,10599,10595.45,10597.2,18450
11/26/2018 2:01:00 PM,10593.35,10600.05,10593.1,10599,29475
11/26/2018 2:00:00 PM,10590.05,10594,10590.05,10593.15,21900
11/26/2018 1:59:00 PM,10595.8,10595.8,10590,10590.05,58125
11/26/2018 1:58:00 PM,10596.65,10597.4,10595.05,10595.8,28725
11/26/2018 1:57:00 PM,10596.15,10600,10595.8,10596.65,25350
11/26/2018 1:56:00 PM,10597.2,10599,10595.05,10596,24975
11/26/2018 1:55:00 PM,10601,10602.45,10597,10597.05,35550
11/26/2018 1:54:00 PM,10595.95,10602.85,10595.95,10601.75,46200
11/26/2018 1:53:00 PM,10599.4,10600,10595,10596.1,28800
11/26/2018 1:52:00 PM,10596.55,10599.25,10595.6,10599,17400
11/26/2018 1:51:00 PM,10594,10596.5,10593.2,10596.5,23700
11/26/2018 1:50:00 PM,10595,10598.05,10592.95,10594.05,43725
11/26/2018 1:49:00 PM,10592,10597,10590.8,10594.05,60375
11/26/2018 1:48:00 PM,10593.8,10597,10592,10592.55,27525
11/26/2018 1:47:00 PM,10596.15,10597.1,10589.35,10595.5,55125
11/26/2018 1:46:00 PM,10596.05,10600,10595,10596,72150
11/26/2018 1:45:00 PM,10595.55,10604.4,10595.05,10596.85,106950
11/26/2018 1:44:00 PM,10597.65,10601.85,10596.5,10596.9,70950
11/26/2018 1:43:00 PM,10585.9,10600,10585.15,10598.15,128025
11/26/2018 1:42:00 PM,10587.3,10587.3,10584.35,10585,37125
11/26/2018 1:41:00 PM,10590.75,10594,10586.5,10586.7,112950
11/26/2018 1:40:00 PM,10587.4,10593.5,10587.4,10590.55,91125
11/26/2018 1:39:00 PM,10587.8,10589.45,10586.1,10586.65,59625
11/26/2018 1:38:00 PM,10588.15,10592.85,10587,10587.95,73950
11/26/2018 1:37:00 PM,10575.15,10590.3,10575.15,10588.15,273300
11/26/2018 1:36:00 PM,10580.65,10581,10576,10576.15,45450
11/26/2018 1:35:00 PM,10576.55,10583.85,10576.15,10581.65,83850
11/26/2018 1:34:00 PM,10577.25,10579.6,10575.05,10577,50400
11/26/2018 1:33:00 PM,10575.65,10578.5,10575.05,10576.3,55275
11/26/2018 1:32:00 PM,10573.85,10577.25,10573.65,10576.25,60225
11/26/2018 1:31:00 PM,10569,10573.85,10568.1,10572.2,47475
11/26/2018 1:30:00 PM,10562.65,10570,10562.65,10569.7,40950
11/26/2018 1:29:00 PM,10559.05,10563.6,10559.05,10563.1,8625
11/26/2018 1:28:00 PM,10562.95,10563,10558.5,10559.05,18675
11/26/2018 1:27:00 PM,10560.65,10563,10559.15,10562.95,21375
11/26/2018 1:26:00 PM,10563.85,10563.85,10559.25,10560.65,19575
11/26/2018 1:25:00 PM,10562,10564.3,10562,10563.85,12600
11/26/2018 1:24:00 PM,10564.9,10565.25,10561.65,10562,16650
11/26/2018 1:23:00 PM,10565.6,10567.1,10564.25,10564.95,18750
11/26/2018 1:22:00 PM,10565.65,10567.6,10565,10566.2,20400
11/26/2018 1:21:00 PM,10561.65,10568,10561.65,10565,46575
11/26/2018 1:20:00 PM,10560.55,10562.8,10557,10561.65,21000
11/26/2018 1:19:00 PM,10561.4,10564,10560.55,10560.55,37125
11/26/2018 1:18:00 PM,10558.8,10562.9,10556.2,10561.95,34800
11/26/2018 1:17:00 PM,10555,10558.6,10553.75,10558.6,10500
11/26/2018 1:16:00 PM,10547.3,10555,10547.3,10555,9450
11/26/2018 1:15:00 PM,10552.9,10552.9,10546.3,10547.3,9225
11/26/2018 1:14:00 PM,10550.8,10553,10549.3,10552.9,27150
11/26/2018 1:13:00 PM,10555.7,10557.85,10550,10550.8,9075
11/26/2018 1:12:00 PM,10550.5,10557,10548,10555.7,14700
11/26/2018 1:11:00 PM,10552.05,10552.05,10549.95,10550.5,6600
11/26/2018 1:10:00 PM,10549.05,10552.85,10549.05,10552.05,11625
11/26/2018 1:09:00 PM,10544.15,10549.05,10543.65,10549.05,12525
11/26/2018 1:08:00 PM,10546,10546,10542.8,10544.15,17625
11/26/2018 1:07:00 PM,10546.85,10547.2,10544.1,10546,35925
11/26/2018 1:06:00 PM,10550.3,10550.35,10546,10547.1,60000
11/26/2018 1:05:00 PM,10550.15,10553.4,10550.15,10550.3,6225
11/26/2018 1:04:00 PM,10550.5,10552.5,10550.1,10550.25,8025
11/26/2018 1:03:00 PM,10550.1,10553.15,10548.15,10550.5,6900
11/26/2018 1:02:00 PM,10557.1,10557.1,10551,10551,13275
11/26/2018 1:01:00 PM,10555.5,10560,10554,10556.15,29175
11/26/2018 1:00:00 PM,10552.05,10555.8,10551.15,10555.5,12150
11/26/2018 12:59:00 PM,10548.3,10553.2,10548.3,10551.85,8400
11/26/2018 12:58:00 PM,10546,10552,10546,10548.3,9900
11/26/2018 12:57:00 PM,10549.15,10550.2,10546,10546,28050
11/26/2018 12:56:00 PM,10548,10553.2,10547.2,10550.05,13200
11/26/2018 12:55:00 PM,10547.35,10549.15,10547,10548,17700
11/26/2018 12:54:00 PM,10552.25,10553,10547,10547.5,10275
11/26/2018 12:53:00 PM,10553.75,10555.3,10551.1,10552,11175
11/26/2018 12:52:00 PM,10557,10558,10553,10553.75,28800
11/26/2018 12:51:00 PM,10554.05,10557,10550.95,10557,16875
11/26/2018 12:50:00 PM,10546.7,10554.35,10546.7,10554.2,19500
11/26/2018 12:49:00 PM,10550,10551.2,10545.75,10546.7,22575
11/26/2018 12:48:00 PM,10555.2,10556.8,10549.35,10550,41775
11/26/2018 12:47:00 PM,10558,10560,10555.25,10556.75,45000
11/26/2018 12:46:00 PM,10554,10562,10553.4,10557.3,122400
11/26/2018 12:45:00 PM,10550.2,10554.9,10549.05,10553.85,27450
11/26/2018 12:44:00 PM,10549.5,10553.9,10549.5,10551.8,24900
11/26/2018 12:43:00 PM,10547.4,10550,10547.4,10548.7,21375
11/26/2018 12:42:00 PM,10551.9,10552.75,10545.9,10547.4,25725
11/26/2018 12:41:00 PM,10543.35,10552.3,10542.35,10550.3,108525
11/26/2018 12:40:00 PM,10542.55,10544.95,10541.15,10544.5,29250
11/26/2018 12:39:00 PM,10543,10544.9,10542.55,10542.55,28350
11/26/2018 12:38:00 PM,10541.15,10543.5,10539,10543.5,24450
11/26/2018 12:37:00 PM,10541.2,10544,10541,10543.25,50025
11/26/2018 12:36:00 PM,10534.9,10542.8,10534.9,10542.8,76350
11/26/2018 12:35:00 PM,10531.4,10534.45,10530.4,10534.45,21600
11/26/2018 12:34:00 PM,10529.9,10531.95,10528.15,10531.4,26850
11/26/2018 12:33:00 PM,10524.65,10528.8,10524.45,10528.8,9075
11/26/2018 12:32:00 PM,10524.1,10525.55,10522.2,10524.65,10800
11/26/2018 12:31:00 PM,10521.3,10525.45,10521,10524.1,8100
11/26/2018 12:30:00 PM,10526.25,10528.45,10521.25,10521.9,10350
11/26/2018 12:29:00 PM,10525,10525.6,10522,10525.6,10725
11/26/2018 12:28:00 PM,10526.15,10528.25,10525,10525,16350
11/26/2018 12:27:00 PM,10522.9,10525.75,10522.75,10525.65,10350
11/26/2018 12:26:00 PM,10523.6,10523.6,10521.45,10522.9,11925
11/26/2018 12:25:00 PM,10528.15,10528.35,10523,10523,11025
11/26/2018 12:24:00 PM,10531.75,10532,10527.1,10528.15,9600
11/26/2018 12:23:00 PM,10529,10532.6,10528,10531.45,16125
11/26/2018 12:22:00 PM,10525.65,10530.25,10525.35,10528.85,18000
11/26/2018 12:21:00 PM,10529.75,10529.95,10522.7,10525.65,34350
11/26/2018 12:20:00 PM,10529.85,10532,10528,10530,17325
11/26/2018 12:19:00 PM,10531.4,10532,10529,10529.95,21375
11/26/2018 12:18:00 PM,10525.5,10531.45,10524.15,10531.3,28425
11/26/2018 12:17:00 PM,10523.45,10525.3,10521.65,10524.1,8625
11/26/2018 12:16:00 PM,10525.1,10525.65,10520,10523.45,22275
11/26/2018 12:15:00 PM,10524,10527.8,10524,10525,16725
11/26/2018 12:14:00 PM,10520.55,10528.9,10520.05,10524,41175
11/26/2018 12:13:00 PM,10522.75,10524.2,10520,10520.5,14625
11/26/2018 12:12:00 PM,10520,10524.25,10519.1,10523.75,39150
11/26/2018 12:11:00 PM,10518,10520.3,10514,10520.3,21825
11/26/2018 12:10:00 PM,10522.85,10524.25,10517.8,10518,23175
11/26/2018 12:09:00 PM,10522.2,10524,10519.5,10522,29400
11/26/2018 12:08:00 PM,10515,10522,10514.05,10521.25,39600
11/26/2018 12:07:00 PM,10513.15,10516,10511.55,10515,19200
11/26/2018 12:06:00 PM,10513,10514,10511.6,10513.15,11850
11/26/2018 12:05:00 PM,10509.9,10513.7,10508.95,10512.45,8550
11/26/2018 12:04:00 PM,10502.95,10510,10502.95,10509.9,11475
11/26/2018 12:03:00 PM,10505,10505,10500.6,10502,13725
11/26/2018 12:02:00 PM,10508,10509,10503.7,10505,24975
11/26/2018 12:01:00 PM,10507.05,10512.6,10507.05,10508,22725
11/26/2018 12:00:00 PM,10513.9,10514.05,10506.5,10507,11925
11/26/2018 11:59:00 AM,10514.7,10515,10512.2,10513.95,28650
11/26/2018 11:58:00 AM,10510.05,10515,10510.05,10514.4,28875
11/26/2018 11:57:00 AM,10507.85,10511.9,10507.8,10510.5,29625
11/26/2018 11:56:00 AM,10504.25,10508.45,10504.25,10507.3,23475
11/26/2018 11:55:00 AM,10500,10504.9,10498.5,10504.25,27975
11/26/2018 11:54:00 AM,10497.5,10501.25,10497.05,10500,23325
11/26/2018 11:53:00 AM,10495.25,10497.95,10495,10497.5,10575
11/26/2018 11:52:00 AM,10501,10501.6,10493.3,10493.95,101250
11/26/2018 11:51:00 AM,10497.9,10501.75,10497.9,10501,18375
11/26/2018 11:50:00 AM,10496,10498,10495.6,10498,12150
11/26/2018 11:49:00 AM,10495.2,10499.45,10495.2,10496.25,31425
11/26/2018 11:48:00 AM,10496.4,10496.4,10493.05,10495.2,17625
11/26/2018 11:47:00 AM,10498.2,10499.85,10494.9,10497,33150
11/26/2018 11:46:00 AM,10499.95,10500,10498,10498.2,13875
11/26/2018 11:45:00 AM,10502.55,10504.35,10500.25,10500.25,13050
11/26/2018 11:44:00 AM,10505.35,10505.35,10502.05,10502.55,5175
11/26/2018 11:43:00 AM,10502.65,10506.55,10502.05,10505.35,14100
11/26/2018 11:42:00 AM,10504.25,10506.15,10502.25,10502.65,16200
11/26/2018 11:41:00 AM,10505.05,10505.7,10501.6,10504.2,30075
11/26/2018 11:40:00 AM,10505.55,10507.25,10502.8,10505,10500
11/26/2018 11:39:00 AM,10507.25,10508.85,10505,10505.5,7125
11/26/2018 11:38:00 AM,10503.9,10508.9,10503.05,10508,22875
11/26/2018 11:37:00 AM,10500.7,10504.8,10500,10504.5,11025
11/26/2018 11:36:00 AM,10499.6,10503.95,10498,10502,26250
11/26/2018 11:35:00 AM,10500,10501.9,10497.5,10499.6,17775
11/26/2018 11:34:00 AM,10506.05,10506.95,10497,10499.25,32925
11/26/2018 11:33:00 AM,10504.5,10506,10503.15,10505.75,13575
11/26/2018 11:32:00 AM,10507.25,10507.25,10501.15,10503.7,21300
11/26/2018 11:31:00 AM,10503.85,10506.95,10503.85,10506.95,16425
11/26/2018 11:30:00 AM,10498.55,10503.85,10498.55,10503.85,43650
11/26/2018 11:29:00 AM,10506.85,10507.85,10497.65,10498.15,91200
11/26/2018 11:28:00 AM,10510.3,10510.3,10503.55,10506.9,47700
11/26/2018 11:27:00 AM,10518.95,10518.95,10501,10506.55,188775
11/26/2018 11:26:00 AM,10521,10521,10518.05,10518.85,23925
11/26/2018 11:25:00 AM,10517.5,10520.95,10517.5,10520.95,11250
11/26/2018 11:24:00 AM,10521.95,10521.95,10515.65,10517.5,21150
11/26/2018 11:23:00 AM,10523.55,10523.55,10521.5,10521.95,5250
11/26/2018 11:22:00 AM,10524.5,10525,10522.25,10523.55,7500
11/26/2018 11:21:00 AM,10519.2,10524.5,10518.35,10524.5,7875
11/26/2018 11:20:00 AM,10523.75,10523.85,10518,10519.2,16050
11/26/2018 11:19:00 AM,10526,10526.35,10522.4,10523.75,18750
11/26/2018 11:18:00 AM,10525,10526.9,10523.4,10526.2,28050
11/26/2018 11:17:00 AM,10527,10527.75,10525,10525.35,152400
11/26/2018 11:16:00 AM,10520.8,10527.1,10520.8,10527.1,39600
11/26/2018 11:15:00 AM,10520.15,10521.35,10518.3,10520.2,27675
11/26/2018 11:14:00 AM,10521.3,10522.15,10520.15,10520.15,9975
11/26/2018 11:13:00 AM,10521.3,10522.65,10521,10521.3,11100
11/26/2018 11:12:00 AM,10524.9,10524.9,10521.05,10521.05,13350
11/26/2018 11:11:00 AM,10520.35,10525.05,10520.35,10524.9,10275
11/26/2018 11:10:00 AM,10522.8,10522.8,10520.15,10520.35,14925
11/26/2018 11:09:00 AM,10524.4,10524.9,10521.1,10522.35,18075
11/26/2018 11:08:00 AM,10523.4,10525,10523,10524.4,7575
11/26/2018 11:07:00 AM,10519.1,10523.4,10519.1,10523.4,15000
11/26/2018 11:06:00 AM,10521.5,10522,10519.05,10519.1,36675
11/26/2018 11:05:00 AM,10521.2,10521.8,10519.5,10521,13500
11/26/2018 11:04:00 AM,10522.05,10522.7,10520.95,10521.2,9075
11/26/2018 11:03:00 AM,10524,10525.1,10520.05,10522,14400
11/26/2018 11:02:00 AM,10528.05,10529,10523.8,10523.8,8850
11/26/2018 11:01:00 AM,10523.8,10529.05,10523.8,10529.05,9300
11/26/2018 11:00:00 AM,10522.05,10524.4,10521,10524.4,177000
11/26/2018 10:59:00 AM,10523.55,10525.25,10522.05,10522.05,6300
11/26/2018 10:58:00 AM,10523.1,10527.95,10522.5,10523.1,27675
11/26/2018 10:57:00 AM,10527.05,10528.5,10522.35,10523,10725
11/26/2018 10:56:00 AM,10527.7,10527.7,10525.25,10527.05,8175
11/26/2018 10:55:00 AM,10529.95,10530.25,10527.35,10527.7,7350
11/26/2018 10:54:00 AM,10532.2,10532.2,10528.05,10529.95,18600
11/26/2018 10:53:00 AM,10531.55,10532,10529.2,10531.35,12375
11/26/2018 10:52:00 AM,10534.45,10535.25,10530.5,10531.05,7875
11/26/2018 10:51:00 AM,10531.75,10535.1,10531.25,10534.45,15300
11/26/2018 10:50:00 AM,10530.4,10532.5,10528.75,10531.5,17775
11/26/2018 10:49:00 AM,10529.55,10531.5,10529,10531.4,17400
11/26/2018 10:48:00 AM,10527.9,10529.55,10526.15,10529.55,10725
11/26/2018 10:47:00 AM,10527.55,10529.35,10527.3,10527.8,5850
11/26/2018 10:46:00 AM,10528,10529.6,10525.35,10528.25,17850
11/26/2018 10:45:00 AM,10529.35,10530,10528,10528,8475
11/26/2018 10:44:00 AM,10528.55,10530,10527,10530,7275
11/26/2018 10:43:00 AM,10530,10532.8,10528,10528,19725
11/26/2018 10:42:00 AM,10526.4,10530.9,10526.4,10530.2,15525
11/26/2018 10:41:00 AM,10527.55,10527.95,10523.7,10526.95,9000
11/26/2018 10:40:00 AM,10527.1,10530.95,10527.1,10527.9,17025
11/26/2018 10:39:00 AM,10528,10528.65,10523.4,10527.65,14025
11/26/2018 10:38:00 AM,10527.85,10529,10527,10528,12750
11/26/2018 10:37:00 AM,10523.2,10527.9,10523.2,10527.5,22725
11/26/2018 10:36:00 AM,10522.85,10525.5,10522,10523.2,22125
11/26/2018 10:35:00 AM,10519,10523,10517,10522.1,23550
11/26/2018 10:34:00 AM,10519,10520,10517,10519,14325
11/26/2018 10:33:00 AM,10518.45,10521,10515.15,10519,135525
11/26/2018 10:32:00 AM,10520.45,10523.2,10518.6,10518.6,39825
11/26/2018 10:31:00 AM,10522.15,10522.85,10520.55,10520.95,23025
11/26/2018 10:30:00 AM,10522.25,10523,10516.8,10522.15,57225
11/26/2018 10:29:00 AM,10525,10525,10522,10522,27300
11/26/2018 10:28:00 AM,10527.95,10528.3,10524.25,10527.25,31575
11/26/2018 10:27:00 AM,10525.95,10528.95,10525.95,10527.95,22200
11/26/2018 10:26:00 AM,10526.8,10527,10525.25,10526,19575
11/26/2018 10:25:00 AM,10530,10530.05,10525.6,10526.8,47550
11/26/2018 10:24:00 AM,10532.75,10535.35,10530,10530,26550
11/26/2018 10:23:00 AM,10536.95,10539.15,10532,10532,15075
11/26/2018 10:22:00 AM,10534,10539,10532,10539,16950
11/26/2018 10:21:00 AM,10533.5,10535,10532.6,10533.95,24450
11/26/2018 10:20:00 AM,10538,10538.35,10533.05,10533.05,18675
11/26/2018 10:19:00 AM,10540.8,10540.8,10537.35,10537.65,19575
11/26/2018 10:18:00 AM,10543,10544,10540.25,10540.7,13800
11/26/2018 10:17:00 AM,10544.55,10546,10542.6,10543.35,6225
11/26/2018 10:16:00 AM,10542.95,10545,10542.1,10544.55,15825
11/26/2018 10:15:00 AM,10546.5,10546.5,10542.95,10542.95,22500
11/26/2018 10:14:00 AM,10552,10552.35,10545.65,10545.65,20025
11/26/2018 10:13:00 AM,10551.5,10555.75,10550,10552,31725
11/26/2018 10:12:00 AM,10551.85,10552,10549,10550.1,12825
11/26/2018 10:11:00 AM,10549.95,10552.7,10549.95,10551.85,17700
11/26/2018 10:10:00 AM,10550.85,10551.1,10549.7,10550.95,13200
11/26/2018 10:09:00 AM,10549.6,10551,10547.1,10550.85,18075
11/26/2018 10:08:00 AM,10548.15,10552.1,10548.15,10550.2,17550
11/26/2018 10:07:00 AM,10545.85,10548.7,10545.05,10548.15,12525
11/26/2018 10:06:00 AM,10548,10552,10545.65,10545.65,19050
11/26/2018 10:05:00 AM,10551,10551,10548,10548,19800
11/26/2018 10:04:00 AM,10548,10553.55,10547.1,10551.85,30150
11/26/2018 10:03:00 AM,10546.3,10548,10545,10547.55,10275
11/26/2018 10:02:00 AM,10546.35,10546.4,10544.05,10545.25,9075
11/26/2018 10:01:00 AM,10545.85,10547.15,10544.05,10546.35,14475
11/26/2018 10:00:00 AM,10542.15,10547.5,10541.55,10545.85,27675
11/26/2018 9:59:00 AM,10541.55,10544.4,10539.25,10542.15,18300
11/26/2018 9:58:00 AM,10535,10540.85,10535,10540.85,21975
11/26/2018 9:57:00 AM,10537.2,10540,10535,10535,18975
11/26/2018 9:56:00 AM,10543.3,10544.85,10535.75,10537.1,14250
11/26/2018 9:55:00 AM,10535.55,10542.7,10533.05,10542.7,21300
11/26/2018 9:54:00 AM,10540.4,10541.85,10535.55,10536.15,14550
11/26/2018 9:53:00 AM,10539.25,10541.65,10538,10540.4,14100
11/26/2018 9:52:00 AM,10538.5,10539.25,10537.05,10539.2,13650
11/26/2018 9:51:00 AM,10542.05,10543,10538,10539.45,24975
11/26/2018 9:50:00 AM,10545.9,10546.9,10542,10543,18675
11/26/2018 9:49:00 AM,10542.7,10547.45,10539.65,10545.9,17175
11/26/2018 9:48:00 AM,10541,10542.65,10538,10542.65,11775
11/26/2018 9:47:00 AM,10540.05,10542.65,10540,10540.3,16650
11/26/2018 9:46:00 AM,10539.85,10546.05,10539.8,10541.05,17775
11/26/2018 9:45:00 AM,10543,10543,10537.7,10539.5,18825
11/26/2018 9:44:00 AM,10547.1,10548.5,10543,10543,17700
11/26/2018 9:43:00 AM,10550.7,10551,10547.65,10549,17550
11/26/2018 9:42:00 AM,10551.3,10552,10544,10549,19575
11/26/2018 9:41:00 AM,10546,10554.45,10546,10550,58425
11/26/2018 9:40:00 AM,10540,10547.3,10540,10546.45,27000
11/26/2018 9:39:00 AM,10542.55,10543,10538.35,10539.9,16575
11/26/2018 9:38:00 AM,10538.1,10544,10536.5,10543.95,26250
11/26/2018 9:37:00 AM,10539.15,10542.8,10538.1,10538.1,46050
11/26/2018 9:36:00 AM,10531.45,10539.4,10528.75,10538.8,44850
11/26/2018 9:35:00 AM,10541,10542.35,10531.6,10532,55875
11/26/2018 9:34:00 AM,10544.6,10547.65,10541.9,10541.9,38400
11/26/2018 9:33:00 AM,10545,10547.95,10543.8,10546,37425
11/26/2018 9:32:00 AM,10543.7,10546.8,10542,10544.85,69750
11/26/2018 9:31:00 AM,10534.75,10543.45,10532,10543.45,64500
11/26/2018 9:30:00 AM,10541.4,10541.4,10533,10533.3,82800
11/26/2018 9:29:00 AM,10543.9,10546.45,10542.15,10542.15,85950
11/26/2018 9:28:00 AM,10550.05,10551.35,10541.9,10542.35,100275
11/26/2018 9:27:00 AM,10555.05,10555.9,10549,10550.3,58800
11/26/2018 9:26:00 AM,10559.05,10561,10553,10555.05,59025
11/26/2018 9:25:00 AM,10556.95,10559.6,10552.25,10559.05,44925
11/26/2018 9:24:00 AM,10567,10567.6,10557,10557,38475
11/26/2018 9:23:00 AM,10564,10569.4,10563,10567.05,39600
11/26/2018 9:22:00 AM,10562.1,10565.7,10558.85,10565.4,38250
11/26/2018 9:21:00 AM,10555.95,10562.9,10555.95,10562.05,41550
11/26/2018 9:20:00 AM,10553,10560.95,10552.4,10555.95,74025
11/26/2018 9:19:00 AM,10562.65,10564.7,10553.3,10554.15,69450
11/26/2018 9:18:00 AM,10573.05,10574.6,10560.05,10563.45,100350
11/26/2018 9:17:00 AM,10579,10580.25,10571.2,10573.55,109650
11/26/2018 9:16:00 AM,10573,10580.9,10572.8,10580.9,104550
11/26/2018 9:15:00 AM,10574.55,10575.55,10567.95,10573.3,213525
11/22/2018 3:29:00 PM,10521,10522.55,10518,10518,62850
11/22/2018 3:28:00 PM,10523,10524,10520.05,10521,92700
11/22/2018 3:27:00 PM,10524.8,10525,10522.8,10523,60675
11/22/2018 3:26:00 PM,10524.4,10525,10522.75,10525,73050
11/22/2018 3:25:00 PM,10524.85,10525.45,10522.55,10524.4,57525
11/22/2018 3:24:00 PM,10524.9,10527.35,10524.15,10524.6,62550
11/22/2018 3:23:00 PM,10528,10532,10523.25,10525.25,70500
11/22/2018 3:22:00 PM,10527.7,10531.65,10526.5,10529.9,98475
11/22/2018 3:21:00 PM,10527,10527.95,10523,10527.75,57675
11/22/2018 3:20:00 PM,10523.1,10526.55,10521.05,10526.55,64800
11/22/2018 3:19:00 PM,10520.95,10523.95,10520.95,10521.5,49875
11/22/2018 3:18:00 PM,10518.65,10521.6,10518.65,10521.05,45825
11/22/2018 3:17:00 PM,10515,10518.9,10512.85,10518.8,50025
11/22/2018 3:16:00 PM,10518.4,10519.45,10515,10515,57300
11/22/2018 3:15:00 PM,10521,10525.5,10518.6,10518.8,71550
11/22/2018 3:14:00 PM,10516.45,10523.4,10513.85,10520,57675
11/22/2018 3:13:00 PM,10516,10518,10514,10515,41175
11/22/2018 3:12:00 PM,10521.35,10521.35,10513.65,10515.55,76875
11/22/2018 3:11:00 PM,10522,10522.2,10518,10521,34350
11/22/2018 3:10:00 PM,10522.1,10524.8,10520.4,10520.7,62325
11/22/2018 3:09:00 PM,10525.8,10527.4,10522,10522,48600
11/22/2018 3:08:00 PM,10530,10530.35,10526,10526,29325
11/22/2018 3:07:00 PM,10528.3,10532.25,10528.05,10532,48750
11/22/2018 3:06:00 PM,10530.15,10532,10527.1,10528.4,28725
11/22/2018 3:05:00 PM,10537.65,10537.65,10532.45,10532.45,20775
11/22/2018 3:04:00 PM,10540.65,10542.9,10537.3,10537.8,26325
11/22/2018 3:03:00 PM,10543.05,10545,10540.6,10540.65,20700
11/22/2018 3:02:00 PM,10544,10546.85,10542,10543,49575
11/22/2018 3:01:00 PM,10539.9,10544.95,10539.9,10543.8,30525
11/22/2018 3:00:00 PM,10532.1,10539.45,10532.05,10539.45,24600
11/22/2018 2:59:00 PM,10532.05,10534,10530.05,10532.15,20025
11/22/2018 2:58:00 PM,10532,10534.35,10529,10533.3,21975
11/22/2018 2:57:00 PM,10538,10538.8,10531.05,10532.45,25575
11/22/2018 2:56:00 PM,10533,10538.8,10532.35,10538,27000
11/22/2018 2:55:00 PM,10527.6,10532.95,10526.05,10532.95,30600
11/22/2018 2:54:00 PM,10528.7,10529.95,10526.5,10526.5,23850
11/22/2018 2:53:00 PM,10529,10530.4,10528.5,10528.9,24975
11/22/2018 2:52:00 PM,10528.25,10530,10526.95,10528.95,51150
11/22/2018 2:51:00 PM,10533.05,10537.25,10527.65,10528.25,79950
11/22/2018 2:50:00 PM,10546.5,10546.5,10532.7,10535.95,175350
11/22/2018 2:49:00 PM,10552.5,10553.4,10546.7,10546.95,19950
11/22/2018 2:48:00 PM,10554.4,10555.95,10552.5,10553.4,16050
11/22/2018 2:47:00 PM,10555,10555,10551.75,10554.4,11400
