Date,BANKNIFTY18NOV26900PE O,BANKNIFTY18NOV26900PE H,BANKNIFTY18NOV26900PE L,BANKNIFTY18NOV26900PE C,BANKNIFTY18NOV26900PE V
11/29/2018 3:29:00 PM,0.05,0.05,0.05,0.05,8680
11/29/2018 3:28:00 PM,0.05,0.05,0.05,0.05,16480
11/29/2018 3:27:00 PM,0.05,0.1,0.05,0.05,69320
11/29/2018 3:26:00 PM,0.1,0.1,0.05,0.05,93560
11/29/2018 3:25:00 PM,0.05,0.1,0.05,0.1,87480
11/29/2018 3:24:00 PM,0.1,0.15,0.05,0.05,147960
11/29/2018 3:23:00 PM,0.15,0.2,0.1,0.1,178100
11/29/2018 3:22:00 PM,0.15,0.25,0.15,0.15,166640
11/29/2018 3:21:00 PM,0.25,0.25,0.15,0.25,226260
11/29/2018 3:20:00 PM,0.35,0.45,0.2,0.2,301880
11/29/2018 3:19:00 PM,0.45,0.65,0.3,0.3,274280
11/29/2018 3:18:00 PM,1.2,1.2,0.4,0.45,378840
11/29/2018 3:17:00 PM,1.95,2,1.1,1.15,415280
11/29/2018 3:16:00 PM,1.8,3.05,1.6,1.95,389620
11/29/2018 3:15:00 PM,1.5,1.9,1.25,1.8,456900
11/29/2018 3:14:00 PM,3,3.4,1.65,1.7,419720
11/29/2018 3:13:00 PM,4.35,4.75,2.55,3,366320
11/29/2018 3:12:00 PM,5.65,6,3.25,4.7,353500
11/29/2018 3:11:00 PM,7.4,7.95,5.1,5.65,294780
11/29/2018 3:10:00 PM,7.9,9.6,6.6,7.35,363100
11/29/2018 3:09:00 PM,13.1,13.1,6.2,7.45,410760
11/29/2018 3:08:00 PM,21,21,12.75,14.85,480320
11/29/2018 3:07:00 PM,7.9,21.65,7.45,21.65,610120
11/29/2018 3:06:00 PM,5.8,10.3,5.75,7.85,403000
11/29/2018 3:05:00 PM,6.85,9.05,5.95,5.95,307620
11/29/2018 3:04:00 PM,8.6,8.6,4.65,6.85,268280
11/29/2018 3:03:00 PM,6.35,10.45,6.35,8.9,420580
11/29/2018 3:02:00 PM,4.35,6.35,4.15,6.35,344280
11/29/2018 3:01:00 PM,5.55,7.2,3.4,4.4,398760
11/29/2018 3:00:00 PM,6.2,8.55,5.1,5.5,388140
11/29/2018 2:59:00 PM,9.1,9.6,5,5.95,311620
11/29/2018 2:58:00 PM,8.5,10.65,7.95,9.5,222060
11/29/2018 2:57:00 PM,11,11,7.7,8.65,263000
11/29/2018 2:56:00 PM,13.65,14.4,10.8,10.8,217780
11/29/2018 2:55:00 PM,11.35,16.3,11.2,13.8,243020
11/29/2018 2:54:00 PM,12.45,12.45,10.45,11.35,252400
11/29/2018 2:53:00 PM,10.05,12.15,9.1,11.65,286580
11/29/2018 2:52:00 PM,13.75,14.7,10.6,10.6,254920
11/29/2018 2:51:00 PM,19.8,19.9,10.3,12.9,444020
11/29/2018 2:50:00 PM,22.9,24,19.9,20.75,136920
11/29/2018 2:49:00 PM,20.8,24.5,19.05,22.35,207700
11/29/2018 2:48:00 PM,27.7,28.1,21.3,21.4,138580
