Date,NIFTY18NOV10100CE O,NIFTY18NOV10100CE H,NIFTY18NOV10100CE L,NIFTY18NOV10100CE C,NIFTY18NOV10100CE V
11/29/2018 3:29:00 PM,754,754.9,752.45,754.9,5400
11/29/2018 3:28:00 PM,752.8,754,751.95,754,1350
11/29/2018 3:27:00 PM,751.75,752.8,751.25,752.8,750
11/29/2018 3:26:00 PM,752.05,752.05,751.3,751.75,5700
11/29/2018 3:25:00 PM,753,753,752,752.15,750
11/29/2018 3:24:00 PM,753,753,753,753,0
11/29/2018 3:23:00 PM,752,753,752,753,1050
11/29/2018 3:22:00 PM,750.7,752,750.7,752,1350
11/29/2018 3:21:00 PM,749.5,752,749.25,751,4575
11/29/2018 3:20:00 PM,749.3,749.5,748.2,749.5,2400
11/29/2018 3:19:00 PM,748.85,749.3,747.55,749.3,5400
11/29/2018 3:18:00 PM,747.15,748.85,746.9,748.85,375
11/29/2018 3:17:00 PM,747,747.9,746.8,747.2,2925
11/29/2018 3:16:00 PM,747,747,747,747,0
11/29/2018 3:15:00 PM,748.55,751.5,747,747,150
11/29/2018 3:14:00 PM,748.55,748.55,748.55,748.55,0
11/29/2018 3:13:00 PM,748.55,748.55,748.55,748.55,225
11/29/2018 3:12:00 PM,750,750,748.2,748.55,300
11/29/2018 3:11:00 PM,750,750,750,750,0
11/29/2018 3:10:00 PM,750,750,750,750,0
11/29/2018 3:09:00 PM,738.05,750,738.05,750,75
11/29/2018 3:08:00 PM,750,750,738.05,738.05,825
11/29/2018 3:07:00 PM,756.2,756.2,750,750,300
11/29/2018 3:06:00 PM,756.2,756.2,756.2,756.2,0
11/29/2018 3:05:00 PM,756.2,756.2,756.2,756.2,0
11/29/2018 3:04:00 PM,750.1,756.2,750.1,756.2,75
11/29/2018 3:03:00 PM,755.4,755.4,750.1,750.1,75
11/29/2018 3:02:00 PM,754,755.4,754,755.4,75
11/29/2018 3:01:00 PM,765,765,754,754,150
11/29/2018 3:00:00 PM,770.5,770.5,765,765,150
11/29/2018 2:59:00 PM,766,770.5,766,770.5,75
11/29/2018 2:58:00 PM,766,766,766,766,0
11/29/2018 2:57:00 PM,766,766,766,766,0
11/29/2018 2:56:00 PM,766,766,766,766,0
11/29/2018 2:55:00 PM,769.4,769.4,766,766,150
