Date,BANKNIFTY18NOV27100PE O,BANKNIFTY18NOV27100PE H,BANKNIFTY18NOV27100PE L,BANKNIFTY18NOV27100PE C,BANKNIFTY18NOV27100PE V
11/29/2018 3:29:00 PM,148.25,149,145,145,1820
11/29/2018 3:28:00 PM,148.05,149.4,147,148.25,580
11/29/2018 3:27:00 PM,146.9,148.05,143.15,148.05,3380
11/29/2018 3:26:00 PM,159.3,159.3,148.1,148.1,10120
11/29/2018 3:25:00 PM,160.3,164.05,160.3,161,280
11/29/2018 3:24:00 PM,162.9,163.15,158.65,160.3,280
11/29/2018 3:23:00 PM,169.1,170.3,162.9,162.9,680
11/29/2018 3:22:00 PM,164.75,169.1,163.55,169.1,1680
11/29/2018 3:21:00 PM,166,166.45,162.25,164.75,2000
11/29/2018 3:20:00 PM,163.95,166.75,162.3,166,9120
11/29/2018 3:19:00 PM,165.8,168.6,159.5,164.55,15920
11/29/2018 3:18:00 PM,170.3,170.3,165.85,167.2,2020
11/29/2018 3:17:00 PM,173.95,173.95,168.9,170.3,1340
11/29/2018 3:16:00 PM,170.8,175.45,170.75,173.95,1580
11/29/2018 3:15:00 PM,168,172.3,166.2,170.8,4400
11/29/2018 3:14:00 PM,177.2,177.2,167.9,168.2,3260
11/29/2018 3:13:00 PM,178.85,181.25,173.9,177.2,6140
11/29/2018 3:12:00 PM,179.95,179.95,175.85,178.85,3260
11/29/2018 3:11:00 PM,182,182.5,179.95,179.95,2380
11/29/2018 3:10:00 PM,179.3,183.75,176.35,182,4620
11/29/2018 3:09:00 PM,187.9,188.1,178.05,178.85,4860
11/29/2018 3:08:00 PM,194.85,194.85,186.15,190.05,5680
11/29/2018 3:07:00 PM,177.4,194.85,175.1,194.85,12100
11/29/2018 3:06:00 PM,165.05,179.75,164.35,177.95,7180
11/29/2018 3:05:00 PM,162,172.85,161.4,165.6,5720
11/29/2018 3:04:00 PM,164.25,165,154.6,161.85,6740
11/29/2018 3:03:00 PM,153.4,165,153.4,164.25,16360
11/29/2018 3:02:00 PM,139,154.45,135.3,154.45,14100
11/29/2018 3:01:00 PM,135.3,146.2,130.05,136.45,14160
11/29/2018 3:00:00 PM,124.25,149.8,124.25,135.3,13300
11/29/2018 2:59:00 PM,146.45,146.45,121.5,123.25,6440
11/29/2018 2:58:00 PM,137.05,150.75,137.05,147.85,4380
11/29/2018 2:57:00 PM,143.5,143.5,135.25,137.05,2300
11/29/2018 2:56:00 PM,150.5,152.15,143.5,143.5,4820
11/29/2018 2:55:00 PM,143.4,159.8,143.4,155,1160
11/29/2018 2:54:00 PM,146,147.2,141.35,143.4,1240
11/29/2018 2:53:00 PM,137.25,148.85,134.05,146,1840
11/29/2018 2:52:00 PM,146.55,150.95,137.65,137.65,3320
11/29/2018 2:51:00 PM,160.9,160.9,135.25,144,9500
11/29/2018 2:50:00 PM,167.4,169.5,157.7,160.9,1920
11/29/2018 2:49:00 PM,162.75,170,158.4,167.4,1100
11/29/2018 2:48:00 PM,171.55,176.7,162.7,162.7,1040
11/29/2018 2:47:00 PM,179.75,179.75,171,171.55,1520
11/29/2018 2:46:00 PM,160.4,184.35,156.25,171.85,4820
