Date,BANKNIFTY18NOV26600CE O,BANKNIFTY18NOV26600CE H,BANKNIFTY18NOV26600CE L,BANKNIFTY18NOV26600CE C,BANKNIFTY18NOV26600CE V
11/29/2018 3:29:00 PM,315.55,340.1,310.05,336.95,5920
11/29/2018 3:28:00 PM,310.05,320,310.05,315.55,7120
11/29/2018 3:27:00 PM,310,312.45,309.35,310.05,4860
11/29/2018 3:26:00 PM,314.6,314.6,307.2,310,4720
11/29/2018 3:25:00 PM,310.05,315.1,310.05,314,11100
11/29/2018 3:24:00 PM,315.9,315.9,305.05,310.05,6040
11/29/2018 3:23:00 PM,309.05,319.2,307.8,315.9,6220
11/29/2018 3:22:00 PM,307,310.4,307,309.05,2940
11/29/2018 3:21:00 PM,306,308,305.85,307,5660
11/29/2018 3:20:00 PM,306,308.8,304,306,8880
11/29/2018 3:19:00 PM,301,309.95,301,307.6,6000
11/29/2018 3:18:00 PM,298.5,302.8,295.95,301,9300
11/29/2018 3:17:00 PM,294.25,299,292.5,298.5,7160
11/29/2018 3:16:00 PM,302.2,302.95,295.75,295.75,9240
11/29/2018 3:15:00 PM,303,304.45,300,301.05,5720
11/29/2018 3:14:00 PM,297,303.5,295,303.5,5360
11/29/2018 3:13:00 PM,293,298,292,298,2200
11/29/2018 3:12:00 PM,292,296.5,292,293,2360
11/29/2018 3:11:00 PM,294.05,294.9,290.95,292,340
11/29/2018 3:10:00 PM,295,295,289.75,290.5,6700
11/29/2018 3:09:00 PM,284.5,295.95,282.55,295,8460
11/29/2018 3:08:00 PM,280.5,285,277.2,278.15,8060
11/29/2018 3:07:00 PM,298.05,299,279.95,280.5,18340
11/29/2018 3:06:00 PM,310.05,310.05,298.05,298.05,16640
11/29/2018 3:05:00 PM,318.65,318.65,305,310.05,15060
11/29/2018 3:04:00 PM,312.95,324.5,312,318.65,4000
11/29/2018 3:03:00 PM,323.5,323.5,308.7,312.95,5540
11/29/2018 3:02:00 PM,340.4,341.8,323,323,5840
11/29/2018 3:01:00 PM,336.35,347.8,332.3,344,5900
11/29/2018 3:00:00 PM,355.25,355.25,330,336.35,6500
11/29/2018 2:59:00 PM,331.8,355.55,331.8,355.55,7220
11/29/2018 2:58:00 PM,338.05,338.05,328.75,331.8,4580
11/29/2018 2:57:00 PM,333.75,340,333.75,338.05,3380
11/29/2018 2:56:00 PM,324.35,333,322.45,332.5,6720
11/29/2018 2:55:00 PM,330.5,330.5,316.2,324.35,4620
11/29/2018 2:54:00 PM,330,334.4,328,330.5,2320
11/29/2018 2:53:00 PM,339,340,326.2,331.45,7260
11/29/2018 2:52:00 PM,328,339,325,339,5100
11/29/2018 2:51:00 PM,314.75,342.75,314.75,330,10120
11/29/2018 2:50:00 PM,308,315.65,305.3,312.4,7920
11/29/2018 2:49:00 PM,310,314.95,303.8,306.05,4720
11/29/2018 2:48:00 PM,298.45,308,294.8,307.8,5220
11/29/2018 2:47:00 PM,293.3,303.75,293.3,303.75,4840
