Date,NIFTY18NOV10650CE O,NIFTY18NOV10650CE H,NIFTY18NOV10650CE L,NIFTY18NOV10650CE C,NIFTY18NOV10650CE V
11/29/2018 3:29:00 PM,199.55,201,195,195,5925
11/29/2018 3:28:00 PM,199,199.6,199,199.55,3750
11/29/2018 3:27:00 PM,198.5,199,198.5,199,1200
11/29/2018 3:26:00 PM,200.35,200.35,198.5,198.5,1575
11/29/2018 3:25:00 PM,198.5,200.45,198.5,200.35,225
11/29/2018 3:24:00 PM,198.5,199,198.5,198.5,2775
11/29/2018 3:23:00 PM,198.25,204.2,198.25,198.5,7350
11/29/2018 3:22:00 PM,196.7,199,196.7,198.25,11400
11/29/2018 3:21:00 PM,196.2,200,195.45,197.6,5925
11/29/2018 3:20:00 PM,193,196.2,193,196.2,6675
11/29/2018 3:19:00 PM,192,194.3,192,193,2850
11/29/2018 3:18:00 PM,189.95,192.5,189.95,192,1200
11/29/2018 3:17:00 PM,189.95,190.4,189.95,189.95,975
11/29/2018 3:16:00 PM,191.3,191.55,189.7,189.95,1275
11/29/2018 3:15:00 PM,187.3,192.1,187.3,190.55,3225
11/29/2018 3:14:00 PM,187.15,188.75,187.15,187.3,1200
11/29/2018 3:13:00 PM,187,187.7,186.1,187.15,450
11/29/2018 3:12:00 PM,189,189,188.05,188.5,150
11/29/2018 3:11:00 PM,187.55,189,187.55,189,75
11/29/2018 3:10:00 PM,189,189.95,187.55,187.55,675
11/29/2018 3:09:00 PM,184.2,189,184.2,189,300
11/29/2018 3:08:00 PM,186.5,189.25,184.2,184.2,1650
11/29/2018 3:07:00 PM,191.15,192,186.5,186.5,3450
11/29/2018 3:06:00 PM,195.9,195.9,190.3,191.15,1050
11/29/2018 3:05:00 PM,194.85,195.9,191.4,195.9,1875
11/29/2018 3:04:00 PM,194,195.45,193.05,194.85,1950
11/29/2018 3:03:00 PM,194,194,194,194,0
11/29/2018 3:02:00 PM,198.7,198.7,194,194,450
11/29/2018 3:01:00 PM,199.85,199.85,193.55,198.7,750
11/29/2018 3:00:00 PM,210,216,198.25,198.25,8400
11/29/2018 2:59:00 PM,210,210,210,210,0
11/29/2018 2:58:00 PM,210,210,210,210,4650
11/29/2018 2:57:00 PM,206.7,210.95,206.7,210,450
11/29/2018 2:56:00 PM,206.7,206.7,206.7,206.7,0
11/29/2018 2:55:00 PM,210,210,206.45,206.7,1125
11/29/2018 2:54:00 PM,207,210,207,210,150
11/29/2018 2:53:00 PM,209.85,209.85,207,207,75
11/29/2018 2:52:00 PM,210,210,209.85,209.85,75
11/29/2018 2:51:00 PM,201.75,210,201.75,210,225
11/29/2018 2:50:00 PM,201.1,201.75,201.1,201.75,750
11/29/2018 2:49:00 PM,199.15,202.85,199.15,202.4,150
11/29/2018 2:48:00 PM,201.7,201.7,198,199.15,2400
11/29/2018 2:47:00 PM,199.1,201.7,199.1,201.7,1425
11/29/2018 2:46:00 PM,204.3,204.3,199.1,199.1,3075
11/29/2018 2:45:00 PM,202.45,205.8,202.45,204.3,825
11/29/2018 2:44:00 PM,201.65,204.3,201.3,202.45,2025
11/29/2018 2:43:00 PM,203,203,201.65,201.65,600
11/29/2018 2:42:00 PM,203,203,202.25,203,825
11/29/2018 2:41:00 PM,207,207,203,203,2550
11/29/2018 2:40:00 PM,205,207,205,207,975
11/29/2018 2:39:00 PM,202.05,202.05,200,200,1050
11/29/2018 2:38:00 PM,203.55,205,202.05,202.05,1125
11/29/2018 2:37:00 PM,201.75,203.55,201.75,203.55,1575
11/29/2018 2:36:00 PM,200.55,201.75,200.55,201.75,150
11/29/2018 2:35:00 PM,201.05,204.8,199.05,200.55,1575
11/29/2018 2:34:00 PM,204.85,209,201.05,201.05,3450
11/29/2018 2:33:00 PM,205,209,204,204.85,6825
11/29/2018 2:32:00 PM,208.6,208.6,205,205,8400
11/29/2018 2:31:00 PM,205.55,210.8,205,206.95,16875
11/29/2018 2:30:00 PM,209.7,209.95,206.85,208.65,11550
11/29/2018 2:29:00 PM,204,209.7,204,209.7,150
11/29/2018 2:28:00 PM,204.7,204.7,203,204,5100
11/29/2018 2:27:00 PM,202.45,204.7,201.95,204.7,3675
11/29/2018 2:26:00 PM,205,211.05,200.5,202.45,6900
11/29/2018 2:25:00 PM,211.5,211.5,205,205,6225
11/29/2018 2:24:00 PM,209.8,211.5,208.65,211.5,600
11/29/2018 2:23:00 PM,211,211,209.45,209.8,6525
11/29/2018 2:22:00 PM,214.05,214.05,211,211,2250
11/29/2018 2:21:00 PM,220,220,214.05,214.05,750
11/29/2018 2:20:00 PM,212.4,220,212,220,3525
11/29/2018 2:19:00 PM,212.8,212.8,212.4,212.4,2100
11/29/2018 2:18:00 PM,217,217,212.8,212.8,1200
11/29/2018 2:17:00 PM,222.3,222.3,216.65,217,675
11/29/2018 2:16:00 PM,214.15,222.3,214.15,222.3,3225
11/29/2018 2:15:00 PM,222.1,222.1,214.15,214.15,300
11/29/2018 2:14:00 PM,221.25,222.1,221.25,222.1,525
11/29/2018 2:13:00 PM,210,224.35,210,223.8,375
11/29/2018 2:12:00 PM,203.25,210,203.25,210,600
11/29/2018 2:11:00 PM,203.25,203.25,203.25,203.25,75
11/29/2018 2:10:00 PM,202.05,205.45,202.05,202.8,450
11/29/2018 2:09:00 PM,201.6,202.05,201.6,202.05,825
11/29/2018 2:08:00 PM,200,201.6,200,201.6,525
11/29/2018 2:07:00 PM,204.7,204.7,200,200,1050
11/29/2018 2:06:00 PM,200.15,204.7,200.15,204.7,750
11/29/2018 2:05:00 PM,203.35,206.4,200.15,200.15,1725
11/29/2018 2:04:00 PM,206.45,210.25,203.35,203.35,3300
11/29/2018 2:03:00 PM,197,209.2,196.9,206.45,3600
11/29/2018 2:02:00 PM,196.6,200.5,195.9,197,1500
11/29/2018 2:01:00 PM,185.8,199.55,185.8,196.6,2850
11/29/2018 2:00:00 PM,180,185.8,180,185.8,150
11/29/2018 1:59:00 PM,182,182.15,180,180,375
11/29/2018 1:58:00 PM,179.05,182,179,182,225
11/29/2018 1:57:00 PM,175.05,181.15,175.05,179.05,1050
11/29/2018 1:56:00 PM,173.5,175.7,173.5,175.05,1050
11/29/2018 1:55:00 PM,174.55,176.15,173.5,173.5,300
11/29/2018 1:54:00 PM,175.85,175.85,175.85,175.85,0
11/29/2018 1:53:00 PM,175.85,175.85,175.85,175.85,0
11/29/2018 1:52:00 PM,178,178,175.85,175.85,225
11/29/2018 1:51:00 PM,181.8,181.8,178,178,75
11/29/2018 1:50:00 PM,179.9,182.4,179.9,181.8,450
11/29/2018 1:49:00 PM,173.6,179.9,173.6,179.9,375
11/29/2018 1:48:00 PM,176.65,176.65,173.6,173.6,225
11/29/2018 1:47:00 PM,180.6,180.75,176.65,176.65,450
11/29/2018 1:46:00 PM,171,180.6,171,180.6,225
11/29/2018 1:45:00 PM,171,171,171,171,0
11/29/2018 1:44:00 PM,169.05,172,169.05,171,150
11/29/2018 1:43:00 PM,170.9,170.9,169.05,169.05,75
