Date,NIFTY18NOV10200CE O,NIFTY18NOV10200CE H,NIFTY18NOV10200CE L,NIFTY18NOV10200CE C,NIFTY18NOV10200CE V
11/29/2018 3:29:00 PM,652.1,654.3,652.1,654.3,3525
11/29/2018 3:28:00 PM,651.95,655.4,651.95,652.1,2775
11/29/2018 3:27:00 PM,653.15,653.15,649.2,651.95,1650
11/29/2018 3:26:00 PM,652,652,651.2,651.2,525
11/29/2018 3:25:00 PM,652,652,652,652,150
11/29/2018 3:24:00 PM,653,653,652,652,75
11/29/2018 3:23:00 PM,652,653,652,653,1125
11/29/2018 3:22:00 PM,650,652,648.5,652,750
11/29/2018 3:21:00 PM,649.45,650,649.45,650,375
11/29/2018 3:20:00 PM,649,649.45,645.55,649.45,600
11/29/2018 3:19:00 PM,646.7,650.2,646.7,649,1875
11/29/2018 3:18:00 PM,646.7,646.7,646.7,646.7,0
11/29/2018 3:17:00 PM,646.4,646.7,642.65,646.7,375
11/29/2018 3:16:00 PM,646.4,646.4,646.4,646.4,75
11/29/2018 3:15:00 PM,642.8,645.25,642.8,643,2325
11/29/2018 3:14:00 PM,640.4,646.35,640.4,642.8,5400
11/29/2018 3:13:00 PM,644.1,644.1,640.4,640.4,375
11/29/2018 3:12:00 PM,646,652,641.05,644.1,3750
11/29/2018 3:11:00 PM,643,646,643,646,225
11/29/2018 3:10:00 PM,647.95,647.95,643,643,525
11/29/2018 3:09:00 PM,641,647.95,641,647.95,750
11/29/2018 3:08:00 PM,642.35,645.1,641,641,1950
11/29/2018 3:07:00 PM,650,650.05,642.35,642.35,3975
11/29/2018 3:06:00 PM,646,651,646,650,8775
11/29/2018 3:05:00 PM,650,651.2,646,646,525
11/29/2018 3:04:00 PM,650,652,650,650,2625
11/29/2018 3:03:00 PM,650,650,650,650,75
11/29/2018 3:02:00 PM,652,652,650,650,225
11/29/2018 3:01:00 PM,652.15,654,649.6,652,675
11/29/2018 3:00:00 PM,671,671,652.15,652.15,975
11/29/2018 2:59:00 PM,665,668.95,664,668.95,450
11/29/2018 2:58:00 PM,665,665,665,665,0
11/29/2018 2:57:00 PM,663.85,665,663.85,665,75
11/29/2018 2:56:00 PM,664,664,663.45,663.85,300
11/29/2018 2:55:00 PM,664.45,664.45,663,664,675
11/29/2018 2:54:00 PM,663.8,665.3,662.7,664.45,1200
11/29/2018 2:53:00 PM,656.3,664,656.3,663.8,1650
11/29/2018 2:52:00 PM,665,665,656.3,656.3,3150
11/29/2018 2:51:00 PM,658.95,665,658.95,665,225
11/29/2018 2:50:00 PM,658,658.95,658,658.95,375
11/29/2018 2:49:00 PM,652.7,659.15,652.7,658,150
11/29/2018 2:48:00 PM,653.15,653.15,652.7,652.7,2625
11/29/2018 2:47:00 PM,655,659,653.15,653.15,5025
11/29/2018 2:46:00 PM,658,658,654.1,655,225
11/29/2018 2:45:00 PM,656.35,658,656.35,658,75
11/29/2018 2:44:00 PM,657.95,657.95,656.35,656.35,75
11/29/2018 2:43:00 PM,657,657.95,657,657.95,450
11/29/2018 2:42:00 PM,659.25,659.25,656.1,657,225
11/29/2018 2:41:00 PM,660,660,659.25,659.25,75
11/29/2018 2:40:00 PM,660,660,660,660,0
11/29/2018 2:39:00 PM,660,660,660,660,75
11/29/2018 2:38:00 PM,660,660,660,660,0
11/29/2018 2:37:00 PM,660,660,660,660,0
11/29/2018 2:36:00 PM,660,660,660,660,0
11/29/2018 2:35:00 PM,660,660,660,660,0
11/29/2018 2:34:00 PM,663,663,660,660,600
11/29/2018 2:33:00 PM,665.85,665.85,663,663,150
11/29/2018 2:32:00 PM,662.2,665.85,662.2,665.85,75
11/29/2018 2:31:00 PM,664,664,662.2,662.2,75
11/29/2018 2:30:00 PM,656.6,664,656.6,664,75
11/29/2018 2:29:00 PM,656.6,656.6,656.6,656.6,0
11/29/2018 2:28:00 PM,656.6,656.6,656.6,656.6,0
11/29/2018 2:27:00 PM,658.1,658.1,656.6,656.6,75
11/29/2018 2:26:00 PM,664,664,658.1,658.1,150
