Date,BANKNIFTY18NOV26100CE O,BANKNIFTY18NOV26100CE H,BANKNIFTY18NOV26100CE L,BANKNIFTY18NOV26100CE C,BANKNIFTY18NOV26100CE V
11/29/2018 3:29:00 PM,830,830,821.05,823,580
11/29/2018 3:28:00 PM,835,835,830,830,540
11/29/2018 3:27:00 PM,825,835,820,835,640
11/29/2018 3:26:00 PM,824.95,825,820.05,825,160
11/29/2018 3:25:00 PM,819.05,820.6,815,820,200
11/29/2018 3:24:00 PM,816,823,816,819.05,7640
11/29/2018 3:23:00 PM,816.1,816.5,816,816,620
11/29/2018 3:22:00 PM,818,818,816.1,816.1,100
11/29/2018 3:21:00 PM,811.05,820,811.05,818,400
11/29/2018 3:20:00 PM,814,814.25,811.05,811.05,240
11/29/2018 3:19:00 PM,805,826.95,805,814,720
11/29/2018 3:18:00 PM,797,805,797,805,280
11/29/2018 3:17:00 PM,800,800.5,797,797,360
11/29/2018 3:16:00 PM,800,802.05,796.05,800,1160
11/29/2018 3:15:00 PM,799.2,804,799.2,800,900
11/29/2018 3:14:00 PM,797,797,790.65,795,40
11/29/2018 3:13:00 PM,793,797,792.6,797,240
11/29/2018 3:12:00 PM,789.4,789.4,789.4,789.4,0
11/29/2018 3:11:00 PM,786.85,789.4,786.85,789.4,40
11/29/2018 3:10:00 PM,777.4,788.2,777.4,786.85,40
11/29/2018 3:09:00 PM,772.45,777.4,772.45,777.4,40
11/29/2018 3:08:00 PM,770.9,775,770.9,772.45,40
11/29/2018 3:07:00 PM,795,795,770.9,770.9,320
11/29/2018 3:06:00 PM,793.05,796.05,793.05,795,1980
11/29/2018 3:05:00 PM,800,800,793.05,793.05,20
11/29/2018 3:04:00 PM,803.25,812,800,800,180
11/29/2018 3:03:00 PM,815.75,815.75,803.25,803.25,200
11/29/2018 3:02:00 PM,838.45,838.45,815.75,815.75,100
11/29/2018 3:01:00 PM,830,838.45,825,838.45,220
11/29/2018 3:00:00 PM,845,845,829.9,830,240
11/29/2018 2:59:00 PM,825.05,845,825.05,845,360
11/29/2018 2:58:00 PM,832.8,832.8,825.05,825.05,1940
11/29/2018 2:57:00 PM,820.95,833,820.95,832.8,1400
11/29/2018 2:56:00 PM,822.35,822.35,820,820.95,80
11/29/2018 2:55:00 PM,825.1,825.9,813.4,815,380
11/29/2018 2:54:00 PM,825.1,825.1,825.1,825.1,0
11/29/2018 2:53:00 PM,834.2,834.2,820.85,825.1,2740
11/29/2018 2:52:00 PM,825,834.2,825,834.2,340
11/29/2018 2:51:00 PM,809.6,831.1,809.3,831.1,360
11/29/2018 2:50:00 PM,802.95,810,802.95,809.6,60
11/29/2018 2:49:00 PM,804.5,804.5,802,802.95,100
11/29/2018 2:48:00 PM,790,804.5,790,804.5,100
11/29/2018 2:47:00 PM,797.3,797.3,790,790,120
11/29/2018 2:46:00 PM,804.35,805,797.25,797.3,340
11/29/2018 2:45:00 PM,790.2,807.1,790.2,804.35,1060
11/29/2018 2:44:00 PM,790.2,790.2,790.2,790.2,0
11/29/2018 2:43:00 PM,790,797.2,790,790.2,40
11/29/2018 2:42:00 PM,805.7,805.7,790,790,60
11/29/2018 2:41:00 PM,805.7,805.7,805.7,805.7,0
11/29/2018 2:40:00 PM,819.05,819.05,800.9,805.7,60
11/29/2018 2:39:00 PM,819.05,819.05,819.05,819.05,0
11/29/2018 2:38:00 PM,819.05,819.05,819.05,819.05,0
11/29/2018 2:37:00 PM,790,819.05,790,819.05,20
11/29/2018 2:36:00 PM,775,790,775,790,40
11/29/2018 2:35:00 PM,773.85,775,773.85,775,100
11/29/2018 2:34:00 PM,830,830,773.85,773.85,1420
11/29/2018 2:33:00 PM,836,836,830,830,40
11/29/2018 2:32:00 PM,834.05,836.35,834.05,836,360
11/29/2018 2:31:00 PM,845.7,845.7,833.6,834.05,120
11/29/2018 2:30:00 PM,846.85,846.85,845.7,845.7,120
11/29/2018 2:29:00 PM,825.5,833.05,825.5,833.05,180
11/29/2018 2:28:00 PM,820,825.5,820,825.5,320
11/29/2018 2:27:00 PM,818,820,813.25,820,60
11/29/2018 2:26:00 PM,823.15,823.15,814.7,818,80
11/29/2018 2:25:00 PM,830.85,830.85,808.45,823.15,340
11/29/2018 2:24:00 PM,845,845,830.85,830.85,80
11/29/2018 2:23:00 PM,843,845,843,845,20
