Date,BANKNIFTY18NOV25900PE O,BANKNIFTY18NOV25900PE H,BANKNIFTY18NOV25900PE L,BANKNIFTY18NOV25900PE C,BANKNIFTY18NOV25900PE V
11/29/2018 3:29:00 PM,0.05,0.1,0.05,0.1,16720
11/29/2018 3:28:00 PM,0.05,0.1,0.05,0.05,13120
11/29/2018 3:27:00 PM,0.05,0.1,0.05,0.05,7600
11/29/2018 3:26:00 PM,0.05,0.1,0.05,0.05,520
11/29/2018 3:25:00 PM,0.1,0.1,0.05,0.05,40
11/29/2018 3:24:00 PM,0.1,0.1,0.1,0.1,0
11/29/2018 3:23:00 PM,0.05,0.1,0.05,0.1,7700
11/29/2018 3:22:00 PM,0.1,0.1,0.05,0.05,240
11/29/2018 3:21:00 PM,0.1,0.1,0.05,0.1,40
11/29/2018 3:20:00 PM,0.1,0.1,0.1,0.1,0
11/29/2018 3:19:00 PM,0.05,0.1,0.05,0.1,400
11/29/2018 3:18:00 PM,0.05,0.05,0.05,0.05,40
11/29/2018 3:17:00 PM,0.05,0.05,0.05,0.05,1120
11/29/2018 3:16:00 PM,0.1,0.15,0.05,0.05,7280
11/29/2018 3:15:00 PM,0.15,0.15,0.1,0.1,9700
11/29/2018 3:14:00 PM,0.1,0.15,0.1,0.15,40
11/29/2018 3:13:00 PM,0.15,0.15,0.1,0.1,1960
11/29/2018 3:12:00 PM,0.15,0.2,0.15,0.15,9500
11/29/2018 3:11:00 PM,0.15,0.15,0.15,0.15,260
11/29/2018 3:10:00 PM,0.15,0.15,0.15,0.15,1200
11/29/2018 3:09:00 PM,0.15,0.15,0.15,0.15,840
11/29/2018 3:08:00 PM,0.15,0.15,0.1,0.15,10320
11/29/2018 3:07:00 PM,0.15,0.15,0.15,0.15,200
11/29/2018 3:06:00 PM,0.15,0.15,0.1,0.15,640
11/29/2018 3:05:00 PM,0.15,0.15,0.15,0.15,160
11/29/2018 3:04:00 PM,0.15,0.2,0.15,0.15,3120
11/29/2018 3:03:00 PM,0.15,0.2,0.15,0.15,120
11/29/2018 3:02:00 PM,0.15,0.15,0.15,0.15,0
