Date,BANKNIFTY18NOV25800CE O,BANKNIFTY18NOV25800CE H,BANKNIFTY18NOV25800CE L,BANKNIFTY18NOV25800CE C,BANKNIFTY18NOV25800CE V
11/29/2018 3:29:00 PM,1117.95,1117.95,1110,1110,180
11/29/2018 3:28:00 PM,1117.95,1117.95,1117.95,1117.95,0
11/29/2018 3:27:00 PM,1117.95,1117.95,1117.95,1117.95,0
11/29/2018 3:26:00 PM,1120,1120,1117.95,1117.95,240
11/29/2018 3:25:00 PM,1134.65,1134.65,1120,1120,2420
11/29/2018 3:24:00 PM,1134.65,1134.65,1134.65,1134.65,0
11/29/2018 3:23:00 PM,1114.75,1134.65,1114.75,1134.65,60
11/29/2018 3:22:00 PM,1114.75,1114.75,1114.75,1114.75,0
11/29/2018 3:21:00 PM,1113,1114.75,1113,1114.75,40
11/29/2018 3:20:00 PM,1110.85,1131.15,1110,1113,100
11/29/2018 3:19:00 PM,1110.1,1110.85,1109.6,1110.85,100
11/29/2018 3:18:00 PM,1105.85,1110.85,1105.85,1110.1,340
11/29/2018 3:17:00 PM,1103.95,1107.25,1103.95,1105.85,80
11/29/2018 3:16:00 PM,1105.1,1105.1,1102,1103.95,420
11/29/2018 3:15:00 PM,1101.05,1107,1101.05,1105.1,180
11/29/2018 3:14:00 PM,1101.05,1101.05,1101.05,1101.05,0
11/29/2018 3:13:00 PM,1095.8,1104.35,1095.8,1101.05,60
11/29/2018 3:12:00 PM,1090,1098.9,1090,1095.8,40
11/29/2018 3:11:00 PM,1090,1090,1090,1090,0
11/29/2018 3:10:00 PM,1090,1090,1090,1090,0
11/29/2018 3:09:00 PM,1090,1090,1090,1090,0
11/29/2018 3:08:00 PM,1090,1090,1090,1090,0
11/29/2018 3:07:00 PM,1115,1115,1090,1090,20
11/29/2018 3:06:00 PM,1115,1115,1115,1115,0
11/29/2018 3:05:00 PM,1115,1115,1115,1115,0
11/29/2018 3:04:00 PM,1115,1115,1115,1115,0
11/29/2018 3:03:00 PM,1140.75,1140.75,1115,1115,280
11/29/2018 3:02:00 PM,1140.75,1140.75,1140.75,1140.75,0
11/29/2018 3:01:00 PM,1115,1140.75,1115,1140.75,40
11/29/2018 3:00:00 PM,1115,1115,1115,1115,0
11/29/2018 2:59:00 PM,1115,1115,1115,1115,0
11/29/2018 2:58:00 PM,1115,1115,1115,1115,0
11/29/2018 2:57:00 PM,1115,1115,1115,1115,0
11/29/2018 2:56:00 PM,1115,1115,1115,1115,0
11/29/2018 2:55:00 PM,1100,1115,1100,1115,20
11/29/2018 2:54:00 PM,1100,1100,1100,1100,0
11/29/2018 2:53:00 PM,1100,1100,1100,1100,0
11/29/2018 2:52:00 PM,1100,1100,1100,1100,0
11/29/2018 2:51:00 PM,1100,1100,1100,1100,0
11/29/2018 2:50:00 PM,1080.05,1100,1080.05,1100,80
11/29/2018 2:49:00 PM,1080.05,1080.05,1080.05,1080.05,0
11/29/2018 2:48:00 PM,1080.05,1080.05,1080.05,1080.05,0
11/29/2018 2:47:00 PM,1080.05,1080.05,1080.05,1080.05,0
11/29/2018 2:46:00 PM,1080.05,1080.05,1080.05,1080.05,0
11/29/2018 2:45:00 PM,1080.05,1080.05,1080.05,1080.05,0
11/29/2018 2:44:00 PM,1095,1095,1080.05,1080.05,20
11/29/2018 2:43:00 PM,1095,1095,1095,1095,0
11/29/2018 2:42:00 PM,1106.05,1106.05,1095,1095,40
