Date,BANKNIFTY18NOV26000CE O,BANKNIFTY18NOV26000CE H,BANKNIFTY18NOV26000CE L,BANKNIFTY18NOV26000CE C,BANKNIFTY18NOV26000CE V
11/29/2018 3:29:00 PM,926,928,912.1,912.1,1340
11/29/2018 3:28:00 PM,924.9,927.15,922.9,927.15,3200
11/29/2018 3:27:00 PM,922.05,925,921,924.9,4960
11/29/2018 3:26:00 PM,918,922.45,918,922.05,3120
11/29/2018 3:25:00 PM,918,918,914.05,918,980
11/29/2018 3:24:00 PM,919.95,920.1,917.65,918,29960
11/29/2018 3:23:00 PM,919.95,920.1,915,920,4240
11/29/2018 3:22:00 PM,915,922.8,915,922.8,2740
11/29/2018 3:21:00 PM,916,916.95,912.1,915,2440
11/29/2018 3:20:00 PM,913.75,917.95,911,916,1300
11/29/2018 3:19:00 PM,907,914.65,905.15,914.15,880
11/29/2018 3:18:00 PM,901.5,908,900.3,905,2480
11/29/2018 3:17:00 PM,900,901.5,897,901.5,4200
11/29/2018 3:16:00 PM,902,902,897,900,540
11/29/2018 3:15:00 PM,906,906,900.05,902,780
11/29/2018 3:14:00 PM,892.4,906.5,892.4,906,760
11/29/2018 3:13:00 PM,889,897.8,889,892.4,380
11/29/2018 3:12:00 PM,887,895,887,889,1720
11/29/2018 3:11:00 PM,889,891.05,886,888,860
11/29/2018 3:10:00 PM,890,890,880.3,889,2020
11/29/2018 3:09:00 PM,880.2,894.55,873.15,890,900
11/29/2018 3:08:00 PM,875.65,880,875,875.75,2160
11/29/2018 3:07:00 PM,893.05,893.9,872.05,875.65,1660
11/29/2018 3:06:00 PM,900,903,890.05,893.05,3560
11/29/2018 3:05:00 PM,911,911,900,900,6480
11/29/2018 3:04:00 PM,908,911.1,902.2,911,300
11/29/2018 3:03:00 PM,918,918,902,908,2500
11/29/2018 3:02:00 PM,930,936.1,918,918,4460
11/29/2018 3:01:00 PM,930,932,925,930,1920
11/29/2018 3:00:00 PM,945.2,945.2,926.15,930,1700
11/29/2018 2:59:00 PM,922.1,945.2,922.1,945.2,40
11/29/2018 2:58:00 PM,932.6,932.6,922,922.1,540
11/29/2018 2:57:00 PM,921,933,921,932.6,40
11/29/2018 2:56:00 PM,915,928,915,921,940
11/29/2018 2:55:00 PM,927,928.95,910,915,4680
11/29/2018 2:54:00 PM,920.9,927,920.9,927,460
11/29/2018 2:53:00 PM,928.1,933.5,920.9,920.9,1320
11/29/2018 2:52:00 PM,933.6,933.6,916.65,928.1,1140
11/29/2018 2:51:00 PM,907.9,935,907.9,933.6,2380
11/29/2018 2:50:00 PM,898.95,909.8,898.95,906.75,180
11/29/2018 2:49:00 PM,900.1,909.75,898.95,898.95,540
11/29/2018 2:48:00 PM,897.85,902.55,897,900.1,120
11/29/2018 2:47:00 PM,891.8,897.85,891.8,897.85,40
11/29/2018 2:46:00 PM,904.65,906.5,890.6,891.8,100
11/29/2018 2:45:00 PM,896.6,910,896.6,904.65,340
11/29/2018 2:44:00 PM,883.75,902,881.9,896.6,960
11/29/2018 2:43:00 PM,890,890,882.5,883.75,160
11/29/2018 2:42:00 PM,905.1,905.1,890,890,480
11/29/2018 2:41:00 PM,915.85,915.85,905.1,905.1,120
11/29/2018 2:40:00 PM,900,915.85,897.65,915.85,3020
11/29/2018 2:39:00 PM,913.25,916.1,895,898.95,4760
11/29/2018 2:38:00 PM,928.55,928.55,914.75,915,1200
11/29/2018 2:37:00 PM,903.8,924,903.7,924,1540
11/29/2018 2:36:00 PM,891.65,903.8,887.45,903.8,1000
11/29/2018 2:35:00 PM,860.6,891.45,860.6,891.45,7200
11/29/2018 2:34:00 PM,928.5,928.85,866.6,876.1,18360
11/29/2018 2:33:00 PM,935.05,936.8,926.75,929.6,1200
11/29/2018 2:32:00 PM,935.75,946.65,935.75,936.1,540
11/29/2018 2:31:00 PM,947.95,947.95,930.55,934.7,1140
11/29/2018 2:30:00 PM,947.55,949.9,941.35,947.95,1380
11/29/2018 2:29:00 PM,926.05,945.95,925.35,937.85,920
11/29/2018 2:28:00 PM,922.75,931.3,920,926.05,1080
11/29/2018 2:27:00 PM,915.15,926.2,909.65,921.45,1360
11/29/2018 2:26:00 PM,921,933.25,910.5,918.7,1520
11/29/2018 2:25:00 PM,935.15,935.15,906.65,923.15,2220
11/29/2018 2:24:00 PM,945.15,950,929.9,932.05,1480
11/29/2018 2:23:00 PM,940,954.5,940,946.65,1460
11/29/2018 2:22:00 PM,951.7,953.1,940,940,2200
11/29/2018 2:21:00 PM,957.2,961.45,951.7,951.7,1260
11/29/2018 2:20:00 PM,965,965,947.7,954.75,1500
