Date,BANKNIFTY06DEC1826700CE O,BANKNIFTY06DEC1826700CE H,BANKNIFTY06DEC1826700CE L,BANKNIFTY06DEC1826700CE C,BANKNIFTY06DEC1826700CE V
12/3/2018 3:29:00 PM,297.65,298.55,293.8,294.75,4660
12/3/2018 3:28:00 PM,297.15,298.35,296.6,297.4,4100
12/3/2018 3:27:00 PM,294.7,297,294.7,296,4660
12/3/2018 3:26:00 PM,294.1,295.95,294.1,295.45,1900
12/3/2018 3:25:00 PM,295.15,295.3,293.55,295.3,2800
12/3/2018 3:24:00 PM,295.2,295.85,294.35,295.15,620
12/3/2018 3:23:00 PM,294.5,296.6,292.55,295.2,3460
12/3/2018 3:22:00 PM,296.3,298.5,292.8,294.5,2100
12/3/2018 3:21:00 PM,299.55,301.05,296.3,296.3,1540
12/3/2018 3:20:00 PM,298.6,302.25,297,299.75,3100
12/3/2018 3:19:00 PM,300,300,297.4,298.9,1640
12/3/2018 3:18:00 PM,300.65,301.55,297.95,300,1100
12/3/2018 3:17:00 PM,301.95,303.1,298.3,300.65,3080
12/3/2018 3:16:00 PM,298.95,303.05,298.8,301.95,2620
12/3/2018 3:15:00 PM,299.7,303,298.95,298.95,2960
12/3/2018 3:14:00 PM,298.5,299.85,297.6,299.7,3780
12/3/2018 3:13:00 PM,295.9,298.8,295.4,298.5,4760
12/3/2018 3:12:00 PM,295.55,297.3,295,295.9,2920
12/3/2018 3:11:00 PM,295.45,297.05,294.1,295.55,920
12/3/2018 3:10:00 PM,294.45,296.75,292.5,295.45,3400
12/3/2018 3:09:00 PM,298.35,300.7,294,294.45,1540
12/3/2018 3:08:00 PM,301.9,302.8,298.15,298.15,780
12/3/2018 3:07:00 PM,300.05,302.4,298.25,301.8,3000
12/3/2018 3:06:00 PM,302.15,302.15,296.7,300,5440
12/3/2018 3:05:00 PM,293,302.15,293,302.15,1020
12/3/2018 3:04:00 PM,296.65,300.5,293,293,920
12/3/2018 3:03:00 PM,292.45,296.65,290.75,296.65,1580
12/3/2018 3:02:00 PM,295.85,295.85,292.45,292.45,300
12/3/2018 3:01:00 PM,303.6,303.9,292.35,295.85,3200
12/3/2018 3:00:00 PM,305.15,305.15,301.35,303.6,1560
12/3/2018 2:59:00 PM,294.75,306.85,294.75,305.15,2020
12/3/2018 2:58:00 PM,292,294.75,291.95,294.75,2340
12/3/2018 2:57:00 PM,295.2,295.2,291,292,1440
12/3/2018 2:56:00 PM,294.25,295.25,292.2,295.25,2300
12/3/2018 2:55:00 PM,296.85,297.65,293.85,294.25,340
12/3/2018 2:54:00 PM,293.4,297.6,291,296.85,2200
12/3/2018 2:53:00 PM,293.65,293.75,290.2,293.4,780
12/3/2018 2:52:00 PM,298.35,298.35,293.65,293.65,740
12/3/2018 2:51:00 PM,301.4,301.4,297.4,298.35,520
12/3/2018 2:50:00 PM,300.8,302.6,298.1,301.4,1680
12/3/2018 2:49:00 PM,293,301,293,301,700
12/3/2018 2:48:00 PM,287.55,293,286.95,293,300
12/3/2018 2:47:00 PM,291.5,291.5,287.65,289.8,600
12/3/2018 2:46:00 PM,290.3,292.7,290.3,291.5,880
12/3/2018 2:45:00 PM,290.05,295,290,290.3,940
12/3/2018 2:44:00 PM,289.25,290.05,286.55,290.05,540
12/3/2018 2:43:00 PM,287,291.55,284.95,289.25,2620
12/3/2018 2:42:00 PM,288.75,288.75,283.85,287,860
12/3/2018 2:41:00 PM,291.45,292.6,288.35,288.75,2880
12/3/2018 2:40:00 PM,294.75,295.55,291.45,291.45,140
12/3/2018 2:39:00 PM,292.35,299.95,291.9,294.75,1320
12/3/2018 2:38:00 PM,292.85,294.95,290,292.35,840
12/3/2018 2:37:00 PM,296.35,296.35,289.5,294.45,660
12/3/2018 2:36:00 PM,303.15,303.15,294.9,296.35,1420
12/3/2018 2:35:00 PM,299.5,303.5,299.5,303.15,620
12/3/2018 2:34:00 PM,298.3,300.05,297.35,299.5,4120
12/3/2018 2:33:00 PM,298,299.7,297.3,298.3,1340
12/3/2018 2:32:00 PM,293.9,298.6,293.9,298,3440
12/3/2018 2:31:00 PM,293,297.25,291.45,293.9,760
12/3/2018 2:30:00 PM,281.2,294,280.15,293,7140
12/3/2018 2:29:00 PM,285.35,286.15,277.05,282.15,1580
12/3/2018 2:28:00 PM,289.8,291.5,282.05,285.95,4660
12/3/2018 2:27:00 PM,290.75,292.9,289.45,289.8,740
12/3/2018 2:26:00 PM,292.65,292.65,290.6,291.8,1300
12/3/2018 2:25:00 PM,300.5,301.05,292.1,292.65,300
12/3/2018 2:24:00 PM,302.1,302.1,298.3,300.5,560
12/3/2018 2:23:00 PM,304.9,304.9,301.45,302.1,1580
12/3/2018 2:22:00 PM,305.2,305.2,302,304.9,860
12/3/2018 2:21:00 PM,307.9,307.9,304,305.2,560
12/3/2018 2:20:00 PM,306.55,309.05,305.65,306.85,320
12/3/2018 2:19:00 PM,310.3,312.4,305.6,306.55,880
12/3/2018 2:18:00 PM,306.25,313.1,306.2,310.3,4560
12/3/2018 2:17:00 PM,306,307,304.85,307,5220
12/3/2018 2:16:00 PM,302.6,306.25,302.6,306,1820
12/3/2018 2:15:00 PM,305.1,306.35,296.15,302.6,940
12/3/2018 2:14:00 PM,295.7,304.65,294.65,304.65,480
12/3/2018 2:13:00 PM,296.7,297.05,293.35,294.35,460
12/3/2018 2:12:00 PM,300.15,300.15,296.7,296.7,220
12/3/2018 2:11:00 PM,302.7,303.5,299,299.75,980
12/3/2018 2:10:00 PM,306.65,308.35,303.25,303.65,4340
12/3/2018 2:09:00 PM,301.1,309.45,299.85,306.65,3320
12/3/2018 2:08:00 PM,299.7,302,295.6,301.1,240
12/3/2018 2:07:00 PM,297.55,301.05,292.65,299.7,540
12/3/2018 2:06:00 PM,302.7,302.7,294.95,297.55,740
12/3/2018 2:05:00 PM,293,304,293,302.95,4120
12/3/2018 2:04:00 PM,293.1,295.85,291.2,293,240
12/3/2018 2:03:00 PM,300.05,300.05,291.35,293.1,3280
12/3/2018 2:02:00 PM,304.2,304.45,300,300.05,580
12/3/2018 2:01:00 PM,298.9,304.2,297.75,304.2,2280
12/3/2018 2:00:00 PM,317.4,319.1,298.9,298.9,4980
12/3/2018 1:59:00 PM,316.15,318.05,315.7,317.4,3020
12/3/2018 1:58:00 PM,318.15,319.8,315.3,316.15,640
12/3/2018 1:57:00 PM,323.45,325,319.75,320.15,1420
12/3/2018 1:56:00 PM,322.5,324.95,320,323.45,440
12/3/2018 1:55:00 PM,317.55,322.25,317.55,322.25,300
12/3/2018 1:54:00 PM,315.4,317.55,315.4,317.55,100
12/3/2018 1:53:00 PM,318.15,318.35,314.55,315.4,880
12/3/2018 1:52:00 PM,318.35,319.7,317.6,318.15,260
12/3/2018 1:51:00 PM,314.5,318.45,314.5,318.35,240
12/3/2018 1:50:00 PM,317.95,319.4,313.95,314.5,2520
12/3/2018 1:49:00 PM,325.5,327.4,316.55,317.95,700
12/3/2018 1:48:00 PM,318.4,325.8,318.4,325.5,1280
12/3/2018 1:47:00 PM,319.35,321.8,318,318.4,1300
12/3/2018 1:46:00 PM,321.85,322.9,315.05,319.35,820
12/3/2018 1:45:00 PM,310,321.95,310,321.85,980
12/3/2018 1:44:00 PM,314.7,314.7,310,310,300
12/3/2018 1:43:00 PM,316.25,319.95,313.4,314.7,600
12/3/2018 1:42:00 PM,318.3,318.7,314,316.25,3320
12/3/2018 1:41:00 PM,322.9,324.25,318.3,318.3,4600
12/3/2018 1:40:00 PM,316.5,321.75,312.25,320.05,2400
12/3/2018 1:39:00 PM,304.25,319.55,304.25,317.4,1000
