Date,BANKNIFTY06DEC1826600PE O,BANKNIFTY06DEC1826600PE H,BANKNIFTY06DEC1826600PE L,BANKNIFTY06DEC1826600PE C,BANKNIFTY06DEC1826600PE V
12/3/2018 3:29:00 PM,78.5,78.8,76.05,77.95,24860
12/3/2018 3:28:00 PM,79.15,79.3,78.3,78.3,18000
12/3/2018 3:27:00 PM,79.6,79.95,78.9,79.45,17600
12/3/2018 3:26:00 PM,80.2,80.9,79.55,79.85,15640
12/3/2018 3:25:00 PM,80.75,81,80.2,80.35,14200
12/3/2018 3:24:00 PM,80.55,80.8,79.35,80.65,11400
12/3/2018 3:23:00 PM,80.6,81.15,79.35,80.5,25840
12/3/2018 3:22:00 PM,80.25,81,79.55,80.75,15240
12/3/2018 3:21:00 PM,80.4,80.95,79.35,80.45,20620
12/3/2018 3:20:00 PM,80.7,81.45,79.55,80.65,28960
12/3/2018 3:19:00 PM,80.45,81.4,80.3,80.9,8520
12/3/2018 3:18:00 PM,80.5,80.9,80,80.25,10380
12/3/2018 3:17:00 PM,79.05,81.45,79.05,80.6,15800
12/3/2018 3:16:00 PM,79.9,80.15,78.7,79,18500
12/3/2018 3:15:00 PM,78.5,80,77,79.8,23160
12/3/2018 3:14:00 PM,79.2,79.7,78.4,78.5,13320
12/3/2018 3:13:00 PM,81.05,81.55,79.1,79.15,12660
12/3/2018 3:12:00 PM,80.9,81.5,80.6,80.6,9120
12/3/2018 3:11:00 PM,81.5,82.55,80.6,81,15140
12/3/2018 3:10:00 PM,81.7,82,80.9,81.55,14220
12/3/2018 3:09:00 PM,79.75,81.75,79.1,81.5,8960
12/3/2018 3:08:00 PM,78.8,79.85,78.45,79.85,9320
12/3/2018 3:07:00 PM,79.8,80,78.7,78.85,7300
12/3/2018 3:06:00 PM,77.95,80.2,77.5,79.8,10440
12/3/2018 3:05:00 PM,81.1,81.5,77.55,77.55,9320
12/3/2018 3:04:00 PM,80.3,81.95,78.8,81.1,12440
12/3/2018 3:03:00 PM,82.65,83.4,79.9,80,11540
12/3/2018 3:02:00 PM,80.9,83,80.9,82.65,8340
12/3/2018 3:01:00 PM,77.75,82.7,77.35,81.35,16460
12/3/2018 3:00:00 PM,77.8,79.5,77,77.75,17060
12/3/2018 2:59:00 PM,82.95,83.05,76.25,77.8,28340
12/3/2018 2:58:00 PM,84.1,84.55,82.45,82.45,11760
12/3/2018 2:57:00 PM,83.2,85.35,83.1,84.1,2820
12/3/2018 2:56:00 PM,83.65,84.6,82.8,83.2,12160
12/3/2018 2:55:00 PM,82.25,83.8,81.45,83.8,3520
